symbol,trading_date,open,raw_open_text,high,low,close,source,fetched_at,valid_numeric,valid_positive,within_hl_range,validation_flags,in_db,db_open,db_high,db_low,db_close,comparison_flags
KSE-ALL,2012-04-13,9636.71,"9,636.71",9848.42,9636.71,9695.54,ksestocks.com/MarketSummary,2026-07-03T13:29:34.681342+00:00,1,1,1,,1,,9848.42,9636.71,9695.54,
KSE-MI30,2012-04-13,23479.78,"23,479.78",23980.85,23456.42,23700.82,ksestocks.com/MarketSummary,2026-07-03T13:29:34.681342+00:00,1,1,1,,1,,23980.85,23456.42,23700.82,
KSE-100,2012-04-16,13795.86,"13,795.86",13823.05,13570.34,13770.7,ksestocks.com/MarketSummary,2026-07-03T13:29:38.723298+00:00,1,1,1,,1,,13823.05,13570.34,13770.7,
KSE-30,2012-04-16,12052.13,"12,052.13",12100.98,11875.38,12085.6,ksestocks.com/MarketSummary,2026-07-03T13:29:38.723298+00:00,1,1,1,,1,,12100.98,11875.38,12085.6,
KSE-ALL,2012-04-16,9694.96,"9,694.96",9714.66,9538.48,9679.91,ksestocks.com/MarketSummary,2026-07-03T13:29:38.723298+00:00,1,1,1,,1,,9714.66,9538.48,9679.91,
KSE-MI30,2012-04-16,23744.73,"23,744.73",23959.74,23492.77,23917.37,ksestocks.com/MarketSummary,2026-07-03T13:29:38.723298+00:00,1,1,1,,1,,23959.74,23492.77,23917.37,
KSE-100,2012-04-17,13773.75,"13,773.75",13893.81,13764.22,13764.22,ksestocks.com/MarketSummary,2026-07-03T13:29:42.724525+00:00,1,1,1,,1,,13893.81,13764.22,13764.22,
KSE-30,2012-04-17,12090.11,"12,090.11",12184.48,12023.93,12028.5,ksestocks.com/MarketSummary,2026-07-03T13:29:42.724525+00:00,1,1,1,,1,,12184.48,12023.93,12028.5,
KSE-ALL,2012-04-17,9681.97,"9,681.97",9769.87,9675.62,9675.63,ksestocks.com/MarketSummary,2026-07-03T13:29:42.724525+00:00,1,1,1,,1,,9769.87,9675.62,9675.63,
KSE-MI30,2012-04-17,23995.06,"23,995.06",24096.15,23789.2,23789.2,ksestocks.com/MarketSummary,2026-07-03T13:29:42.724525+00:00,1,1,1,,1,,24096.15,23789.2,23789.2,
KSE-100,2012-04-18,13796.25,"13,796.25",13964.61,13796.25,13937.95,ksestocks.com/MarketSummary,2026-07-03T13:29:46.981742+00:00,1,1,1,,1,,13964.61,13796.25,13937.95,
KSE-30,2012-04-18,12062.71,"12,062.71",12222.71,12062.71,12206.05,ksestocks.com/MarketSummary,2026-07-03T13:29:46.981742+00:00,1,1,1,,1,,12222.71,12062.71,12206.05,
KSE-ALL,2012-04-18,9699.63,"9,699.63",9819.37,9699.63,9802.39,ksestocks.com/MarketSummary,2026-07-03T13:29:46.981742+00:00,1,1,1,,1,,9819.37,9699.63,9802.39,
KSE-MI30,2012-04-18,23835.38,"23,835.38",24114.37,23835.38,24094.51,ksestocks.com/MarketSummary,2026-07-03T13:29:46.981742+00:00,1,1,1,,1,,24114.37,23835.38,24094.51,
KSE-100,2012-04-19,13940.48,"13,940.48",13988.06,13850.12,13929.47,ksestocks.com/MarketSummary,2026-07-03T13:29:51.018742+00:00,1,1,1,,1,,13988.06,13850.12,13929.47,
KSE-30,2012-04-19,12195.97,"12,195.97",12214.48,12106.59,12179.78,ksestocks.com/MarketSummary,2026-07-03T13:29:51.018742+00:00,1,1,1,,1,,12214.48,12106.59,12179.78,
KSE-ALL,2012-04-19,9804.03,"9,804.03",9837.89,9741.87,9794.91,ksestocks.com/MarketSummary,2026-07-03T13:29:51.018742+00:00,1,1,1,,1,,9837.89,9741.87,9794.91,
KSE-MI30,2012-04-19,24101.57,"24,101.57",24107.22,23896.96,24061.12,ksestocks.com/MarketSummary,2026-07-03T13:29:51.018742+00:00,1,1,1,,1,,24107.22,23896.96,24061.12,
KSE-100,2012-04-20,13936.4,"13,936.40",14061.05,13924.87,13936.48,ksestocks.com/MarketSummary,2026-07-03T13:29:54.950580+00:00,1,1,1,,1,,14061.05,13924.87,13936.48,
KSE-30,2012-04-20,12183.48,"12,183.48",12307.13,12183.48,12223.05,ksestocks.com/MarketSummary,2026-07-03T13:29:54.950580+00:00,1,1,1,,1,,12307.13,12183.48,12223.05,
KSE-ALL,2012-04-20,9801.58,"9,801.58",9882.47,9790.26,9797.35,ksestocks.com/MarketSummary,2026-07-03T13:29:54.950580+00:00,1,1,1,,1,,9882.47,9790.26,9797.35,
KSE-MI30,2012-04-20,24067.26,"24,067.26",24263.58,24055.34,24118.81,ksestocks.com/MarketSummary,2026-07-03T13:29:54.950580+00:00,1,1,1,,1,,24263.58,24055.34,24118.81,
KSE-100,2012-04-23,13962.39,"13,962.39",14099.77,13949.44,14083.44,ksestocks.com/MarketSummary,2026-07-03T13:29:58.932184+00:00,1,1,1,,1,,14099.77,13949.44,14083.44,
KSE-30,2012-04-23,12242.75,"12,242.75",12385.9,12241.68,12366.41,ksestocks.com/MarketSummary,2026-07-03T13:29:58.932184+00:00,1,1,1,,1,,12385.9,12241.68,12366.41,
KSE-ALL,2012-04-23,9814.71,"9,814.71",9911.81,9807.23,9899.15,ksestocks.com/MarketSummary,2026-07-03T13:29:58.932184+00:00,1,1,1,,1,,9911.81,9807.23,9899.15,
KSE-MI30,2012-04-23,24166.57,"24,166.57",24426.9,24148.7,24382.23,ksestocks.com/MarketSummary,2026-07-03T13:29:58.932184+00:00,1,1,1,,1,,24426.9,24148.7,24382.23,
KSE-100,2012-04-24,14136.02,"14,136.02",14231.46,14120.53,14132.59,ksestocks.com/MarketSummary,2026-07-03T13:30:03.316580+00:00,1,1,1,,1,,14231.46,14120.53,14132.59,
KSE-30,2012-04-24,12405.54,"12,405.54",12508.34,12365.04,12382.87,ksestocks.com/MarketSummary,2026-07-03T13:30:03.316580+00:00,1,1,1,,1,,12508.34,12365.04,12382.87,
KSE-ALL,2012-04-24,9935.91,"9,935.91",10002.73,9924.58,9931.67,ksestocks.com/MarketSummary,2026-07-03T13:30:03.316580+00:00,1,1,1,,1,,10002.73,9924.58,9931.67,
KSE-MI30,2012-04-24,24526.09,"24,526.09",24691.45,24375.38,24406.67,ksestocks.com/MarketSummary,2026-07-03T13:30:03.316580+00:00,1,1,1,,1,,24691.45,24375.38,24406.67,
KSE-100,2012-04-25,14158.44,"14,158.44",14312.13,14158.44,14217.74,ksestocks.com/MarketSummary,2026-07-03T13:30:07.975635+00:00,1,1,1,,1,,14312.13,14158.44,14217.74,
KSE-30,2012-04-25,12411.94,"12,411.94",12560.52,12411.94,12472.32,ksestocks.com/MarketSummary,2026-07-03T13:30:07.975635+00:00,1,1,1,,1,,12560.52,12411.94,12472.32,
KSE-ALL,2012-04-25,9949.62,"9,949.62",10050.7,9949.62,9978.08,ksestocks.com/MarketSummary,2026-07-03T13:30:07.975635+00:00,1,1,1,,1,,10050.7,9949.62,9978.08,
KSE-MI30,2012-04-25,24490.73,"24,490.73",24758.86,24439.98,24503.02,ksestocks.com/MarketSummary,2026-07-03T13:30:07.975635+00:00,1,1,1,,1,,24758.86,24439.98,24503.02,
KSE-100,2012-04-26,14220.63,"14,220.63",14317.84,14027.11,14066.09,ksestocks.com/MarketSummary,2026-07-03T13:30:12.614697+00:00,1,1,1,,1,,14317.84,14027.11,14066.09,
KSE-30,2012-04-26,12471.38,"12,471.38",12590.82,12320.31,12360.72,ksestocks.com/MarketSummary,2026-07-03T13:30:12.614697+00:00,1,1,1,,1,,12590.82,12320.31,12360.72,
KSE-ALL,2012-04-26,9980.22,"9,980.22",10044.16,9841.66,9868.95,ksestocks.com/MarketSummary,2026-07-03T13:30:12.614697+00:00,1,1,1,,1,,10044.16,9841.66,9868.95,
KSE-MI30,2012-04-26,24486.52,"24,486.52",24746.52,24296.54,24348.01,ksestocks.com/MarketSummary,2026-07-03T13:30:12.614697+00:00,1,1,1,,1,,24746.52,24296.54,24348.01,
KSE-100,2012-04-27,14082.92,"14,082.92",14244.08,14021.48,14042.77,ksestocks.com/MarketSummary,2026-07-03T13:30:17.659201+00:00,1,1,1,,1,,14244.08,14021.48,14042.77,
KSE-30,2012-04-27,12372.94,"12,372.94",12510.76,12315.15,12346.31,ksestocks.com/MarketSummary,2026-07-03T13:30:17.659201+00:00,1,1,1,,1,,12510.76,12315.15,12346.31,
KSE-ALL,2012-04-27,9880.96,"9,880.96",9987.99,9829.41,9849.12,ksestocks.com/MarketSummary,2026-07-03T13:30:17.659201+00:00,1,1,1,,1,,9987.99,9829.41,9849.12,
KSE-MI30,2012-04-27,24396.9,"24,396.90",24669.82,24313.07,24343.78,ksestocks.com/MarketSummary,2026-07-03T13:30:17.659201+00:00,1,1,1,,1,,24669.82,24313.07,24343.78,
KSE-100,2012-04-30,14050.04,"14,050.04",14066.51,13890.66,13990.38,ksestocks.com/MarketSummary,2026-07-03T13:30:21.678629+00:00,1,1,1,,1,,14066.51,13890.66,13990.38,
KSE-30,2012-04-30,12323.28,"12,323.28",12351.04,12210.45,12252.16,ksestocks.com/MarketSummary,2026-07-03T13:30:21.678629+00:00,1,1,1,,1,,12351.04,12210.45,12252.16,
KSE-ALL,2012-04-30,9854.16,"9,854.16",9868.31,9746.99,9812.71,ksestocks.com/MarketSummary,2026-07-03T13:30:21.678629+00:00,1,1,1,,1,,9868.31,9746.99,9812.71,
KSE-MI30,2012-04-30,24347.2,"24,347.20",24374.13,24147.25,24225.87,ksestocks.com/MarketSummary,2026-07-03T13:30:21.678629+00:00,1,1,1,,1,,24374.13,24147.25,24225.87,
KSE-100,2012-05-02,14001.76,"14,001.76",14166.71,13999.69,14142.52,ksestocks.com/MarketSummary,2026-07-03T13:30:28.343197+00:00,1,1,1,,1,,14166.71,13999.69,14142.52,
KSE-30,2012-05-02,12259.81,"12,259.81",12395.84,12244.49,12366.32,ksestocks.com/MarketSummary,2026-07-03T13:30:28.343197+00:00,1,1,1,,1,,12395.84,12244.49,12366.32,
KSE-ALL,2012-05-02,9822.11,"9,822.11",9938.43,9820.81,9925.71,ksestocks.com/MarketSummary,2026-07-03T13:30:28.343197+00:00,1,1,1,,1,,9938.43,9820.81,9925.71,
KSE-MI30,2012-05-02,24266.0,"24,266.00",24474.41,24206.09,24431.7,ksestocks.com/MarketSummary,2026-07-03T13:30:28.343197+00:00,1,1,1,,1,,24474.41,24206.09,24431.7,
KSE-100,2012-05-03,14191.37,"14,191.37",14454.5,14191.37,14419.92,ksestocks.com/MarketSummary,2026-07-03T13:30:32.709592+00:00,1,1,1,,1,,14454.5,14191.37,14419.92,
KSE-30,2012-05-03,12406.72,"12,406.72",12618.18,12406.72,12578.11,ksestocks.com/MarketSummary,2026-07-03T13:30:32.709592+00:00,1,1,1,,1,,12618.18,12406.72,12578.11,
KSE-ALL,2012-05-03,9959.66,"9,959.66",10138.14,9959.66,10113.8,ksestocks.com/MarketSummary,2026-07-03T13:30:32.709592+00:00,1,1,1,,1,,10138.14,9959.66,10113.8,
KSE-MI30,2012-05-03,24546.41,"24,546.41",24956.35,24546.41,24868.74,ksestocks.com/MarketSummary,2026-07-03T13:30:32.709592+00:00,1,1,1,,1,,24956.35,24546.41,24868.74,
KSE-100,2012-05-04,14422.37,"14,422.37",14629.04,14422.37,14612.28,ksestocks.com/MarketSummary,2026-07-03T13:30:37.028623+00:00,1,1,1,,1,,14629.04,14422.37,14612.28,
KSE-30,2012-05-04,12582.38,"12,582.38",12788.14,12582.38,12755.54,ksestocks.com/MarketSummary,2026-07-03T13:30:37.028623+00:00,1,1,1,,1,,12788.14,12582.38,12755.54,
KSE-ALL,2012-05-04,10115.56,"10,115.56",10254.4,10115.56,10238.21,ksestocks.com/MarketSummary,2026-07-03T13:30:37.028623+00:00,1,1,1,,1,,10254.4,10115.56,10238.21,
KSE-MI30,2012-05-04,24956.11,"24,956.11",25239.86,24938.57,25167.03,ksestocks.com/MarketSummary,2026-07-03T13:30:37.028623+00:00,1,1,1,,1,,25239.86,24938.57,25167.03,
KSE-100,2012-05-07,14661.79,"14,661.79",14706.36,14583.54,14617.97,ksestocks.com/MarketSummary,2026-07-03T13:30:41.204708+00:00,1,1,1,,1,,14706.36,14583.54,14617.97,
KSE-30,2012-05-07,12800.21,"12,800.21",12833.58,12730.35,12762.79,ksestocks.com/MarketSummary,2026-07-03T13:30:41.204708+00:00,1,1,1,,1,,12833.58,12730.35,12762.79,
KSE-ALL,2012-05-07,10270.8,"10,270.80",10306.32,10221.12,10245.92,ksestocks.com/MarketSummary,2026-07-03T13:30:41.204708+00:00,1,1,1,,1,,10306.32,10221.12,10245.92,
KSE-MI30,2012-05-07,25278.67,"25,278.67",25348.83,25164.8,25221.31,ksestocks.com/MarketSummary,2026-07-03T13:30:41.204708+00:00,1,1,1,,1,,25348.83,25164.8,25221.31,
KSE-100,2012-05-08,14657.23,"14,657.23",14686.72,14480.38,14513.96,ksestocks.com/MarketSummary,2026-07-03T13:30:45.420764+00:00,1,1,1,,1,,14686.72,14480.38,14513.96,
KSE-30,2012-05-08,12797.28,"12,797.28",12818.81,12648.45,12673.35,ksestocks.com/MarketSummary,2026-07-03T13:30:45.420764+00:00,1,1,1,,1,,12818.81,12648.45,12673.35,
KSE-ALL,2012-05-08,10273.3,"10,273.30",10293.2,10155.04,10176.5,ksestocks.com/MarketSummary,2026-07-03T13:30:45.420764+00:00,1,1,1,,1,,10293.2,10155.04,10176.5,
KSE-MI30,2012-05-08,25294.78,"25,294.78",25381.46,24952.43,25019.55,ksestocks.com/MarketSummary,2026-07-03T13:30:45.420764+00:00,1,1,1,,1,,25381.46,24952.43,25019.55,
KSE-100,2012-05-09,14551.14,"14,551.14",14644.21,14520.28,14613.59,ksestocks.com/MarketSummary,2026-07-03T13:30:49.499171+00:00,1,1,1,,1,,14644.21,14520.28,14613.59,
KSE-30,2012-05-09,12692.72,"12,692.72",12776.01,12630.23,12746.43,ksestocks.com/MarketSummary,2026-07-03T13:30:49.499171+00:00,1,1,1,,1,,12776.01,12630.23,12746.43,
KSE-ALL,2012-05-09,10203.37,"10,203.37",10271.19,10185.81,10251.17,ksestocks.com/MarketSummary,2026-07-03T13:30:49.499171+00:00,1,1,1,,1,,10271.19,10185.81,10251.17,
KSE-MI30,2012-05-09,25082.98,"25,082.98",25173.89,24921.41,25124.0,ksestocks.com/MarketSummary,2026-07-03T13:30:49.499171+00:00,1,1,1,,1,,25173.89,24921.41,25124.0,
KSE-100,2012-05-10,14637.03,"14,637.03",14681.42,14395.08,14420.19,ksestocks.com/MarketSummary,2026-07-03T13:30:53.547488+00:00,1,1,1,,1,,14681.42,14395.08,14420.19,
KSE-30,2012-05-10,12791.52,"12,791.52",12817.84,12538.68,12558.94,ksestocks.com/MarketSummary,2026-07-03T13:30:53.547488+00:00,1,1,1,,1,,12817.84,12538.68,12558.94,
KSE-ALL,2012-05-10,10267.46,"10,267.46",10298.26,10102.09,10116.6,ksestocks.com/MarketSummary,2026-07-03T13:30:53.547488+00:00,1,1,1,,1,,10298.26,10102.09,10116.6,
KSE-MI30,2012-05-10,25185.83,"25,185.83",25213.31,24737.78,24767.74,ksestocks.com/MarketSummary,2026-07-03T13:30:53.547488+00:00,1,1,1,,1,,25213.31,24737.78,24767.74,
KSE-100,2012-05-11,14410.21,"14,410.21",14445.72,14210.65,14230.49,ksestocks.com/MarketSummary,2026-07-03T13:30:57.914755+00:00,1,1,1,,1,,14445.72,14210.65,14230.49,
KSE-30,2012-05-11,12559.55,"12,559.55",12567.09,12347.75,12373.39,ksestocks.com/MarketSummary,2026-07-03T13:30:57.914755+00:00,1,1,1,,1,,12567.09,12347.75,12373.39,
KSE-ALL,2012-05-11,10110.19,"10,110.19",10134.62,9971.7,9983.28,ksestocks.com/MarketSummary,2026-07-03T13:30:57.914755+00:00,1,1,1,,1,,10134.62,9971.7,9983.28,
KSE-MI30,2012-05-11,24772.12,"24,772.12",24821.54,24456.83,24519.59,ksestocks.com/MarketSummary,2026-07-03T13:30:57.914755+00:00,1,1,1,,1,,24821.54,24456.83,24519.59,
KSE-100,2012-05-14,14237.51,"14,237.51",14310.09,14164.47,14228.77,ksestocks.com/MarketSummary,2026-07-03T13:31:02.413453+00:00,1,1,1,,1,,14310.09,14164.47,14228.77,
KSE-30,2012-05-14,12407.45,"12,407.45",12460.55,12336.45,12410.41,ksestocks.com/MarketSummary,2026-07-03T13:31:02.413453+00:00,1,1,1,,1,,12460.55,12336.45,12410.41,
KSE-ALL,2012-05-14,9987.75,"9,987.75",10040.99,9943.33,9985.47,ksestocks.com/MarketSummary,2026-07-03T13:31:02.413453+00:00,1,1,1,,1,,10040.99,9943.33,9985.47,
KSE-MI30,2012-05-14,24618.66,"24,618.66",24703.08,24461.27,24558.99,ksestocks.com/MarketSummary,2026-07-03T13:31:02.413453+00:00,1,1,1,,1,,24703.08,24461.27,24558.99,
KSE-100,2012-05-15,14233.24,"14,233.24",14373.8,14233.24,14313.67,ksestocks.com/MarketSummary,2026-07-03T13:31:06.810569+00:00,1,1,1,,1,,14373.8,14233.24,14313.67,
KSE-30,2012-05-15,12414.52,"12,414.52",12552.53,12414.52,12501.2,ksestocks.com/MarketSummary,2026-07-03T13:31:06.810569+00:00,1,1,1,,1,,12552.53,12414.52,12501.2,
KSE-ALL,2012-05-15,9988.87,"9,988.87",10082.96,9988.87,10041.67,ksestocks.com/MarketSummary,2026-07-03T13:31:06.810569+00:00,1,1,1,,1,,10082.96,9988.87,10041.67,
KSE-MI30,2012-05-15,24689.33,"24,689.33",24834.45,24645.94,24764.91,ksestocks.com/MarketSummary,2026-07-03T13:31:06.810569+00:00,1,1,1,,1,,24834.45,24645.94,24764.91,
KSE-100,2012-05-16,14321.7,"14,321.70",14335.06,14062.95,14081.07,ksestocks.com/MarketSummary,2026-07-03T13:31:11.387503+00:00,1,1,1,,1,,14335.06,14062.95,14081.07,
KSE-30,2012-05-16,12511.97,"12,511.97",12511.97,12263.99,12276.66,ksestocks.com/MarketSummary,2026-07-03T13:31:11.387503+00:00,1,1,1,,1,,12511.97,12263.99,12276.66,
KSE-ALL,2012-05-16,10046.41,"10,046.41",10057.6,9870.17,9881.86,ksestocks.com/MarketSummary,2026-07-03T13:31:11.387503+00:00,1,1,1,,1,,10057.6,9870.17,9881.86,
KSE-MI30,2012-05-16,24773.22,"24,773.22",24779.67,24343.0,24350.8,ksestocks.com/MarketSummary,2026-07-03T13:31:11.387503+00:00,1,1,1,,1,,24779.67,24343.0,24350.8,
KSE-100,2012-05-17,14119.05,"14,119.05",14152.58,13992.43,14063.08,ksestocks.com/MarketSummary,2026-07-03T13:31:16.156045+00:00,1,1,1,,1,,14152.58,13992.43,14063.08,
KSE-30,2012-05-17,12303.44,"12,303.44",12355.84,12203.86,12274.18,ksestocks.com/MarketSummary,2026-07-03T13:31:16.156045+00:00,1,1,1,,1,,12355.84,12203.86,12274.18,
KSE-ALL,2012-05-17,9907.54,"9,907.54",9934.03,9821.6,9875.69,ksestocks.com/MarketSummary,2026-07-03T13:31:16.156045+00:00,1,1,1,,1,,9934.03,9821.6,9875.69,
KSE-MI30,2012-05-17,24435.39,"24,435.39",24501.85,24207.06,24337.43,ksestocks.com/MarketSummary,2026-07-03T13:31:16.156045+00:00,1,1,1,,1,,24501.85,24207.06,24337.43,
KSE-100,2012-05-18,14077.32,"14,077.32",14107.03,13843.56,13857.78,ksestocks.com/MarketSummary,2026-07-03T13:31:20.435510+00:00,1,1,1,,1,,14107.03,13843.56,13857.78,
KSE-30,2012-05-18,12252.88,"12,252.88",12274.18,11968.26,11980.8,ksestocks.com/MarketSummary,2026-07-03T13:31:20.435510+00:00,1,1,1,,1,,12274.18,11968.26,11980.8,
KSE-ALL,2012-05-18,9886.18,"9,886.18",9905.95,9728.89,9737.79,ksestocks.com/MarketSummary,2026-07-03T13:31:20.435510+00:00,1,1,1,,1,,9905.95,9728.89,9737.79,
KSE-MI30,2012-05-18,24326.6,"24,326.60",24370.3,23839.3,23865.64,ksestocks.com/MarketSummary,2026-07-03T13:31:20.435510+00:00,1,1,1,,1,,24370.3,23839.3,23865.64,
KSE-100,2012-05-21,13875.96,"13,875.96",13943.36,13867.1,13875.74,ksestocks.com/MarketSummary,2026-07-03T13:31:25.002281+00:00,1,1,1,,1,,13943.36,13867.1,13875.74,
KSE-30,2012-05-21,12001.55,"12,001.55",12055.6,11987.69,12006.24,ksestocks.com/MarketSummary,2026-07-03T13:31:25.002281+00:00,1,1,1,,1,,12055.6,11987.69,12006.24,
KSE-ALL,2012-05-21,9750.13,"9,750.13",9795.05,9744.82,9750.31,ksestocks.com/MarketSummary,2026-07-03T13:31:25.002281+00:00,1,1,1,,1,,9795.05,9744.82,9750.31,
KSE-MI30,2012-05-21,23884.09,"23,884.09",23995.11,23884.09,23889.65,ksestocks.com/MarketSummary,2026-07-03T13:31:25.002281+00:00,1,1,1,,1,,23995.11,23884.09,23889.65,
KSE-100,2012-05-22,13888.78,"13,888.78",14159.15,13888.78,14142.08,ksestocks.com/MarketSummary,2026-07-03T13:31:29.130320+00:00,1,1,1,,1,,14159.15,13888.78,14142.08,
KSE-30,2012-05-22,12012.09,"12,012.09",12284.12,12012.09,12267.03,ksestocks.com/MarketSummary,2026-07-03T13:31:29.130320+00:00,1,1,1,,1,,12284.12,12012.09,12267.03,
KSE-ALL,2012-05-22,9759.67,"9,759.67",9947.77,9759.67,9935.82,ksestocks.com/MarketSummary,2026-07-03T13:31:29.130320+00:00,1,1,1,,1,,9947.77,9759.67,9935.82,
KSE-MI30,2012-05-22,23920.14,"23,920.14",24391.78,23920.14,24357.81,ksestocks.com/MarketSummary,2026-07-03T13:31:29.130320+00:00,1,1,1,,1,,24391.78,23920.14,24357.81,
KSE-100,2012-05-23,14145.32,"14,145.32",14145.32,14003.53,14032.82,ksestocks.com/MarketSummary,2026-07-03T13:31:33.608299+00:00,1,1,1,,1,,14145.32,14003.53,14032.82,
KSE-30,2012-05-23,12262.09,"12,262.09",12262.46,12128.41,12187.63,ksestocks.com/MarketSummary,2026-07-03T13:31:33.608299+00:00,1,1,1,,1,,12262.46,12128.41,12187.63,
KSE-ALL,2012-05-23,9938.86,"9,938.86",9938.86,9843.94,9863.49,ksestocks.com/MarketSummary,2026-07-03T13:31:33.608299+00:00,1,1,1,,1,,9938.86,9843.94,9863.49,
KSE-MI30,2012-05-23,24324.63,"24,324.63",24326.19,24107.56,24209.3,ksestocks.com/MarketSummary,2026-07-03T13:31:33.608299+00:00,1,1,1,,1,,24326.19,24107.56,24209.3,
KSE-100,2012-05-24,14032.39,"14,032.39",14088.36,13895.44,13936.92,ksestocks.com/MarketSummary,2026-07-03T13:31:37.901974+00:00,1,1,1,,1,,14088.36,13895.44,13936.92,
KSE-30,2012-05-24,12182.73,"12,182.73",12221.84,12028.57,12081.21,ksestocks.com/MarketSummary,2026-07-03T13:31:37.901974+00:00,1,1,1,,1,,12221.84,12028.57,12081.21,
KSE-ALL,2012-05-24,9863.21,"9,863.21",9904.85,9774.65,9802.97,ksestocks.com/MarketSummary,2026-07-03T13:31:37.901974+00:00,1,1,1,,1,,9904.85,9774.65,9802.97,
KSE-MI30,2012-05-24,24195.16,"24,195.16",24317.12,23945.35,24046.8,ksestocks.com/MarketSummary,2026-07-03T13:31:37.901974+00:00,1,1,1,,1,,24317.12,23945.35,24046.8,
KSE-100,2012-05-25,13955.78,"13,955.78",13999.17,13921.0,13925.06,ksestocks.com/MarketSummary,2026-07-03T13:31:41.928548+00:00,1,1,1,,1,,13999.17,13921.0,13925.06,
KSE-30,2012-05-25,12090.44,"12,090.44",12144.92,12048.48,12090.2,ksestocks.com/MarketSummary,2026-07-03T13:31:41.928548+00:00,1,1,1,,1,,12144.92,12048.48,12090.2,
KSE-ALL,2012-05-25,9815.54,"9,815.54",9848.66,9795.73,9802.02,ksestocks.com/MarketSummary,2026-07-03T13:31:41.928548+00:00,1,1,1,,1,,9848.66,9795.73,9802.02,
KSE-MI30,2012-05-25,24082.8,"24,082.80",24183.16,24000.43,24120.35,ksestocks.com/MarketSummary,2026-07-03T13:31:41.928548+00:00,1,1,1,,1,,24183.16,24000.43,24120.35,
KSE-100,2012-05-28,13936.56,"13,936.56",14059.77,13936.46,14031.51,ksestocks.com/MarketSummary,2026-07-03T13:31:46.051521+00:00,1,1,1,,1,,14059.77,13936.46,14031.51,
KSE-30,2012-05-28,12103.11,"12,103.11",12245.03,12102.56,12239.14,ksestocks.com/MarketSummary,2026-07-03T13:31:46.051521+00:00,1,1,1,,1,,12245.03,12102.56,12239.14,
KSE-ALL,2012-05-28,9810.14,"9,810.14",9898.11,9810.14,9880.0,ksestocks.com/MarketSummary,2026-07-03T13:31:46.051521+00:00,1,1,1,,1,,9898.11,9810.14,9880.0,
KSE-MI30,2012-05-28,24169.84,"24,169.84",24411.26,24169.84,24376.97,ksestocks.com/MarketSummary,2026-07-03T13:31:46.051521+00:00,1,1,1,,1,,24411.26,24169.84,24376.97,
KSE-100,2012-05-29,14033.17,"14,033.17",14168.49,14033.17,14071.85,ksestocks.com/MarketSummary,2026-07-03T13:31:50.365835+00:00,1,1,1,,1,,14168.49,14033.17,14071.85,
KSE-30,2012-05-29,12235.15,"12,235.15",12353.21,12232.03,12243.28,ksestocks.com/MarketSummary,2026-07-03T13:31:50.365835+00:00,1,1,1,,1,,12353.21,12232.03,12243.28,
KSE-ALL,2012-05-29,9882.42,"9,882.42",9977.42,9882.42,9909.16,ksestocks.com/MarketSummary,2026-07-03T13:31:50.365835+00:00,1,1,1,,1,,9977.42,9882.42,9909.16,
KSE-MI30,2012-05-29,24437.98,"24,437.98",24600.04,24365.33,24371.14,ksestocks.com/MarketSummary,2026-07-03T13:31:50.365835+00:00,1,1,1,,1,,24600.04,24365.33,24371.14,
KSE-100,2012-05-30,14076.12,"14,076.12",14108.2,13863.67,13871.76,ksestocks.com/MarketSummary,2026-07-03T13:31:54.421384+00:00,1,1,1,,1,,14108.2,13863.67,13871.76,
KSE-30,2012-05-30,12220.76,"12,220.76",12227.53,12001.49,12021.35,ksestocks.com/MarketSummary,2026-07-03T13:31:54.421384+00:00,1,1,1,,1,,12227.53,12001.49,12021.35,
KSE-ALL,2012-05-30,9911.99,"9,911.99",9931.45,9766.2,9771.3,ksestocks.com/MarketSummary,2026-07-03T13:31:54.421384+00:00,1,1,1,,1,,9931.45,9766.2,9771.3,
KSE-MI30,2012-05-30,24383.97,"24,383.97",24480.99,24048.19,24093.6,ksestocks.com/MarketSummary,2026-07-03T13:31:54.421384+00:00,1,1,1,,1,,24480.99,24048.19,24093.6,
KSE-100,2012-05-31,13868.12,"13,868.12",13939.34,13767.63,13786.62,ksestocks.com/MarketSummary,2026-07-03T13:31:58.529450+00:00,1,1,1,,1,,13939.34,13767.63,13786.62,
KSE-30,2012-05-31,12018.73,"12,018.73",12079.44,11925.51,11951.08,ksestocks.com/MarketSummary,2026-07-03T13:31:58.529450+00:00,1,1,1,,1,,12079.44,11925.51,11951.08,
KSE-ALL,2012-05-31,9769.78,"9,769.78",9819.2,9701.93,9714.33,ksestocks.com/MarketSummary,2026-07-03T13:31:58.529450+00:00,1,1,1,,1,,9819.2,9701.93,9714.33,
KSE-MI30,2012-05-31,24072.58,"24,072.58",24268.57,23942.54,23976.43,ksestocks.com/MarketSummary,2026-07-03T13:31:58.529450+00:00,1,1,1,,1,,24268.57,23942.54,23976.43,
KSE-100,2012-06-01,13804.46,"13,804.46",13972.48,13775.5,13876.97,ksestocks.com/MarketSummary,2026-07-03T13:32:02.604356+00:00,1,1,1,,1,,13972.48,13775.5,13876.97,
KSE-30,2012-06-01,11960.93,"11,960.93",12140.0,11949.11,12056.44,ksestocks.com/MarketSummary,2026-07-03T13:32:02.604356+00:00,1,1,1,,1,,12140.0,11949.11,12056.44,
