date,breadth,dispersion,participation,mkt_ret,n_stocks,avg_correlation,regime,volatility_level,trend_persistence
2005-02-09,0.0,5.11677064264254,0.0,-0.18695565780991233,379,0.3664447552643609,INSUFFICIENT_DATA,2.0623624511810856,25.0
2005-02-10,0.0,5.882829968376626,0.0,1.069864564210208,363,0.3646483836265895,INSUFFICIENT_DATA,1.965128122468433,26.0
2005-02-11,0.0,5.280693335624141,0.0,1.4224663968998237,363,0.36250416147824954,INSUFFICIENT_DATA,1.9176143427879908,27.0
2005-02-14,0.0,5.187550170391958,0.0,1.3910111012967519,406,0.2863151513667017,INSUFFICIENT_DATA,1.7628774846118533,28.0
2005-02-15,0.0,4.730270135689793,0.0,0.03896795600937101,396,0.26553030976571734,INSUFFICIENT_DATA,1.6416828767493379,29.0
2005-02-16,0.0,4.8220525149013005,0.0,0.2484342689174216,371,0.2534872524871173,INSUFFICIENT_DATA,1.6134335712763688,30.0
2005-02-17,0.0,5.179724367032665,0.0,0.13042697888835156,400,0.24787173709498211,INSUFFICIENT_DATA,1.616659938416724,31.0
2005-02-18,0.0,4.610567993441282,0.0,0.13619366148718282,356,0.24049929133007852,INSUFFICIENT_DATA,1.6164535177649941,32.0
2005-02-21,0.0,5.060355091944635,0.0,1.0587005452248903,365,0.24832379491357,INSUFFICIENT_DATA,1.5833326976813955,33.0
2005-02-22,0.0,5.016465355040469,0.0,0.7274358661326514,377,0.2401533151416057,INSUFFICIENT_DATA,1.6001804257037229,34.0
2005-02-23,0.0,4.682033125000054,0.0,0.9271705694879953,382,0.23207978561554882,INSUFFICIENT_DATA,1.6187189745733601,35.0
2005-02-24,0.0,5.353306885386496,0.0,-0.6310314533494334,368,0.2414164206453527,INSUFFICIENT_DATA,1.692263047187003,36.0
2005-02-25,0.0,4.97907241816381,0.0,-0.7056581006312346,347,0.19600656187735302,INSUFFICIENT_DATA,1.6458529461462337,37.0
2005-02-28,0.0,5.352554167916592,0.0,-0.41353828223481776,384,0.19441464197480549,INSUFFICIENT_DATA,1.6475182988985548,38.0
2005-03-01,0.0,4.861104586854543,0.0,0.05058563543216797,369,0.18134946693754803,INSUFFICIENT_DATA,1.6302953648750915,39.0
2005-03-02,0.0,4.060900789389971,0.0,-2.053730599492914,363,0.2356757162666872,INSUFFICIENT_DATA,1.8188758661197597,40.0
2005-03-03,0.0,5.254104258590979,0.0,0.6644802611843464,339,0.2369139120520478,INSUFFICIENT_DATA,1.8825948335418452,41.0
2005-03-04,0.0,5.856866437160062,0.0,0.27798170139217143,346,0.2349839789352811,INSUFFICIENT_DATA,1.9450651546734083,42.0
2005-03-07,0.0,5.196087794881805,0.0,-0.21580107160660333,367,0.22669267747231545,INSUFFICIENT_DATA,1.969598848307888,43.0
2005-03-08,0.0,5.575652400577927,0.0,0.5427756907267705,355,0.22680291786576304,INSUFFICIENT_DATA,2.0763655968099552,44.0
2005-03-09,0.0,5.074319806537827,0.0,-0.11964344856953274,363,0.2190724655387029,INSUFFICIENT_DATA,2.1501084114566766,45.0
2005-03-10,0.0,5.8685130452450975,0.0,-0.8921296439500997,350,0.23715607000193326,INSUFFICIENT_DATA,2.348671948783526,46.0
2005-03-11,0.0,5.1806495305949225,0.0,0.40094586181493463,335,0.22469270552448833,INSUFFICIENT_DATA,2.4223348636415247,47.0
2005-03-14,0.0,6.137864139499063,0.0,1.1043297812747497,367,0.22209698478641515,INSUFFICIENT_DATA,2.4736073534339216,48.0
2005-03-15,25.132275132275133,5.842716906594127,0.0,0.1740880766545571,378,0.21372670299773242,INSUFFICIENT_DATA,2.519452826471181,49.0
2005-03-16,25.69832402234637,10.30723047182695,0.0,-0.8754888599444807,358,0.2345327139736729,INSUFFICIENT_DATA,2.790479951656548,50.0
2005-03-17,20.954907161803714,4.322089965485036,0.0,-3.9451656443374006,377,0.3166611663361997,INSUFFICIENT_DATA,3.12752104786346,51.0
2005-03-18,27.2108843537415,6.064850149326913,0.0,0.67805693240596,294,0.3345866369429991,INSUFFICIENT_DATA,3.3959336464752603,52.0
2005-03-21,16.246498599439775,7.8532873904980836,0.0,-4.140580686144153,357,0.3816706278857692,INSUFFICIENT_DATA,3.7068088090464655,53.0
2005-03-22,11.077844311377245,6.27398775054701,0.0,-3.95241306491606,334,0.4059800231719974,INSUFFICIENT_DATA,4.040474500868931,54.0
2005-03-24,7.051282051282051,7.771671432785785,0.0,-3.55252916478197,312,0.4288988057864144,INSUFFICIENT_DATA,4.293170637832119,55.0
2005-03-25,3.908794788273615,8.753959414032854,0.0,-5.248225335422184,307,0.45395672827471745,INSUFFICIENT_DATA,4.562275971600577,56.0
2005-03-28,3.278688524590164,11.683998371852239,0.0,-0.2452194132774772,305,0.431525611254391,INSUFFICIENT_DATA,4.781585799185035,57.0
2005-03-29,8.484848484848486,9.294984981251492,0.0,4.37730385579623,330,0.46573067191938994,INSUFFICIENT_DATA,4.871886433596348,58.0
2005-03-30,14.441416893732969,10.716359971513029,0.0,6.301839959485479,367,0.5051744287547288,INSUFFICIENT_DATA,4.956490335858001,59.0
2005-03-31,7.795698924731183,8.411172296553014,0.0,-2.8730676046153825,372,0.5043459165153614,INSUFFICIENT_DATA,5.2498928616931355,60.0
2005-04-01,9.79020979020979,5.536277686717646,0.0,-0.7384347555017764,286,0.5284736648747177,INSUFFICIENT_DATA,5.361398839258803,61.0
2005-04-04,14.461538461538462,8.23398624811874,0.0,3.8846783907744666,325,0.5395202983930424,INSUFFICIENT_DATA,5.152249930126395,62.0
2005-04-05,12.420382165605096,6.23950286740003,0.0,-1.339980107017698,314,0.5486316123586612,INSUFFICIENT_DATA,5.386590391532337,63.0
