symbol,date,decile_current,decile_corrected,liquidity_pass,sc_current,sc_corrected
UDPL,2016-05-11,0.0,,0.0,0,0
PPP,2016-05-11,2.0,,0.0,0,0
ALTN,2016-05-11,3.0,,0.0,0,0
MACFL,2016-05-11,5.0,,0.0,0,0
TGL,2016-05-11,7.0,6.0,1.0,0,0
KOIL,2016-05-11,9.0,9.0,1.0,1,1
FML,2016-05-11,9.0,,0.0,0,0
DOL,2016-05-11,8.0,8.0,1.0,0,0
IBLHL,2016-05-11,8.0,,0.0,0,0
SPL,2016-05-11,9.0,9.0,1.0,1,1
THALL,2016-05-11,5.0,,0.0,0,0
GGGL,2016-05-11,5.0,4.0,1.0,0,0
NRSL,2016-05-12,8.0,7.0,1.0,0,0
ECOP,2016-05-12,9.0,,0.0,0,0
UDPL,2016-05-12,0.0,,0.0,0,0
CSIL,2016-05-12,7.0,7.0,1.0,0,0
PPP,2016-05-12,3.0,,0.0,0,0
CEPB,2016-05-12,6.0,5.0,1.0,0,0
ALTN,2016-05-12,5.0,,0.0,0,0
REWM,2016-05-12,1.0,,0.0,0,0
KOIL,2016-05-12,9.0,9.0,1.0,1,1
FML,2016-05-12,9.0,,0.0,0,0
DOL,2016-05-12,9.0,9.0,1.0,1,1
IBLHL,2016-05-12,8.0,,0.0,0,0
SPL,2016-05-12,9.0,9.0,1.0,1,1
BAPL,2016-05-12,7.0,,0.0,0,0
GGGL,2016-05-12,5.0,4.0,1.0,0,0
NRSL,2016-05-13,9.0,8.0,1.0,1,0
ECOP,2016-05-13,9.0,9.0,1.0,1,1
UDPL,2016-05-13,0.0,,0.0,0,0
EMCO,2016-05-13,9.0,,0.0,0,0
TRG,2016-05-13,8.0,8.0,1.0,0,0
PCAL,2016-05-13,3.0,,0.0,0,0
ASL,2016-05-13,8.0,7.0,1.0,0,0
PPP,2016-05-13,4.0,,0.0,0,0
MUGHAL,2016-05-13,5.0,4.0,1.0,0,0
KOIL,2016-05-13,9.0,9.0,1.0,1,1
SPL,2016-05-13,9.0,9.0,1.0,1,1
TREET,2016-05-13,2.0,1.0,1.0,0,0
BCL,2016-05-13,1.0,,0.0,0,0
AGL,2016-05-16,6.0,5.0,1.0,0,0
AGIL,2016-05-16,1.0,,0.0,0,0
DAAG,2016-05-16,3.0,,0.0,0,0
PAKOXY,2016-05-16,5.0,,0.0,0,0
EMCO,2016-05-16,9.0,,0.0,0,0
PIBTL,2016-05-16,6.0,4.0,1.0,0,0
SARC,2016-05-16,0.0,,0.0,0,0
TREET,2016-05-16,4.0,3.0,1.0,0,0
PPP,2016-05-16,6.0,,0.0,0,0
HAEL,2016-05-16,2.0,,0.0,0,0
GAMON,2016-05-16,1.0,,0.0,0,0
GWLC,2016-05-16,2.0,,0.0,0,0
BCL,2016-05-16,1.0,,0.0,0,0
GGGL,2016-05-16,7.0,6.0,1.0,0,0
ALAC,2016-05-17,9.0,,0.0,0,0
AGIL,2016-05-17,1.0,,0.0,0,0
DAAG,2016-05-17,5.0,,0.0,0,0
EMCO,2016-05-17,9.0,,0.0,0,0
FEROZ,2016-05-17,6.0,,0.0,0,0
PAKOXY,2016-05-17,6.0,,0.0,0,0
PIBTL,2016-05-17,7.0,5.0,1.0,0,0
MERIT,2016-05-17,6.0,,0.0,0,0
PPP,2016-05-17,6.0,,0.0,0,0
UNITY,2016-05-17,8.0,,0.0,0,0
FML,2016-05-17,9.0,,0.0,0,0
OGDC,2016-05-17,9.0,8.0,1.0,1,0
GAMON,2016-05-17,4.0,,0.0,0,0
ALAC,2016-05-18,9.0,,0.0,0,0
AGIL,2016-05-18,2.0,,0.0,0,0
CLOV,2016-05-18,1.0,,0.0,0,0
EMCO,2016-05-18,9.0,,0.0,0,0
FEROZ,2016-05-18,7.0,,0.0,0,0
KSBP,2016-05-18,6.0,,0.0,0,0
MARI,2016-05-18,8.0,,0.0,0,0
PIBTL,2016-05-18,7.0,6.0,1.0,0,0
PPP,2016-05-18,7.0,,0.0,0,0
UNITY,2016-05-18,9.0,,0.0,0,0
DFML,2016-05-18,9.0,9.0,1.0,1,1
FZCM,2016-05-18,2.0,,0.0,0,0
FML,2016-05-18,9.0,,0.0,0,0
NRSL,2016-05-19,8.0,8.0,1.0,0,0
ALAC,2016-05-19,9.0,,0.0,0,0
ECOP,2016-05-19,9.0,9.0,1.0,1,1
MCB,2016-05-19,6.0,4.0,1.0,0,0
CNERGY,2016-05-19,8.0,8.0,1.0,0,0
EMCO,2016-05-19,9.0,,0.0,0,0
FEROZ,2016-05-19,8.0,,0.0,0,0
PTC,2016-05-19,5.0,3.0,1.0,0,0
REWM,2016-05-19,1.0,,0.0,0,0
DFML,2016-05-19,9.0,9.0,1.0,1,1
KOHP,2016-05-19,4.0,,0.0,0,0
FML,2016-05-19,9.0,,0.0,0,0
KEL,2016-05-19,4.0,2.0,1.0,0,0
SEPL,2016-05-19,4.0,,0.0,0,0
CRTM,2016-05-19,6.0,,0.0,0,0
NRSL,2016-05-20,9.0,9.0,1.0,1,1
ECOP,2016-05-20,9.0,9.0,1.0,1,1
EMCO,2016-05-20,9.0,,0.0,0,0
QUICE,2016-05-20,9.0,8.0,1.0,1,0
KOHP,2016-05-20,7.0,,0.0,0,0
FML,2016-05-20,9.0,,0.0,0,0
ADMM,2016-05-20,6.0,,0.0,0,0
TELE,2016-05-20,8.0,7.0,1.0,0,0
MTL,2016-05-20,5.0,,0.0,0,0
HASCOL,2016-05-20,4.0,1.0,1.0,0,0
PPL,2016-05-20,7.0,7.0,1.0,0,0
GOC,2016-05-20,0.0,,0.0,0,0
HUBC,2016-05-23,5.0,3.0,1.0,0,0
NRL,2016-05-23,8.0,7.0,1.0,0,0
ATRL,2016-05-23,7.0,6.0,1.0,0,0
EMCO,2016-05-23,9.0,,0.0,0,0
STPL,2016-05-23,8.0,7.0,1.0,0,0
KAPCO,2016-05-23,3.0,1.0,1.0,0,0
SNGP,2016-05-23,9.0,8.0,1.0,1,0
KOHP,2016-05-23,9.0,,0.0,0,0
FML,2016-05-23,9.0,,0.0,0,0
ADMM,2016-05-23,6.0,,0.0,0,0
JVDC,2016-05-23,5.0,,0.0,0,0
NRL,2016-05-24,8.0,7.0,1.0,0,0
DAAG,2016-05-24,8.0,,0.0,0,0
ARUJ,2016-05-24,5.0,,0.0,0,0
EMCO,2016-05-24,9.0,,0.0,0,0
STPL,2016-05-24,8.0,7.0,1.0,0,0
KOHP,2016-05-24,9.0,9.0,1.0,1,1
PKGP,2016-05-24,1.0,,0.0,0,0
FML,2016-05-24,9.0,,0.0,0,0
ADMM,2016-05-24,7.0,,0.0,0,0
KML,2016-05-24,7.0,,0.0,0,0
GOC,2016-05-24,2.0,,0.0,0,0
ALAC,2016-05-25,9.0,,0.0,0,0
EMCO,2016-05-25,9.0,,0.0,0,0
STPL,2016-05-25,9.0,8.0,1.0,1,0
GATM,2016-05-25,2.0,1.0,1.0,0,0
KOHP,2016-05-25,9.0,9.0,1.0,1,1
KOIL,2016-05-25,9.0,9.0,1.0,1,1
KML,2016-05-25,7.0,,0.0,0,0
JVDC,2016-05-25,5.0,,0.0,0,0
GOC,2016-05-25,2.0,,0.0,0,0
SARC,2016-05-26,3.0,,0.0,0,0
ALAC,2016-05-26,9.0,,0.0,0,0
FZCM,2016-05-26,2.0,,0.0,0,0
FML,2016-05-26,9.0,,0.0,0,0
KML,2016-05-26,7.0,,0.0,0,0
SARC,2016-05-27,4.0,,0.0,0,0
FZCM,2016-05-27,3.0,,0.0,0,0
FML,2016-05-27,9.0,,0.0,0,0
KML,2016-05-27,8.0,,0.0,0,0
SITC,2016-05-27,2.0,,0.0,0,0
HASCOL,2016-05-27,4.0,3.0,1.0,0,0
PPVC,2016-05-27,8.0,,0.0,0,0
GOC,2016-05-27,3.0,,0.0,0,0
PPVC,2016-05-30,9.0,,0.0,0,0
MTL,2016-05-30,6.0,,0.0,0,0
HASCOL,2016-05-30,6.0,5.0,1.0,0,0
KML,2016-05-30,9.0,,0.0,0,0
FCEPL,2016-05-31,5.0,4.0,1.0,0,0
HASCOL,2016-05-31,7.0,6.0,1.0,0,0
FML,2016-05-31,9.0,,0.0,0,0
HTL,2016-06-01,4.0,3.0,1.0,0,0
ZAHID,2016-06-01,8.0,,0.0,0,0
FML,2016-06-01,9.0,,0.0,0,0
FCEPL,2016-06-01,5.0,5.0,1.0,0,0
SEARL,2016-06-01,4.0,3.0,1.0,0,0
HASCOL,2016-06-01,7.0,6.0,1.0,0,0
PIOC,2016-06-02,6.0,5.0,1.0,0,0
KOHE,2016-06-02,3.0,,0.0,0,0
HAEL,2016-06-02,2.0,,0.0,0,0
ZAHID,2016-06-02,8.0,,0.0,0,0
HASCOL,2016-06-02,8.0,7.0,1.0,0,0
CPPL,2016-06-03,6.0,,0.0,0,0
MARI,2016-06-03,8.0,,0.0,0,0
PIOC,2016-06-03,6.0,6.0,1.0,0,0
KOHC,2016-06-03,3.0,,0.0,0,0
NML,2016-06-03,7.0,6.0,1.0,0,0
ZAHID,2016-06-03,8.0,,0.0,0,0
GVGL,2016-06-03,7.0,,0.0,0,0
MACFL,2016-06-03,7.0,,0.0,0,0
REDCO,2016-06-03,7.0,,0.0,0,0
GATM,2016-06-03,4.0,2.0,1.0,0,0
HCAR,2016-06-03,7.0,,0.0,0,0
JUBS,2016-06-03,1.0,,0.0,0,0
MTL,2016-06-03,7.0,,0.0,0,0
HASCOL,2016-06-03,8.0,7.0,1.0,0,0
FATIMA,2016-06-06,1.0,0.0,1.0,0,0
SURC,2016-06-06,0.0,,0.0,0,0
NRL,2016-06-06,9.0,8.0,1.0,1,0
ENGRO,2016-06-06,5.0,4.0,1.0,0,0
FFC,2016-06-06,4.0,3.0,1.0,0,0
MARI,2016-06-06,9.0,8.0,1.0,1,0
ZAHID,2016-06-06,8.0,,0.0,0,0
HAEL,2016-06-06,3.0,,0.0,0,0
FML,2016-06-06,9.0,,0.0,0,0
HCAR,2016-06-06,7.0,6.0,1.0,0,0
SEARL,2016-06-06,5.0,4.0,1.0,0,0
NCL,2016-06-06,6.0,5.0,1.0,0,0
HASCOL,2016-06-06,8.0,8.0,1.0,0,0
SFL,2016-06-07,1.0,,0.0,0,0
SHFA,2016-06-07,5.0,,0.0,0,0
IBLHL,2016-06-07,6.0,,0.0,0,0
FML,2016-06-07,9.0,,0.0,0,0
HCAR,2016-06-07,8.0,8.0,1.0,0,0
SEARL,2016-06-07,6.0,6.0,1.0,0,0
PPL,2016-06-07,7.0,7.0,1.0,0,0
PSEL,2016-06-08,5.0,,0.0,0,0
GWLC,2016-06-08,5.0,,0.0,0,0
ZAHID,2016-06-08,9.0,,0.0,0,0
FML,2016-06-08,9.0,,0.0,0,0
FML,2016-06-09,9.0,,0.0,0,0
NRL,2016-06-10,9.0,9.0,1.0,1,1
GHNI,2016-06-13,3.0,,0.0,0,0
DAAG,2016-06-13,9.0,,0.0,0,0
FML,2016-06-13,9.0,,0.0,0,0
SCBPL,2016-06-14,1.0,,0.0,0,0
DAAG,2016-06-14,9.0,,0.0,0,0
PSO,2016-06-15,5.0,4.0,1.0,0,0
HUBC,2016-06-15,6.0,5.0,1.0,0,0
DAAG,2016-06-15,9.0,,0.0,0,0
BAFL,2016-06-15,4.0,2.0,1.0,0,0
LUCK,2016-06-15,7.0,6.0,1.0,0,0
MLCF,2016-06-15,5.0,4.0,1.0,0,0
UBL,2016-06-15,6.0,5.0,1.0,0,0
SEARL,2016-06-15,8.0,8.0,1.0,0,0
SURC,2016-06-16,0.0,,0.0,0,0
DAAG,2016-06-16,9.0,,0.0,0,0
AKBL,2016-06-16,2.0,1.0,1.0,0,0
BAFL,2016-06-16,4.0,3.0,1.0,0,0
MLCF,2016-06-16,6.0,5.0,1.0,0,0
NBP,2016-06-16,4.0,3.0,1.0,0,0
DGKC,2016-06-16,5.0,4.0,1.0,0,0
UBL,2016-06-16,6.0,6.0,1.0,0,0
SEARL,2016-06-16,8.0,8.0,1.0,0,0
HBL,2016-06-16,4.0,3.0,1.0,0,0
CHCC,2016-06-16,6.0,5.0,1.0,0,0
PSEL,2016-06-17,6.0,,0.0,0,0
COLG,2016-06-17,5.0,,0.0,0,0
NRL,2016-06-17,9.0,9.0,1.0,1,1
PAKRI,2016-06-17,2.0,,0.0,0,0
BAFL,2016-06-17,5.0,3.0,1.0,0,0
HBL,2016-06-17,6.0,5.0,1.0,0,0
GHNI,2016-06-17,4.0,,0.0,0,0
PAKD,2016-06-17,1.0,,0.0,0,0
SCBPL,2016-06-17,2.0,,0.0,0,0
ABL,2016-06-17,3.0,2.0,1.0,0,0
NCPL,2016-06-17,3.0,2.0,1.0,0,0
GWLC,2016-06-17,7.0,,0.0,0,0
CHCC,2016-06-17,6.0,6.0,1.0,0,0
PAEL,2016-06-20,4.0,3.0,1.0,0,0
NRL,2016-06-20,9.0,9.0,1.0,1,1
SURC,2016-06-20,0.0,,0.0,0,0
ATRL,2016-06-20,8.0,8.0,1.0,0,0
SCBPL,2016-06-20,3.0,,0.0,0,0
GHNI,2016-06-20,5.0,4.0,1.0,0,0
GTYR,2016-06-20,7.0,,0.0,0,0
HINOON,2016-06-21,5.0,,0.0,0,0
DAAG,2016-06-21,9.0,,0.0,0,0
PSEL,2016-06-22,5.0,,0.0,0,0
NRL,2016-06-22,9.0,9.0,1.0,1,1
DAAG,2016-06-22,9.0,,0.0,0,0
BERG,2016-06-22,3.0,,0.0,0,0
NRL,2016-06-23,9.0,9.0,1.0,1,1
DAAG,2016-06-23,9.0,,0.0,0,0
WTL,2016-06-24,4.0,2.0,1.0,0,0
DAAG,2016-06-24,9.0,,0.0,0,0
SIEM,2016-06-24,6.0,,0.0,0,0
BOK,2016-06-24,7.0,,0.0,0,0
DAAG,2016-06-27,9.0,,0.0,0,0
SCBPL,2016-06-28,6.0,,0.0,0,0
ABOT,2016-06-28,6.0,,0.0,0,0
BOK,2016-06-28,8.0,,0.0,0,0
SPWL,2016-06-29,3.0,,0.0,0,0
SCBPL,2016-06-29,7.0,,0.0,0,0
ABOT,2016-06-29,6.0,,0.0,0,0
SIEM,2016-06-29,8.0,,0.0,0,0
SNBL,2016-06-30,5.0,,0.0,0,0
ALTN,2016-06-30,6.0,,0.0,0,0
TPLI,2016-06-30,0.0,,0.0,0,0
ZIL,2016-06-30,4.0,,0.0,0,0
ABOT,2016-06-30,6.0,,0.0,0,0
SEPL,2016-07-04,7.0,,0.0,0,0
ALTN,2016-07-04,7.0,,0.0,0,0
NRL,2016-07-11,9.0,9.0,1.0,1,1
ATRL,2016-07-11,8.0,9.0,1.0,0,1
FEROZ,2016-07-11,8.0,,0.0,0,0
KAPCO,2016-07-11,7.0,8.0,1.0,0,0
SNGP,2016-07-11,9.0,9.0,1.0,1,1
GHNI,2016-07-11,6.0,,0.0,0,0
BUXL,2016-07-11,5.0,,0.0,0,0
HINOON,2016-07-11,6.0,,0.0,0,0
DGKC,2016-07-11,5.0,5.0,1.0,0,0
ACPL,2016-07-11,6.0,,0.0,0,0
PKGS,2016-07-11,8.0,,0.0,0,0
SHEZ,2016-07-11,5.0,,0.0,0,0
ATBA,2016-07-12,5.0,,0.0,0,0
NPL,2016-07-12,4.0,,0.0,0,0
NRL,2016-07-12,9.0,9.0,1.0,1,1
PIOC,2016-07-12,6.0,6.0,1.0,0,0
DAAG,2016-07-12,9.0,,0.0,0,0
POL,2016-07-12,9.0,9.0,1.0,1,1
BERG,2016-07-12,5.0,,0.0,0,0
DADX,2016-07-12,0.0,,0.0,0,0
LUCK,2016-07-12,7.0,7.0,1.0,0,0
PKGS,2016-07-12,8.0,,0.0,0,0
APL,2016-07-12,4.0,,0.0,0,0
BTL,2016-07-12,5.0,,0.0,0,0
SHEL,2016-07-12,6.0,,0.0,0,0
INDU,2016-07-12,5.0,,0.0,0,0
DGKC,2016-07-12,6.0,5.0,1.0,0,0
ACPL,2016-07-12,6.0,,0.0,0,0
FCCL,2016-07-12,1.0,0.0,1.0,0,0
HASCOL,2016-07-12,9.0,9.0,1.0,1,1
ISL,2016-07-13,8.0,8.0,1.0,0,0
DAAG,2016-07-13,9.0,,0.0,0,0
PTC,2016-07-13,2.0,1.0,1.0,0,0
BERG,2016-07-13,6.0,,0.0,0,0
GHNI,2016-07-13,7.0,,0.0,0,0
BTL,2016-07-13,7.0,,0.0,0,0
GLAXO,2016-07-13,3.0,,0.0,0,0
TRIPF,2016-07-13,3.0,,0.0,0,0
BUXL,2016-07-13,7.0,,0.0,0,0
BWCL,2016-07-13,6.0,,0.0,0,0
KTML,2016-07-13,6.0,,0.0,0,0
ACPL,2016-07-13,6.0,,0.0,0,0
MUREB,2016-07-13,1.0,,0.0,0,0
ABOT,2016-07-13,7.0,,0.0,0,0
PPL,2016-07-13,8.0,8.0,1.0,0,0
MUREB,2016-07-14,1.0,,0.0,0,0
HUBC,2016-07-14,8.0,8.0,1.0,0,0
PAKOXY,2016-07-14,5.0,,0.0,0,0
DAAG,2016-07-14,9.0,,0.0,0,0
BERG,2016-07-14,7.0,,0.0,0,0
PCAL,2016-07-14,7.0,,0.0,0,0
MEBL,2016-07-14,6.0,,0.0,0,0
BTL,2016-07-14,7.0,,0.0,0,0
GLAXO,2016-07-14,4.0,4.0,1.0,0,0
INDU,2016-07-14,5.0,,0.0,0,0
GTYR,2016-07-14,7.0,,0.0,0,0
HASCOL,2016-07-14,9.0,9.0,1.0,1,1
HCAR,2016-07-14,9.0,9.0,1.0,1,1
GWLC,2016-07-14,8.0,,0.0,0,0
ABOT,2016-07-14,7.0,,0.0,0,0
PNSC,2016-07-14,9.0,,0.0,0,0
DAAG,2016-07-15,9.0,,0.0,0,0
HTL,2016-07-15,6.0,5.0,1.0,0,0
PCAL,2016-07-15,7.0,,0.0,0,0
ASTL,2016-07-15,1.0,0.0,1.0,0,0
MUGHAL,2016-07-15,2.0,,0.0,0,0
TGL,2016-07-15,9.0,,0.0,0,0
SHEZ,2016-07-15,4.0,,0.0,0,0
ARPL,2016-07-15,7.0,,0.0,0,0
INDU,2016-07-15,6.0,,0.0,0,0
GTYR,2016-07-15,7.0,,0.0,0,0
IGIHL,2016-07-15,3.0,,0.0,0,0
HASCOL,2016-07-15,9.0,9.0,1.0,1,1
CYAN,2016-07-15,1.0,,0.0,0,0
SAZEW,2016-07-15,5.0,,0.0,0,0
PNSC,2016-07-15,9.0,,0.0,0,0
ISL,2016-07-18,8.0,9.0,1.0,0,1
ECOP,2016-07-18,9.0,,0.0,0,0
DAAG,2016-07-18,9.0,,0.0,0,0
AHCL,2016-07-18,3.0,2.0,1.0,0,0
PNSC,2016-07-18,9.0,,0.0,0,0
SNGP,2016-07-18,9.0,9.0,1.0,1,1
ASTL,2016-07-18,1.0,0.0,1.0,0,0
LPGL,2016-07-18,0.0,,0.0,0,0
MUGHAL,2016-07-18,2.0,,0.0,0,0
TGL,2016-07-18,9.0,,0.0,0,0
SPEL,2016-07-18,5.0,,0.0,0,0
HUMNL,2016-07-18,5.0,4.0,1.0,0,0
CYAN,2016-07-18,3.0,,0.0,0,0
MEHT,2016-07-18,0.0,,0.0,0,0
NPL,2016-07-19,5.0,,0.0,0,0
PSO,2016-07-19,5.0,5.0,1.0,0,0
NRL,2016-07-19,9.0,9.0,1.0,1,1
ECOP,2016-07-19,9.0,,0.0,0,0
DAAG,2016-07-19,9.0,,0.0,0,0
TREET,2016-07-19,5.0,5.0,1.0,0,0
ASC,2016-07-19,3.0,2.0,1.0,0,0
HTL,2016-07-19,6.0,6.0,1.0,0,0
ASTL,2016-07-19,3.0,2.0,1.0,0,0
SSGC,2016-07-19,4.0,4.0,1.0,0,0
LPL,2016-07-19,1.0,0.0,1.0,0,0
PKGP,2016-07-19,2.0,,0.0,0,0
SYS,2016-07-19,4.0,3.0,1.0,0,0
NCL,2016-07-19,6.0,6.0,1.0,0,0
THALL,2016-07-19,5.0,,0.0,0,0
AGL,2016-07-20,4.0,4.0,1.0,0,0
DAAG,2016-07-20,9.0,,0.0,0,0
BGL,2016-07-20,5.0,,0.0,0,0
BIPL,2016-07-20,5.0,,0.0,0,0
ASC,2016-07-20,4.0,3.0,1.0,0,0
GHNI,2016-07-20,8.0,8.0,1.0,0,0
HTL,2016-07-20,7.0,7.0,1.0,0,0
PCAL,2016-07-20,9.0,,0.0,0,0
SNGP,2016-07-20,9.0,9.0,1.0,1,1
REDCO,2016-07-20,6.0,,0.0,0,0
SSGC,2016-07-20,5.0,5.0,1.0,0,0
LPL,2016-07-20,1.0,0.0,1.0,0,0
KML,2016-07-20,8.0,,0.0,0,0
NCL,2016-07-20,7.0,7.0,1.0,0,0
THALL,2016-07-20,6.0,,0.0,0,0
PAEL,2016-07-21,5.0,5.0,1.0,0,0
KSBP,2016-07-21,6.0,,0.0,0,0
HTL,2016-07-21,7.0,8.0,1.0,0,0
DAAG,2016-07-21,9.0,,0.0,0,0
BWHL,2016-07-21,7.0,,0.0,0,0
EPQL,2016-07-21,2.0,,0.0,0,0
TRIPF,2016-07-21,5.0,,0.0,0,0
LPL,2016-07-21,2.0,1.0,1.0,0,0
EFERT,2016-07-21,2.0,1.0,1.0,0,0
FATIMA,2016-07-21,5.0,5.0,1.0,0,0
ICL,2016-07-21,4.0,,0.0,0,0
ARPL,2016-07-21,4.0,,0.0,0,0
INDU,2016-07-21,7.0,,0.0,0,0
PKGP,2016-07-21,3.0,,0.0,0,0
SHFA,2016-07-21,8.0,,0.0,0,0
AGL,2016-07-21,5.0,4.0,1.0,0,0
LUCK,2016-07-21,7.0,8.0,1.0,0,0
DFML,2016-07-21,9.0,9.0,1.0,1,1
THALL,2016-07-21,7.0,,0.0,0,0
AGL,2016-07-22,7.0,7.0,1.0,0,0
CNERGY,2016-07-22,4.0,4.0,1.0,0,0
KSBP,2016-07-22,7.0,,0.0,0,0
BPL,2016-07-22,2.0,,0.0,0,0
BWHL,2016-07-22,7.0,,0.0,0,0
HTL,2016-07-22,8.0,8.0,1.0,0,0
EPQL,2016-07-22,3.0,,0.0,0,0
ASTL,2016-07-22,3.0,2.0,1.0,0,0
TRIPF,2016-07-22,6.0,,0.0,0,0
SEPL,2016-07-22,7.0,,0.0,0,0
AGL,2016-07-25,8.0,9.0,1.0,0,1
PSEL,2016-07-25,9.0,,0.0,0,0
ECOP,2016-07-25,9.0,,0.0,0,0
BPL,2016-07-25,2.0,,0.0,0,0
TRIPF,2016-07-25,7.0,,0.0,0,0
PRL,2016-07-25,4.0,3.0,1.0,0,0
ARPL,2016-07-25,6.0,,0.0,0,0
WAVES,2016-07-25,3.0,2.0,1.0,0,0
DOL,2016-07-25,6.0,6.0,1.0,0,0
WAHN,2016-07-25,9.0,,0.0,0,0
BIFO,2016-07-25,4.0,,0.0,0,0
ATLH,2016-07-25,3.0,,0.0,0,0
NCL,2016-07-25,7.0,7.0,1.0,0,0
NPL,2016-07-26,6.0,,0.0,0,0
AGL,2016-07-26,9.0,9.0,1.0,1,1
ECOP,2016-07-26,9.0,,0.0,0,0
EPQL,2016-07-26,4.0,3.0,1.0,0,0
SMCPL,2016-07-26,0.0,,0.0,0,0
NCPL,2016-07-26,5.0,,0.0,0,0
CENI,2016-07-26,0.0,,0.0,0,0
SEARL,2016-07-26,8.0,9.0,1.0,0,1
GWLC,2016-07-26,8.0,,0.0,0,0
AGIL,2016-07-27,6.0,,0.0,0,0
ECOP,2016-07-27,9.0,,0.0,0,0
PECO,2016-07-27,7.0,,0.0,0,0
HBL,2016-07-27,7.0,8.0,1.0,0,0
TRIPF,2016-07-27,8.0,,0.0,0,0
DFML,2016-07-27,8.0,9.0,1.0,0,1
HMB,2016-07-27,2.0,2.0,1.0,0,0
GATM,2016-07-27,5.0,5.0,1.0,0,0
INDU,2016-07-27,7.0,,0.0,0,0
NCPL,2016-07-27,5.0,,0.0,0,0
UBL,2016-07-27,6.0,7.0,1.0,0,0
SPEL,2016-07-27,5.0,,0.0,0,0
GWLC,2016-07-27,8.0,,0.0,0,0
ATIL,2016-07-28,3.0,,0.0,0,0
AGIL,2016-07-28,7.0,,0.0,0,0
ECOP,2016-07-28,9.0,9.0,1.0,1,1
PECO,2016-07-28,7.0,,0.0,0,0
KSBP,2016-07-28,8.0,,0.0,0,0
LUCK,2016-07-28,8.0,9.0,1.0,0,1
PINL,2016-07-28,1.0,,0.0,0,0
TRIPF,2016-07-28,8.0,,0.0,0,0
DFML,2016-07-28,8.0,9.0,1.0,0,1
GATM,2016-07-28,5.0,5.0,1.0,0,0
CENI,2016-07-28,0.0,,0.0,0,0
SPEL,2016-07-28,6.0,,0.0,0,0
GWLC,2016-07-28,9.0,,0.0,0,0
ATIL,2016-07-29,4.0,,0.0,0,0
ECOP,2016-07-29,9.0,9.0,1.0,1,1
HICL,2016-07-29,4.0,,0.0,0,0
PECO,2016-07-29,7.0,,0.0,0,0
KSBP,2016-07-29,9.0,,0.0,0,0
SHEL,2016-07-29,6.0,,0.0,0,0
NML,2016-07-29,6.0,6.0,1.0,0,0
GATM,2016-07-29,6.0,6.0,1.0,0,0
GWLC,2016-07-29,9.0,,0.0,0,0
BERG,2016-08-01,7.0,,0.0,0,0
AKBL,2016-08-01,3.0,2.0,1.0,0,0
BAFL,2016-08-01,5.0,5.0,1.0,0,0
MSOT,2016-08-01,1.0,,0.0,0,0
APL,2016-08-01,5.0,,0.0,0,0
DYNO,2016-08-01,8.0,,0.0,0,0
SHEL,2016-08-01,6.0,,0.0,0,0
SEL,2016-08-01,5.0,,0.0,0,0
BWCL,2016-08-01,7.0,,0.0,0,0
NBP,2016-08-01,6.0,6.0,1.0,0,0
ADMM,2016-08-01,5.0,,0.0,0,0
DOL,2016-08-01,8.0,8.0,1.0,0,0
WAVES,2016-08-01,7.0,7.0,1.0,0,0
GWLC,2016-08-01,9.0,,0.0,0,0
ATBA,2016-08-02,4.0,,0.0,0,0
DCL,2016-08-02,6.0,5.0,1.0,0,0
FATIMA,2016-08-02,6.0,6.0,1.0,0,0
SPWL,2016-08-02,5.0,,0.0,0,0
DNCC,2016-08-02,6.0,,0.0,0,0
PINL,2016-08-02,0.0,,0.0,0,0
DYNO,2016-08-02,8.0,,0.0,0,0
ABL,2016-08-02,4.0,3.0,1.0,0,0
TGL,2016-08-02,7.0,,0.0,0,0
BWCL,2016-08-02,8.0,,0.0,0,0
POWER,2016-08-02,3.0,2.0,1.0,0,0
ADMM,2016-08-02,5.0,,0.0,0,0
ACPL,2016-08-02,7.0,,0.0,0,0
MUREB,2016-08-02,5.0,,0.0,0,0
BOP,2016-08-02,1.0,0.0,1.0,0,0
ATBA,2016-08-03,4.0,,0.0,0,0
ISL,2016-08-03,6.0,,0.0,0,0
PECO,2016-08-03,8.0,,0.0,0,0
BERG,2016-08-03,8.0,,0.0,0,0
HTL,2016-08-03,9.0,9.0,1.0,1,1
DYNO,2016-08-03,8.0,,0.0,0,0
SEL,2016-08-03,4.0,,0.0,0,0
HINOON,2016-08-03,7.0,,0.0,0,0
BWCL,2016-08-03,8.0,,0.0,0,0
CENI,2016-08-03,0.0,,0.0,0,0
GAMON,2016-08-03,2.0,,0.0,0,0
IGIHL,2016-08-03,2.0,,0.0,0,0
SAZEW,2016-08-03,2.0,,0.0,0,0
CPPL,2016-08-04,7.0,,0.0,0,0
BERG,2016-08-04,8.0,,0.0,0,0
NICL,2016-08-04,2.0,,0.0,0,0
BAFL,2016-08-04,6.0,6.0,1.0,0,0
HTL,2016-08-04,9.0,9.0,1.0,1,1
DYNO,2016-08-04,9.0,,0.0,0,0
GLPL,2016-08-04,0.0,,0.0,0,0
MERIT,2016-08-04,5.0,,0.0,0,0
ICL,2016-08-04,4.0,4.0,1.0,0,0
GTYR,2016-08-04,7.0,7.0,1.0,0,0
THALL,2016-08-04,8.0,,0.0,0,0
SAZEW,2016-08-04,4.0,,0.0,0,0
