symbol,date,breakout,regime,outcome,stock_rs,vol_ratio,liquidity,lookback
786,2025-12-17,0,TRENDING_UP,-6.0,-20.654636345343892,0.9422065054752365,88683.95,20
786,2008-02-19,1,TRENDING_UP,-6.0,36.513586457498036,1.0809319956422183,8375.0,20
786,2025-03-07,0,TRENDING_UP,-6.0,21.067153606854255,1.4189357667369573,36404.36666666667,20
786,2008-02-20,1,TRENDING_UP,-6.0,34.11239338761304,1.068641720160291,9250.0,20
786,2024-05-24,0,TRENDING_UP,-6.0,-31.76780866048061,0.9144101378696415,11708.333333333334,20
786,2008-02-21,1,TRENDING_UP,-6.0,32.50357416572776,1.0593072099283487,9491.666666666666,20
786,2012-07-02,0,TRENDING_UP,-6.0,-22.515296818974708,1.115170894188381,4815.166666666667,20
786,2008-02-22,1,TRENDING_UP,-6.0,31.097702966315772,1.0524026990034436,9675.0,20
786,2025-06-12,0,TRENDING_UP,-6.0,-18.493189378300308,0.9030134334896386,7507.283333333334,20
786,2008-04-03,1,TRENDING_UP,-6.0,71.8415718656185,1.2123322604925864,23983.333333333332,20
786,2014-01-16,0,TRENDING_UP,-6.0,-31.35237155193248,1.3914825879648363,11366.666666666666,20
786,2008-04-04,1,TRENDING_UP,-6.0,121.33536579153918,1.7446942439053053,24250.0,20
786,2012-10-18,0,TRENDING_UP,-6.0,35.91653256000202,1.5463059002858066,12009.283333333333,20
786,2008-04-07,1,TRENDING_UP,-6.0,140.9724828107783,1.803234758955991,24308.333333333332,20
786,2012-11-01,0,TRENDING_UP,-6.0,51.704360365407204,1.6733535257678243,11405.333333333334,20
786,2008-04-08,1,TRENDING_UP,-6.0,132.61272045098437,1.7665525053007884,25741.666666666668,20
786,2010-10-18,0,TRENDING_UP,-6.0,-37.73128846787549,1.1091715103400754,9956.483333333334,20
786,2008-04-09,1,TRENDING_UP,-6.0,111.34314223712414,1.5724519323496504,25841.666666666668,20
786,2007-12-26,0,TRENDING_UP,-6.0,37.2009432882499,1.1291691757844118,4225.0,20
786,2008-04-10,1,TRENDING_UP,-6.0,109.9774116673841,1.5540007394386615,26775.0,20
786,2014-03-10,0,TRENDING_UP,-6.0,-20.48378152164295,1.2011075910527416,10500.0,20
786,2008-04-11,1,TRENDING_UP,-6.0,106.92666241783948,1.5411108978896462,27700.0,20
786,2025-09-25,0,TRENDING_UP,-6.0,19.863733470789352,1.531460282540691,174089.56666666668,20
786,2008-04-14,1,TRENDING_UP,-6.0,103.79014637932586,1.5328631292407031,28675.0,20
786,2007-07-12,0,TRENDING_UP,-6.0,-6.316552355513615,1.0377896869689207,3408.3333333333335,20
786,2008-04-15,1,TRENDING_UP,-6.0,108.20743694274928,1.5563934935119257,29041.666666666668,20
786,2025-08-07,0,TRENDING_UP,31.643002028397575,0.012606040625168902,1.1990873395179515,60265.816666666666,20
786,2009-12-21,1,RANGING,-6.0,24.104699180134112,1.2034136103140975,2454.15,20
786,2024-06-06,0,RANGING,-6.0,-8.725246133768701,1.1156193864193649,12778.783333333333,20
786,2012-03-14,1,TRENDING_UP,-6.0,161.9534715831045,2.0235365594370878,12294.133333333333,20
786,2011-01-07,0,TRENDING_UP,-6.0,26.90120689696814,1.2242587896520245,18329.05,20
786,2012-08-29,1,TRENDING_UP,-6.0,18.422922881154403,1.2060787494777867,8836.566666666668,20
786,2024-05-02,0,TRENDING_UP,21.330724070450096,-92.92837005123435,0.18663046759835683,13116.666666666666,20
786,2012-11-20,1,TRENDING_UP,-6.0,65.7293852457478,1.5503372678139828,11600.3,20
