symbol,signal_date,entry_date,entry_price,exit_date,exit_price,outcome,return_pct,rs_rating,rs_score,holding_days,year,rs_bucket
NCPL,2023-08-22,2023-08-23,23.2,2023-08-29,22.272,sl,-4.0,83.3,7.43,6,2023,80-90
NCPL,2023-11-01,2023-11-02,23.22,2023-11-13,25.0776,tp,8.0,91.2,18.22,11,2023,90-95
NCPL,2023-12-12,2023-12-13,28.0,2023-12-14,30.24,tp,8.0,85.7,16.36,1,2023,80-90
NCPL,2023-12-15,2023-12-18,32.65,2023-12-19,31.344,sl,-4.0,92.6,44.47,1,2023,90-95
NCPL,2024-06-12,2024-06-13,30.52,2024-06-14,32.9616,tp,8.0,82.5,13.0,1,2024,80-90
NCPL,2025-12-11,2025-12-12,48.0,2025-12-15,46.08,sl,-4.0,82.2,34.69,3,2025,80-90
NCPL,2025-12-19,2025-12-22,56.9,2025-12-23,54.624,sl,-4.0,90.3,78.25,1,2025,90-95
NESTLE,2022-08-15,2022-08-17,6000.0,2022-08-26,6480.0,tp,8.0,85.1,10.91,9,2022,80-90
NESTLE,2022-10-24,2022-10-25,6150.0,2022-10-31,5904.0,sl,-4.0,85.3,8.34,6,2022,80-90
NESTLE,2023-05-22,2023-05-23,6500.0,2023-06-08,6600.0,time,1.5385,91.3,21.58,16,2023,90-95
NESTLE,2023-08-01,2023-08-02,7000.0,2023-08-16,7300.0,time,4.2857,83.9,4.64,14,2023,80-90
NESTLE,2023-10-05,2023-10-06,7100.0,2023-10-20,7200.0,time,1.4085,83.7,7.29,14,2023,80-90
NESTLE,2023-11-14,2023-11-15,8400.0,2023-11-28,8500.0,time,1.1905,87.6,11.41,13,2023,80-90
NETSOL,2021-01-22,2021-01-25,191.93,2021-01-26,207.2844,tp,8.0,98.8,169.44,1,2021,95-100
NETSOL,2021-01-27,2021-01-28,236.0,2021-02-01,254.88,tp,8.0,99.4,223.72,4,2021,95-100
NETSOL,2021-02-02,2021-02-03,248.25,2021-02-11,238.32,sl,-4.0,100.0,246.15,8,2021,95-100
NETSOL,2021-02-16,2021-02-17,260.0,2021-02-19,280.8,tp,8.0,99.4,264.01,2,2021,95-100
NETSOL,2021-02-22,2021-02-23,298.5,2021-02-24,286.56,sl,-4.0,99.5,327.04,1,2021,95-100
NETSOL,2022-10-13,2022-10-14,115.89,2022-10-26,111.2544,sl,-4.0,92.1,16.42,12,2022,90-95
NETSOL,2022-11-10,2022-11-11,119.45,2022-11-15,114.672,sl,-4.0,90.0,15.34,4,2022,80-90
NETSOL,2024-02-26,2024-02-27,130.8,2024-02-28,125.568,sl,-4.0,86.0,15.12,1,2024,80-90
NETSOL,2024-03-05,2024-03-06,141.0,2024-03-07,135.36,sl,-4.0,90.0,23.96,1,2024,80-90
NETSOL,2024-04-24,2024-04-25,137.49,2024-04-26,131.9904,sl,-4.0,83.4,11.94,1,2024,80-90
NEXT,2025-08-22,2025-08-25,12.93,2025-08-26,12.4128,sl,-4.0,80.0,25.37,1,2025,70-80
NEXT,2025-11-21,2025-11-24,14.65,2025-11-25,15.822,tp,8.0,83.7,47.96,1,2025,80-90
NEXT,2025-12-11,2025-12-12,14.75,2025-12-15,14.16,sl,-4.0,80.0,30.52,3,2025,70-80
NEXT,2025-12-18,2025-12-19,15.99,2025-12-23,15.3504,sl,-4.0,80.9,33.56,4,2025,80-90
NICL,2021-04-26,2021-04-27,143.95,2021-05-18,149.35,time,3.7513,92.7,78.16,21,2021,90-95
NICL,2023-07-10,2023-07-11,90.0,2023-07-19,86.4,sl,-4.0,83.1,6.18,8,2023,80-90
NICL,2023-07-24,2023-07-25,99.0,2023-08-02,106.92,tp,8.0,80.5,4.5,8,2023,80-90
NICL,2023-08-08,2023-08-09,106.0,2023-08-18,114.48,tp,8.0,91.7,16.53,9,2023,90-95
NICL,2024-05-13,2024-05-14,132.0,2024-05-15,126.72,sl,-4.0,89.2,25.99,1,2024,80-90
NML,2025-03-21,2025-03-24,119.75,2025-03-25,114.96,sl,-4.0,82.0,12.45,1,2025,80-90
NML,2025-05-12,2025-05-13,120.0,2025-05-14,115.2,sl,-4.0,80.7,16.02,1,2025,80-90
NML,2025-09-18,2025-09-19,160.65,2025-09-29,173.502,tp,8.0,80.5,27.07,10,2025,80-90
NPL,2022-02-09,2022-02-10,24.2,2022-02-11,23.232,sl,-4.0,80.7,11.06,1,2022,80-90
NPL,2022-08-05,2022-08-10,22.9,2022-08-15,24.732,tp,8.0,93.8,25.08,5,2022,90-95
NPL,2023-07-20,2023-07-21,21.61,2023-08-04,22.05,time,2.0361,81.8,5.74,14,2023,80-90
NPL,2023-08-09,2023-08-10,25.09,2023-08-11,24.0864,sl,-4.0,83.8,7.21,1,2023,80-90
NPL,2023-10-13,2023-10-16,26.9,2023-10-17,25.824,sl,-4.0,90.4,22.74,1,2023,90-95
NPL,2023-11-13,2023-11-14,30.6,2023-11-22,29.376,sl,-4.0,92.6,24.2,8,2023,90-95
NPL,2023-12-05,2023-12-06,30.8,2023-12-13,33.264,tp,8.0,88.6,20.4,7,2023,80-90
NPL,2023-12-15,2023-12-18,33.9,2023-12-19,32.544,sl,-4.0,86.4,20.05,1,2023,80-90
NPL,2024-01-22,2024-01-23,32.02,2024-01-29,30.7392,sl,-4.0,84.1,13.23,6,2024,80-90
NPL,2024-05-22,2024-05-23,40.65,2024-05-24,39.024,sl,-4.0,85.4,18.91,1,2024,80-90
NPL,2024-06-12,2024-06-13,38.5,2024-06-26,41.58,tp,8.0,89.9,33.4,13,2024,80-90
NPL,2025-12-19,2025-12-22,75.0,2025-12-23,72.0,sl,-4.0,86.9,59.46,1,2025,80-90
NRL,2021-01-04,2021-01-05,375.9,2021-01-08,405.972,tp,8.0,99.2,144.95,3,2021,95-100
NRL,2021-01-27,2021-01-28,408.0,2021-01-29,440.64,tp,8.0,96.4,121.08,1,2021,95-100
NRL,2021-02-08,2021-02-09,507.0,2021-02-11,547.56,tp,8.0,97.7,171.59,2,2021,95-100
NRL,2021-02-15,2021-02-16,544.97,2021-02-23,588.5676,tp,8.0,98.9,229.58,7,2021,95-100
NRL,2021-02-25,2021-02-26,625.25,2021-03-09,600.24,sl,-4.0,98.9,306.16,11,2021,95-100
NRL,2023-07-20,2023-07-21,221.8,2023-08-04,231.09,time,4.1885,83.1,8.39,14,2023,80-90
NRL,2023-10-09,2023-10-10,234.0,2023-10-23,231.47,time,-1.0812,85.5,6.95,13,2023,80-90
NRL,2023-10-31,2023-11-01,261.2,2023-11-07,250.752,sl,-4.0,87.8,11.13,6,2023,80-90
NRL,2023-11-15,2023-11-16,268.0,2023-11-20,257.28,sl,-4.0,87.6,13.17,4,2023,80-90
NRL,2023-11-28,2023-11-29,285.0,2023-12-04,307.8,tp,8.0,84.7,12.06,5,2023,80-90
NRL,2023-12-05,2023-12-06,348.89,2023-12-07,376.8012,tp,8.0,92.9,34.13,1,2023,90-95
NRL,2024-04-18,2024-04-19,317.0,2024-04-22,304.32,sl,-4.0,81.9,6.14,3,2024,80-90
NRSL,2021-01-12,2021-01-13,11.97,2021-01-15,12.9276,tp,8.0,83.4,48.66,2,2021,80-90
NRSL,2021-01-28,2021-01-29,14.37,2021-02-01,13.7952,sl,-4.0,93.5,85.16,3,2021,90-95
NRSL,2021-04-20,2021-04-21,13.98,2021-04-22,13.4208,sl,-4.0,90.6,74.3,1,2021,90-95
NRSL,2021-05-17,2021-05-18,14.75,2021-05-19,15.93,tp,8.0,92.5,69.42,1,2021,90-95
NRSL,2021-05-26,2021-05-27,20.34,2021-05-31,21.9672,tp,8.0,95.0,123.89,4,2021,90-95
NRSL,2021-06-14,2021-06-15,21.6,2021-06-16,20.736,sl,-4.0,95.2,149.95,1,2021,95-100
NRSL,2021-06-23,2021-06-24,22.3,2021-06-25,21.408,sl,-4.0,94.8,139.89,1,2021,90-95
NRSL,2022-04-15,2022-04-18,18.7,2022-04-19,20.196,tp,8.0,90.4,21.91,1,2022,90-95
NRSL,2023-07-24,2023-07-25,17.05,2023-07-31,16.368,sl,-4.0,87.7,11.41,6,2023,80-90
NRSL,2023-08-15,2023-08-16,16.97,2023-08-21,16.2912,sl,-4.0,83.5,5.61,5,2023,80-90
NRSL,2024-07-24,2024-07-25,27.7,2024-07-26,26.592,sl,-4.0,85.8,21.36,1,2024,80-90
NRSL,2024-12-18,2024-12-19,34.49,2024-12-20,33.1104,sl,-4.0,86.2,31.59,1,2024,80-90
NRSL,2025-04-10,2025-04-11,33.5,2025-04-14,32.16,sl,-4.0,82.1,19.02,3,2025,80-90
NRSL,2025-04-16,2025-04-17,40.8,2025-04-18,39.168,sl,-4.0,86.5,30.82,1,2025,80-90
OBOY,2022-12-02,2022-12-05,9.02,2022-12-06,8.6592,sl,-4.0,83.7,8.14,1,2022,80-90
OBOY,2024-12-18,2024-12-19,11.97,2024-12-20,11.4912,sl,-4.0,83.7,22.72,1,2024,80-90
OBOY,2025-04-18,2025-04-21,11.23,2025-04-22,10.7808,sl,-4.0,83.4,22.48,1,2025,80-90
OCTOPUS,2022-10-13,2022-10-14,74.49,2022-10-17,71.5104,sl,-4.0,95.0,21.55,3,2022,90-95
OCTOPUS,2024-06-26,2024-06-27,86.8,2024-07-02,93.744,tp,8.0,93.8,48.12,5,2024,90-95
OCTOPUS,2024-08-09,2024-08-12,115.0,2024-08-13,110.4,sl,-4.0,94.1,93.35,1,2024,90-95
OGDC,2022-08-12,2022-08-15,88.1,2022-08-19,84.576,sl,-4.0,81.8,5.77,4,2022,80-90
OGDC,2023-02-06,2023-02-07,99.3,2023-02-08,95.328,sl,-4.0,90.5,16.86,1,2023,90-95
OGDC,2023-02-09,2023-02-10,102.0,2023-02-13,97.92,sl,-4.0,95.1,27.26,3,2023,95-100
OGDC,2023-07-06,2023-07-07,86.2,2023-07-20,85.78,time,-0.4872,80.3,1.16,13,2023,80-90
OGDC,2023-07-31,2023-08-01,101.0,2023-08-07,109.08,tp,8.0,81.9,1.61,6,2023,80-90
OGDC,2023-08-09,2023-08-10,107.02,2023-08-11,102.7392,sl,-4.0,84.2,8.2,1,2023,80-90
OGDC,2023-10-23,2023-10-24,102.6,2023-11-06,101.64,time,-0.9357,85.0,6.87,13,2023,80-90
OGDC,2023-11-15,2023-11-16,108.0,2023-11-29,108.1,time,0.0926,80.1,3.5,13,2023,80-90
OGDC,2024-01-22,2024-01-23,134.94,2024-01-24,145.7352,tp,8.0,81.5,9.2,1,2024,80-90
OGDC,2024-11-08,2024-11-11,191.8,2024-11-22,194.69,time,1.5068,80.4,12.16,11,2024,80-90
OGDC,2024-12-16,2024-12-17,235.4,2024-12-18,225.984,sl,-4.0,83.8,17.66,1,2024,80-90
OGDC,2024-12-23,2024-12-24,233.9,2024-12-26,224.544,sl,-4.0,81.9,20.3,2,2024,80-90
OGDC,2025-01-10,2025-01-13,227.2,2025-01-16,218.112,sl,-4.0,81.2,12.34,3,2025,80-90
OGDC,2025-03-06,2025-03-07,223.57,2025-03-10,214.6272,sl,-4.0,81.1,8.41,3,2025,80-90
OML,2024-01-15,2024-02-14,21.0,2024-02-27,20.16,sl,-4.0,81.9,9.46,13,2024,80-90
OML,2024-05-06,2024-05-07,25.62,2024-05-30,24.5952,sl,-4.0,89.8,17.22,23,2024,80-90
OML,2024-12-17,2024-12-18,41.99,2024-12-19,40.3104,sl,-4.0,86.7,30.76,1,2024,80-90
OML,2024-12-23,2024-12-24,36.0,2024-12-26,38.88,tp,8.0,89.9,58.66,2,2024,80-90
OML,2025-01-14,2025-01-15,35.4,2025-01-16,38.232,tp,8.0,85.7,24.77,1,2025,80-90
OML,2025-01-31,2025-02-03,35.65,2025-02-04,34.224,sl,-4.0,85.8,27.63,1,2025,80-90
OML,2025-05-12,2025-05-13,51.95,2025-05-15,56.106,tp,8.0,96.3,87.91,2,2025,95-100
ORM,2025-09-25,2025-09-26,16.48,2025-09-29,15.8208,sl,-4.0,83.4,41.28,3,2025,80-90
OTSU,2025-05-15,2025-05-16,240.0,2025-05-19,259.2,tp,8.0,82.1,17.13,3,2025,80-90
OTSU,2025-05-20,2025-05-21,310.0,2025-05-22,334.8,tp,8.0,93.2,63.52,1,2025,90-95
OTSU,2025-05-27,2025-05-29,350.0,2025-05-30,378.0,tp,8.0,96.3,96.75,1,2025,95-100
OTSU,2025-06-02,2025-06-03,390.25,2025-06-04,374.64,sl,-4.0,97.7,152.67,1,2025,95-100
OTSU,2025-06-11,2025-06-12,460.0,2025-06-13,441.6,sl,-4.0,97.2,157.92,1,2025,95-100
OTSU,2025-09-15,2025-09-16,335.0,2025-09-18,321.6,sl,-4.0,81.8,28.79,2,2025,80-90
OTSU,2025-10-09,2025-10-10,354.4,2025-10-13,340.224,sl,-4.0,81.0,37.95,3,2025,80-90
OTSU,2025-10-28,2025-10-29,354.0,2025-11-03,339.84,sl,-4.0,88.1,71.05,5,2025,80-90
PABC,2022-08-23,2022-08-24,37.25,2022-08-31,40.23,tp,8.0,83.3,7.35,7,2022,80-90
PABC,2022-09-08,2022-09-09,43.51,2022-09-19,41.7696,sl,-4.0,97.0,37.22,10,2022,95-100
PABC,2022-10-19,2022-10-20,46.86,2022-10-28,44.9856,sl,-4.0,97.9,36.69,8,2022,95-100
PABC,2022-11-23,2022-11-24,45.0,2022-11-30,43.2,sl,-4.0,93.5,29.54,6,2022,90-95
PABC,2023-04-20,2023-04-26,52.0,2023-04-27,49.92,sl,-4.0,98.2,46.78,1,2023,95-100
PABC,2023-04-28,2023-05-02,50.7,2023-05-03,48.672,sl,-4.0,97.1,39.16,1,2023,95-100
PABC,2023-05-17,2023-05-18,51.25,2023-05-19,55.35,tp,8.0,96.5,41.4,1,2023,95-100
PABC,2023-08-04,2023-08-07,52.25,2023-08-08,50.16,sl,-4.0,96.2,23.13,1,2023,95-100
PABC,2023-08-18,2023-08-21,53.64,2023-08-29,51.4944,sl,-4.0,94.9,25.2,8,2023,90-95
PABC,2023-10-27,2023-10-30,60.37,2023-11-02,57.9552,sl,-4.0,85.4,8.13,3,2023,80-90
PABC,2023-11-03,2023-11-06,61.8,2023-11-13,59.328,sl,-4.0,82.5,5.97,7,2023,80-90
PABC,2023-11-27,2023-11-28,73.0,2023-12-05,78.84,tp,8.0,81.7,7.34,7,2023,80-90
PABC,2024-01-11,2024-01-12,78.75,2024-01-16,75.6,sl,-4.0,89.2,25.95,4,2024,80-90
PABC,2024-04-02,2024-04-03,75.99,2024-04-04,72.9504,sl,-4.0,83.2,10.36,1,2024,80-90
PABC,2024-12-12,2024-12-13,129.05,2024-12-16,139.374,tp,8.0,80.1,9.34,3,2024,80-90
PABC,2025-03-24,2025-03-25,134.2,2025-03-26,128.832,sl,-4.0,80.7,12.39,1,2025,80-90
PABC,2025-07-21,2025-07-22,164.49,2025-07-23,157.9104,sl,-4.0,80.6,33.64,1,2025,80-90
PABC,2025-07-31,2025-08-01,168.0,2025-08-04,161.28,sl,-4.0,80.1,28.65,3,2025,80-90
PACE,2021-01-11,2021-01-12,3.9,2021-01-13,4.212,tp,8.0,82.4,44.4,1,2021,80-90
PACE,2021-02-08,2021-02-09,4.2,2021-02-10,4.536,tp,8.0,80.2,46.2,1,2021,80-90
PACE,2021-05-25,2021-05-26,4.7,2021-05-27,5.076,tp,8.0,84.2,43.18,1,2021,80-90
PACE,2021-06-10,2021-06-11,6.25,2021-06-15,6.0,sl,-4.0,91.7,102.82,4,2021,90-95
PACE,2021-06-24,2021-06-25,7.15,2021-06-28,6.864,sl,-4.0,94.0,125.58,3,2021,90-95
PACE,2021-06-29,2021-06-30,7.6,2021-07-01,7.296,sl,-4.0,94.3,133.27,1,2021,90-95
PACE,2024-04-29,2024-04-30,3.62,2024-05-02,3.4752,sl,-4.0,86.8,14.83,2,2024,80-90
PACE,2024-05-22,2024-05-23,4.38,2024-05-24,4.2048,sl,-4.0,92.3,50.76,1,2024,90-95
PACE,2024-08-23,2024-08-26,4.28,2024-08-27,4.1088,sl,-4.0,88.9,45.25,1,2024,80-90
PACE,2024-09-04,2024-09-05,5.25,2024-09-06,5.04,sl,-4.0,90.3,47.87,1,2024,90-95
PACE,2024-09-13,2024-09-16,7.8,2024-09-18,7.488,sl,-4.0,97.4,166.45,2,2024,95-100
PACE,2024-12-20,2024-12-23,7.59,2024-12-24,7.2864,sl,-4.0,89.6,54.39,1,2024,80-90
PACE,2024-12-30,2024-12-31,7.41,2025-01-01,8.0028,tp,8.0,90.6,57.22,1,2024,90-95
PACE,2025-09-19,2025-09-22,12.84,2025-09-23,12.3264,sl,-4.0,86.3,48.76,1,2025,80-90
PAEL,2023-11-20,2023-11-21,17.71,2023-12-04,19.1268,tp,8.0,86.4,12.97,13,2023,80-90
PAEL,2023-12-07,2023-12-08,20.48,2023-12-11,22.1184,tp,8.0,90.6,28.15,3,2023,90-95
PAEL,2023-12-13,2023-12-14,23.1,2023-12-15,24.948,tp,8.0,93.3,43.71,1,2023,90-95
PAEL,2024-04-08,2024-04-09,23.35,2024-04-16,22.416,sl,-4.0,92.2,36.61,7,2024,90-95
PAEL,2024-04-22,2024-04-23,23.56,2024-04-30,22.6176,sl,-4.0,87.8,23.97,7,2024,80-90
PAEL,2024-05-02,2024-05-03,23.02,2024-05-06,24.8616,tp,8.0,91.7,31.05,3,2024,90-95
PAEL,2024-05-07,2024-05-08,26.6,2024-05-09,25.536,sl,-4.0,93.8,50.84,1,2024,90-95
PAEL,2024-05-10,2024-05-13,29.2,2024-05-14,28.032,sl,-4.0,94.5,64.28,1,2024,90-95
PAEL,2025-02-24,2025-02-25,43.0,2025-03-03,41.28,sl,-4.0,83.8,18.8,6,2025,80-90
PAEL,2025-03-17,2025-03-18,45.98,2025-03-19,44.1408,sl,-4.0,87.0,24.37,1,2025,80-90
PAEL,2025-04-11,2025-04-14,47.53,2025-04-24,45.6288,sl,-4.0,87.3,33.97,10,2025,80-90
PAKD,2023-04-26,2023-04-27,69.0,2023-05-02,66.24,sl,-4.0,95.0,30.24,5,2023,90-95
PAKD,2023-10-06,2023-10-09,80.5,2023-10-17,77.28,sl,-4.0,92.3,21.81,8,2023,90-95
PAKD,2024-12-20,2024-12-23,138.34,2024-12-24,149.4072,tp,8.0,82.4,18.09,1,2024,80-90
PAKD,2025-05-20,2025-05-21,132.97,2025-05-22,143.6076,tp,8.0,80.7,17.63,1,2025,80-90
PAKD,2025-05-27,2025-05-29,214.16,2025-05-30,231.2928,tp,8.0,96.9,105.91,1,2025,95-100
PAKD,2025-06-02,2025-06-03,280.0,2025-06-04,302.4,tp,8.0,98.4,191.91,1,2025,95-100
PAKD,2025-06-05,2025-06-10,379.41,2025-06-11,364.2336,sl,-4.0,98.7,295.3,1,2025,95-100
PAKL,2025-11-26,2025-11-27,68.39,2025-11-28,65.6544,sl,-4.0,87.5,58.13,1,2025,80-90
PAKMI,2021-06-17,2021-06-18,4.15,2021-06-21,3.984,sl,-4.0,91.0,96.68,3,2021,90-95
PAKMI,2021-07-07,2021-07-08,4.65,2021-07-09,4.464,sl,-4.0,94.8,126.08,1,2021,90-95
PAKMI,2021-07-27,2021-07-28,5.0,2021-07-29,4.8,sl,-4.0,93.5,121.54,1,2021,90-95
PAKOXY,2022-03-31,2022-04-01,175.0,2022-04-14,175.86,time,0.4914,89.0,16.08,13,2022,80-90
PAKOXY,2023-02-09,2023-02-10,147.01,2023-02-13,158.7708,tp,8.0,91.1,16.3,3,2023,90-95
PAKOXY,2023-02-28,2023-03-01,158.0,2023-03-08,151.68,sl,-4.0,94.9,25.13,7,2023,90-95
PAKOXY,2024-09-13,2024-09-16,133.0,2024-09-19,143.64,tp,8.0,87.9,35.1,3,2024,80-90
PAKOXY,2025-06-27,2025-06-30,185.0,2025-07-01,199.8,tp,8.0,83.1,41.7,1,2025,80-90
PAKOXY,2025-07-07,2025-07-08,247.0,2025-07-09,266.76,tp,8.0,91.6,82.7,1,2025,90-95
PAKOXY,2025-12-08,2025-12-09,330.0,2025-12-11,316.8,sl,-4.0,86.9,52.47,2,2025,80-90
PAKRI,2022-04-18,2022-04-19,31.5,2022-04-20,30.24,sl,-4.0,92.4,26.32,1,2022,90-95
PAKRI,2024-03-22,2024-03-25,12.99,2024-03-26,14.0292,tp,8.0,94.1,48.68,1,2024,90-95
PAKRI,2024-03-29,2024-04-01,15.2,2024-04-02,16.416,tp,8.0,95.5,70.05,1,2024,95-100
PAKRI,2024-11-19,2024-11-20,14.8,2024-11-22,14.208,sl,-4.0,81.2,18.97,2,2024,80-90
PAKRI,2024-11-28,2024-11-29,15.6,2024-12-03,14.976,sl,-4.0,82.2,19.75,4,2024,80-90
PAKRI,2024-12-04,2024-12-05,15.81,2024-12-10,17.0748,tp,8.0,81.6,19.19,5,2024,80-90
PAKRI,2024-12-11,2024-12-12,17.3,2024-12-13,16.608,sl,-4.0,87.0,32.86,1,2024,80-90
PASL,2025-06-11,2025-06-12,2.06,2025-06-13,1.9776,sl,-4.0,92.7,74.43,1,2025,90-95
PASL,2025-06-16,2025-06-17,4.24,2025-06-18,4.0704,sl,-4.0,98.0,262.47,1,2025,95-100
PASL,2025-09-12,2025-09-15,3.34,2025-09-16,3.2064,sl,-4.0,86.0,48.15,1,2025,80-90
PASL,2025-10-07,2025-10-08,3.94,2025-10-09,3.7824,sl,-4.0,88.4,60.88,1,2025,80-90
PASM,2025-07-01,2025-07-02,5.9,2025-07-03,5.664,sl,-4.0,81.7,39.49,1,2025,80-90
PASM,2025-08-08,2025-08-11,10.13,2025-08-12,9.7248,sl,-4.0,86.1,40.98,1,2025,80-90
PCAL,2022-01-28,2022-01-31,179.18,2022-02-01,172.0128,sl,-4.0,87.1,14.36,1,2022,80-90
PCAL,2022-02-07,2022-02-08,176.5,2022-02-09,169.44,sl,-4.0,84.0,12.8,1,2022,80-90
PCAL,2022-08-05,2022-08-10,151.98,2022-08-12,164.1384,tp,8.0,81.5,5.57,2,2022,80-90
PCAL,2024-05-22,2024-05-23,174.85,2024-05-24,167.856,sl,-4.0,80.8,11.62,1,2024,80-90
PECO,2023-10-25,2023-10-27,375.0,2023-10-30,360.0,sl,-4.0,92.7,24.64,3,2023,90-95
PECO,2023-11-22,2023-11-23,650.0,2023-11-24,624.0,sl,-4.0,98.5,100.36,1,2023,95-100
PECO,2024-06-12,2024-06-13,680.0,2024-06-14,652.8,sl,-4.0,95.9,82.07,1,2024,95-100
PECO,2024-07-05,2024-07-08,725.55,2024-07-09,783.594,tp,8.0,90.7,46.85,1,2024,90-95
PECO,2024-07-15,2024-07-19,720.0,2024-07-23,691.2,sl,-4.0,92.3,62.37,4,2024,90-95
PECO,2025-01-23,2025-01-24,860.0,2025-01-27,825.6,sl,-4.0,88.2,36.01,3,2025,80-90
PGLC,2025-04-18,2025-04-21,24.3,2025-04-22,23.328,sl,-4.0,96.6,101.82,1,2025,95-100
PHDL,2021-10-29,2021-11-01,166.0,2021-11-10,159.36,sl,-4.0,94.5,67.65,9,2021,90-95
PHDL,2023-10-05,2023-10-06,368.9,2023-10-10,398.412,tp,8.0,100.0,267.64,4,2023,95-100
PHDL,2023-10-11,2023-10-12,492.79,2023-10-13,473.0784,sl,-4.0,100.0,377.04,1,2023,95-100
PHDL,2024-01-15,2024-01-16,545.5,2024-01-17,523.68,sl,-4.0,99.6,250.33,1,2024,95-100
PHDL,2024-06-21,2024-06-24,485.05,2024-06-25,523.854,tp,8.0,98.9,176.8,1,2024,95-100
PHDL,2024-06-28,2024-07-01,615.0,2024-07-08,590.4,sl,-4.0,99.3,228.16,7,2024,95-100
PIAA,2022-08-17,2022-08-18,5.75,2022-08-19,5.52,sl,-4.0,94.3,24.18,1,2022,90-95
PIAA,2023-02-06,2023-02-07,4.11,2023-02-08,3.9456,sl,-4.0,85.5,8.26,1,2023,80-90
PIAA,2023-02-09,2023-02-10,4.14,2023-02-13,3.9744,sl,-4.0,81.8,2.47,3,2023,80-90
PIAA,2023-06-07,2023-06-08,3.98,2023-06-09,3.8208,sl,-4.0,84.6,9.41,1,2023,80-90
PIAA,2023-10-13,2023-10-16,5.52,2023-10-18,5.2992,sl,-4.0,94.8,30.21,2,2023,90-95
PIAA,2023-12-07,2023-12-08,6.59,2023-12-13,6.3264,sl,-4.0,89.1,21.3,5,2023,80-90
PIAA,2023-12-14,2023-12-15,7.74,2023-12-18,8.3592,tp,8.0,92.3,34.76,3,2023,90-95
PIAA,2024-01-09,2024-01-10,9.2,2024-01-11,9.936,tp,8.0,96.7,70.2,1,2024,95-100
PIAA,2024-01-16,2024-01-17,10.8,2024-01-18,10.368,sl,-4.0,98.2,117.16,1,2024,95-100
PIAA,2024-01-19,2024-01-22,12.04,2024-01-23,11.5584,sl,-4.0,97.4,148.69,1,2024,95-100
PIAA,2024-03-01,2024-03-04,11.99,2024-03-05,12.9492,tp,8.0,98.3,139.55,1,2024,95-100
PIAA,2024-03-07,2024-03-08,16.3,2024-03-11,17.604,tp,8.0,98.8,229.6,3,2024,95-100
PIAA,2024-03-29,2024-04-01,30.1,2024-04-02,28.896,sl,-4.0,100.0,509.72,1,2024,95-100
PIAHCLA,2025-11-10,2025-11-11,30.0,2025-11-12,32.4,tp,8.0,83.6,48.4,1,2025,80-90
PIAHCLA,2025-12-04,2025-12-05,42.18,2025-12-09,45.5544,tp,8.0,90.6,73.3,4,2025,90-95
PIBTL,2023-12-14,2023-12-15,7.26,2023-12-18,7.8408,tp,8.0,82.2,10.96,3,2023,80-90
PIBTL,2025-03-18,2025-03-19,10.75,2025-04-03,10.32,sl,-4.0,84.7,18.43,15,2025,80-90
PIBTL,2025-04-10,2025-04-11,10.55,2025-04-22,10.128,sl,-4.0,83.8,21.83,11,2025,80-90
PIBTL,2025-10-02,2025-10-03,16.11,2025-10-06,15.4656,sl,-4.0,85.0,43.18,3,2025,80-90
PIBTL,2025-10-20,2025-10-21,16.75,2025-10-22,16.08,sl,-4.0,80.9,37.34,1,2025,80-90
PIBTL,2025-12-15,2025-12-16,17.8,2025-12-26,18.46,time,3.7079,86.1,49.47,10,2025,80-90
PICT,2022-08-22,2022-08-23,167.0,2022-08-29,160.32,sl,-4.0,81.7,6.84,6,2022,80-90
PICT,2022-11-04,2022-11-07,162.0,2022-11-21,167.43,time,3.3519,86.6,12.03,14,2022,80-90
PIL,2024-02-29,2024-03-01,1.57,2024-03-04,1.6956,tp,8.0,94.0,42.08,3,2024,90-95
PIL,2024-03-05,2024-03-06,3.25,2024-03-07,3.12,sl,-4.0,98.8,257.69,1,2024,95-100
PIL,2024-09-10,2024-09-11,2.02,2024-09-12,2.1816,tp,8.0,88.9,37.0,1,2024,80-90
PIL,2025-01-03,2025-01-06,2.8,2025-01-07,2.688,sl,-4.0,84.9,26.37,1,2025,80-90
PIL,2025-04-18,2025-04-21,3.45,2025-04-22,3.726,tp,8.0,83.7,22.49,1,2025,80-90
PIL,2025-07-14,2025-07-15,4.95,2025-07-16,4.752,sl,-4.0,87.2,53.25,1,2025,80-90
PIL,2025-08-08,2025-08-11,5.1,2025-08-12,5.508,tp,8.0,93.4,88.08,1,2025,90-95
PIL,2025-08-20,2025-08-21,6.0,2025-08-22,5.76,sl,-4.0,96.0,144.91,1,2025,95-100
PIL,2025-09-18,2025-09-19,6.45,2025-09-22,6.192,sl,-4.0,94.1,106.51,3,2025,90-95
PIL,2025-10-08,2025-10-09,6.78,2025-10-10,6.5088,sl,-4.0,95.6,142.8,1,2025,95-100
PIM,2025-06-26,2025-06-27,21.0,2025-06-30,20.16,sl,-4.0,80.0,29.97,3,2025,70-80
PIM,2025-08-22,2025-08-25,23.54,2025-08-26,25.4232,tp,8.0,83.3,31.39,1,2025,80-90
PIM,2025-08-27,2025-08-28,28.99,2025-08-29,27.8304,sl,-4.0,90.9,67.83,1,2025,90-95
