equity
100.0
96.0
103.68
111.97440000000002
120.93235200000002
130.60694016000002
125.38266255360001
135.41327555788803
129.9967445355725
140.3964840984183
151.62820282629178
163.75845905239512
157.20812069029932
169.78477034552327
162.99337953170235
156.47364435043426
150.21469857641688
144.2061106333602
155.74259948402903
149.51289550466785
143.53237968448113
137.79108449710188
148.81437125687003
142.86179640659523
154.29074011912286
148.11911051435794
159.96863935550658
172.76613050394712
186.5874209442629
179.12392410649238
193.45383803501178
185.7156845136113
190.9071807585048
206.1797552191852
222.67413563672005
240.48806648765768
230.86854382815136
221.6338020750253
212.76844999202427
229.78992599138624
220.5983289517308
211.77439579366154
228.71634745715448
247.01365525372685
237.13310904357778
256.103757767064
245.85960745638144
265.528376052892
254.9072410107763
244.71095137034524
264.28782747997286
253.71631438077395
243.567661805543
233.82495533332127
252.53095175998698
272.73342790078595
261.8240907847545
251.3511271533643
241.29708206722972
231.64519878454053
222.3793908331589
213.48421519983253
230.56295241581915
221.3404343191864
239.0476690647213
229.48576230213246
220.30633181004714
237.93083835485092
228.41360482065687
219.2770606278306
236.81922547805706
227.34645645893477
245.53417297564957
235.71280605662358
229.41573844282087
220.23910890510803
211.4295445489037
228.343908112816
246.6114207618413
236.74696393136762
227.27708537411291
245.45925220404197
235.6408821158803
254.49215268515073
274.8515248999628
263.8574639039643
253.3031653478057
243.17103873389345
233.4441971845377
224.10642929715618
215.14217212526992
206.5364852402591
198.27502583064873
190.34402479742278
205.57154678121663
197.34868490996794
213.1365797027654
204.61111651465478
196.4266718540686
212.1408056023941
203.65517337829831
195.50896644316637
187.6886077854397
202.70369640827488
194.59554855194386
186.8117266098661
179.33925754547144
193.68639814910918
185.9389422231448
192.9140697627616
185.19750697225115
177.7896066933611
176.88519096411198
191.03600624124095
206.31888674054025
222.8243976797835
240.6503494941662
231.02433551439952
249.5062823555515
239.52603106132943
258.6881135462358
279.3831626299347
268.2078361247373
289.6644630147163
312.83762005589364
337.86462966036515
324.35004447395056
311.3760426949925
336.28612611059197
363.1890161994393
392.2441374953945
376.5543719955787
361.4921971157556
347.03250923112535
333.1512088618803
319.8251605074051
345.41117334799753
373.04406721583734
402.8875925931044
435.11860000055276
469.92808800059703
507.5223350406448
511.2201427737509
490.77133706280085
