symbol,signal_date,entry_date,entry_price,exit_date,exit_price,outcome,return_pct,holding_days,rs_rating,rs_score
GAMON,2023-10-06,2023-10-09,10.14,2023-10-10,9.7344,sl,-4.0,1,95.9,32.22
GAMON,2023-10-11,2023-10-12,11.62,2023-10-13,11.1552,sl,-4.0,1,97.6,54.1
GAMON,2023-10-19,2023-10-20,14.89,2023-10-23,14.2944,sl,-4.0,3,97.9,87.8
GAMON,2023-10-26,2023-10-27,14.35,2023-10-30,13.776,sl,-4.0,3,98.0,93.94
GAMON,2024-07-22,2024-07-23,22.23,2024-07-24,24.0084,tp,8.0,1,95.9,103.72
GAMON,2024-07-25,2024-07-26,29.59,2024-07-29,31.9572,tp,8.0,3,98.9,187.33
GAMON,2024-09-04,2024-09-05,44.15,2024-09-06,47.682,tp,8.0,1,98.9,411.47
GAMON,2024-09-18,2024-09-19,55.52,2024-09-23,53.2992,sl,-4.0,4,99.6,568.09
GAMON,2024-10-24,2024-10-25,79.54,2024-10-28,76.3584,sl,-4.0,3,100.0,631.98
GCIL,2021-04-27,2021-04-28,19.0,2021-04-29,18.24,sl,-4.0,1,98.0,193.22
GCIL,2021-06-23,2021-06-24,23.89,2021-06-28,25.8012,tp,8.0,4,98.3,238.79
GCIL,2021-07-02,2021-07-05,39.48,2021-07-06,37.9008,sl,-4.0,1,99.6,525.64
