symbol,start,end,outcome,breakout_idx,close_at_breakout,ema_at_breakout,price_above_ema,ema_rising,ema_slope_pct,raw_pct_move,sma_at_breakout,passes_sma,passes_ema
FML,1720,1800,down,1807,62.03,70.56294797129236,False,False,-1.56484765698508,-20.82863130743189,67.1829,True,True
GATM,1000,1080,up,1081,22.43,22.442803209363145,False,False,-1.2836748617624592,7.846633972358455,22.092,True,False
GFIL,1720,1800,down,1813,3.46,4.493944660730174,False,False,-0.1342539246945752,65.3179190751445,4.09105,True,True
GFIL,2840,2920,down,2923,8.38,9.495519317206012,False,True,0.2048001313555427,-18.257756563245813,10.267000000000001,True,True
GGGL,1880,1960,down,1961,6.3,8.337238293161526,False,False,-4.481748410395843,-1.587301587301596,8.40255,True,True
GGL,1760,1840,down,1841,30.75,29.615142697372285,True,True,2.458178545848088,26.17886178861789,28.0946,False,False
GHGL,1360,1440,down,1442,52.64,53.58687959639319,False,False,-0.0334760789122973,26.00683890577507,52.35245,False,True
GHGL,3200,3280,down,3292,44.99,54.26053837521977,False,False,-2.3631113021242807,12.26939319848856,54.4724,True,True
GHGL,3880,3960,down,3991,41.26,45.41857830695968,False,False,-0.994982812070026,1.9146873485215683,45.81399999999999,True,True
GHNI,920,1000,down,1001,7.9702,6.365189697366642,True,True,9.57379048634399,30.646658804045074,5.43517,False,False
GHNI,1360,1440,up,1447,3.3355,3.4314685148534667,False,False,-1.7948573577347429,16.28841253185429,3.2366975,True,False
GHNI,4040,4120,down,4121,85.99,112.28236845722456,False,False,-4.563597344423797,-19.176648447493907,115.86995,True,True
GLAXO,1480,1560,down,1567,70.5,77.12613910798053,False,False,-0.845703416311482,2.7234042553191515,76.5039,True,True
GLAXO,2440,2520,up,2521,200.2,195.9826316388968,True,False,-0.0665550744734464,9.675324675324678,206.3914,False,True
GLAXO,2560,2640,down,2641,219.4,211.5740339238742,True,True,1.4939358206948317,0.70191431175934,206.56990000000002,False,False
GLAXO,3400,3480,down,3481,116.51,142.47425582617592,False,False,-1.967181819929242,21.46596858638744,139.11685,True,True
GLPL,720,800,down,807,43.5769,51.91749312638667,False,False,-2.549755957760604,2.541254655562937,44.932275499999996,True,True
GTYR,4640,4720,down,4721,37.28,38.63392963233181,False,True,0.6998747916546075,-28.782188841201705,38.9174,True,True
GVGL,720,800,down,801,15.75,18.692401638652942,False,False,-0.726420692181732,-15.4920634920635,18.68225,True,True
GWLC,960,1040,up,1052,12.4716,12.172251808047973,True,False,-0.5217945110886052,-18.70810481413772,12.443822,True,True
GWLC,2720,2800,down,2814,56.8,55.53506471685124,True,True,1.3677543123118114,36.26760563380281,56.73285,False,False
HBL,2040,2120,up,2123,176.22,192.21107738847968,False,False,-2.062881565024908,23.69197593916695,199.8309,False,False
HINO,1840,1920,up,1935,682.2704,543.0443615215924,True,True,4.147534833801712,-9.146578834432802,536.3347075,True,True
HINOON,680,760,down,762,79.25,78.54019638490493,True,True,2.306904102025812,25.236593059936908,79.89524999999999,True,False
HMB,880,960,up,966,28.07,38.38482700465276,False,False,-6.648859521259723,-4.168151050944075,37.49595,False,False
HMB,1080,1160,down,1175,30.94,31.538965130001845,False,True,0.8948309644283838,36.48998060762768,29.1123,False,True
HMB,4200,4280,up,4292,35.48,38.41813852959893,False,False,-1.9211957308946053,-5.524239007891753,39.82805,False,False
HMB,4960,5040,up,5045,114.36,106.88287435228932,True,True,0.9870092724283712,-8.359566281916758,106.50945,True,True
HTL,1560,1640,down,1642,37.46,43.05362477459838,False,False,-1.926423344332558,33.66257341163908,41.731300000000005,True,True
HUBC,1320,1400,up,1401,36.37,33.498607512979454,True,True,0.4976905412289769,4.17926862799011,33.98205,True,True
HUMNL,360,440,down,441,30.9277,28.788523860032747,True,True,2.809575358513853,36.50804941848246,28.69809,False,False
HUMNL,3640,3720,down,3725,6.57,6.928326060888283,False,False,-0.3357961875398915,8.37138508371386,6.8827,True,True
IBLHL,360,440,up,441,9.4,8.717955833334386,True,True,0.1298457302697388,21.27659574468085,8.0867,True,True
IBLHL,3320,3400,down,3426,32.9,40.14257608697782,False,False,-3.4123527275954664,-9.78723404255319,39.6594,True,True
IBLHL,3920,4000,down,4002,60.12,50.46039839760861,True,True,5.094145319392827,-15.868263473053892,48.194799999999994,False,False
IGIL,2120,2200,down,2203,47.09,48.56926588315848,False,True,1.6192838670937322,10.978976428116376,48.19205,True,True
ILP,800,880,down,881,60.01,65.77498677210087,False,False,-1.633683465537476,17.76370604899183,67.8409,True,True
INDU,3000,3080,down,3084,1699.2,1711.164896451064,False,True,0.3696913168976401,-3.5193032015065886,1761.971,True,True
INDU,3360,3440,down,3441,1200.31,1333.6004888716488,False,False,-1.0082108298075314,9.570027742833092,1311.3099499999998,True,True
ISIL,1680,1760,down,1761,1776.71,1649.478832731953,True,True,2.2725328656970625,-16.422488757309843,1714.1981,False,False
ITTEFAQ,120,200,down,201,19.91,23.47392642013812,False,,,33.90256152687092,23.4496,True,True
JGICL,400,480,up,481,140.0579,57.25713571352967,True,True,7.468490676238848,-15.378140040654612,55.3534665,True,True
JGICL,1120,1200,up,1201,37.1271,35.76102024798789,True,False,-0.5423585738315343,20.83060621486732,35.168124,True,True
JLICL,1560,1640,up,1641,82.5,64.38560833437818,True,True,3.3544022825688558,6.666666666666667,63.9466,True,True
JLICL,2160,2240,down,2241,496.33,454.1271493816536,True,True,2.223921690784704,-4.366046783390087,463.20464999999996,False,False
JLICL,4200,4280,up,4281,226.18,173.2311082724337,True,True,6.013469236928716,-23.954372623574148,168.0841,True,True
