symbol,anchor_index,anchor_date,outcome,breakout_direction,support_level,resistance_level,height_pct,duration_days
786,572,2010-09-14,VALID,down,4.005,1.9,0.5255930087390762,125
786,576,2010-09-20,VALID,down,4.005,1.85,0.5380774032459426,42
786,576,2010-09-20,REJECTED_INSUFFICIENT_TOUCHES,,0.86,26.09,29.337209302325583,5778
786,581,2010-09-28,EXPIRED_NO_BREAKOUT,,1.21,1.59,0.3140495867768596,60
786,588,2010-10-11,EXPIRED_NO_BREAKOUT,,1.05,4.98,3.7428571428571433,60
786,589,2010-10-12,VALID,down,4.005,1.99,0.5031210986267165,76
786,593,2010-10-19,EXPIRED_NO_BREAKOUT,,1.1,4.98,3.5272727272727273,60
786,600,2010-11-01,REJECTED_TOO_SHORT,,4.005,1.83,0.5430711610486891,0
786,600,2010-11-01,EXPIRED_NO_BREAKOUT,,1.32,4.98,2.7727272727272725,60
786,608,2010-11-12,EXPIRED_NO_BREAKOUT,,1.25,4.98,2.9840000000000004,60
786,612,2010-11-24,REJECTED_INSUFFICIENT_TOUCHES,,2.0,2.14,0.07000000000000006,5713
786,617,2010-12-01,REJECTED_TOO_SHORT,,4.005,1.8,0.550561797752809,9
786,619,2010-12-03,EXPIRED_NO_BREAKOUT,,1.15,4.98,3.3304347826086964,60
786,622,2010-12-10,REJECTED_TOO_SHORT,,4.005,1.8,0.550561797752809,0
786,623,2010-12-13,VALID,down,1.26,4.98,2.952380952380953,32
786,630,2010-12-24,VALID,down,1.315,4.98,2.787072243346008,21
786,631,2010-12-27,REJECTED_TOO_SHORT,,4.005,1.99,0.5031210986267165,0
786,635,2010-12-31,REJECTED_TOO_SHORT,,4.005,1.95,0.5131086142322097,4
786,635,2010-12-31,REJECTED_TOO_SHORT,,1.32,4.98,2.7727272727272725,14
786,637,2011-01-04,REJECTED_TOO_SHORT,,4.005,1.95,0.5131086142322097,0
786,641,2011-01-10,EXPIRED_NO_BREAKOUT,,1.35,1.9,0.4074074074074073,60
786,645,2011-01-14,VALID,down,1.2,4.98,3.1500000000000004,46
786,646,2011-01-17,REJECTED_TOO_SHORT,,4.005,1.9,0.5255930087390762,0
786,651,2011-01-24,REJECTED_TOO_SHORT,,4.005,1.9449999999999998,0.5143570536828964,0
786,656,2011-01-31,VALID,down,1.25,4.98,2.9840000000000004,29
786,658,2011-02-02,VALID,down,1.25,4.98,2.9840000000000004,27
786,659,2011-02-03,REJECTED_TOO_SHORT,,4.005,1.9,0.5255930087390762,0
786,665,2011-02-11,REJECTED_TOO_SHORT,,1.21,4.98,3.1157024793388435,18
786,668,2011-02-17,REJECTED_TOO_SHORT,,4.005,2.1,0.4756554307116104,0
786,674,2011-02-25,EXPIRED_NO_BREAKOUT,,1.1,4.98,3.5272727272727273,60
786,687,2011-03-16,EXPIRED_NO_BREAKOUT,,1.1,4.98,3.5272727272727273,60
786,690,2011-03-22,REJECTED_TOO_SHORT,,4.005,1.82,0.5455680399500623,0
786,704,2011-04-14,REJECTED_INSUFFICIENT_TOUCHES,,2.0,1.7,0.15000000000000002,5572
786,705,2011-04-15,EXPIRED_NO_BREAKOUT,,1.21,4.98,3.1157024793388435,60
786,709,2011-04-27,EXPIRED_NO_BREAKOUT,,1.21,4.98,3.1157024793388435,60
786,713,2011-05-04,EXPIRED_NO_BREAKOUT,,1.255,4.98,2.968127490039841,60
786,715,2011-05-06,REJECTED_TOO_SHORT,,4.005,2.04,0.49063670411985016,0
786,721,2011-05-18,EXPIRED_NO_BREAKOUT,,1.21,4.98,3.1157024793388435,60
786,731,2011-06-06,REJECTED_TOO_SHORT,,4.005,1.9,0.5255930087390762,0
786,738,2011-06-23,REJECTED_TOO_SHORT,,4.005,1.8,0.550561797752809,0
786,738,2011-06-23,EXPIRED_NO_BREAKOUT,,1.15,4.98,3.3304347826086964,60
786,760,2011-09-05,REJECTED_TOO_SHORT,,4.005,1.99,0.5031210986267165,0
786,760,2011-09-05,REJECTED_INSUFFICIENT_TOUCHES,,1.02,26.09,24.57843137254902,5428
786,777,2011-10-13,REJECTED_INSUFFICIENT_TOUCHES,,0.75,26.09,33.78666666666667,5390
786,789,2011-11-16,REJECTED_INSUFFICIENT_TOUCHES,,2.0,1.74,0.13,5356
786,798,2011-12-01,REJECTED_INSUFFICIENT_TOUCHES,,0.6,26.09,42.483333333333334,5341
786,819,2012-02-08,REJECTED_TOO_SHORT,,4.005,1.84,0.5405742821473158,0
786,819,2012-02-08,VALID,up,1.05,1.9,0.8095238095238093,35
786,829,2012-02-23,REJECTED_TOO_SHORT,,4.005,1.9,0.5255930087390762,0
786,835,2012-03-07,REJECTED_TOO_SHORT,,1.21,1.9,0.5702479338842975,7
786,840,2012-03-14,EXPIRED_NO_BREAKOUT,,1.21,2.5,1.0661157024793388,60
786,844,2012-03-20,REJECTED_TOO_SHORT,,1.55,1.9,0.22580645161290314,10
786,850,2012-03-29,REJECTED_TOO_SHORT,,1.55,1.9,0.22580645161290314,1
786,852,2012-04-02,EXPIRED_NO_BREAKOUT,,1.21,2.29,0.8925619834710745,60
786,855,2012-04-05,REJECTED_INSUFFICIENT_TOUCHES,,1.65,26.09,14.812121212121214,5215
786,859,2012-04-11,REJECTED_INSUFFICIENT_TOUCHES,,2.0,2.19,0.09499999999999997,5209
786,864,2012-04-20,REJECTED_TOO_SHORT,,1.55,1.9,0.22580645161290314,3
786,868,2012-04-27,EXPIRED_NO_BREAKOUT,,1.3050000000000002,1.9,0.4559386973180074,60
786,872,2012-05-04,EXPIRED_NO_BREAKOUT,,1.21,1.95,0.6115702479338843,60
786,877,2012-05-11,EXPIRED_NO_BREAKOUT,,1.21,1.9,0.5702479338842975,60
786,882,2012-05-21,EXPIRED_NO_BREAKOUT,,1.21,1.95,0.6115702479338843,60
786,882,2012-05-21,EXPIRED_NO_BREAKOUT,,1.36,1.9,0.3970588235294116,60
786,890,2012-06-04,REJECTED_INSUFFICIENT_TOUCHES,,1.41,26.09,17.50354609929078,5155
786,894,2012-06-12,EXPIRED_NO_BREAKOUT,,1.21,1.59,0.3140495867768596,60
786,894,2012-06-12,EXPIRED_NO_BREAKOUT,,1.31,1.9,0.45038167938931284,60
786,908,2012-07-10,VALID,up,1.21,1.95,0.6115702479338843,50
786,908,2012-07-10,VALID,up,1.1,1.9,0.7272727272727271,50
786,921,2012-08-29,EXPIRED_NO_BREAKOUT,,1.21,2.25,0.859504132231405,60
786,926,2012-09-05,VALID,up,1.21,2.245,0.8553719008264464,57
786,929,2012-09-10,REJECTED_HEIGHT_FLOOR,,2.0,1.9,0.050000000000000044,51
786,932,2012-09-14,VALID,up,1.21,2.245,0.8553719008264464,48
786,938,2012-10-05,REJECTED_HEIGHT_FLOOR,,1.81,1.9,0.04972375690607727,587
786,942,2012-10-16,VALID,up,1.21,2.26,0.8677685950413222,35
786,949,2012-10-31,REJECTED_HEIGHT_FLOOR,,2.02,1.9,0.05940594059405946,0
786,950,2012-11-01,REJECTED_TOO_SHORT,,1.21,2.275,0.8801652892561983,19
786,953,2012-11-06,REJECTED_HEIGHT_FLOOR,,2.0,1.9,0.050000000000000044,0
786,957,2012-11-15,REJECTED_HEIGHT_FLOOR,,2.0,1.9,0.050000000000000044,0
786,964,2012-11-26,REJECTED_INSUFFICIENT_TOUCHES,,2.0,2.85,0.42500000000000004,4980
786,965,2012-11-27,REJECTED_TOO_SHORT,,2.11,1.9,0.09952606635071089,0
786,967,2012-11-29,REJECTED_TOO_SHORT,,2.11,1.9,0.09952606635071089,0
786,974,2012-12-10,EXPIRED_NO_BREAKOUT,,1.21,3.29,1.71900826446281,60
786,981,2012-12-24,REJECTED_TOO_SHORT,,2.32,1.9,0.18103448275862066,0
786,985,2012-12-31,VALID,up,1.21,2.96,1.4462809917355373,58
786,990,2013-01-21,VALID,up,2.5,1.9,0.24000000000000005,114
786,992,2013-01-24,VALID,up,1.21,2.9,1.396694214876033,34
786,996,2013-02-20,VALID,up,2.22,1.9,0.14414414414414425,27
786,998,2013-02-27,REJECTED_INSUFFICIENT_TOUCHES,,2.0,3.07,0.5349999999999999,4887
786,1002,2013-03-07,REJECTED_INSUFFICIENT_TOUCHES,,2.0,3.7,0.8500000000000001,4879
786,1004,2013-03-19,REJECTED_TOO_SHORT,,2.2,1.9,0.13636363636363646,0
786,1006,2013-03-25,VALID,up,1.21,3.0,1.4793388429752068,56
786,1012,2013-04-15,EXPIRED_NO_BREAKOUT,,1.21,2.74,1.2644628099173556,60
786,1014,2013-04-22,REJECTED_INSUFFICIENT_TOUCHES,,1.71,26.09,14.257309941520468,4833
786,1017,2013-05-03,REJECTED_TOO_SHORT,,1.21,2.95,1.4380165289256202,12
786,1024,2013-05-15,VALID,up,1.21,3.25,1.6859504132231407,27
786,1024,2013-05-15,REJECTED_TOO_SHORT,,2.5,1.9,0.24000000000000005,0
786,1030,2013-06-06,REJECTED_INSUFFICIENT_TOUCHES,,2.7,26.09,8.662962962962963,4788
786,1032,2013-06-11,REJECTED_INSUFFICIENT_TOUCHES,,2.0,3.59,0.7949999999999999,4783
786,1035,2013-06-19,REJECTED_INSUFFICIENT_TOUCHES,,2.8,26.09,8.317857142857143,4775
786,1044,2013-07-17,REJECTED_TOO_SHORT,,2.11,1.9,0.09952606635071089,0
786,1046,2013-07-25,REJECTED_TOO_SHORT,,1.21,3.25,1.6859504132231407,19
786,1050,2013-08-06,REJECTED_TOO_SHORT,,2.11,1.9,0.09952606635071089,0
786,1051,2013-08-13,EXPIRED_NO_BREAKOUT,,1.21,3.43,1.834710743801653,60
786,1053,2013-08-26,EXPIRED_NO_BREAKOUT,,1.21,3.43,1.834710743801653,60
786,1059,2013-10-29,REJECTED_TOO_SHORT,,2.05,1.9,0.07317073170731704,0
786,1061,2013-11-12,VALID,up,1.21,2.5,1.0661157024793388,30
786,1064,2013-12-06,REJECTED_TOO_SHORT,,2.05,1.9,0.07317073170731704,0
786,1066,2013-12-12,VALID,up,1.21,2.74,1.2644628099173556,39
786,1068,2014-01-02,REJECTED_HEIGHT_FLOOR,,2.005,1.9,0.05236907730673316,0
786,1074,2014-01-27,EXPIRED_NO_BREAKOUT,,1.21,3.25,1.6859504132231407,60
786,1079,2014-02-11,EXPIRED_NO_BREAKOUT,,1.21,3.29,1.71900826446281,60
786,1084,2014-04-01,REJECTED_HEIGHT_FLOOR,,2.01,1.9,0.054726368159203925,0
786,1088,2014-04-10,EXPIRED_NO_BREAKOUT,,2.0,2.75,0.375,60
786,1093,2014-05-15,REJECTED_HEIGHT_FLOOR,,1.8,1.9,0.05555555555555548,0
786,1095,2014-05-21,REJECTED_INSUFFICIENT_TOUCHES,,2.0,2.55,0.2749999999999999,4439
786,1098,2014-06-05,REJECTED_HEIGHT_FLOOR,,2.0,1.9,0.050000000000000044,0
786,1100,2014-06-12,VALID,down,2.0,2.44,0.21999999999999997,42
786,1105,2014-07-24,REJECTED_HEIGHT_FLOOR,,1.81,1.9,0.04972375690607727,0
786,1112,2014-09-08,REJECTED_HEIGHT_FLOOR,,1.9,1.9,0.0,0
786,1113,2014-09-11,EXPIRED_NO_BREAKOUT,,2.0,2.44,0.21999999999999997,60
786,1120,2014-11-11,VALID,up,2.0,2.99,0.4950000000000001,1393
786,1120,2014-11-11,REJECTED_HEIGHT_FLOOR,,2.0,1.9,0.050000000000000044,0
786,1124,2014-11-17,VALID,up,2.0,2.24,0.1200000000000001,1387
786,1126,2014-11-20,REJECTED_HEIGHT_FLOOR,,2.0,1.9,0.050000000000000044,0
786,1135,2018-09-10,VALID,up,2.0,7.99,2.995,23
786,1140,2018-09-18,REJECTED_TOO_SHORT,,5.01,1.9,0.6207584830339321,0
786,1145,2018-09-27,REJECTED_TOO_SHORT,,4.51,1.9,0.5787139689578714,0
786,1153,2018-10-09,REJECTED_INSUFFICIENT_TOUCHES,,2.0,10.75,4.375,2837
786,1157,2018-10-15,REJECTED_TOO_SHORT,,9.68,1.9,0.8037190082644627,4
786,1161,2018-10-19,REJECTED_TOO_SHORT,,9.65,1.9,0.8031088082901554,0
786,1176,2018-11-09,REJECTED_TOO_SHORT,,2.0,20.98,9.49,6
786,1179,2018-11-14,REJECTED_INSUFFICIENT_TOUCHES,,20.3,26.09,0.28522167487684724,2801
786,1193,2018-12-05,EXPIRED_NO_BREAKOUT,,2.0,26.0,12.0,60
786,1194,2018-12-06,EXPIRED_NO_BREAKOUT,,22.95,26.09,0.13681917211328978,60
786,1201,2018-12-17,REJECTED_INSUFFICIENT_TOUCHES,,2.0,24.7,11.35,2768
786,1205,2018-12-21,EXPIRED_NO_BREAKOUT,,2.0,25.925,11.9625,60
786,1216,2019-01-08,REJECTED_HEIGHT_FLOOR,,24.75,26.09,0.054141414141414136,132
786,1229,2019-01-25,EXPIRED_NO_BREAKOUT,,2.0,26.5,12.25,60
786,1237,2019-02-07,EXPIRED_NO_BREAKOUT,,2.0,26.9,12.45,60
786,1258,2019-03-08,EXPIRED_NO_BREAKOUT,,2.0,26.09,12.045,60
786,1267,2019-03-21,EXPIRED_NO_BREAKOUT,,2.0,26.1,12.05,60
786,1271,2019-03-27,REJECTED_TOO_SHORT,,25.814999999999998,1.9,0.926399380205307,0
786,1277,2019-04-04,VALID,up,2.0,26.14,12.07,48
786,1277,2019-04-04,REJECTED_TOO_SHORT,,25.98,1.9,0.9268668206312549,0
786,1281,2019-04-10,REJECTED_TOO_SHORT,,25.98,1.9,0.9268668206312549,0
786,1283,2019-04-12,VALID,up,2.0,26.195,12.0975,40
786,1289,2019-04-22,REJECTED_HEIGHT_FLOOR,,26.0,26.09,0.003461538461538456,0
786,1293,2019-04-26,VALID,up,2.0,26.325,12.1625,26
786,1304,2019-05-14,REJECTED_TOO_SHORT,,2.0,26.325,12.1625,8
786,1308,2019-05-20,REJECTED_HEIGHT_FLOOR,,25.0,26.09,0.04359999999999999,0
786,1313,2019-05-27,VALID,up,2.0,28.895,13.4475,45
786,1318,2019-06-10,VALID,up,2.0,28.895,13.4475,31
786,1322,2019-06-14,VALID,up,2.0,28.99,13.495,27
786,1330,2019-06-26,REJECTED_TOO_SHORT,,2.0,28.99,13.495,15
786,1331,2019-06-27,REJECTED_TOO_SHORT,,27.91,26.09,0.06520960229308492,13
786,1334,2019-07-02,REJECTED_TOO_SHORT,,2.0,28.99,13.495,9
786,1340,2019-07-10,REJECTED_TOO_SHORT,,28.01,26.09,0.06854694751874336,0
786,1343,2019-07-15,VALID,up,2.0,31.27,14.635,36
786,1349,2019-07-23,REJECTED_TOO_SHORT,,30.09,26.09,0.13293452974410103,7
786,1352,2019-07-26,VALID,up,2.0,31.25,14.625,25
786,1354,2019-07-30,REJECTED_TOO_SHORT,,30.08,26.09,0.13264627659574463,0
786,1358,2019-08-05,REJECTED_TOO_SHORT,,2.0,30.98,14.49,15
786,1359,2019-08-06,REJECTED_TOO_SHORT,,30.11,26.09,0.13351046164065095,0
786,1368,2019-08-23,EXPIRED_NO_BREAKOUT,,2.0,32.595,15.2975,60
786,1372,2019-08-29,EXPIRED_NO_BREAKOUT,,2.0,32.835,15.4175,60
786,1378,2019-09-06,EXPIRED_NO_BREAKOUT,,2.0,32.7,15.350000000000001,60
786,1378,2019-09-06,REJECTED_INSUFFICIENT_TOUCHES,,31.89,26.09,0.18187519598620258,2505
786,1399,2019-11-14,EXPIRED_NO_BREAKOUT,,2.0,26.89,12.445,60
786,1401,2019-11-26,VALID,down,22.73,26.09,0.14782226132864054,1497
786,1406,2019-12-16,EXPIRED_NO_BREAKOUT,,2.0,26.045,12.0225,60
786,1408,2019-12-18,VALID,down,22.77,26.09,0.14580588493631974,1475
786,1415,2019-12-30,EXPIRED_NO_BREAKOUT,,2.0,26.14,12.07,60
786,1417,2024-01-01,REJECTED_TOO_SHORT,,5.45,26.09,3.787155963302752,16
786,1423,2024-01-11,EXPIRED_NO_BREAKOUT,,2.0,5.6,1.7999999999999998,60
786,1433,2024-01-29,VALID,up,2.0,5.26,1.63,35
786,1442,2024-02-16,EXPIRED_NO_BREAKOUT,,2.0,5.38,1.69,60
786,1442,2024-02-16,EXPIRED_NO_BREAKOUT,,4.91,26.09,4.313645621181262,60
786,1448,2024-03-04,VALID,up,2.0,5.4,1.7000000000000002,50
786,1452,2024-03-13,EXPIRED_NO_BREAKOUT,,5.0,26.09,4.218,60
786,1454,2024-03-21,VALID,up,2.0,5.2,1.6,28
786,1456,2024-04-04,EXPIRED_NO_BREAKOUT,,5.0,26.09,4.218,60
786,1460,2024-04-22,EXPIRED_NO_BREAKOUT,,5.0,26.09,4.218,60
786,1461,2024-04-23,EXPIRED_NO_BREAKOUT,,2.0,5.61,1.8050000000000002,60
786,1470,2024-05-07,EXPIRED_NO_BREAKOUT,,5.0,26.09,4.218,60
