Sector,Active_Stocks_Considered,Excluded_Stocks,All_Stocks_In_Stage2_Date,Last_Stock_To_Enter,Sector_Momentum_On_Full_Entry,Current_Sector_Momentum
AUTOMOBILE (ASSEMBLER + PARTS),19,"DWAE, PSMC",2026-05-25,AGIL,Rolling Over,Cooling Down
