n_hi,n_lo,hit_hi,hit_lo,hit_delta,mwu_two_p,mwu_one_p,cliffs_delta,insufficient_n_flag,test
2024,161843,17.094861660079054,13.518656970026507,3.5762046900525473,0.0006793164874029117,0.9996603423432955,-0.04387642586521723,False,phase5_confirmatory_stealth2plus_vs_0_combined
