sector,symbol,start,end,kind,outcome,direction,breakout_idx,type_trigger,entry_price,lfd_level,r_lfd_denom,rolling_status,rolling_stop,r_rolling_denom,opposite_stop,r_opposite_denom,lfd_hit_bar,rolling_hit_bar,opposite_hit_bar,anchor_bar,simultaneous_hit,horizon_reached,realized_R_lfd,realized_R_rolling,realized_R_opposite,realistic_realized_R,realized_R_realistic,close_at_breakout_check,sma_at_breakout,passes_sma,R_final,risk_pct_of_price,friction_in_R,R_net_friction_cgt
POWER GENERATION & DISTRIBUTION,HUBC,1320,1400,descending,up,up,1401,1.0,36.37,35.65,0.7199999999999989,skipped_risk_gt_6pct,33.07,,33.247153854155826,3.1228461458441714,,,,1491,False,True,1.972222222222228,,0.4547134036333211,,1.972222222222228,36.37,33.98205,True,1.972222222222228,1.9796535606268872,0.10102777777777794,1.5753611111111159
TECHNOLOGY & COMMUNICATION,HUMNL,3640,3720,symmetrical,down,down,3725,2.0,6.57,7.22,0.6499999999999995,skipped_risk_gt_6pct,7.36,,7.097058823529409,0.5270588235294085,,,,3815,False,True,1.246153846153848,,1.5368303571428676,,1.246153846153848,6.57,6.8827,True,1.246153846153848,9.893455098934542,0.020215384615384635,1.0390153846153862
PHARMACEUTICALS,IBLHL,360,440,ascending,up,up,441,4.0,9.4,9.16,0.2400000000000002,no_valid_consolidation,,,7.82930553449583,1.57069446550417,442.0,,,442,False,False,-1.0,,0.031833052893549,-1.0,-1.0,9.4,8.0867,True,-1.0,2.5531914893617045,0.07833333333333327,-1.0783333333333334
PHARMACEUTICALS,IBLHL,3320,3400,symmetrical,down,down,3426,4.0,32.9,34.15,1.25,ok,34.83,1.93,34.43828962371721,1.538289623717212,3428.0,3455.0,3428.0,3428,True,False,-1.0,0.2746113989637312,-1.0,-1.2800000000000011,-1.2800000000000011,32.9,39.6594,True,-1.2800000000000011,3.7993920972644375,0.052640000000000006,-1.3326400000000012
INSURANCE,IGIL,2120,2200,descending,down,down,2203,2.0,47.09,50.9,3.809999999999995,skipped_risk_gt_6pct,56.05,,54.75616596002422,7.666165960024216,,,,2293,False,True,2.664041994750661,,1.3239995133066418,,2.664041994750661,47.09,48.19205,True,2.664041994750661,8.090889785517085,0.02471916010498691,2.2397165354330753
INSURANCE,IGIL,2640,2720,descending,sequential,down,2730,4.0,12.85,13.68,0.8300000000000001,skipped_risk_gt_6pct,13.98,,14.523047918303222,1.6730479183032223,2736.0,,2753.0,2736,False,False,-1.0,,-0.0836796116049002,-1.0,-1.0,12.85,13.0976,True,-1.0,6.459143968871596,0.030963855421686743,-1.0309638554216867
TEXTILE COMPOSITE,ILP,800,880,ascending,down,down,881,2.0,60.01,62.0,1.990000000000002,skipped_risk_gt_6pct,64.53,,64.00466328643861,3.994663286438616,,,,971,False,True,5.361809045226122,,2.6710636754350023,,5.361809045226122,60.01,67.8409,True,5.361809045226122,3.3161139810031695,0.06031155778894467,4.497226130653259
AUTOMOBILE ASSEMBLER,INDU,3000,3080,ascending,down,down,3084,4.0,1699.2,1778.97,79.76999999999998,ok,1796.76,97.55999999999996,1800.9362490948592,101.7362490948592,3103.0,3104.0,3104.0,3103,False,False,-1.0,-0.6169536695366963,-0.5916278665225676,-1.0,-1.0,1699.2,1761.971,True,-1.0,4.694562146892654,0.04260248213614142,-1.0426024821361415
AUTOMOBILE ASSEMBLER,INDU,3360,3440,ascending,down,down,3441,4.0,1200.31,1240.0,39.690000000000055,skipped_risk_gt_6pct,1297.85,,1354.6308087507423,154.32080875074257,3469.0,,,3469,False,False,-1.0,,-0.0528768612998914,-1.0,-1.0,1200.31,1311.3099499999998,True,-1.0,3.3066457831726845,0.060484252960443366,-1.0604842529604435
ENGINEERING,ISL,2560,2640,descending,sequential,down,2641,4.0,60.73,62.02,1.2900000000000065,skipped_risk_gt_6pct,67.66,,69.67586462882093,8.945864628820935,2643.0,,,2643,False,False,-1.0,,-0.1788535894948906,-2.10852713178294,-2.10852713178294,60.73,80.51050000000001,True,-2.10852713178294,2.124156100773928,0.09415503875968946,-2.2026821705426296
ENGINEERING,ISL,3320,3400,descending,sequential,down,3405,3.0,77.45,82.25,4.799999999999997,skipped_risk_gt_6pct,83.07,,81.96877079978532,4.518770799785315,3434.0,,3433.0,3433,False,False,-0.7895833333333322,,-1.0,,-0.7895833333333322,77.45,80.48949999999999,True,-0.7895833333333322,6.197546804389925,0.03227083333333335,-0.8218541666666656
ENGINEERING,ITTEFAQ,120,200,symmetrical,down,down,201,1.0,19.91,21.01,1.1000000000000014,skipped_risk_gt_6pct,21.61,,21.53085209825998,1.6208520982599808,,,,291,False,True,4.636363636363631,,3.146493134984345,,4.636363636363631,19.91,23.4496,True,4.636363636363631,5.524861878453046,0.036199999999999954,3.9047090909090865
INSURANCE,JGICL,400,480,ascending,up,up,481,4.0,140.0579,135.2912,4.766699999999986,no_valid_consolidation,,,55.76592820629849,84.29197179370149,482.0,,,482,False,False,-1.0,,-0.0830790863113165,-1.0,-1.0,140.0579,55.3534665,True,-1.0,3.4033781743121856,0.05876514150250715,-1.0587651415025072
INSURANCE,JGICL,1120,1200,ascending,up,up,1201,2.0,37.1271,35.603,1.5240999999999971,skipped_risk_gt_6pct,34.66,,34.11503730081752,3.01206269918248,,,,1291,False,True,3.732235417623521,,1.8885065047098424,,3.732235417623521,37.1271,35.168124,True,3.732235417623521,4.105087658341204,0.04872003149399655,3.123680073485996
INSURANCE,JGICL,3640,3720,descending,sequential,up,3721,4.0,82.21,81.37,0.8399999999999892,skipped_risk_gt_6pct,77.22,,77.60668319578335,4.603316804216647,3722.0,,3753.0,3722,False,False,-1.0,,-0.1064449875687795,-1.0,-1.0,82.21,69.62925,True,-1.0,1.0217735068726301,0.19573809523809776,-1.1957380952380978
INSURANCE,JLICL,1560,1640,ascending,up,up,1641,4.0,82.5,77.5,5.0,skipped_risk_gt_6pct,72.52,,71.71258813029897,10.787411869701032,1643.0,,,1643,False,False,-1.0,,-0.0927006414586555,-1.25,-1.25,82.5,63.9466,True,-1.25,6.0606060606060606,0.033,-1.283
INSURANCE,JLICL,4280,4360,descending,up,up,4361,2.0,178.3,167.35,10.950000000000015,skipped_risk_gt_6pct,162.86,,160.2619387755102,18.03806122448981,,,,4381,False,True,-0.7305936073059349,,-0.4435066441142026,,-0.7305936073059349,178.3,175.91915,True,-0.7305936073059349,6.141334828939997,0.032566210045662056,-0.763159817351597
COMMERCIAL BANKS,JSBL,1200,1280,symmetrical,up,up,1281,4.0,5.51,5.34,0.1699999999999999,ok,5.23,0.2799999999999993,5.027353401774839,0.4826465982251608,1284.0,1289.0,1294.0,1284,False,False,-1.0,-0.3928571428571417,-0.2279100285892474,-1.176470588235296,-1.176470588235296,5.51,3.92165,True,-1.176470588235296,3.0852994555353885,0.06482352941176474,-1.2412941176470607
COMMERCIAL BANKS,JSBL,1600,1680,symmetrical,sequential,down,1684,4.0,4.09,4.38,0.29,skipped_risk_gt_6pct,4.49,,4.960273037542661,0.8702730375426615,1692.0,,1702.0,1692,False,False,-1.0,,-0.3562100474528421,-1.0000000000000002,-1.0000000000000002,4.09,4.303450000000001,True,-1.0000000000000002,7.090464547677261,0.028206896551724144,-1.0282068965517244
COMMERCIAL BANKS,JSBL,3240,3320,descending,sequential,up,3321,3.0,7.15,6.75,0.4000000000000003,skipped_risk_gt_6pct,6.68,,6.18155737704918,0.9684426229508204,3333.0,,3346.0,3333,False,False,-1.0,,-0.3923825645366066,-1.0000000000000002,-1.0000000000000002,7.15,5.8919500000000005,True,-1.0000000000000002,5.594405594405599,0.035749999999999976,-1.0357500000000002
COMMERCIAL BANKS,JSBL,3360,3440,ascending,down,down,3448,4.0,5.25,5.45,0.2000000000000001,skipped_risk_gt_6pct,5.71,,5.862617119263141,0.6126171192631409,3454.0,,,3454,False,False,-1.0,,-0.0816170466475701,-1.1500000000000017,-1.1500000000000017,5.25,6.0025,True,-1.1500000000000017,3.809523809523811,0.052499999999999984,-1.2025000000000017
POWER GENERATION & DISTRIBUTION,KAPCO,1680,1760,symmetrical,up,up,1762,4.0,45.45,43.75,1.7000000000000028,ok,42.87,2.5800000000000054,43.18741179983789,2.2625882001621136,1765.0,,1768.0,1765,False,False,-1.0,-0.4961240310077513,-0.5657238024613978,-1.0,-1.0,45.45,42.6391,True,-1.0,3.7403740374037464,0.053470588235294034,-1.053470588235294
POWER GENERATION & DISTRIBUTION,KAPCO,2480,2560,ascending,sequential,up,2561,3.0,93.68,89.11,4.570000000000007,ok,88.22,5.460000000000008,86.19015756687432,7.489842433125688,2597.0,2597.0,2599.0,2597,True,False,-1.0,-1.0,-0.7837281027486602,-1.0,-1.0,93.68,82.9936,True,-1.0,4.8783091374893335,0.0409978118161925,-1.0409978118161924
POWER GENERATION & DISTRIBUTION,KEL,3160,3240,ascending,sequential,up,3242,3.0,6.75,6.45,0.2999999999999998,skipped_risk_gt_6pct,6.15,,6.214601718644397,0.5353982813556026,3271.0,,3274.0,3271,False,False,-1.0,,-0.4856197882101756,-1.0,-1.0,6.75,6.40295,True,-1.0,4.444444444444442,0.045000000000000026,-1.045
TEXTILE COMPOSITE,KML,1280,1360,descending,sequential,up,1373,3.0,17.6,16.1,1.5,skipped_risk_gt_6pct,15.85,,15.770959367945824,1.829040632054177,1384.0,,1393.0,1384,False,False,-1.0,,-0.6779510407089047,-1.0,-1.0,17.6,13.1748,True,-1.0,8.522727272727272,0.02346666666666667,-1.0234666666666667
CEMENT,KOHC,2120,2200,ascending,sequential,up,2201,3.0,122.65,115.75,6.900000000000006,skipped_risk_gt_6pct,113.36,,116.01509689922476,6.634903100775233,2272.0,,2272.0,2272,True,False,-1.0,,-1.0,-1.753623188405797,-1.753623188405797,122.65,101.19319999999999,True,-1.753623188405797,5.625764370158993,0.035550724637681136,-1.789173913043478
POWER GENERATION & DISTRIBUTION,KOHE,2440,2520,ascending,up,up,2540,4.0,32.6888,32.2702,0.4185999999999978,ok,31.65,1.038800000000002,31.50473764271323,1.18406235728677,2541.0,,,2541,False,False,-1.0,-0.1465152098575281,-0.1285405275012378,-1.0000000000000002,-1.0000000000000002,32.6888,32.3428435,True,-1.0000000000000002,1.2805609260664135,0.15618155757286276,-1.156181557572863
POWER GENERATION & DISTRIBUTION,KOHP,3560,3640,ascending,down,down,3649,3.0,3.72,4.14,0.4199999999999995,no_valid_consolidation,,,4.4872544673777535,0.7672544673777533,3688.0,,3708.0,3688,False,False,-1.0,,-0.0912343987246355,-1.0,-1.0,3.72,4.127,True,-1.0,11.290322580645148,0.017714285714285738,-1.0177142857142858
TEXTILE COMPOSITE,KOIL,1720,1800,descending,sequential,up,1801,4.0,3.79,3.45,0.3399999999999998,no_valid_consolidation,,,2.6839634146341464,1.1060365853658536,1802.0,,1816.0,1802,False,False,-1.0,,-0.3797342742157781,-1.0000000000000002,-1.0000000000000002,3.79,2.9154500000000003,True,-1.0000000000000002,8.970976253298147,0.02229411764705884,-1.022294117647059
TEXTILE COMPOSITE,KOIL,3760,3840,descending,whipsaw,down,3855,4.0,5.5,5.99,0.4900000000000002,no_valid_consolidation,,,5.974404322614653,0.474404322614653,3857.0,,3857.0,3857,True,False,-1.0,,-1.0,-1.0,-1.0,5.5,7.2061,True,-1.0,8.909090909090912,0.02244897959183673,-1.0224489795918368
CHEMICAL,LOTCHEM,1000,1080,descending,up,up,1084,1.0,3.03,2.91,0.1199999999999996,skipped_risk_gt_6pct,2.79,,2.822403490216816,0.2075965097831837,,,,1174,False,True,34.7500000000001,,20.08704291009129,,34.7500000000001,3.03,2.7426,True,34.7500000000001,3.960396039603947,0.05050000000000017,29.487000000000084
CHEMICAL,LOTCHEM,1720,1800,symmetrical,down,down,1801,1.0,7.4,7.69,0.29,skipped_risk_gt_6pct,7.98,,8.507202426080365,1.1072024260803648,1819.0,,,1819,False,False,-1.0,,-0.1445083538756497,-1.0000000000000002,-1.0000000000000002,7.4,9.6662,True,-1.0000000000000002,3.9189189189189184,0.0510344827586207,-1.0510344827586209
CHEMICAL,LPGL,1640,1720,symmetrical,down,down,1731,4.0,106.25,109.0,2.75,skipped_risk_gt_6pct,114.23,,115.50971830985915,9.259718309859151,1732.0,,,1732,False,False,-1.0,,-0.0075596252129464,-1.0,-1.0,106.25,113.54895,True,-1.0,2.588235294117647,0.07727272727272727,-1.0772727272727272
POWER GENERATION & DISTRIBUTION,LPL,120,200,descending,down,down,207,4.0,9.1895,9.3294,0.139899999999999,ok,9.55,0.3605,9.621449927961876,0.4319499279618739,209.0,282.0,283.0,209,False,False,-1.0,-0.3880721220527018,-0.3238801327276695,,-1.0,9.1895,9.9180035,True,-1.0,1.5223896838783284,0.13137240886347487,-1.131372408863475
POWER GENERATION & DISTRIBUTION,LPL,400,480,ascending,down,down,488,1.0,16.057,16.7463,0.6893000000000029,skipped_risk_gt_6pct,17.53,,17.581321126760564,1.5243211267605652,541.0,,,541,False,False,-1.0,,-0.4760151829306598,,-1.0,16.057,16.6479835,True,-1.0,4.292831786759687,0.04658929348614516,-1.0465892934861452
POWER GENERATION & DISTRIBUTION,LPL,720,800,descending,up,up,821,1.0,11.9987,11.3093,0.6893999999999991,skipped_risk_gt_6pct,11.16,,11.322844072891227,0.6758559271087723,856.0,,856.0,856,True,False,-1.0,,-1.0,-1.0,-1.0,11.9987,11.738897999999999,True,-1.0,5.745622442431256,0.03480910937046712,-1.0348091093704672
CEMENT,LUCK,2040,2120,descending,up,up,2121,1.0,239.98,237.5,2.4799999999999898,ok,228.64,11.340000000000003,224.8740207259885,15.105979274011446,,,,2211,False,True,39.48387096774209,8.634920634920631,6.482201400108037,,39.48387096774209,239.98,196.75995,True,39.48387096774209,1.0334194516209643,0.1935322580645169,33.36775806451626
PHARMACEUTICALS,MACTER,360,440,symmetrical,sequential,up,441,4.0,183.0,157.0,26.0,no_valid_consolidation,,,144.05692307692308,38.94307692307692,451.0,,456.0,451,False,False,-1.0,,-0.8468770987239758,-1.0,-1.0,183.0,109.78055,True,-1.0,14.207650273224044,0.014076923076923077,-1.014076923076923
COMMERCIAL BANKS,MCB,1800,1880,symmetrical,up,up,1882,2.0,187.99,186.0,1.990000000000009,ok,181.27,6.719999999999999,182.05393979303852,5.936060206961429,1891.0,,,1891,False,False,-1.0,-0.2812500000000022,-0.3183929970561189,-1.0,-1.0,187.99,175.8553,True,-1.0,1.0585669450502735,0.1889346733668333,-1.1889346733668333
COMMERCIAL BANKS,MCB,2080,2160,ascending,whipsaw,up,2165,4.0,299.54,283.0,16.54000000000002,skipped_risk_gt_6pct,279.28,,287.9970189398184,11.542981060181605,2167.0,,2166.0,2166,False,False,-0.8494558645707373,,-1.0,,-0.8494558645707373,299.54,258.63135,True,-0.8494558645707373,5.521800093476671,0.03622007255139053,-0.8856759371221278
COMMERCIAL BANKS,MCB,4120,4200,ascending,down,down,4201,1.0,148.81,154.0,5.189999999999998,skipped_risk_gt_6pct,162.41,,165.09529724315138,16.285297243151376,4224.0,,,4224,False,False,-1.0,,-0.2922881866342208,-1.0,-1.0,148.81,158.649,True,-1.0,3.487668839459712,0.05734489402697498,-1.057344894026975
COMMERCIAL BANKS,MEBL,2280,2360,descending,up,up,2361,4.0,53.05,50.75,2.299999999999997,skipped_risk_gt_6pct,47.51,,40.77991298743152,12.270087012568482,2365.0,,,2365,False,False,-1.0,,-0.1915226841988035,-1.0,-1.0,53.05,40.56175,True,-1.0,4.335532516493869,0.046130434782608754,-1.0461304347826088
COMMERCIAL BANKS,MEBL,4800,4880,symmetrical,up,up,4893,4.0,243.26,240.65,2.609999999999985,ok,234.13,9.129999999999995,234.34704543483912,8.912954565160874,4896.0,,,4896,False,False,-1.0,-0.244249726177436,-0.2501976178266022,-1.0,-1.0,243.26,236.697,True,-1.0,1.072926087313979,0.1864061302682003,-1.1864061302682003
PAPER & BOARD,MERIT,720,800,symmetrical,down,down,801,2.0,17.35,18.13,0.7799999999999976,no_valid_consolidation,,,19.462405255179384,2.1124052551793824,853.0,,873.0,853,False,False,-1.0,,-0.2840364075637782,-1.0,-1.0,17.35,20.08265,True,-1.0,4.49567723342938,0.04448717948717963,-1.0444871794871797
PAPER & BOARD,MERIT,1400,1480,ascending,down,down,1493,4.0,17.71,18.46,0.75,skipped_risk_gt_6pct,19.7,,20.056779661016947,2.346779661016946,1511.0,,1532.0,1511,False,False,-1.0,,-0.3408926765852962,-1.0,-1.0,17.71,19.88715,True,-1.0,4.2348955392433645,0.04722666666666668,-1.0472266666666668
PAPER & BOARD,MERIT,4280,4360,descending,down,down,4361,2.0,12.36,13.15,0.7900000000000009,skipped_risk_gt_6pct,13.28,,13.557735799207396,1.197735799207397,,,,4451,False,True,2.8481012658227813,,1.8785445016245987,,2.8481012658227813,12.36,12.4793,True,2.8481012658227813,6.391585760517807,0.03129113924050629,2.389594936708858
FOOD & PERSONAL CARE PRODUCTS,MFFL,2040,2120,ascending,down,down,2121,4.0,261.0,273.98,12.980000000000018,skipped_risk_gt_6pct,279.75,,292.9327272727272,31.93272727272722,2131.0,,2146.0,2131,False,False,-1.0,,-0.4067926891761098,-1.0,-1.0,261.0,301.15635,True,-1.0,4.973180076628359,0.04021571648690288,-1.0402157164869028
CEMENT,MLCF,1360,1440,symmetrical,down,down,1441,1.0,2.75,2.89,0.1400000000000001,skipped_risk_gt_6pct,2.92,,2.964593175853018,0.2145931758530181,1489.0,,,1489,False,False,-1.0,,1.8173923679060688,-1.0000000000000002,-1.0000000000000002,2.75,3.3416,True,-1.0000000000000002,5.090909090909094,0.039285714285714264,-1.0392857142857146
CEMENT,MLCF,4080,4160,ascending,down,down,4168,4.0,32.51,34.41,1.8999999999999984,skipped_risk_gt_6pct,36.28,,37.32989913544669,4.81989913544669,4172.0,,4226.0,4172,False,False,-1.0,,-0.3547792084328596,-1.0000000000000002,-1.0000000000000002,32.51,40.418800000000005,True,-1.0000000000000002,5.844355582897565,0.03422105263157898,-1.0342210526315792
ENGINEERING,MSCL,1520,1600,descending,whipsaw,down,1601,4.0,20.65,22.26,1.610000000000003,no_valid_consolidation,,,25.380617464788727,4.730617464788729,1603.0,,1604.0,1603,False,False,-1.0,,-0.6764444649812572,-1.9875776397515508,-1.9875776397515508,20.65,22.13355,True,-1.9875776397515508,7.79661016949154,0.025652173913043433,-2.0132298136645943
TEXTILE COMPOSITE,MSOT,840,920,symmetrical,whipsaw,up,921,4.0,29.88,29.6,0.2799999999999976,ok,28.18,1.6999999999999993,27.862291870714987,2.017708129285012,922.0,923.0,923.0,922,False,False,-1.0,-0.8705882352941182,-0.7335054949322369,-1.0,-1.0,29.88,23.762199999999996,True,-1.0,0.9370816599732181,0.2134285714285733,-1.2134285714285733
TEXTILE COMPOSITE,MSOT,960,1040,descending,up,up,1041,1.0,28.35,27.0,1.3500000000000014,no_valid_consolidation,,,24.69712023646152,3.652879763538479,,,,1131,False,True,76.7777777777777,,28.374873171187023,,76.7777777777777,28.35,27.16555,True,76.7777777777777,4.761904761904766,0.04199999999999996,65.21911111111105
AUTOMOBILE ASSEMBLER,MTL,200,280,symmetrical,up,up,283,1.0,65.7186,62.5698,3.1487999999999943,skipped_risk_gt_6pct,60.33,,61.35838711396903,4.360212886030965,308.0,,310.0,308,False,False,-1.0,,-0.950481113726648,-1.0,-1.0,65.7186,51.9812565,True,-1.0,4.7913376121828435,0.04174199695121959,-1.0417419969512196
AUTOMOBILE ASSEMBLER,MTL,4160,4240,ascending,down,down,4243,3.0,304.0909,309.7447,5.653800000000047,ok,316.26,12.169100000000014,324.5336263202726,20.44272632027264,4259.0,4260.0,4261.0,4259,False,False,-1.0,-0.9043314624746288,-0.5383283925826803,-1.0,-1.0,304.0909,320.072135,True,-1.0,1.8592466923541766,0.10757044819413403,-1.107570448194134
AUTOMOBILE ASSEMBLER,MTL,5040,5120,ascending,sequential,up,5123,4.0,292.0763,280.5072,11.569099999999992,skipped_risk_gt_6pct,270.78,,273.2841174890773,18.792182510922714,5132.0,,5132.0,5132,True,False,-1.0,,-1.0,-1.0,-1.0,292.0763,281.7132245,True,-1.0,3.9609855369983773,0.05049248429004853,-1.0504924842900485
FOOD & PERSONAL CARE PRODUCTS,MUREB,2600,2680,ascending,sequential,up,2681,3.0,1008.17,960.17,48.0,no_valid_consolidation,,,780.1115951626834,228.0584048373165,2684.0,,2695.0,2684,False,False,-1.0,,-0.026045959605116,-1.0,-1.0,1008.17,769.3983000000001,True,-1.0,4.761101798307825,0.042007083333333334,-1.0420070833333333
FOOD & PERSONAL CARE PRODUCTS,MUREB,2800,2880,ascending,up,up,2882,4.0,820.0,806.01,13.990000000000007,ok,772.2,47.79999999999996,752.4198147475481,67.58018525245188,2884.0,2909.0,2910.0,2884,False,False,-1.0,-0.2092050209205023,-0.1479723673831922,-1.426018584703362,-1.426018584703362,820.0,771.8530999999999,True,-1.426018584703362,1.7060975609756106,0.11722659042172975,-1.5432451751250917
MISCELLANEOUS,MWMP,760,840,symmetrical,up,up,841,3.0,0.07,0.0653,0.0047,no_valid_consolidation,,,0.0477498852333588,0.0222501147666411,872.0,,,872,False,False,-1.0,,-0.0359548707227084,-1.5957446808510651,-1.5957446808510651,0.07,0.0382925,True,-1.5957446808510651,6.714285714285714,0.029787234042553193,-1.6255319148936183
FOOD & PERSONAL CARE PRODUCTS,NATF,680,760,descending,down,down,762,2.0,32.01,32.8819,0.8719000000000037,skipped_risk_gt_6pct,33.97,,33.22749562295365,1.217495622953649,768.0,,773.0,768,False,False,-1.0,,-0.3478451930468477,-1.0,-1.0,32.01,32.607917,True,-1.0,2.7238363011559006,0.07342585158848461,-1.0734258515884847
FOOD & PERSONAL CARE PRODUCTS,NATF,3440,3520,descending,down,down,3521,4.0,162.28,166.6,4.319999999999993,skipped_risk_gt_6pct,178.77,,228.72919397116647,66.44919397116647,3527.0,,,3527,False,False,-1.0,,-0.0787067485313574,-1.0,-1.0,162.28,216.82905,True,-1.0,2.6620655656889287,0.07512962962962974,-1.0751296296296298
COMMERCIAL BANKS,NBP,1320,1400,symmetrical,up,up,1401,2.0,39.3505,37.8842,1.4662999999999968,skipped_risk_gt_6pct,36.59,,37.45168772893773,1.898812271062269,,,,1491,False,True,3.4741867285003147,,2.682834989869803,,3.4741867285003147,39.3505,38.9848945,True,3.4741867285003147,3.726255066644635,0.0536731910250291,2.8993855282002383
COMMERCIAL BANKS,NBP,1760,1840,descending,down,down,1842,4.0,33.9481,34.4876,0.5395000000000039,ok,34.91,0.9619,34.52934610436026,0.581246104360261,1843.0,1846.0,1843.0,1843,True,False,-1.0,-0.4166753300758954,-1.0,-1.0,-1.0,33.9481,34.9142275,True,-1.0,1.5891905585290602,0.12585023169601392,-1.125850231696014
COMMERCIAL BANKS,NBP,3160,3240,ascending,sequential,up,3242,4.0,52.26,51.01,1.25,ok,50.29,1.9699999999999989,48.70487220447285,3.5551277955271487,3243.0,3246.0,3259.0,3243,False,False,-1.0,-0.5076142131979698,-0.2812838405578952,-1.0,-1.0,52.26,51.1084,True,-1.0,2.3918867202449294,0.083616,-1.083616
COMMERCIAL BANKS,NBP,4840,4920,descending,up,up,4921,1.0,64.69,62.56,2.1299999999999955,skipped_risk_gt_6pct,58.9,,59.20467623005766,5.48532376994234,,,,5011,False,True,19.85446009389676,,7.709663417086599,,19.85446009389676,64.69,54.328,True,19.85446009389676,3.292626371927648,0.06074178403755882,16.815549295774684
TEXTILE COMPOSITE,NCL,360,440,symmetrical,down,down,444,4.0,46.9,47.75,0.8500000000000014,skipped_risk_gt_6pct,49.89,,49.97311083977751,3.073110839777513,447.0,,,447,False,False,-1.0,,-0.1301612668252987,-1.0,-1.0,46.9,61.376999999999995,True,-1.0,1.8123667377398751,0.1103529411764704,-1.1103529411764703
TEXTILE COMPOSITE,NCL,3360,3440,symmetrical,down,down,3476,2.0,50.79,52.39,1.6000000000000014,ok,52.91,2.119999999999997,54.6505128205128,3.8605128205128025,,,,3566,False,True,12.599999999999987,9.509433962264165,5.222104144527124,,12.599999999999987,50.79,52.68715,True,12.599999999999987,3.1502264225241214,0.06348749999999995,10.646512499999988
FOOD & PERSONAL CARE PRODUCTS,NESTLE,2720,2800,ascending,up,up,2828,2.0,6290.0,5850.0,440.0,skipped_risk_gt_6pct,5742.01,,5734.009797539968,555.9902024600324,2843.0,,2846.0,2843,False,False,-1.0,,-0.8992604506118809,-1.1136363636363635,-1.1136363636363635,6290.0,5721.186,True,-1.1136363636363635,6.995230524642289,0.028590909090909094,-1.1422272727272726
TECHNOLOGY & COMMUNICATION,NETSOL,1200,1280,ascending,up,up,1281,4.0,25.39,24.79,0.6000000000000014,no_valid_consolidation,,,18.59230182926829,6.797698170731707,1282.0,,,1282,False,False,-1.0,,-0.1735881721081158,-1.0,-1.0,25.39,23.21695,True,-1.0,2.36313509255613,0.08463333333333313,-1.0846333333333331
TEXTILE COMPOSITE,NML,3400,3480,ascending,down,down,3481,4.0,122.55,128.0,5.450000000000003,skipped_risk_gt_6pct,135.33,,139.48437464371224,16.934374643712246,3484.0,,,3484,False,False,-1.0,,-0.2149474117930618,-1.0,-1.0,122.55,138.22035,True,-1.0,4.4471644226846205,0.04497247706422017,-1.0449724770642201
REFINERY,NRL,2360,2440,ascending,sequential,up,2441,4.0,207.33,205.0,2.3300000000000125,ok,200.97,6.360000000000014,194.9755203862661,12.3544796137339,2442.0,2442.0,2466.0,2442,True,False,-1.0,-1.0,-0.4654182272159802,-1.0,-1.0,207.33,202.04835,True,-1.0,1.123812279940198,0.17796566523605056,-1.1779656652360506
OIL & GAS MARKETING COMPANIES,OBOY,440,520,symmetrical,down,down,527,4.0,5.94,6.2,0.2599999999999998,skipped_risk_gt_6pct,6.42,,6.611699819168173,0.6716998191681727,532.0,,547.0,532,False,False,-1.0,,-0.3870776685960427,-1.0,-1.0,5.94,7.408099999999999,True,-1.0,4.377104377104373,0.04569230769230774,-1.0456923076923077
OIL & GAS EXPLORATION COMPANIES,OGDC,520,600,ascending,down,down,607,4.0,120.5,121.75,1.25,ok,125.04,4.540000000000006,124.42902130492678,3.9290213049267777,614.0,680.0,623.0,614,False,False,-1.0,-0.3303964757709247,-0.3817744633044066,-1.0,-1.0,120.5,124.18549999999999,True,-1.0,1.0373443983402488,0.19280000000000003,-1.1928
OIL & GAS EXPLORATION COMPANIES,OGDC,2400,2480,descending,down,down,2482,1.0,197.74,205.3,7.560000000000002,ok,207.56,9.819999999999991,212.29584623473733,14.555846234737372,,,,2572,False,True,5.370370370370372,4.134419551934832,2.789257274723647,,5.370370370370372,197.74,236.07905,True,5.370370370370372,3.8232021846869637,0.0523121693121693,4.5125026455026465
OIL & GAS EXPLORATION COMPANIES,OGDC,3760,3840,ascending,down,down,3841,4.0,108.86,113.0,4.140000000000001,ok,115.14,6.280000000000001,116.76985068072024,7.90985068072024,3848.0,3922.0,3922.0,3848,False,False,-1.0,-0.5557324840764322,-0.4412219826736615,-1.0,-1.0,108.86,117.51799999999999,True,-1.0,3.8030497887194565,0.05258937198067633,-1.0525893719806763
MISCELLANEOUS,PABC,480,560,symmetrical,up,up,561,1.0,54.13,53.03,1.1000000000000014,skipped_risk_gt_6pct,48.91,,49.43841302592625,4.691586974073751,,,,651,False,True,14.427272727272706,,3.3826507081078203,,14.427272727272706,54.13,46.108000000000004,True,14.427272727272706,2.0321448365047132,0.09841818181818171,12.164763636363618
PROPERTY,PACE,2240,2320,symmetrical,up,up,2333,1.0,7.17,6.5,0.6699999999999999,skipped_risk_gt_6pct,6.4,,6.425393794749404,0.7446062052505962,,,,2423,False,True,6.985074626865672,,6.285201448764387,,6.985074626865672,7.17,6.68735,True,6.985074626865672,9.344490934449093,0.02140298507462687,5.915910447761195
