sector,symbol,start,end,kind,outcome,direction,breakout_idx,type_trigger,entry_price,lfd_level,r_lfd_denom,rolling_status,rolling_stop,r_rolling_denom,opposite_stop,r_opposite_denom,lfd_hit_bar,rolling_hit_bar,opposite_hit_bar,anchor_bar,simultaneous_hit,horizon_reached,realized_R_lfd,realized_R_rolling,realized_R_opposite,realistic_realized_R,realized_R_realistic,close_at_breakout_check,sma_at_breakout,passes_sma,R_final,risk_pct_of_price,friction_in_R,R_net_friction_cgt
PAPER & BOARD,CEPB,2200,2280,ascending,sequential,down,2284,4.0,51.52,53.58,2.059999999999995,skipped_risk_gt_6pct,56.05,,55.5211320754717,4.001132075471695,2286.0,,2291.0,2286,False,False,-1.0,,-0.6723097236631143,-1.0,-1.0,51.52,53.122150000000005,True,-1.0,3.9984472049689344,0.05001941747572828,-1.0500194174757282
TEXTILE COMPOSITE,CHBL,1560,1640,symmetrical,sequential,down,1659,4.0,1.51,1.8,0.29,no_valid_consolidation,,,2.0216034755134267,0.5116034755134267,1662.0,,1662.0,1662,True,False,-1.0,,-1.0,-1.3448275862068964,-1.3448275862068964,1.51,1.6054,True,-1.3448275862068964,19.20529801324503,0.010413793103448277,-1.3552413793103446
CEMENT,CHCC,1120,1200,symmetrical,sequential,up,1201,4.0,10.3699,10.2683,0.1015999999999994,no_valid_consolidation,,,9.330481336340572,1.0394186636594274,1202.0,,1211.0,1202,False,False,-1.0,,-0.3001677869642605,-2.070866141732295,-2.070866141732295,10.3699,10.3693685,True,-2.070866141732295,0.9797587247707249,0.20413188976378074,-2.2749980314960756
CEMENT,CHCC,1560,1640,descending,sequential,down,1642,3.0,5.3047,5.6385,0.3337999999999992,skipped_risk_gt_6pct,5.85,,5.706665666929752,0.4019656669297511,1660.0,,1660.0,1660,True,False,-1.0,,-1.0,-1.0,-1.0,5.3047,6.5249925,True,-1.0,6.292533036740988,0.0317837028160576,-1.0317837028160577
CEMENT,CHCC,2280,2360,symmetrical,up,up,2361,1.0,58.85,58.04,0.8100000000000023,ok,56.68,2.1700000000000017,52.42277888807757,6.427221111922428,2376.0,,,2376,False,False,-1.0,0.1198156682027639,0.0404529415547414,-1.0,-1.0,58.85,52.9795985,True,-1.0,1.3763806287170812,0.14530864197530824,-1.1453086419753082
FOOD & PERSONAL CARE PRODUCTS,CLOV,1480,1560,descending,up,up,1561,1.0,91.0,84.45,6.549999999999997,skipped_risk_gt_6pct,79.2,,79.94298245614036,11.057017543859644,,,,1651,False,True,4.995419847328246,,2.959206664022215,,4.995419847328246,91.0,80.25065,True,4.995419847328246,7.197802197802194,0.027786259541984746,4.218320610687024
REFINERY,CNERGY,2840,2920,descending,sequential,up,2937,4.0,24.29,23.36,0.9299999999999996,ok,22.96,1.3299999999999983,22.83314940303324,1.4568505969667598,2944.0,2944.0,2944.0,2944,True,False,-1.0,-1.0,-1.0,-1.0000000000000002,-1.0000000000000002,24.29,22.479650000000003,True,-1.0000000000000002,3.828736105393164,0.05223655913978498,-1.0522365591397853
PAPER & BOARD,CPPL,3160,3240,symmetrical,up,up,3246,2.0,168.95,160.1,8.849999999999994,skipped_risk_gt_6pct,153.45,,158.41468392737056,10.535316072629428,3291.0,,3291.0,3291,True,False,-1.0,,-1.0,-1.0,-1.0,168.95,162.42770000000002,True,-1.0,5.238236164545721,0.038180790960452,-1.038180790960452
INSURANCE,CYAN,1840,1920,symmetrical,sequential,up,1928,4.0,59.0189,58.2595,0.7593999999999994,ok,57.25,1.768900000000002,57.70559341395892,1.3133065860410866,1930.0,1932.0,1930.0,1930,True,False,-1.0,-0.470009610492397,-1.0,-1.0,-1.0,59.0189,57.297583,True,-1.0,1.2867064618283286,0.15543560705820397,-1.155435607058204
CHEMICAL,DAAG,2240,2320,descending,down,down,2322,4.0,94.01,101.86,7.849999999999994,skipped_risk_gt_6pct,103.97,,106.52123021196678,12.511230211966776,2326.0,,,2326,False,False,-1.0,,-0.5722858486890905,-1.0,-1.0,94.01,102.40455,True,-1.0,8.350175513243267,0.023951592356687916,-1.023951592356688
CEMENT,DBCI,1840,1920,symmetrical,sequential,down,1922,4.0,2.23,2.29,0.06,skipped_risk_gt_6pct,2.37,,2.450981331987892,0.2209813319878919,1923.0,,1929.0,1923,False,False,-1.0,,-0.3167688391154928,-1.0000000000000009,-1.0000000000000009,2.23,2.38145,True,-1.0000000000000009,2.6905829596412554,0.07433333333333335,-1.0743333333333343
CEMENT,DCL,680,760,symmetrical,up,up,768,4.0,15.6,15.15,0.4499999999999993,ok,14.75,0.8499999999999996,14.267891396332864,1.3321086036671357,778.0,779.0,818.0,778,False,False,-1.0,-0.4705882352941182,-0.3002758175263249,-1.0,-1.0,15.6,14.748,True,-1.0,2.88461538461538,0.06933333333333344,-1.0693333333333335
CEMENT,DCL,1560,1640,ascending,down,down,1641,4.0,1.3,1.41,0.1099999999999998,skipped_risk_gt_6pct,1.42,,1.6824664822302615,0.3824664822302617,1670.0,,1673.0,1670,False,False,-1.0,,-0.2091686558610286,-1.0000000000000009,-1.0000000000000009,1.3,1.59115,True,-1.0000000000000009,8.461538461538447,0.023636363636363678,-1.0236363636363646
CEMENT,DCL,4760,4840,ascending,up,up,4854,4.0,9.24,8.61,0.6300000000000008,no_valid_consolidation,,,7.455182749951653,1.7848172500483468,4867.0,,,4867,False,False,-1.0,,-0.3137576129908153,-1.0,-1.0,9.24,8.0802,True,-1.0,6.818181818181826,0.0293333333333333,-1.0293333333333332
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,down,1331,4.0,10.51,10.8,0.2900000000000009,ok,10.91,0.4000000000000003,10.962193760033502,0.4521937600335022,1342.0,1351.0,1363.0,1342,False,False,-1.0,-0.6,-0.5307459350660192,-1.0,-1.0,10.51,11.20605,True,-1.0,2.759276879162711,0.07248275862068942,-1.0724827586206893
CEMENT,DGKC,1480,1560,symmetrical,down,down,1573,1.0,21.86,22.97,1.1099999999999994,skipped_risk_gt_6pct,23.73,,23.57424904300832,1.7142490430083228,1617.0,,1617.0,1617,True,False,-1.0,,-1.0,-1.6576576576576585,-1.6576576576576585,21.86,25.886100000000003,True,-1.6576576576576585,5.07776761207685,0.03938738738738741,-1.6970450450450458
CEMENT,DNCC,1440,1520,symmetrical,sequential,up,1522,4.0,6.15,5.45,0.7000000000000002,skipped_risk_gt_6pct,5.15,,5.050855421686747,1.0991445783132532,1525.0,,1526.0,1525,False,False,-1.0,,-0.227449604840566,-1.0428571428571431,-1.0428571428571431,6.15,4.8566,True,-1.0428571428571431,11.382113821138214,0.017571428571428568,-1.0604285714285717
CEMENT,DNCC,2160,2240,symmetrical,sequential,up,2241,4.0,18.49,17.8,0.6899999999999977,no_valid_consolidation,,,16.817576059850374,1.672423940149624,2242.0,,2245.0,2242,False,False,-1.0,,-0.2929879130743371,,-1.0,18.49,14.283299999999999,True,-1.0,3.731746890210913,0.053594202898550894,-1.053594202898551
CHEMICAL,DOL,680,760,descending,down,down,761,4.0,4.61,4.65,0.04,skipped_risk_gt_6pct,5.04,,4.852932947419198,0.2429329474191979,762.0,,807.0,762,False,False,-1.0,,0.3293089753772856,-2.0000000000000018,-2.0000000000000018,4.61,6.6019000000000005,True,-2.0000000000000018,0.8676789587852495,0.2305,-2.230500000000002
ENGINEERING,DSL,2280,2360,ascending,whipsaw,down,2362,4.0,11.31,12.35,1.0399999999999991,skipped_risk_gt_6pct,12.61,,12.4971875,1.1871875000000005,2364.0,,2365.0,2364,False,False,-1.0,,-0.7833640431692547,-1.0,-1.0,11.31,13.0195,True,-1.0,9.195402298850567,0.02175000000000002,-1.02175
ENGINEERING,DSL,4000,4080,descending,up,up,4091,3.0,6.12,5.55,0.5700000000000003,skipped_risk_gt_6pct,5.3,,5.28304347826087,0.8369565217391299,,,,4181,False,True,1.5087719298245612,,1.0275324675324686,,1.5087719298245612,6.12,5.61205,True,1.5087719298245612,9.313725490196083,0.021473684210526308,1.2609824561403506
ENGINEERING,DSL,4360,4440,descending,down,down,4441,1.0,5.92,6.25,0.33,no_valid_consolidation,,,7.650065274151444,1.7300652741514444,4471.0,,,4471,False,False,-1.0,,-0.4335096549278217,-1.0000000000000002,-1.0000000000000002,5.92,8.4586,True,-1.0000000000000002,5.574324324324325,0.03587878787878788,-1.035878787878788
CHEMICAL,DYNO,400,480,ascending,sequential,down,481,4.0,18.0,18.3,0.3000000000000007,ok,18.94,0.9400000000000012,20.156232970027244,2.156232970027244,482.0,486.0,497.0,482,False,False,-1.0,-0.4255319148936149,-0.1855087115168935,-1.0,-1.0,18.0,19.8395,True,-1.0,1.6666666666666705,0.11999999999999973,-1.1199999999999997
CHEMICAL,DYNO,880,960,descending,down,down,992,4.0,9.61,10.25,0.6400000000000006,no_valid_consolidation,,,11.258889243536547,1.6488892435365496,995.0,,1001.0,995,False,False,-1.0,,-0.2061994165664913,-1.0,-1.0,9.61,11.720350000000002,True,-1.0,6.659729448491161,0.030031249999999975,-1.03003125
MISCELLANEOUS,ECOP,280,360,descending,down,down,376,4.0,24.715,24.7889,0.0739000000000018,skipped_risk_gt_6pct,26.42,,27.60692842732692,2.891928427326913,377.0,,388.0,377,False,False,-1.0,,-0.0255538827661477,-1.0000000000000009,-1.0000000000000009,24.715,29.846750999999998,True,-1.0000000000000009,0.2990086991705515,0.6688768606224464,-1.6688768606224473
MISCELLANEOUS,ECOP,1040,1120,ascending,down,down,1121,4.0,4.88,5.16,0.2800000000000002,no_valid_consolidation,,,5.868000000000001,0.9880000000000012,1124.0,,,1124,False,False,-1.0,,-0.3441295546558698,-1.0000000000000002,-1.0000000000000002,4.88,5.7315499999999995,True,-1.0000000000000002,5.737704918032791,0.03485714285714284,-1.0348571428571431
FERTILIZER,EFERT,520,600,descending,down,down,601,1.0,66.58,68.25,1.6700000000000017,ok,69.08,2.5,70.75599999999999,4.175999999999988,619.0,620.0,,619,False,False,-1.0,-0.5560000000000003,-0.3328544061302693,-1.0,-1.0,66.58,79.40845,True,-1.0,2.5082607389606513,0.07973652694610771,-1.0797365269461077
INSURANCE,EFUG,1680,1760,symmetrical,up,up,1763,1.0,45.6791,43.8775,1.8016000000000003,ok,43.44,2.2391000000000005,41.3455874025569,4.333512597443097,,,,1853,False,True,0.4483792184724689,0.3607699522129427,0.1864076731833263,,0.4483792184724689,45.6791,37.6745235,True,0.4483792184724689,3.9440356749585703,0.050709480461811715,0.33041285523978686
INSURANCE,EFUL,760,840,descending,sequential,down,841,4.0,104.5,106.0,1.5,no_valid_consolidation,,,117.5263419952753,13.026341995275304,842.0,,852.0,842,False,False,-1.0,,-0.1212926852813375,-1.0,-1.0,104.5,173.47119999999998,True,-1.0,1.4354066985645932,0.13933333333333334,-1.1393333333333333
INSURANCE,EFUL,2760,2840,symmetrical,sequential,down,2841,4.0,206.66,212.01,5.349999999999994,skipped_risk_gt_6pct,222.2,,221.67200000000005,15.012000000000029,2850.0,,2853.0,2850,False,False,-1.0,,0.2271516120436977,-1.160747663551405,-1.160747663551405,206.66,235.21509999999998,True,-1.160747663551405,2.5887931868769933,0.07725607476635522,-1.2380037383177602
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,down,1930,3.0,88.74,92.5,3.760000000000005,ok,94.03,5.290000000000006,95.43436894510222,6.694368945102227,1945.0,1948.0,1948.0,1945,False,False,-1.0,-0.3081285444234419,-0.2434882232167021,-1.0,-1.0,88.74,100.71270700000001,True,-1.0,4.237097137705663,0.0472021276595744,-1.0472021276595744
FERTILIZER,ENGRO,1880,1960,ascending,up,up,1961,1.0,99.16,93.55,5.609999999999999,skipped_risk_gt_6pct,92.42,,93.36451455881053,5.795485441189484,,,,2051,False,True,3.994652406417112,,3.86680291537416,,3.994652406417112,99.16,98.94595,True,3.994652406417112,5.657523194836627,0.0353511586452763,3.3601033868092687
FERTILIZER,ENGRO,4200,4280,descending,down,down,4284,4.0,253.68,257.0,3.319999999999993,ok,261.84,8.159999999999968,266.60543818727086,12.925438187270856,4285.0,4374.0,,4285,False,False,-1.0,0.1691176470588236,0.1067662062984478,-1.0,-1.0,253.68,273.10630000000003,True,-1.0,1.308735414695677,0.15281927710843407,-1.152819277108434
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,up,2045,4.0,20.6677,19.071,1.5966999999999985,skipped_risk_gt_6pct,17.93,,18.40033213910852,2.267367860891479,2052.0,,2053.0,2052,False,False,-1.0,,-0.8117782878320923,-1.0,-1.0,20.6677,17.318027999999998,True,-1.0,7.7255814628623325,0.02588801903926852,-1.0258880190392685
POWER GENERATION & DISTRIBUTION,EPQL,2040,2120,symmetrical,down,down,2123,4.0,17.4892,17.9992,0.509999999999998,skipped_risk_gt_6pct,18.68,,18.3518,0.8625999999999969,2124.0,,2148.0,2124,False,False,-1.0,,-0.0427776489682348,-1.0,-1.0,17.4892,18.130467,True,-1.0,2.9160853555336894,0.06858509803921596,-1.068585098039216
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4120,4200,descending,up,up,4221,4.0,857.18,842.0,15.17999999999995,no_valid_consolidation,,,766.5632334047109,90.61676659528904,4223.0,,4248.0,4223,False,False,-1.0,,-0.0503218131845923,-1.0,-1.0,857.18,822.4252,True,-1.0,1.7709232599920612,0.11293544137022435,-1.1129354413702244
COMMERCIAL BANKS,FABL,2040,2120,symmetrical,sequential,down,2127,4.0,10.07,11.54,1.4699999999999989,skipped_risk_gt_6pct,11.67,,11.717391304347824,1.647391304347824,2154.0,,2155.0,2154,False,False,-1.0,,-0.8498284507785708,-1.0,-1.0,10.07,10.12665,True,-1.0,14.597815292949342,0.013700680272108856,-1.013700680272109
TEXTILE COMPOSITE,FASM,120,200,descending,down,down,201,1.0,34.3,36.1,1.8000000000000045,no_valid_consolidation,,,44.73309859154929,10.433098591549296,,,,291,False,True,0.8611111111111075,,0.1485656429294631,,0.8611111111111075,34.3,64.7696,True,0.8611111111111075,5.247813411078731,0.03811111111111101,0.6938333333333304
TEXTILE COMPOSITE,FASM,360,440,symmetrical,up,up,441,1.0,47.99,47.35,0.6400000000000006,ok,46.59,1.3999999999999986,45.7395652173913,2.2504347826087,,,,531,False,True,57.82812499999994,26.43571428571431,16.445710973724854,,57.82812499999994,47.99,38.8899,True,57.82812499999994,1.3336111689935415,0.14996874999999987,49.00393749999995
FERTILIZER,FATIMA,1240,1320,symmetrical,up,up,1323,1.0,40.68,39.25,1.4299999999999995,skipped_risk_gt_6pct,37.62,,38.12714214339245,2.5528578566075453,,,,1413,False,True,3.965034965034967,,2.2210402296094856,,3.965034965034967,40.68,35.5782,True,3.965034965034967,3.515240904621434,0.05689510489510492,3.313384615384617
CEMENT,FCCL,2520,2600,descending,up,up,2612,4.0,36.72,34.54,2.18,skipped_risk_gt_6pct,33.71,,33.308695652173924,3.411304347826075,2634.0,,2648.0,2634,False,False,-1.0,,-0.515931684935,-0.9999999999999998,-0.9999999999999998,36.72,32.843,True,-0.9999999999999998,5.936819172113291,0.03368807339449541,-1.033688073394495
CEMENT,FCCL,2560,2640,ascending,sequential,down,2647,4.0,34.02,34.88,0.8599999999999994,ok,35.55,1.529999999999994,36.31812545322698,2.29812545322698,2651.0,2652.0,2661.0,2651,False,False,-1.0,-0.6535947712418326,-0.4351372544069867,-1.0,-1.0,34.02,34.061,True,-1.0,2.5279247501469704,0.07911627906976751,-1.0791162790697675
FOOD & PERSONAL CARE PRODUCTS,FCEPL,1000,1080,descending,down,down,1093,4.0,139.44,149.0,9.560000000000002,skipped_risk_gt_6pct,153.52,,151.30396812311076,11.863968123110766,1101.0,,1129.0,1101,False,False,-1.0,,-0.4568454621385881,-1.0,-1.0,139.44,149.97435,True,-1.0,6.855995410212278,0.02917154811715481,-1.0291715481171548
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3280,3360,symmetrical,sequential,up,3384,3.0,89.79,84.05,5.740000000000009,skipped_risk_gt_6pct,80.19,,79.28969879518071,10.500301204819294,3395.0,,3396.0,3395,False,False,-1.0,,-0.6066492642207619,-1.357142857142856,-1.357142857142856,89.79,75.72055,True,-1.357142857142856,6.39269406392695,0.03128571428571424,-1.3884285714285702
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3480,3560,symmetrical,sequential,up,3565,4.0,93.79,85.5,8.290000000000006,skipped_risk_gt_6pct,84.64,,84.79623684210524,8.993763157894762,3581.0,,3590.0,3581,False,False,-1.0,,-0.90395976158917,-1.0,-1.0,93.79,88.2902,True,-1.0,8.838895404627365,0.022627261761158007,-1.022627261761158
CEMENT,FECTC,3520,3600,symmetrical,up,up,3606,2.0,35.35,34.55,0.8000000000000043,skipped_risk_gt_6pct,32.69,,34.602742912193776,0.7472570878062257,3616.0,,3616.0,3616,True,False,-1.0,,-1.0,-1.0,-1.0,35.35,28.167199999999998,True,-1.0,2.263083451202275,0.08837499999999954,-1.0883749999999996
CEMENT,FECTC,4240,4320,descending,down,down,4323,3.0,30.0,33.3,3.299999999999997,no_valid_consolidation,,,32.604285714285766,2.6042857142857656,4345.0,,4344.0,4344,False,False,-0.6575757575757587,,-1.0,,-0.6575757575757587,30.0,32.785,True,-0.6575757575757587,10.999999999999991,0.0181818181818182,-0.6757575757575769
PHARMACEUTICALS,FEROZ,1240,1320,ascending,sequential,up,1333,4.0,98.53,94.03,4.5,skipped_risk_gt_6pct,91.18,,93.43393827036778,5.0960617296322255,1334.0,,1336.0,1334,False,False,-1.0,,-0.94582841726053,-1.0,-1.0,98.53,91.56569999999999,True,-1.0,4.567136912615447,0.043791111111111114,-1.0437911111111111
FERTILIZER,FFC,400,480,ascending,down,down,481,2.0,57.0515,58.0206,0.9691000000000044,ok,59.65,2.5985000000000014,59.378700116088496,2.3272001160884983,514.0,,515.0,514,False,False,-1.0,-0.3633634789301526,-0.405723596124166,-1.0000000000000002,-1.0000000000000002,57.0515,60.851040499999996,True,-1.0000000000000002,1.6986407018220457,0.11774120317820605,-1.1177412031782064
FERTILIZER,FFC,2760,2840,descending,down,down,2843,4.0,110.07,110.69,0.6200000000000045,ok,113.6,3.530000000000001,113.15547109088894,3.0854710908889444,2844.0,2926.0,2926.0,2844,False,False,-1.0,-0.5382436260623243,-0.6157892730255993,-1.0,-1.0,110.07,113.00139999999999,True,-1.0,0.5632779140546966,0.3550645161290297,-1.3550645161290298
CEMENT,FLYNG,160,240,descending,down,down,241,1.0,11.8,12.15,0.3499999999999996,ok,12.37,0.5699999999999985,12.565153774464118,0.7651537744641175,,,,331,False,True,20.571428571428594,12.631578947368457,9.409873204954897,,20.571428571428594,11.8,14.20025,True,20.571428571428594,2.9661016949152503,0.06742857142857152,17.418285714285734
CEMENT,FLYNG,1320,1400,symmetrical,down,down,1401,3.0,3.41,3.72,0.31,skipped_risk_gt_6pct,3.76,,3.710697674418604,0.300697674418604,1422.0,,1422.0,1422,True,False,-1.0,,-1.0,-1.0000000000000002,-1.0000000000000002,3.41,3.51315,True,-1.0000000000000002,9.09090909090909,0.022000000000000002,-1.0220000000000002
CEMENT,FLYNG,3680,3760,descending,down,down,3761,1.0,6.66,6.85,0.1899999999999995,skipped_risk_gt_6pct,7.27,,7.650119668347724,0.9901196683477238,,,,3851,False,True,4.4210526315789584,,0.8483822984768717,,4.4210526315789584,6.66,7.97645,True,4.4210526315789584,2.8528528528528456,0.07010526315789492,3.68778947368422
TEXTILE COMPOSITE,FML,1720,1800,descending,down,down,1807,4.0,62.03,64.0,1.9699999999999989,skipped_risk_gt_6pct,67.67,,70.26114851176565,8.231148511765653,1818.0,,1849.0,1818,False,False,-1.0,,-0.0571001725127639,-1.0710659898477162,-1.0710659898477162,62.03,67.1829,True,-1.0710659898477162,3.1758826374334985,0.06297461928934013,-1.1340406091370563
TEXTILE COMPOSITE,GATM,1000,1080,ascending,up,up,1081,2.0,22.43,21.4,1.0300000000000011,skipped_risk_gt_6pct,20.11,,20.2003648712113,2.2296351287887006,1111.0,,,1111,False,False,-1.0,,-0.2377070549152746,-1.0,-1.0,22.43,22.092,True,-1.0,4.592064199732506,0.04355339805825238,-1.0435533980582523
TEXTILE COMPOSITE,GFIL,1720,1800,ascending,down,down,1813,1.0,3.46,4.2,0.7400000000000002,no_valid_consolidation,,,5.026780958721704,1.5667809587217043,1846.0,,,1846,False,False,-1.0,,-0.5042185352089934,-1.0,-1.0,3.46,4.09105,True,-1.0,21.387283236994225,0.00935135135135135,-1.0093513513513515
TEXTILE COMPOSITE,GFIL,2840,2920,descending,down,down,2923,4.0,8.38,9.3,0.92,skipped_risk_gt_6pct,9.79,,10.191397228637411,1.8113972286374125,2937.0,,2970.0,2937,False,False,-1.0,,-0.397483218267704,-1.0,-1.0,8.38,10.267000000000001,True,-1.0,10.978520286396181,0.018217391304347828,-1.0182173913043477
GLASS & CERAMICS,GGGL,1880,1960,ascending,down,down,1961,4.0,6.3,6.4,0.1000000000000005,skipped_risk_gt_6pct,6.75,,6.829554719347758,0.5295547193477583,1963.0,,1999.0,1963,False,False,-1.0,,-0.35879200592154,-1.0000000000000002,-1.0000000000000002,6.3,8.40255,True,-1.0000000000000002,1.5873015873015952,0.1259999999999994,-1.1259999999999997
GLASS & CERAMICS,GHGL,3200,3280,descending,down,down,3292,3.0,44.99,48.05,3.059999999999995,skipped_risk_gt_6pct,49.99,,49.27678488820355,4.286784888203549,,,,3382,False,True,1.3790849673202632,,0.9844207512284252,,1.3790849673202632,44.99,54.4724,True,1.3790849673202632,6.801511446988208,0.029405228758169987,1.1428169934640535
GLASS & CERAMICS,GHGL,3880,3960,ascending,down,down,3991,2.0,41.26,43.0,1.740000000000002,skipped_risk_gt_6pct,44.89,,43.716541353383455,2.456541353383457,4017.0,,4022.0,4017,False,False,-1.0,,-0.7123836924583745,-1.0,-1.0,41.26,45.81399999999999,True,-1.0,4.2171594764905524,0.04742528735632179,-1.047425287356322
GLASS & CERAMICS,GHGL,4000,4080,symmetrical,sequential,down,4086,4.0,39.81,40.8,0.9899999999999948,ok,41.28,1.4699999999999989,41.40594859343602,1.5959485934360202,4090.0,4090.0,4090.0,4090,True,False,-1.0,-1.0,-1.0,-1.0000000000000002,-1.0000000000000002,39.81,42.2228,True,-1.0000000000000002,2.4868123587038298,0.08042424242424287,-1.0804242424242432
AUTOMOBILE ASSEMBLER,GHNI,1360,1440,descending,up,up,1447,2.0,3.3355,3.0756,0.2599,skipped_risk_gt_6pct,2.95,,3.0152524185899465,0.3202475814100536,,,,1537,False,True,5.344363216621776,,4.337269289854485,,5.344363216621776,3.3355,3.2366975,True,5.344363216621776,7.79193524209264,0.025667564447864565,4.5170411696806445
AUTOMOBILE ASSEMBLER,GHNI,4040,4120,symmetrical,down,down,4121,2.0,85.99,88.0,2.010000000000005,ok,90.55,4.560000000000002,88.64367571884986,2.6536757188498683,4149.0,4149.0,4149.0,4149,True,False,-1.0,-1.0,-1.0,-2.741293532338304,-2.741293532338304,85.99,115.86995,True,-2.741293532338304,2.3374811024537796,0.08556218905472615,-2.82685572139303
PHARMACEUTICALS,GLAXO,1480,1560,ascending,down,down,1567,2.0,70.5,73.9,3.4000000000000057,ok,74.64,4.140000000000001,76.25995139732687,5.759951397326873,1616.0,,,1616,False,False,-1.0,-0.0096618357487937,-0.0069445030419127,-1.0,-1.0,70.5,76.5039,True,-1.0,4.822695035461002,0.041470588235294044,-1.0414705882352941
PHARMACEUTICALS,GLAXO,3400,3480,symmetrical,down,down,3481,1.0,116.51,118.99,2.4799999999999898,ok,121.4,4.890000000000001,144.43428880475926,27.924288804759257,,,,3571,False,True,7.431451612903259,3.768916155419224,0.6599989037808155,,7.431451612903259,116.51,139.11685,True,7.431451612903259,2.1285726547077415,0.09395967741935524,6.222774193548415
FOOD & PERSONAL CARE PRODUCTS,GLPL,720,800,ascending,down,down,807,4.0,43.5769,45.8704,2.2934999999999945,no_valid_consolidation,,,48.2419746031746,4.665074603174595,818.0,,,818,False,False,-1.0,,-0.491632009151421,,-1.0,43.5769,44.932275499999996,True,-1.0,5.26310958328838,0.0380003488118597,-1.0380003488118597
AUTOMOBILE PARTS & ACCESSORIES,GTYR,4640,4720,ascending,down,down,4721,4.0,37.28,38.43,1.1499999999999986,skipped_risk_gt_6pct,39.88,,43.91327036310109,6.63327036310109,4730.0,,4767.0,4730,False,False,-1.0,,-0.286434879930288,-1.147826086956523,-1.147826086956523,37.28,38.9174,True,-1.147826086956523,3.08476394849785,0.06483478260869574,-1.2126608695652188
GLASS & CERAMICS,GVGL,720,800,symmetrical,down,down,801,1.0,15.75,16.0,0.25,no_valid_consolidation,,,19.668383713756945,3.918383713756942,804.0,,880.0,804,False,False,-1.0,,-0.2041658138766,,-1.0,15.75,18.68225,True,-1.0,1.5873015873015872,0.126,-1.126
CEMENT,GWLC,960,1040,descending,up,up,1052,4.0,12.4716,11.59,0.8816000000000006,skipped_risk_gt_6pct,11.29,,11.256584509938312,1.2150154900616883,1059.0,,1064.0,1059,False,False,-1.0,,-0.4378545000878874,-1.03448275862069,-1.03448275862069,12.4716,12.443822,True,-1.03448275862069,7.06886045094455,0.028293103448275847,-1.0627758620689658
OIL & GAS MARKETING COMPANIES,HASCOL,2600,2680,symmetrical,sequential,up,2685,4.0,12.37,12.0,0.3699999999999992,ok,11.78,0.5899999999999999,11.82586991010048,0.5441300898995198,2689.0,2694.0,2694.0,2689,False,False,-1.0,-0.644067796610168,-0.6983624082802893,-1.0,-1.0,12.37,9.163400000000001,True,-1.0,2.9911075181891613,0.06686486486486501,-1.066864864864865
COMMERCIAL BANKS,HBL,3200,3280,ascending,sequential,up,3288,4.0,140.12,136.8,3.319999999999993,skipped_risk_gt_6pct,130.98,,130.50667650434502,9.61332349565498,3309.0,,3315.0,3309,False,False,-1.0,,-0.3682389343914201,-1.0,-1.0,140.12,119.1487,True,-1.0,2.369397659149296,0.08440963855421704,-1.084409638554217
COMMERCIAL BANKS,HBL,3800,3880,descending,sequential,down,3885,3.0,70.51,72.2,1.6899999999999975,ok,74.74,4.22999999999999,73.39912457055601,2.8891245705560067,3898.0,3899.0,3898.0,3898,True,False,-1.0,-0.6430260047281336,-1.0,-1.0000000000000002,-1.0000000000000002,70.51,72.72215,True,-1.0000000000000002,2.3968231456530953,0.08344378698224865,-1.0834437869822489
AUTOMOBILE ASSEMBLER,HINO,1840,1920,descending,up,up,1935,3.0,682.2704,637.6039,44.66650000000004,skipped_risk_gt_6pct,622.41,,628.5307873180873,53.73961268191272,1952.0,,1952.0,1952,True,False,-1.0,,-1.0,-1.3066548755778926,-1.3066548755778926,682.2704,536.3347075,True,-1.3066548755778926,6.546744516543594,0.030549534886324173,-1.337204410464217
PHARMACEUTICALS,HINOON,680,760,descending,down,down,762,4.0,79.25,87.0,7.75,skipped_risk_gt_6pct,88.88,,88.2278620237761,8.977862023776098,784.0,,,784,False,False,-1.0,,-0.7295723617330734,-1.0,-1.0,79.25,79.89524999999999,True,-1.0,9.779179810725552,0.020451612903225808,-1.0204516129032257
COMMERCIAL BANKS,HMB,4960,5040,descending,up,up,5045,2.0,114.36,111.01,3.3499999999999943,ok,109.01,5.349999999999994,110.33178847427688,4.028211525723108,5086.0,5091.0,5087.0,5086,False,False,-1.0,-0.6056074766355137,-0.8043271757975469,-1.0,-1.0,114.36,106.50945,True,-1.0,2.9293459251486484,0.06827462686567176,-1.0682746268656718
OIL & GAS MARKETING COMPANIES,HTL,1560,1640,descending,down,down,1642,2.0,37.46,39.14,1.6799999999999995,skipped_risk_gt_6pct,40.2,,39.133739882014,1.6737398820139973,,,,1732,False,True,8.589285714285715,,8.621411340594037,,8.589285714285715,37.46,41.731300000000005,True,8.589285714285715,4.484783769353976,0.04459523809523811,7.25629761904762
