symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse
JVDC,2021-07-08,pivot,41.45,2.77,0.777,0.877,0.877,0.1,0.03,uptrend,-0.0351,-0.0282,0.1433,0.1715,-0.1056
JVDC,2021-07-14,pivot,41.78,2.79,0.433,0.433,0.433,0.013,0.08,neutral,-0.0434,-0.0429,0.2341,0.2777,-0.113
JVDC,2021-07-23,pivot,40.23,0.58,0.658,0.658,0.658,0.095,0.08,downtrend,-0.041,0.1453,0.3701,0.4146,-0.0948
JVDC,2021-07-28,pivot,40.72,1.76,0.463,0.463,0.463,0.537,0.38,downtrend,0.1349,0.1557,0.2862,0.4228,-0.0896
JVDC,2021-07-30,pivot,39.55,3.9,0.687,0.687,0.687,0.219,5.58,downtrend,0.1644,0.2831,0.3818,0.4383,-0.0133
JVDC,2021-08-16,pivot,52.08,2.07,0.708,0.752,0.752,0.044,0.31,uptrend,0.032,0.0516,0.2207,0.2617,-0.0467
JVDC,2021-09-03,pivot,55.57,1.12,0.615,0.615,0.615,0.263,0.08,uptrend,0.0986,0.316,0.1063,0.3239,-0.0358
JVDC,2021-09-07,pivot,55.93,1.67,0.639,0.857,0.857,0.218,0.12,uptrend,0.1243,0.1898,0.126,0.3151,-0.0422
JVDC,2021-09-15,pivot,62.71,2.56,0.716,0.884,0.884,0.168,1.3,uptrend,0.002,-0.1166,-0.2402,0.1458,-0.2439
JVDC,2021-09-22,pivot,66.29,4.73,0.586,0.586,0.586,0.208,1.4,uptrend,-0.1444,-0.1128,-0.294,-0.0149,-0.3407
JVDC,2021-09-24,pivot,59.07,1.81,0.462,0.462,0.462,0.538,0.22,uptrend,0.0329,-0.0662,-0.269,0.0753,-0.2726
JVDC,2021-09-27,pivot,57.92,5.12,0.462,0.626,0.626,0.164,0.33,uptrend,0.0904,-0.0848,-0.1976,0.1052,-0.2524
JVDC,2021-10-08,pivot,56.43,0.57,0.543,0.549,0.549,0.006,0.13,neutral,-0.1657,-0.2272,-0.0996,0.0043,-0.231
JVDC,2021-10-15,pivot,52.5,14.6,0.943,0.997,0.997,0.054,0.57,downtrend,-0.0739,0.0168,0.16,0.1621,-0.0784
JVDC,2021-11-09,pivot,51.36,2.65,0.667,0.667,0.667,0.33,1.42,downtrend,0.0547,-0.0187,-0.0702,0.0943,-0.1509
JVDC,2021-11-25,pivot,49.89,1.38,0.6,0.6,0.6,0.4,0.08,downtrend,-0.0441,-0.0485,-0.0315,0.0485,-0.1408
JVDC,2021-12-06,pivot,46.41,3.03,0.425,0.425,0.425,0.575,0.38,downtrend,-0.0209,0.0655,0.0887,0.1249,-0.0585
JVDC,2021-12-16,pivot,50.18,2.15,0.45,0.45,0.45,0.383,0.24,downtrend,0.0036,0.0322,-0.039,0.0638,-0.0443
JVDC,2021-12-17,pivot,49.08,0.06,0.337,0.453,0.453,0.116,0.53,downtrend,-0.012,0.006,-0.02,0.0574,-0.06
JVDC,2022-01-04,pivot,49.53,0.1,0.593,0.983,0.983,0.39,0.8,uptrend,-0.0217,-0.0234,-0.0422,0.0156,-0.082
JVDC,2022-01-11,pivot,49.79,1.59,0.722,0.722,0.722,0.106,2.42,downtrend,-0.0101,-0.0285,-0.0267,0.0295,-0.0695
JVDC,2022-02-03,pivot,49.09,0.19,0.442,0.442,0.442,0.06,0.87,neutral,-0.038,-0.0469,-0.1155,-0.0196,-0.1743
JVDC,2022-03-08,pivot,44.98,3.19,0.592,0.633,0.633,0.041,14.22,downtrend,-0.0217,-0.0185,0.0328,0.0837,-0.0652
JVDC,2022-03-30,pivot,46.3,0.11,0.789,0.789,0.789,0.0,0.04,neutral,0.0066,-0.0227,0.0172,0.0678,-0.036
JVDC,2022-04-04,pivot,48.17,2.42,0.848,0.848,0.848,0.112,0.15,uptrend,0.0052,-0.0259,-0.0462,0.0446,-0.057
JVDC,2022-04-13,pivot,47.39,3.98,0.406,0.406,0.406,0.561,0.3,downtrend,0.0164,0.0204,-0.0648,0.0712,-0.0808
JVDC,2022-05-18,pivot,46.63,5.65,0.47,0.47,0.47,0.53,1.32,downtrend,-0.037,-0.0435,-0.1291,0.0076,-0.1304
JVDC,2022-05-19,pivot,43.96,1.62,0.882,0.882,0.882,0.118,0.68,downtrend,0.0068,-0.0249,-0.093,0.051,-0.093
JVDC,2022-06-15,pivot,43.0,0.22,0.688,1.0,1.0,0.312,0.79,downtrend,-0.0562,-0.0562,-0.0787,0.0155,-0.1067
JVDC,2022-08-30,pivot,50.0,2.0,0.41,0.41,0.41,0.103,0.65,uptrend,0.001,0.0754,0.001,0.1354,-0.0343
JVDC,2022-09-19,pivot,55.67,2.98,0.497,0.995,0.995,0.497,0.15,uptrend,-0.0893,-0.0714,-0.0714,0.0089,-0.1427
JVDC,2022-10-20,pivot,52.55,1.04,0.429,0.571,0.571,0.143,1.33,uptrend,-0.0027,0.0351,-0.0123,0.074,-0.06
JVDC,2022-10-25,pivot,53.13,1.17,0.355,1.0,1.0,0.645,2.01,uptrend,-0.0072,-0.0121,-0.0631,0.0392,-0.0907
JVDC,2023-06-01,pivot,38.16,3.47,0.592,0.592,0.592,0.274,1.5,downtrend,-0.0615,-0.0736,0.0002,0.0027,-0.1072
JVDC,2023-07-11,pivot,38.25,5.1,0.621,0.621,0.621,0.379,2.53,downtrend,-0.0327,0.0588,-0.0065,0.0719,-0.0327
JVDC,2023-08-04,pivot,40.47,1.15,0.5,0.5,0.5,0.49,0.34,downtrend,-0.0727,-0.0732,-0.0732,-0.0244,-0.0902
JVDC,2023-10-19,pivot,38.3,5.48,0.9,1.0,1.0,0.1,0.18,downtrend,-0.0597,-0.0683,-0.039,0.0377,-0.0779
JVDC,2023-11-02,pivot,35.73,0.64,0.667,0.667,0.667,0.2,1.09,downtrend,-0.0119,-0.0003,0.0135,0.0405,-0.0405
JVDC,2023-11-17,pivot,36.53,0.48,0.985,0.985,0.985,0.015,0.2,downtrend,0.0108,0.0135,0.0019,0.0781,-0.0135
JVDC,2023-12-06,pivot,37.5,0.0,0.533,0.533,0.533,0.3,0.12,downtrend,0.0053,-0.0741,-0.0421,0.0553,-0.0741
JVDC,2023-12-18,pivot,36.38,3.77,0.683,0.683,0.683,0.317,1.25,downtrend,-0.0285,-0.0131,0.0165,0.0195,-0.0667
JVDC,2024-01-08,pivot,36.8,3.53,,0.71,0.71,,0.3,downtrend,-0.0271,0.0205,-0.0288,0.0542,-0.0403
JVDC,2024-01-11,pivot,36.8,0.0,,0.5,0.5,,0.11,neutral,0.0308,-0.0373,-0.0806,0.0406,-0.0806
JVDC,2024-01-24,pivot,37.25,3.33,,0.898,0.898,,1.2,downtrend,-0.0192,-0.0411,-0.0822,0.0027,-0.1096
JVDC,2024-02-07,pivot,35.55,1.46,,0.894,0.894,,0.83,downtrend,-0.0141,-0.0535,-0.0563,-0.0138,-0.0845
JVDC,2024-02-09,pivot,35.15,1.86,,1.0,1.0,,1.18,downtrend,-0.0569,-0.0429,-0.0586,0.0003,-0.0714
JVDC,2024-02-29,pivot,32.87,1.12,,0.733,0.733,,1.44,downtrend,-0.0235,-0.0147,-0.0044,0.0144,-0.0588
JVDC,2024-03-05,pivot,34.49,4.32,,0.5,0.5,,0.62,downtrend,,-0.006,-0.003,0.0265,-0.0476
JVDC,2024-03-15,pivot,33.53,1.56,,1.0,1.0,,1.38,downtrend,-0.0219,0.0051,0.0204,0.0561,-0.0399
JVDC,2024-03-18,pivot,33.12,0.26,,0.825,0.825,,0.39,downtrend,-0.0179,0.0074,0.0473,0.0714,-0.0476
JVDC,2024-03-29,pivot,32.71,2.16,,1.0,1.0,,2.24,downtrend,0.016,0.0154,0.0769,0.1077,-0.0092
JVDC,2024-04-26,pivot,34.01,2.97,,0.73,0.73,,3.8,uptrend,-0.0292,,0.0106,0.1019,-0.1056
JVDC,2024-04-30,pivot,32.89,2.09,,0.813,0.813,,1.27,downtrend,0.0352,0.0799,0.0373,0.1737,-0.0388
JVDC,2024-05-22,pivot,38.87,7.17,,0.687,0.687,,0.66,uptrend,-0.0426,-0.0858,-0.0774,,-0.0921
JVDC,2024-06-28,pivot,34.88,0.8,,1.0,1.0,,0.01,neutral,0.0485,0.0282,0.1264,0.1979,-0.0128
JVDC,2024-07-09,pivot,36.35,0.4,,0.767,0.767,,1.62,uptrend,0.0118,0.054,-0.0193,0.123,-0.0615
JVDC,2024-07-10,pivot,36.41,0.59,,0.9,0.9,,1.73,uptrend,0.0649,0.0885,,0.1507,-0.0384
JVDC,2024-07-25,pivot,38.27,0.3,,0.706,0.706,,0.18,uptrend,-0.0048,-0.0819,0.0388,0.2015,-0.1214
JVDC,2024-07-26,pivot,38.4,0.9,,0.913,0.913,,0.27,uptrend,-0.0451,-0.085,0.0552,0.2033,-0.1201
JVDC,2024-07-29,pivot,38.56,1.42,,0.953,0.953,,0.42,uptrend,-0.038,-0.0122,0.0694,0.2152,-0.1114
JVDC,2024-08-02,pivot,38.84,7.19,,0.573,0.573,,1.15,uptrend,-0.0785,0.0795,0.0369,0.2118,-0.1139
JVDC,2024-08-05,pivot,36.22,0.56,,0.676,0.676,,0.13,uptrend,0.0018,0.0662,0.0668,0.2323,-0.0988
JVDC,2024-08-06,pivot,36.36,3.47,,0.698,0.698,,0.19,neutral,0.1301,0.0974,0.1056,0.2638,-0.0521
JVDC,2024-08-29,pivot,40.53,1.25,,0.514,0.514,,0.22,uptrend,-0.0317,-0.042,-0.0082,0.0252,-0.1054
JVDC,2024-09-04,pivot,40.77,1.41,,0.994,0.994,,0.09,uptrend,-0.0276,-0.0143,0.0357,0.0476,-0.0862
JVDC,2024-09-06,pivot,41.39,2.44,,0.456,0.456,,0.06,uptrend,0.0115,-0.011,0.0896,0.1106,-0.0834
JVDC,2024-09-10,pivot,40.77,0.65,,0.477,0.477,,0.18,uptrend,-0.0055,0.0295,0.0938,0.1143,-0.086
JVDC,2024-09-16,pivot,40.81,1.98,,0.5,0.5,,0.36,uptrend,-0.0014,0.0012,0.0176,0.114,-0.0862
JVDC,2024-09-18,pivot,40.0,0.0,,0.804,0.804,,0.25,uptrend,0.0247,0.019,-0.0649,0.109,-0.0903
JVDC,2024-09-19,pivot,40.44,5.1,,0.654,0.654,,2.11,uptrend,-0.0226,0.0116,-0.0814,0.0881,-0.093
JVDC,2024-09-25,pivot,41.36,3.3,,0.923,0.923,,1.25,uptrend,-0.0117,0.0559,-0.1147,0.0756,-0.1828
JVDC,2024-10-04,pivot,43.0,0.0,,0.426,0.426,,1.13,uptrend,-0.0174,-0.1544,-0.1542,0.0409,-0.2091
JVDC,2024-10-08,pivot,44.21,2.29,,0.942,0.942,,0.67,uptrend,-0.0668,-0.1489,-0.1264,0.0216,-0.2238
JVDC,2024-10-09,pivot,43.97,1.04,,0.738,0.738,,0.82,uptrend,-0.1569,-0.177,-0.1034,-0.0169,-0.2402
JVDC,2024-10-11,pivot,44.47,1.95,,0.713,0.713,,0.27,uptrend,-0.1439,-0.1318,-0.0773,0.0023,-0.1993
JVDC,2024-10-14,pivot,43.71,2.78,,0.883,0.883,,0.13,uptrend,-0.1183,-0.1156,-0.0674,0.0066,-0.1959
JVDC,2024-10-15,pivot,42.94,6.72,,0.604,0.604,,1.13,uptrend,-0.124,-0.1211,-0.0942,-0.0011,-0.2011
JVDC,2024-10-18,pivot,39.34,9.63,,0.566,0.566,,1.26,downtrend,-0.0338,-0.0471,0.0381,0.114,-0.0724
JVDC,2024-10-22,pivot,38.27,0.58,,0.477,0.477,,0.03,downtrend,-0.0223,0.0002,0.0635,0.1113,-0.0748
JVDC,2024-10-28,pivot,38.07,1.44,,0.441,0.441,,2.35,downtrend,-0.0268,0.0032,0.2292,0.2292,-0.0995
JVDC,2024-11-07,pivot,40.58,1.42,,0.531,0.531,,1.26,uptrend,-0.0335,-0.0477,0.2151,0.3777,-0.0876
JVDC,2024-11-22,pivot,41.37,0.89,,1.0,1.0,,7.42,uptrend,0.2373,0.1367,0.219,0.315,0.0246
JVDC,2024-12-06,pivot,51.91,1.76,,0.432,0.432,,0.5,uptrend,0.0322,0.0407,0.2082,0.2918,-0.05
JVDC,2024-12-12,pivot,54.06,0.09,,0.521,0.521,,2.08,uptrend,-0.0515,0.1332,0.1526,0.2422,-0.0617
JVDC,2024-12-13,pivot,54.04,1.53,,0.705,0.705,,0.28,uptrend,-0.009,0.1065,0.1627,0.2301,-0.0708
JVDC,2024-12-17,pivot,54.33,2.27,,0.577,0.577,,0.56,uptrend,0.0112,0.1075,0.1588,0.2389,-0.0642
JVDC,2024-12-18,pivot,53.25,1.23,,0.721,0.721,,0.06,uptrend,0.0386,0.1178,0.1737,0.2523,-0.0541
JVDC,2024-12-31,pivot,60.73,6.14,,0.442,0.442,,1.7,uptrend,-0.0079,0.0225,0.0006,0.0945,-0.1181
JVDC,2025-01-01,pivot,56.75,1.32,,0.943,0.943,,0.67,uptrend,-0.0024,0.0402,0.0163,0.112,-0.024
JVDC,2025-01-03,pivot,61.37,0.19,,0.406,0.406,,0.83,uptrend,-0.0229,-0.0112,-0.0129,0.053,-0.0758
JVDC,2025-01-07,pivot,62.63,2.61,,0.4,0.4,,1.46,uptrend,-0.0162,-0.0262,-0.03,0.0227,-0.0758
JVDC,2025-01-09,pivot,61.51,0.82,,0.493,0.493,,2.95,uptrend,-0.004,-0.0141,-0.0469,0.0321,-0.0742
JVDC,2025-01-29,pivot,63.04,0.05,,0.515,0.515,,0.04,uptrend,-0.0144,-0.0328,-0.0958,0.0469,-0.1094
JVDC,2025-01-31,pivot,63.4,0.63,,0.538,0.538,,0.03,uptrend,-0.0855,-0.0769,-0.1487,-0.0001,-0.1903
JVDC,2025-02-06,pivot,63.22,4.22,,0.571,0.571,,0.06,uptrend,-0.0474,-0.0742,-0.0977,-0.0182,-0.1651
JVDC,2025-02-13,pivot,61.67,1.06,,0.597,0.597,,0.01,uptrend,-0.0374,-0.0741,-0.0242,-0.008,-0.132
JVDC,2025-02-18,pivot,60.57,0.82,,0.641,0.641,,0.21,neutral,-0.0321,-0.0774,-0.016,0.0002,-0.1249
JVDC,2025-02-28,pivot,57.43,5.54,,0.762,0.762,,0.8,downtrend,0.0279,0.0627,0.1237,0.1498,-0.0157
JVDC,2025-03-07,pivot,58.41,0.55,,1.0,1.0,,0.31,downtrend,0.0339,0.0669,0.0671,0.1186,-0.0168
JVDC,2025-03-10,pivot,58.39,0.66,,0.499,0.499,,0.75,downtrend,-0.0005,0.0016,-0.0145,0.0645,-0.0323
JVDC,2025-03-13,pivot,60.12,0.2,,0.99,0.99,,0.32,downtrend,,0.0648,,0.082,-0.0164
JVDC,2025-03-14,pivot,60.33,0.46,,0.487,0.487,,2.23,downtrend,0.0153,0.0403,-0.0161,0.0645,-0.0323
JVDC,2025-03-24,pivot,62.55,2.48,,0.55,0.55,,0.56,neutral,-0.0029,-0.0302,-0.0437,0.0476,-0.0632
JVDC,2025-04-03,pivot,63.83,4.36,,0.697,0.697,,1.1,uptrend,-0.0461,-0.0758,-0.0912,-0.0153,-0.1212
JVDC,2025-04-18,pivot,60.67,0.86,,1.0,1.0,,0.19,uptrend,-0.0314,-0.0119,-0.0042,0.0595,-0.1881
JVDC,2025-04-21,pivot,60.83,1.35,,0.454,0.454,,0.44,neutral,-0.0119,-0.0585,-0.0069,0.0597,-0.188
JVDC,2025-05-05,pivot,58.32,2.26,,0.892,0.892,,0.58,uptrend,-0.0616,-0.001,0.0424,0.0968,-0.1855
JVDC,2025-05-14,pivot,58.58,2.7,,0.49,0.49,,2.62,neutral,-0.0183,0.026,0.0154,0.0794,-0.0775
JVDC,2025-05-16,pivot,59.53,2.36,,0.652,0.652,,1.22,neutral,0.0116,0.0692,0.0082,0.1149,-0.0143
JVDC,2025-05-20,pivot,60.26,0.23,,0.5,0.5,,0.68,uptrend,0.0401,0.0224,-0.038,0.0726,-0.0535
JVDC,2025-05-26,pivot,61.05,0.08,,0.543,0.543,,2.18,uptrend,-0.0057,-0.0075,-0.0471,0.0462,-0.1077
JVDC,2025-06-04,pivot,64.02,0.04,,0.82,0.82,,0.42,uptrend,-0.0238,-0.0617,-0.0135,0.0354,-0.1077
JVDC,2025-06-05,pivot,64.21,0.18,,0.489,0.489,,0.73,uptrend,-0.0308,-0.1094,-0.0165,0.0197,-0.1212
JVDC,2025-06-13,pivot,63.67,3.81,,0.767,0.767,,0.41,uptrend,-0.0488,-0.025,0.0611,0.1146,-0.0954
JVDC,2025-07-02,pivot,63.49,0.76,,0.407,0.407,,0.45,uptrend,-0.0154,0.2345,0.1628,0.3292,-0.0285
JVDC,2025-07-25,pivot,78.92,1.04,,0.732,0.732,,0.11,uptrend,-0.0734,-0.0332,-0.0303,0.0162,-0.166
JVDC,2025-08-04,pivot,73.32,9.0,,0.875,0.875,,0.17,uptrend,0.0136,0.0612,0.2474,0.2474,-0.0517
JVDC,2025-08-07,pivot,72.66,0.57,,0.506,0.506,,0.2,uptrend,-0.0009,-0.0031,0.1901,0.2355,-0.0346
JVDC,2025-08-21,pivot,76.57,0.87,,0.41,0.41,,0.67,uptrend,0.0065,0.1682,0.1596,0.2174,-0.0349
JVDC,2025-09-11,pivot,82.72,0.87,,0.431,0.431,,0.48,uptrend,0.0803,0.0385,-0.0747,0.0981,-0.0955
JVDC,2025-09-17,pivot,87.92,0.19,,0.765,0.765,,1.49,uptrend,-0.0452,-0.0623,-0.191,-0.0054,-0.2257
JVDC,2025-10-13,pivot,74.62,3.49,,0.429,0.429,,0.19,downtrend,-0.0468,-0.0746,-0.0355,0.0145,-0.1461
JVDC,2025-10-28,pivot,69.4,6.13,,0.521,0.521,,0.4,downtrend,0.0054,0.0056,0.0201,0.0613,-0.0599
JVDC,2025-11-03,pivot,71.15,0.22,,0.588,0.588,,0.35,downtrend,0.0012,-0.0003,0.0072,0.0339,-0.0842
JVDC,2025-11-05,pivot,71.53,0.01,,0.5,0.5,,0.35,downtrend,-0.0028,0.0166,0.0463,0.0621,-0.0716
JVDC,2025-11-06,pivot,71.52,0.73,,0.874,0.874,,0.56,downtrend,0.0199,0.0189,0.047,0.0619,-0.0717
JVDC,2025-11-21,pivot,73.2,0.13,,0.478,0.478,,0.66,downtrend,-0.0028,0.0272,0.0958,0.1135,-0.0257
JVDC,2025-11-26,pivot,72.26,0.23,,0.779,0.779,,1.2,downtrend,0.0251,0.0946,0.1928,0.2297,-0.0134
JVDC,2025-12-01,pivot,73.34,0.45,,0.694,0.694,,0.84,downtrend,0.0414,0.0628,0.3369,0.3692,-0.0122
JVDC,2026-01-08,pivot,117.13,8.6,,0.865,0.865,,0.47,uptrend,0.0059,0.1661,0.2959,0.3496,-0.0619
JVDC,2026-01-15,pivot,113.28,0.29,,0.746,0.746,,0.52,uptrend,0.1333,0.1923,0.2468,0.3157,0.009
JVDC,2026-01-20,pivot,133.87,1.4,,0.666,0.666,,0.4,uptrend,0.0461,0.0839,0.0496,0.1487,-0.0378
JVDC,2026-02-04,pivot,151.09,1.37,,0.461,0.461,,0.43,uptrend,-0.0185,-0.1039,-0.2648,0.0482,-0.3315
JVDC,2026-02-12,pivot,150.45,1.42,,0.602,0.602,,0.68,uptrend,-0.1039,-0.2041,-0.3385,0.0078,-0.4044
JVDC,2026-02-17,pivot,144.95,3.42,,0.424,0.424,,0.21,uptrend,-0.1414,-0.2659,-0.3108,-0.0014,-0.3814
JVDC,2026-02-20,pivot,133.93,1.4,,0.83,0.83,,0.28,uptrend,-0.118,-0.2928,-0.279,-0.0034,-0.3635
JVDC,2026-02-26,pivot,118.62,2.02,,0.708,0.708,,0.88,downtrend,-0.0987,-0.1891,-0.2351,0.0544,-0.2699
JVDC,2026-03-03,pivot,114.67,9.35,,0.657,0.657,,0.67,downtrend,-0.1119,-0.087,-0.0981,0.0221,-0.1804
JVDC,2026-03-12,pivot,99.91,0.6,,0.551,0.551,,0.5,downtrend,-0.0161,-0.0825,0.1164,0.1783,-0.1007
JVDC,2026-03-19,pivot,103.51,3.38,,0.688,0.688,,0.24,downtrend,-0.0836,-0.0111,0.2985,0.3383,-0.1018
JVDC,2026-04-02,pivot,103.07,6.38,,0.832,0.832,,0.55,downtrend,0.0998,0.2375,0.1557,0.3834,-0.067
JVDC,2026-04-03,pivot,97.94,1.88,,0.778,0.778,,0.62,downtrend,0.2129,0.2903,0.2018,0.3989,-0.0183
JVDC,2026-04-09,pivot,112.14,3.68,,0.621,0.621,,3.8,downtrend,0.0941,0.1728,,0.2231,-0.0276
JVDC,2026-04-17,pivot,125.81,0.4,,0.847,0.847,,1.64,uptrend,0.0164,-0.0764,,0.0751,-0.1338
JVDC,2026-04-20,pivot,126.97,0.37,,0.722,0.722,,3.73,uptrend,-0.031,-0.1018,,0.0056,-0.1898
JVDC,2026-04-24,pivot,133.76,1.32,,0.638,0.638,,0.77,uptrend,-0.1015,,,0.0444,-0.1574
JVDC,2026-05-06,pivot,118.02,1.43,,0.937,0.937,,0.56,uptrend,,,,0.1117,0.0112
KAPCO,2020-04-10,pivot,21.4,2.32,0.517,0.517,0.517,0.483,0.51,downtrend,0.0144,0.0795,0.0126,0.1609,-0.0744
KAPCO,2020-04-27,pivot,22.43,1.9,0.467,0.467,0.467,0.533,1.07,uptrend,-0.0149,-0.0193,0.0435,0.0637,-0.0549
KAPCO,2020-05-11,pivot,21.51,0.05,0.447,0.711,0.711,0.263,0.31,uptrend,0.0096,0.0759,-0.0352,0.1243,-0.0402
KAPCO,2020-06-22,pivot,19.77,1.32,0.653,0.755,0.755,0.102,0.42,downtrend,-0.0005,0.0465,0.114,0.1165,-0.015
KAPCO,2020-06-24,pivot,19.85,0.25,0.55,0.55,0.55,0.3,0.29,downtrend,0.0165,0.034,0.1975,0.275,-0.015
KAPCO,2020-06-29,pivot,19.72,0.07,0.966,0.966,0.966,0.034,0.35,downtrend,0.0465,0.0485,0.1425,0.275,-0.0035
KAPCO,2020-07-01,pivot,19.94,0.05,0.5,0.909,0.909,0.409,1.15,downtrend,0.0152,0.0324,0.1939,0.2518,-0.0108
KAPCO,2020-07-13,pivot,20.89,0.67,0.71,0.71,0.71,0.097,1.9,downtrend,0.0579,0.085,0.3191,0.3191,-0.0218
KAPCO,2020-07-16,pivot,20.9,0.73,0.667,0.667,0.667,0.167,1.62,downtrend,0.1173,0.1672,0.3055,0.4181,-0.0214
KAPCO,2020-07-17,pivot,20.78,0.88,0.45,0.45,0.45,0.55,1.38,downtrend,0.0986,0.1719,0.2719,0.4214,-0.0095
KAPCO,2020-07-23,pivot,23.33,0.57,0.4,0.4,0.4,0.6,1.29,uptrend,0.0238,0.0196,0.1671,0.2438,-0.0825
KAPCO,2020-07-27,pivot,22.83,3.55,0.769,0.769,0.769,0.083,1.0,uptrend,0.0528,0.2026,0.2939,0.3056,-0.013
KAPCO,2020-08-13,pivot,27.72,1.17,0.631,0.631,0.631,0.159,1.2,uptrend,-0.0452,0.0124,0.0545,0.1029,-0.0887
KAPCO,2020-09-16,pivot,30.24,4.77,0.484,0.484,0.484,0.463,1.24,uptrend,-0.1274,-0.1414,-0.1257,0.0091,-0.2469
KAPCO,2020-10-06,pivot,23.19,0.29,0.48,0.878,0.878,0.398,0.68,downtrend,0.078,0.1634,0.184,0.2238,-0.0041
KAPCO,2020-10-16,pivot,27.03,0.07,0.783,0.783,0.783,0.0,0.43,downtrend,0.0336,-0.0112,0.0108,0.0758,-0.0159
KAPCO,2020-10-29,pivot,28.53,3.62,0.427,0.427,0.427,0.44,1.46,neutral,-0.0034,-0.0366,-0.0248,0.0276,-0.0603
KAPCO,2020-11-09,pivot,28.71,0.02,0.424,0.441,0.441,0.017,0.28,uptrend,-0.044,-0.0604,-0.0191,0.0034,-0.0696
KAPCO,2020-11-23,pivot,27.68,1.57,0.54,0.54,0.54,0.16,0.39,neutral,0.009,0.0353,-0.0324,0.0541,-0.0454
KAPCO,2020-12-08,pivot,28.56,0.19,0.442,0.442,0.442,0.023,0.64,uptrend,-0.0525,-0.0829,0.1866,0.237,-0.0905
KAPCO,2020-12-10,pivot,28.67,0.59,0.489,0.489,0.489,0.244,1.27,uptrend,-0.0725,-0.0736,0.2256,0.275,-0.0908
KAPCO,2021-02-15,pivot,39.23,1.74,0.582,0.582,0.582,0.108,0.83,uptrend,-0.0724,-0.0893,0.0083,0.0362,-0.1387
KAPCO,2021-02-19,pivot,39.17,5.03,0.603,0.741,0.741,0.138,0.99,uptrend,-0.0349,0.0668,0.0788,0.1143,-0.096
KAPCO,2021-02-24,pivot,36.49,3.53,0.435,0.435,0.435,0.497,0.82,neutral,0.0754,0.0724,0.1699,0.1823,-0.0399
KAPCO,2021-03-01,pivot,37.0,1.18,0.579,0.579,0.579,0.246,0.23,neutral,0.0679,0.0931,0.0674,0.1645,-0.0186
KAPCO,2021-03-09,pivot,39.4,2.96,0.567,0.748,0.748,0.181,2.59,uptrend,0.0166,0.0159,-0.0313,0.0553,-0.1106
KAPCO,2021-03-30,pivot,39.99,1.48,0.432,0.604,0.604,0.173,0.96,downtrend,-0.0081,-0.0154,-0.0444,0.0248,-0.0807
KAPCO,2021-05-03,pivot,37.27,0.31,0.464,0.475,0.475,0.011,0.54,downtrend,0.0331,0.0103,0.197,0.2032,-0.029
KAPCO,2021-05-17,pivot,39.9,0.51,0.526,0.526,0.526,0.474,0.76,neutral,-0.0216,0.0007,0.0757,0.1701,-0.0507
KAPCO,2021-06-14,pivot,44.09,4.63,0.507,0.507,0.507,0.493,1.14,uptrend,-0.0465,-0.0264,-0.1011,0.0187,-0.1066
KAPCO,2021-06-18,pivot,42.82,0.04,0.545,0.545,0.545,0.255,0.18,uptrend,0.0129,0.0577,-0.0757,0.0669,-0.0934
KAPCO,2021-07-29,pivot,38.37,0.06,0.552,0.552,0.552,0.038,0.77,downtrend,0.0218,-0.0018,-0.0051,0.0343,-0.0355
KAPCO,2021-08-27,pivot,38.71,0.24,0.368,0.853,0.853,0.485,0.82,downtrend,-0.0127,-0.0265,-0.0885,0.0061,-0.0916
KAPCO,2021-09-02,pivot,38.8,0.0,0.48,0.48,0.48,0.32,0.97,downtrend,-0.0166,-0.0264,-0.1037,0.0013,-0.1191
KAPCO,2021-09-06,pivot,38.67,0.12,0.447,0.447,0.447,0.553,0.84,downtrend,-0.0177,-0.0262,-0.0967,-0.0013,-0.1231
KAPCO,2021-09-16,pivot,37.92,0.41,0.684,0.684,0.684,0.184,0.47,downtrend,-0.0456,-0.0823,-0.2491,0.0042,-0.279
KAPCO,2021-09-20,pivot,37.75,0.11,0.322,0.458,0.458,0.136,0.82,downtrend,-0.0856,-0.0802,-0.2548,-0.0052,-0.282
KAPCO,2021-09-29,pivot,34.88,1.38,0.59,0.59,0.59,0.16,1.17,downtrend,-0.0232,-0.209,-0.2164,0.0082,-0.2514
KAPCO,2021-10-12,pivot,32.31,4.83,0.493,0.493,0.493,0.507,7.9,downtrend,-0.1448,-0.1612,-0.133,-0.1152,-0.197
KAPCO,2021-10-29,pivot,27.62,0.21,0.407,0.746,0.746,0.339,0.44,downtrend,0.0124,0.0124,0.1112,0.1545,0.0036
KAPCO,2021-11-12,pivot,28.46,0.36,0.583,0.583,0.583,0.083,0.51,downtrend,0.0874,0.0937,0.0822,0.186,-0.0119
KAPCO,2021-11-19,pivot,30.87,0.4,0.449,0.449,0.449,0.5,0.94,downtrend,-0.0079,-0.0035,-0.0086,0.0758,-0.0419
KAPCO,2021-12-06,pivot,30.69,0.61,0.433,0.433,0.433,0.4,0.52,uptrend,-0.0322,0.0032,0.0126,0.0603,-0.0454
KAPCO,2021-12-10,pivot,30.89,0.78,0.462,0.462,0.462,0.277,0.38,uptrend,-0.0013,0.0109,0.0444,0.0738,-0.0332
