symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse
AGHA,2021-02-02,pivot,38.04,0.11,0.787,0.787,0.787,0.013,0.4,uptrend,-0.0111,-0.015,-0.0769,0.0939,-0.1032
AGHA,2021-02-10,pivot,38.02,0.32,0.494,0.494,0.494,0.435,0.4,uptrend,-0.015,0.0493,-0.1848,0.0939,-0.2023
AGHA,2021-03-05,pivot,34.41,0.47,0.493,0.72,0.72,0.227,0.54,downtrend,-0.1349,-0.1,-0.1217,0.0166,-0.1686
AGHA,2021-03-26,pivot,31.03,0.03,0.789,0.789,0.789,0.053,0.19,downtrend,-0.0101,-0.0136,-0.0525,0.0209,-0.0624
AGHA,2021-05-26,pivot,29.89,0.47,0.556,0.556,0.556,0.0,1.25,downtrend,0.1036,0.1056,0.1318,0.2036,-0.0629
AGHA,2021-06-25,pivot,33.77,0.05,0.405,0.405,0.405,0.541,0.19,uptrend,-0.0406,-0.0609,-0.0554,0.0119,-0.0809
AGHA,2021-06-28,pivot,33.7,3.13,0.412,0.412,0.412,0.588,0.27,uptrend,-0.0522,-0.0633,-0.0469,0.0175,-0.0758
AGHA,2021-08-16,pivot,31.56,1.77,0.75,0.75,0.75,0.171,1.15,downtrend,0.0035,0.0028,-0.086,0.039,-0.0878
AGHA,2021-08-20,pivot,31.74,0.74,0.756,0.756,0.756,0.025,0.91,downtrend,-0.0346,-0.0453,-0.0896,0.0092,-0.1141
AGHA,2021-08-27,pivot,31.22,0.72,0.739,0.826,0.826,0.087,1.69,downtrend,-0.0148,-0.0606,-0.1186,0.0208,-0.1786
AGHA,2021-09-02,pivot,31.53,1.68,0.424,0.424,0.424,0.576,1.76,downtrend,-0.0653,-0.0913,-0.1407,-0.0059,-0.1863
AGHA,2021-09-06,pivot,30.98,0.84,0.686,0.686,0.686,0.314,0.82,downtrend,-0.0522,-0.0722,-0.1209,-0.0045,-0.1715
AGHA,2021-09-07,pivot,30.81,1.0,0.486,0.486,0.486,0.286,1.08,downtrend,-0.058,-0.0994,-0.1186,0.0026,-0.1657
AGHA,2021-09-14,pivot,29.59,2.11,0.408,0.408,0.408,0.592,0.68,downtrend,-0.0633,-0.0707,-0.084,0.0417,-0.1323
AGHA,2021-09-22,pivot,27.25,4.48,0.756,0.756,0.756,0.193,1.63,downtrend,-0.0264,-0.03,-0.0179,0.0246,-0.0818
AGHA,2021-09-24,pivot,26.89,1.07,0.516,0.858,0.858,0.342,0.46,downtrend,-0.0327,-0.0337,-0.0412,0.0192,-0.0867
AGHA,2021-09-30,pivot,26.81,0.02,0.394,0.734,0.734,0.34,0.26,downtrend,-0.0087,-0.0371,0.0894,0.0944,-0.0732
AGHA,2021-10-01,pivot,26.95,0.54,0.597,0.597,0.597,0.306,0.82,downtrend,-0.0116,-0.0164,0.1802,0.1802,-0.0658
AGHA,2021-10-06,pivot,26.93,2.53,0.728,0.728,0.728,0.272,2.03,downtrend,-0.0545,,0.12,0.2145,-0.0651
AGHA,2021-10-11,pivot,26.97,3.18,0.669,0.669,0.669,0.331,1.49,downtrend,-0.0433,0.0418,0.0269,0.2145,-0.0651
AGHA,2021-11-12,pivot,27.76,1.67,0.487,0.487,0.487,0.423,0.23,downtrend,0.0256,-0.0791,-0.203,0.0573,-0.2343
AGHA,2021-11-26,pivot,25.73,1.66,0.467,0.467,0.467,0.167,0.46,downtrend,-0.1306,-0.1555,-0.0494,0.0528,-0.1887
AGHA,2021-12-10,pivot,21.79,1.35,0.437,0.739,0.739,0.303,0.56,downtrend,0.0762,0.1102,0.1551,0.2292,-0.0414
AGHA,2021-12-31,pivot,26.33,4.49,0.596,0.596,0.596,0.339,1.43,downtrend,-0.0242,-0.0305,-0.1147,0.0383,-0.143
AGHA,2022-01-20,pivot,23.95,3.88,0.705,0.705,0.705,0.295,2.01,downtrend,-0.0225,-0.0143,-0.0539,0.0204,-0.0605
AGHA,2022-01-26,pivot,23.79,0.55,0.562,0.562,0.562,0.187,0.33,downtrend,0.0238,-0.0058,-0.0817,0.0417,-0.0988
AGHA,2022-01-27,pivot,23.67,0.9,0.87,0.87,0.87,0.111,0.22,downtrend,0.0054,-0.0108,-0.1504,0.0408,-0.1512
AGHA,2022-02-14,pivot,23.68,1.62,0.5,0.5,0.5,0.5,0.41,downtrend,-0.0428,-0.1266,-0.2443,-0.0059,-0.2752
AGHA,2022-02-15,pivot,23.3,1.29,0.542,0.958,0.958,0.417,0.3,downtrend,-0.0758,-0.1163,-0.1989,-0.0013,-0.2709
AGHA,2022-02-18,pivot,23.0,0.88,0.5,0.5,0.5,0.275,0.39,downtrend,-0.1358,-0.1358,-0.2017,-0.0043,-0.2621
AGHA,2022-03-02,pivot,20.56,2.74,0.536,0.536,0.536,0.186,1.58,downtrend,-0.1426,-0.0835,-0.0396,0.0005,-0.1836
AGHA,2022-03-18,pivot,19.09,5.17,0.467,0.467,0.467,0.533,0.53,downtrend,-0.0253,-0.0289,-0.0158,0.0842,-0.1053
AGHA,2022-03-28,pivot,18.04,1.05,0.647,0.788,0.788,0.141,0.93,downtrend,-0.0134,-0.0059,-0.0572,0.1016,-0.0909
AGHA,2022-04-04,pivot,19.36,5.96,0.429,0.429,0.429,0.089,0.3,downtrend,-0.0096,-0.0037,-0.1454,0.0224,-0.1582
AGHA,2022-05-10,pivot,15.61,0.38,0.348,0.563,0.563,0.215,0.58,downtrend,-0.1124,-0.103,-0.1408,-0.032,-0.1503
AGHA,2022-05-26,pivot,15.12,0.13,0.473,0.865,0.865,0.392,0.25,downtrend,-0.012,-0.0966,-0.0025,0.0328,-0.1477
AGHA,2022-06-02,pivot,15.7,1.89,0.714,0.714,0.714,0.286,0.14,downtrend,-0.0914,-0.0921,-0.0044,0.0279,-0.1429
AGHA,2022-06-14,pivot,13.66,1.17,0.615,0.754,0.754,0.138,2.8,downtrend,0.0664,0.0721,0.0777,0.1442,-0.0212
AGHA,2022-07-29,pivot,13.88,2.62,0.417,0.417,0.417,0.208,0.22,downtrend,0.095,0.1321,0.13,0.1936,-0.035
AGHA,2022-08-26,pivot,15.18,0.86,0.312,0.563,0.563,0.25,1.42,uptrend,0.0376,-0.0159,-0.1007,0.0899,-0.1198
AGHA,2022-09-14,pivot,15.48,1.46,0.35,0.95,0.95,0.6,0.47,uptrend,-0.0693,0.0181,0.0032,0.0971,-0.1061
AGHA,2022-09-19,pivot,15.01,0.91,0.429,0.429,0.429,0.571,0.25,downtrend,0.01,0.042,0.0173,0.1292,-0.0799
AGHA,2022-09-22,pivot,14.24,2.65,0.629,0.629,0.629,0.371,0.76,downtrend,0.0915,0.1654,0.0732,0.1928,-0.0281
AGHA,2022-09-23,pivot,13.89,0.58,0.508,0.508,0.508,0.254,0.46,downtrend,0.1097,0.116,0.0632,0.1771,-0.0139
AGHA,2022-10-21,pivot,15.16,0.42,0.35,0.525,0.525,0.175,0.2,downtrend,-0.1071,-0.0981,-0.1039,0.0065,-0.1116
AGHA,2022-10-27,pivot,14.45,1.71,0.44,0.44,0.44,0.26,0.4,downtrend,-0.0333,-0.0299,-0.0687,-0.0068,-0.0796
AGHA,2022-11-14,pivot,14.12,1.53,0.514,0.514,0.514,0.057,0.7,downtrend,-0.0253,-0.0568,-0.1032,0.0035,-0.1263
AGHA,2022-11-23,pivot,13.83,0.55,0.733,0.733,0.733,0.267,0.52,downtrend,-0.064,-0.0403,-0.154,-0.0036,-0.2086
AGHA,2022-11-24,pivot,13.77,1.77,0.452,0.452,0.452,0.29,0.62,downtrend,-0.0643,-0.0592,-0.1286,0.0007,-0.2052
AGHA,2022-12-02,pivot,12.9,2.09,0.667,0.667,0.667,0.308,0.68,downtrend,-0.0092,-0.0338,0.0676,0.0722,-0.1551
AGHA,2022-12-09,pivot,12.84,1.87,0.517,0.517,0.517,0.483,0.32,downtrend,-0.0455,-0.0986,-0.0182,0.0592,-0.1654
AGHA,2022-12-19,pivot,12.37,1.05,0.606,0.606,0.606,0.03,0.38,downtrend,-0.0223,0.074,0.0048,0.1106,-0.1249
AGHA,2022-12-23,pivot,11.56,0.52,0.338,0.494,0.494,0.156,0.5,downtrend,0.1328,0.0546,-0.0041,0.1377,-0.0791
AGHA,2022-12-28,pivot,12.06,0.88,0.385,0.596,0.596,0.212,0.76,downtrend,0.0585,0.0409,-0.012,0.1195,-0.0529
AGHA,2023-01-03,pivot,13.26,1.96,0.347,0.816,0.816,0.469,0.34,neutral,-0.0423,-0.0845,-0.1216,-0.0037,-0.1453
AGHA,2023-01-11,pivot,12.61,3.28,0.809,0.876,0.876,0.067,1.42,downtrend,-0.0596,-0.0588,-0.084,0.0138,-0.1192
AGHA,2023-01-12,pivot,12.42,1.72,0.5,0.5,0.5,0.151,5.74,downtrend,-0.0776,-0.0528,-0.0723,-0.0241,-0.1311
AGHA,2023-01-17,pivot,12.34,2.76,0.455,0.455,0.455,0.221,0.41,downtrend,-0.0352,-0.072,-0.072,0.0023,-0.0971
AGHA,2023-01-19,pivot,11.98,0.25,0.492,0.492,0.492,0.017,1.65,downtrend,0.0024,-0.0351,-0.0638,0.0207,-0.0805
AGHA,2023-01-23,pivot,12.02,1.77,0.692,0.692,0.692,0.308,0.4,downtrend,-0.0238,-0.0115,-0.0607,0.0492,-0.0689
AGHA,2023-01-24,pivot,11.86,0.08,0.365,0.746,0.746,0.381,3.34,downtrend,-0.0505,-0.0216,-0.0577,0.0256,-0.0921
AGHA,2023-01-26,pivot,12.18,0.57,0.435,0.667,0.667,0.232,4.1,downtrend,-0.0547,-0.0383,-0.1031,-0.0164,-0.1172
AGHA,2023-02-01,pivot,11.7,0.0,0.54,0.74,0.74,0.2,0.9,downtrend,-0.0172,-0.0238,-0.073,0.0205,-0.1139
AGHA,2023-02-03,pivot,11.92,0.08,0.481,0.593,0.593,0.111,0.54,downtrend,-0.0025,-0.0394,-0.0731,0.0222,-0.1125
AGHA,2023-02-10,pivot,12.04,0.53,0.5,0.708,0.708,0.208,0.52,downtrend,-0.0426,-0.0597,-0.0761,-0.0033,-0.1154
AGHA,2023-02-13,pivot,12.01,2.52,0.426,0.426,0.426,0.574,0.18,downtrend,-0.0591,-0.0624,-0.0657,-0.0115,-0.1125
AGHA,2023-02-23,pivot,11.6,2.61,0.6,0.6,0.6,0.233,0.36,downtrend,-0.0474,-0.0233,0.0052,0.0431,-0.0681
AGHA,2023-02-24,pivot,11.32,1.06,0.694,0.806,0.806,0.111,1.51,downtrend,-0.0234,-0.0234,-0.0087,0.0467,-0.0649
AGHA,2023-02-27,pivot,11.27,0.56,0.655,0.724,0.724,0.069,0.52,downtrend,-0.0157,-0.0104,-0.0061,0.0609,-0.06
AGHA,2023-02-28,pivot,11.25,0.74,0.429,0.429,0.429,0.036,0.77,downtrend,-0.0358,-0.0192,-0.0271,0.0655,-0.0707
AGHA,2023-03-01,pivot,11.16,3.11,0.877,0.877,0.877,0.018,1.1,downtrend,-0.0132,0.0167,0.0299,0.0721,-0.0685
AGHA,2023-03-20,pivot,11.45,1.16,0.617,0.936,0.936,0.319,1.01,downtrend,-0.0305,-0.0356,-0.0059,0.0399,-0.1009
AGHA,2023-03-22,pivot,11.58,1.53,0.854,0.854,0.854,0.073,1.21,neutral,-0.0076,-0.0296,-0.0008,0.0576,-0.1025
AGHA,2023-03-27,pivot,11.45,1.28,0.45,0.8,0.8,0.35,1.25,downtrend,-0.0061,0.0226,0.0165,0.0861,-0.0783
AGHA,2023-03-29,pivot,11.08,3.97,0.658,0.658,0.658,0.211,3.37,downtrend,0.0053,0.0351,0.0228,0.0956,-0.0702
AGHA,2023-03-30,pivot,10.72,1.12,0.383,0.727,0.727,0.344,3.76,neutral,-0.056,-0.0157,-0.0371,0.0288,-0.0898
AGHA,2023-04-04,pivot,11.05,0.03,0.762,0.762,0.762,0.238,0.89,downtrend,0.0174,0.0218,-0.0139,0.0889,-0.0392
AGHA,2023-04-05,pivot,11.12,0.03,0.431,0.523,0.523,0.092,1.04,downtrend,0.0025,0.0161,-0.0425,0.0612,-0.0773
AGHA,2023-04-07,pivot,11.35,0.91,0.308,0.769,0.769,0.462,0.78,neutral,-0.0101,-0.0067,-0.0437,0.0496,-0.0874
AGHA,2023-04-11,pivot,11.54,1.24,0.794,0.794,0.794,0.147,1.08,neutral,-0.0017,-0.0213,-0.04,0.0639,-0.075
AGHA,2023-04-28,pivot,11.69,2.25,0.51,0.51,0.51,0.49,0.6,neutral,-0.031,-0.0628,-0.1047,-0.0134,-0.1248
AGHA,2023-05-02,pivot,11.43,0.29,0.6,0.6,0.6,0.133,0.16,neutral,-0.0208,-0.0242,-0.0658,0.0199,-0.0952
AGHA,2023-05-04,pivot,11.47,0.35,0.743,0.743,0.743,0.086,0.82,uptrend,-0.034,-0.0603,-0.0917,-0.0042,-0.1129
AGHA,2023-05-05,pivot,11.49,2.84,0.474,0.93,0.93,0.456,0.51,uptrend,-0.0298,-0.0477,-0.1057,-0.0051,-0.1287
AGHA,2023-05-08,pivot,11.32,0.03,0.714,0.714,0.714,0.286,0.4,neutral,-0.0411,-0.0728,-0.0977,-0.0154,-0.1243
AGHA,2023-05-09,pivot,11.37,3.08,0.617,0.617,0.617,0.298,0.67,downtrend,-0.0191,-0.0748,-0.0923,-0.0035,-0.1105
AGHA,2023-05-10,pivot,11.06,1.78,0.4,0.911,0.911,0.511,0.55,downtrend,-0.0044,-0.0416,-0.0752,0.0124,-0.0964
AGHA,2023-05-15,pivot,11.19,2.17,0.48,0.48,0.48,0.52,0.8,downtrend,-0.055,-0.0664,-0.0969,-0.014,-0.1266
AGHA,2023-05-17,pivot,11.14,0.15,0.813,0.875,0.875,0.062,0.84,downtrend,-0.039,-0.0532,-0.0833,-0.008,-0.1135
AGHA,2023-05-18,pivot,11.16,2.33,0.654,0.654,0.654,0.346,0.64,downtrend,-0.0224,-0.0412,-0.078,0.0027,-0.1039
AGHA,2023-05-24,pivot,10.56,0.06,0.853,0.853,0.853,0.147,0.68,downtrend,-0.0193,-0.0395,-0.1249,0.0037,-0.1451
AGHA,2023-05-25,pivot,10.63,0.28,0.818,0.939,0.939,0.121,0.76,downtrend,-0.021,-0.0476,-0.1409,-0.0091,-0.1528
AGHA,2023-05-26,pivot,10.7,1.75,0.462,0.885,0.885,0.423,0.44,downtrend,-0.026,-0.0316,-0.1541,0.0056,-0.1643
AGHA,2023-05-29,pivot,10.58,1.2,0.649,0.649,0.649,0.189,1.06,downtrend,-0.0268,-0.0444,-0.0943,0.0009,-0.1682
AGHA,2023-05-31,pivot,10.65,1.41,0.667,0.667,0.667,0.333,0.36,downtrend,-0.0288,-0.0399,-0.0176,-0.0037,-0.1643
AGHA,2023-06-02,pivot,10.53,2.94,0.628,0.628,0.628,0.372,0.45,downtrend,-0.0207,-0.0413,-0.0188,0.0066,-0.1549
AGHA,2023-06-06,pivot,10.39,0.48,0.6,0.6,0.6,0.4,0.53,downtrend,-0.0153,-0.0562,-0.0114,0.0219,-0.142
AGHA,2023-06-07,pivot,10.35,0.68,0.667,0.667,0.667,0.296,2.16,downtrend,-0.0199,-0.0967,0.0265,0.0313,-0.1469
AGHA,2023-06-09,pivot,10.33,1.68,0.774,0.871,0.871,0.097,1.73,downtrend,-0.0248,-0.1299,0.1127,0.1452,-0.1404
AGHA,2023-06-12,pivot,10.24,2.31,0.85,0.85,0.85,0.075,0.78,downtrend,-0.0442,-0.0577,0.0827,0.1529,-0.1346
AGHA,2023-06-13,pivot,10.09,0.13,0.567,0.833,0.833,0.267,0.88,downtrend,-0.0462,-0.0636,0.0684,0.1551,-0.1329
AGHA,2023-06-14,pivot,10.15,1.35,0.811,0.892,0.892,0.081,2.0,downtrend,-0.0819,0.0193,0.0482,0.1551,-0.1329
AGHA,2023-06-15,pivot,10.11,0.96,0.571,0.8,0.8,0.229,1.32,downtrend,-0.0936,-0.0087,0.0241,0.1573,-0.1313
AGHA,2023-06-16,pivot,10.08,1.39,0.382,0.794,0.794,0.412,1.49,downtrend,-0.1138,0.0165,0.0282,0.1663,-0.1245
AGHA,2023-06-19,pivot,10.01,2.66,0.571,0.571,0.571,0.314,0.73,downtrend,-0.0287,0.0466,0.0555,0.1883,-0.108
AGHA,2023-06-20,pivot,9.76,0.58,0.404,0.426,0.426,0.021,1.14,downtrend,-0.0442,0.0197,0.0501,0.179,-0.115
AGHA,2023-06-21,pivot,9.68,3.79,0.407,0.407,0.407,0.593,0.74,downtrend,0.0741,0.0995,0.0721,0.2173,-0.0863
AGHA,2023-07-06,pivot,10.3,0.49,0.5,0.861,0.861,0.361,1.07,downtrend,0.0613,0.0038,0.0688,0.1404,-0.0339
AGHA,2023-07-19,pivot,10.44,0.67,0.606,0.606,0.606,0.394,0.68,neutral,-0.0206,0.0748,0.1028,0.1402,-0.0421
AGHA,2023-07-24,pivot,10.59,1.01,0.471,0.471,0.471,0.176,0.71,neutral,0.0939,0.0329,0.0225,0.1455,-0.0376
AGHA,2023-07-31,pivot,10.47,1.05,0.69,0.69,0.69,0.167,0.22,uptrend,0.0631,0.1002,-0.0269,0.1317,-0.0724
AGHA,2023-08-03,pivot,11.48,3.22,0.438,0.438,0.438,0.427,1.05,uptrend,-0.1067,-0.0167,-0.2108,0.0167,-0.225
AGHA,2023-08-18,pivot,11.77,2.24,0.659,0.659,0.659,0.0,0.25,uptrend,-0.1113,-0.2075,-0.2042,-0.0167,-0.2385
AGHA,2023-08-23,pivot,11.19,7.06,0.527,0.527,0.527,0.473,0.18,uptrend,-0.1015,-0.1818,-0.1271,-0.0071,-0.1968
AGHA,2023-08-28,pivot,10.41,3.97,0.443,0.619,0.619,0.175,0.12,downtrend,-0.1504,-0.155,-0.0474,-0.0064,-0.1705
AGHA,2023-09-07,pivot,9.12,0.0,0.615,0.615,0.615,0.385,0.36,downtrend,0.0171,0.0906,0.1503,0.1727,-0.0277
AGHA,2023-10-09,pivot,10.59,2.74,0.4,0.689,0.689,0.289,0.39,uptrend,0.1312,0.3926,0.4874,0.5535,-0.0047
AGHA,2023-11-03,pivot,15.82,5.18,0.541,0.541,0.541,0.165,1.22,uptrend,-0.1096,-0.1246,-0.0377,0.0024,-0.1437
AGHA,2023-12-07,pivot,15.73,1.4,0.516,0.516,0.516,0.25,0.71,uptrend,-0.0341,-0.0854,-0.1034,-0.0062,-0.192
AGHA,2023-12-13,pivot,15.55,2.59,0.711,0.711,0.711,0.011,0.91,uptrend,-0.0966,-0.1414,-0.1333,-0.005,-0.1869
AGHA,2023-12-20,pivot,14.36,5.13,0.779,0.779,0.779,0.097,0.44,downtrend,-0.0658,0.0095,-0.0969,0.0454,-0.1153
AGHA,2023-12-27,pivot,13.34,2.2,0.717,0.717,0.717,0.12,0.33,downtrend,0.0709,-0.0007,-0.0465,0.1038,-0.0694
AGHA,2024-01-01,pivot,13.77,1.23,,0.939,0.939,,1.55,neutral,-0.0538,-0.0984,-0.1587,0.0111,-0.1672
AGHA,2024-01-22,pivot,13.3,2.23,,0.556,0.556,,0.61,downtrend,-0.0397,-0.0831,-0.1355,0.0127,-0.2051
AGHA,2024-01-23,pivot,13.01,0.1,,0.829,0.829,,0.26,downtrend,-0.0846,-0.0809,-0.1251,0.0135,-0.2045
AGHA,2024-02-01,pivot,12.12,0.55,,0.571,0.571,,0.25,downtrend,-0.0898,-0.1155,-0.1083,0.0016,-0.1484
AGHA,2024-02-02,pivot,12.07,0.58,,0.686,0.686,,0.34,downtrend,-0.0891,-0.1028,-0.0964,0.0113,-0.1401
AGHA,2024-02-13,pivot,11.01,2.51,,0.703,0.703,,1.01,downtrend,-0.034,-0.0384,0.0366,0.0872,-0.0741
AGHA,2024-02-19,pivot,10.69,0.69,,0.661,0.661,,0.31,downtrend,-0.0178,-0.0107,0.0178,0.1094,-0.0302
AGHA,2024-02-23,pivot,11.6,3.02,,0.477,0.477,,0.38,downtrend,-0.0513,-0.0361,-0.0798,0.0479,-0.1042
AGHA,2024-03-01,pivot,11.24,0.83,,0.609,0.609,,0.56,downtrend,0.0079,0.0158,-0.0844,0.0958,-0.0923
AGHA,2024-03-07,pivot,11.04,0.33,,0.625,0.625,,0.9,downtrend,0.0854,-0.0311,-0.0943,0.1094,-0.1459
AGHA,2024-03-08,pivot,11.02,0.18,,0.723,0.723,,3.14,downtrend,-0.0077,-0.0601,-0.1167,0.0704,-0.176
AGHA,2024-03-22,pivot,10.77,1.02,,0.853,0.853,,0.59,downtrend,-0.0527,-0.0645,0.0018,0.0336,-0.1273
AGHA,2024-03-25,pivot,10.74,1.3,,0.474,0.474,,2.02,downtrend,-0.0619,-0.0801,-0.0137,0.0355,-0.1257
AGHA,2024-04-03,pivot,9.84,2.47,,0.914,0.914,,2.81,downtrend,0.001,0.0216,-0.0177,0.1169,-0.056
AGHA,2024-04-22,pivot,10.0,0.0,,0.5,0.5,,1.58,downtrend,-0.0445,-0.0388,-0.0313,0.0767,-0.09
AGHA,2024-05-23,pivot,10.01,0.47,,0.444,0.444,,0.22,downtrend,0.0611,0.0523,-0.0069,0.1144,-0.0316
AGHA,2024-06-07,pivot,10.37,1.0,,0.889,0.889,,0.44,uptrend,-0.0177,-0.0606,-0.0709,0.0401,-0.0765
AGHA,2024-06-26,pivot,10.03,1.13,,0.652,0.652,,1.02,downtrend,-0.001,-0.0187,-0.0975,0.0236,-0.1034
AGHA,2024-07-18,pivot,9.88,0.84,,0.6,0.6,,0.59,downtrend,-0.058,-0.115,-0.124,,-0.139
AGHA,2024-07-24,pivot,9.34,0.96,,0.886,0.886,,0.48,downtrend,-0.0771,-0.0656,-0.0333,0.0083,-0.1635
AGHA,2024-08-09,pivot,8.86,0.15,,0.417,0.417,,0.17,downtrend,-0.0528,0.2442,0.549,0.7437,-0.1166
AGHA,2024-08-19,pivot,8.65,7.2,,0.69,0.69,,0.33,downtrend,0.2751,0.5423,0.4803,0.7869,-0.0744
AGHA,2024-09-03,pivot,12.96,2.6,,0.558,0.558,,3.22,uptrend,-0.0659,-0.1203,-0.2796,0.0383,-0.3246
AGHA,2024-09-23,pivot,12.57,1.72,,0.691,0.691,,0.31,uptrend,-0.1621,-0.203,-0.0803,-0.0186,-0.2528
AGHA,2024-10-02,pivot,10.49,4.22,,0.684,0.684,,5.64,downtrend,0.0363,0.0943,0.1133,0.1886,-0.0843
AGHA,2024-10-07,pivot,10.27,1.62,,0.827,0.827,,1.45,downtrend,0.1161,0.1401,0.1797,0.2304,-0.0313
AGHA,2024-10-11,pivot,10.87,3.28,,0.902,0.902,,0.86,uptrend,0.0656,0.0358,0.0528,0.1371,-0.0153
AGHA,2024-10-29,pivot,12.19,0.25,,0.573,0.573,,1.31,uptrend,-0.033,-0.1241,-0.2705,0.023,-0.2743
AGHA,2024-11-06,pivot,12.43,1.37,,0.484,0.484,,0.49,neutral,-0.2011,-0.2104,-0.1561,-0.007,-0.2648
AGHA,2024-11-14,pivot,10.29,5.54,,0.5,0.5,,4.36,downtrend,0.0136,-0.033,0.065,0.0864,-0.0806
AGHA,2024-11-28,pivot,9.66,1.17,,0.695,0.695,,1.16,downtrend,0.075,0.0819,-0.0178,0.1292,-0.0316
AGHA,2024-12-06,pivot,10.69,0.41,,0.533,0.533,,0.59,downtrend,-0.0018,-0.0767,-0.0146,0.0658,-0.1032
AGHA,2024-12-09,pivot,10.66,0.53,,0.907,0.907,,0.69,downtrend,-0.0063,-0.0745,-0.0458,0.0476,-0.1185
AGHA,2024-12-13,pivot,10.83,0.15,,0.5,0.5,,0.33,downtrend,-0.0851,-0.0543,-0.0733,0.0561,-0.1113
AGHA,2024-12-16,pivot,10.81,0.09,,0.771,0.771,,0.86,downtrend,-0.0753,-0.0637,-0.0583,0.0466,-0.1193
AGHA,2024-12-17,pivot,10.86,0.4,,0.484,0.484,,0.46,downtrend,-0.0889,-0.0018,-0.0377,0.0485,-0.1177
AGHA,2025-01-27,pivot,10.32,2.97,,0.444,0.444,,0.24,downtrend,-0.0711,-0.0455,-0.0673,-0.0161,-0.0806
AGHA,2025-02-10,pivot,9.77,0.0,,0.5,0.5,,0.85,downtrend,-0.0191,0.0131,-0.0886,0.0272,-0.1229
AGHA,2025-03-05,pivot,8.88,0.41,,0.435,0.435,,0.76,downtrend,-0.0099,-0.0209,-0.0221,0.0695,-0.0937
AGHA,2025-03-14,pivot,8.89,0.98,,0.421,0.421,,1.08,downtrend,0.0434,-0.0044,-0.0133,0.079,-0.0857
AGHA,2025-03-17,pivot,8.79,1.59,,0.679,0.679,,2.28,downtrend,0.0291,0.0269,-0.0045,0.0862,-0.0795
AGHA,2025-04-07,pivot,8.9,7.64,,0.614,0.614,,1.56,downtrend,-0.0253,-0.022,-0.1198,0.0209,-0.1538
AGHA,2025-04-22,pivot,8.82,1.13,,0.784,0.784,,0.99,downtrend,-0.1127,-0.1853,-0.0888,0.0022,-0.3478
AGHA,2025-05-05,pivot,7.77,0.9,,0.951,0.951,,0.31,downtrend,-0.0974,0.0715,0.1159,0.1282,-0.2577
AGHA,2025-05-29,pivot,8.25,1.13,,0.694,0.694,,0.48,neutral,0.0266,0.022,-0.0069,0.0855,-0.0983
AGHA,2025-06-03,pivot,8.39,0.44,,0.875,0.875,,1.9,uptrend,-0.0284,-0.0634,-0.0262,0.0262,-0.1475
AGHA,2025-07-03,pivot,8.68,0.12,,0.522,0.522,,1.75,uptrend,0.0099,-0.012,0.0044,0.1358,-0.0679
AGHA,2025-07-08,pivot,8.72,0.04,,0.5,0.5,,0.88,uptrend,0.01,-0.0189,0.0133,0.1522,-0.0544
AGHA,2025-07-11,pivot,9.02,0.11,,0.608,0.608,,4.13,uptrend,-0.1046,-0.079,-0.079,0.0636,-0.1272
AGHA,2025-07-16,pivot,8.92,0.75,,0.545,0.545,,0.44,uptrend,-0.056,0.0054,-0.0323,0.1163,-0.084
AGHA,2025-07-21,pivot,8.54,0.35,,0.604,0.604,,0.52,uptrend,0.1034,0.02,0.02,0.1535,-0.0378
AGHA,2025-07-25,pivot,8.66,0.15,,0.786,0.786,,0.58,uptrend,-0.0066,-0.0099,-0.0132,0.1433,-0.0298
AGHA,2025-08-08,pivot,8.92,0.45,,0.455,0.455,,0.41,uptrend,-0.0044,-0.0165,0.0099,0.056,-0.033
AGHA,2025-08-28,pivot,8.88,0.19,,0.5,0.5,,1.07,uptrend,-0.012,0.062,0.0891,0.1793,-0.0272
AGHA,2025-09-10,pivot,9.0,0.0,,0.429,0.429,,0.5,neutral,0.1007,0.1116,0.0153,0.1871,-0.0131
AGHA,2025-10-07,pivot,9.21,2.03,,0.655,0.655,,0.22,neutral,-0.0677,-0.0719,-0.1521,-0.0115,-0.1823
AGHA,2025-10-22,pivot,8.79,0.46,,0.543,0.543,,1.8,downtrend,-0.1187,-0.1154,-0.0407,0.0297,-0.1374
AGHA,2025-11-20,pivot,8.6,1.59,,0.441,0.441,,0.55,downtrend,-0.0818,-0.075,-0.0239,0.0136,-0.1068
AGHA,2025-12-09,pivot,8.03,0.21,,0.595,0.595,,0.95,downtrend,0.0308,-0.0107,0.0214,0.0581,-0.0498
AGHA,2025-12-17,pivot,8.55,0.58,,0.462,0.462,,1.47,uptrend,-0.072,-0.0259,0.0169,0.081,-0.099
AGHA,2025-12-22,pivot,8.26,0.12,,0.514,0.514,,0.88,neutral,-0.0512,,0.0326,0.1174,-0.0686
AGHA,2026-01-05,pivot,8.42,4.83,,0.579,0.579,,0.51,neutral,0.0664,0.0478,-0.0385,0.12,-0.0548
AGHA,2026-01-12,pivot,8.95,0.3,,0.5,0.5,,1.24,uptrend,-0.0416,-0.0896,-0.0512,-0.0032,-0.1354
AGHA,2026-02-20,pivot,7.54,3.09,,0.638,0.638,,0.39,downtrend,-0.1103,-0.1584,-0.1762,-0.0051,-0.2586
