n_hi,n_lo,hit_hi,hit_lo,hit_delta,cliffs_delta,mwu_one_p,mwu_two_p,insufficient_n_flag,cell
512,63012,10.9375,14.492477623309846,-3.5549776233098456,-0.21121975030549733,0.9999999999999999,1.6571915836477014e-16,False,stealth_runaway_bull
2540,191843,18.031496062992126,12.20477161011869,5.826724452873435,0.041900137255443504,0.00013975366393599595,0.0002795073278719919,False,stealth_non_runaway_bull
16993,16760,12.681692461601838,16.855608591885442,-4.1739161302836045,0.07425062502923074,1.666691195082763e-32,3.333382390165526e-32,False,tightness_runaway_bull
52179,51395,9.668640640870848,16.46852806693258,-6.7998874260617335,-0.07776416913661643,1.0,3.681233294523188e-104,False,tightness_non_runaway_bull
16936,16937,18.587623996221065,12.032827537344277,6.554796458876789,-0.011927391512222552,0.9713531655524181,0.0572938144393091,False,roc10_runaway_bull
52978,52978,15.744271206916077,14.870323530522104,0.8739476763939731,0.005279220928466444,0.06834913056071575,0.1366982611214315,False,roc10_non_runaway_bull
