symbol,start,end,outcome,direction,breakout_idx,entry_price,stop_price,target_price,exit_bar,exit_type,realized_R
MWMP,760,840,up,up,841,0.07,0.06860000000000001,0.0728,842,stop,-1.0
NATF,680,760,down,down,762,32.01,32.6502,30.729599999999998,763,target,2.0
NATF,1120,1200,up,up,1213,32.2841,31.638418,33.575464000000004,1218,stop,-1.0
NATF,2000,2080,whipsaw,up,2081,358.39,351.2222,372.7256,2083,stop,-1.0
NATF,3440,3520,down,down,3521,162.28,165.5256,155.7888,3527,stop,-1.0
NBP,1320,1400,up,up,1401,39.3505,38.563489999999994,40.92452,1403,stop,-1.0
NBP,1760,1840,down,down,1842,33.9481,34.627061999999995,32.59017599999999,1843,stop,-1.0
NBP,3160,3240,sequential,up,3242,52.26,51.2148,54.3504,3243,stop,-1.0
NBP,4840,4920,up,up,4921,64.69,63.39619999999999,67.2776,4923,target,2.0
NCL,360,440,down,down,444,46.9,47.838,45.023999999999994,447,stop,-1.0
NCL,1280,1360,whipsaw,up,1361,16.51,16.1798,17.1704,1362,target,2.0
NCL,2640,2720,up,up,2740,34.47,33.7806,35.8488,2745,stop,-1.0
NCL,3360,3440,down,down,3476,50.79,51.8058,48.758399999999995,3479,target,2.0
NCPL,0,80,down,down,81,9.15,9.333,8.784,82,target,2.0
NCPL,1240,1320,whipsaw,down,1333,49.04,50.0208,47.078399999999995,1334,stop,-1.0
NESTLE,2720,2800,up,up,2828,6290.0,6164.2,6541.6,2829,stop,-1.0
NETSOL,1200,1280,up,up,1281,25.39,24.8822,26.4056,1282,stop,-1.0
NICL,2560,2640,down,down,2643,25.69,26.2038,24.6624,2644,target,2.0
NML,3400,3480,down,down,3481,122.55,125.001,117.648,3484,stop,-1.0
NRL,2360,2440,sequential,up,2441,207.33,203.1834,215.62320000000003,2442,stop,-1.0
NRSL,4720,4800,sequential,down,4806,21.26,21.685200000000002,20.4096,4808,stop,-1.0
OBOY,440,520,down,down,527,5.94,6.058800000000001,5.7024,528,stop,-1.0
OGDC,360,440,up,up,441,135.85,133.13299999999998,141.284,445,target,2.0
OGDC,480,560,up,up,562,124.55,122.059,129.532,564,stop,-1.0
OGDC,520,600,down,down,607,120.5,122.91,115.67999999999999,623,stop,-1.0
OGDC,2400,2480,down,down,2482,197.74,201.69480000000001,189.8304,2484,target,2.0
OGDC,3760,3840,down,down,3841,108.86,111.0372,104.5056,3842,stop,-1.0
PABC,480,560,up,up,561,54.13,53.0474,56.2952,562,target,2.0
PACE,2240,2320,up,up,2333,7.17,7.0266,7.4568,2338,stop,-1.0
PAEL,1000,1080,down,down,1085,13.4691,13.738482,12.930335999999999,1086,stop,-1.0
PAEL,2160,2240,up,up,2243,22.1,21.658,22.984,2244,target,2.0
PAEL,2680,2760,up,up,2761,65.59,64.2782,68.2136,2766,stop,-1.0
PAEL,4200,4280,sequential,down,4293,14.5,14.790000000000001,13.92,4294,stop,-1.0
PAEL,4240,4320,sequential,down,4334,15.68,15.9936,15.0528,4336,target,2.0
PAEL,4640,4720,up,up,4728,23.92,23.4416,24.876800000000003,4729,stop,-1.0
PAEL,4760,4840,up,up,4859,26.23,25.7054,27.279200000000003,4860,stop,-1.0
PAEL,4800,4880,up,up,4881,32.38,31.732400000000002,33.675200000000004,4882,target,2.0
PAEL,4960,5040,up,up,5044,42.49,41.6402,44.189600000000006,5047,stop,-1.0
PAKD,40,120,up,up,121,55.3,54.193999999999996,57.512,124,target,2.0
PAKD,600,680,down,down,700,111.0,113.22,106.56,701,stop,-1.0
PAKD,2960,3040,down,down,3041,69.99,71.3898,67.1904,3043,stop,-1.0
PAKOXY,2080,2160,up,up,2163,117.9081,115.549938,122.624424,2165,target,2.0
PAKOXY,3000,3080,down,down,3090,163.3546,166.621692,156.820416,3091,stop,-1.0
PAKOXY,3800,3880,up,up,3887,156.05,152.929,162.29200000000003,3888,stop,-1.0
PAKOXY,4400,4480,up,up,4481,86.01,84.2898,89.4504,4482,stop,-1.0
PAKRI,2280,2360,up,up,2364,26.47,25.9406,27.5288,2366,stop,-1.0
PAKRI,3680,3760,up,up,3762,24.99,24.490199999999998,25.9896,3766,stop,-1.0
PCAL,1720,1800,sequential,down,1808,67.01,68.3502,64.3296,1809,stop,-1.0
PECO,0,80,up,up,82,80.4,78.792,83.61600000000001,83,target,2.0
PECO,1560,1640,sequential,up,1649,236.95,232.21099999999998,246.428,1651,target,2.0
PIBTL,1640,1720,down,down,1725,12.64,12.892800000000001,12.1344,1729,stop,-1.0
PICT,680,760,sequential,up,761,77.35,75.803,80.444,762,target,2.0
PICT,2600,2680,up,up,2681,368.2,360.83599999999996,382.928,2684,stop,-1.0
PICT,4680,4760,up,up,4771,44.07,43.1886,45.8328,4772,stop,-1.0
PICT,4720,4800,down,down,4801,39.05,39.830999999999996,37.48799999999999,4802,stop,-1.0
PIL,1040,1120,up,up,1132,3.0552,2.994096,3.1774080000000002,1133,stop,-1.0
PIL,3080,3160,up,up,3170,0.7248,0.7103039999999999,0.753792,3171,stop,-1.0
PIOC,2560,2640,up,up,2641,87.64,85.88719999999999,91.1456,2642,stop,-1.0
PIOC,3880,3960,up,up,3965,135.35,132.643,140.764,3967,stop,-1.0
PIOC,4480,4560,up,up,4561,99.57,97.5786,103.55279999999999,4562,target,2.0
PKGI,640,720,up,up,733,1.1105,1.08829,1.1549200000000002,734,stop,-1.0
PKGI,1320,1400,sequential,down,1402,1.2685,1.29387,1.21776,1403,stop,-1.0
PKGP,1440,1520,up,up,1521,14.6209,14.328482000000001,15.205736000000002,1522,stop,-1.0
PKGP,1960,2040,up,up,2041,11.1323,10.909654,11.577592000000001,2042,stop,-1.0
PKGP,2960,3040,up,up,3051,51.63,50.5974,53.69520000000001,3052,stop,-1.0
PKGP,3080,3160,sequential,down,3161,80.95,82.569,77.712,3162,stop,-1.0
PKGS,1000,1080,sequential,up,1092,175.78,172.2644,182.8112,1093,target,2.0
PKGS,1320,1400,up,up,1401,132.55,129.899,137.852,1404,stop,-1.0
PKGS,3480,3560,up,up,3570,306.76,300.6248,319.0304,3571,target,2.0
PKGS,4040,4120,down,down,4130,472.19,481.6338,453.3024,4132,target,2.0
PNSC,920,1000,sequential,down,1001,25.5076,26.017752,24.487296,1003,stop,-1.0
PNSC,1240,1320,sequential,up,1326,26.2629,25.737641999999997,27.313416,1327,stop,-1.0
PNSC,1280,1360,sequential,down,1361,22.6411,23.093922000000003,21.735456,1362,target,2.0
PNSC,4640,4720,up,up,4746,225.7073,221.193154,234.73559200000003,4747,stop,-1.0
POL,360,440,up,up,446,354.6,347.50800000000004,368.78400000000005,448,stop,-1.0
POL,400,480,sequential,down,493,344.75,351.645,330.96,495,stop,-1.0
POL,1640,1720,sequential,up,1721,379.17,371.58660000000003,394.33680000000004,1726,target,2.0
POL,1720,1800,up,up,1809,375.35,367.843,390.36400000000003,1820,target,2.0
POL,2440,2520,sequential,up,2525,388.12,380.3576,403.64480000000003,2531,target,2.0
POWER,160,240,sequential,down,241,16.6368,16.969536,15.971328,243,stop,-1.0
POWER,4560,4640,up,up,4659,5.52,5.409599999999999,5.7408,4660,target,2.0
POWER,4920,5000,up,up,5001,15.65,15.337,16.276,5003,target,2.0
POWERPS,40,120,up,up,130,11.0,10.78,11.440000000000001,136,stop,-1.0
POWERPS,400,480,up,up,481,30.3,29.694,31.512,482,stop,-1.0
PPL,400,480,sequential,down,483,230.5,235.11,221.28,484,stop,-1.0
PPL,520,600,down,down,613,262.45,267.699,251.95199999999997,614,stop,-1.0
PPL,2760,2840,down,down,2856,156.48,159.6096,150.2208,2862,stop,-1.0
PPL,3000,3080,up,up,3087,178.83,175.2534,185.9832,3093,stop,-1.0
PPP,80,160,whipsaw,down,162,35.223,35.927459999999996,33.81408,163,stop,-1.0
PPP,320,400,down,down,411,25.2687,25.774074,24.257952,412,target,2.0
PPVC,960,1040,up,up,1042,1.3813,1.353674,1.436552,1045,stop,-1.0
PRL,1680,1760,down,down,1765,46.9895,47.92929,45.109919999999995,1770,target,2.0
PRL,2480,2560,down,down,2561,35.8182,36.534563999999996,34.38547199999999,2562,stop,-1.0
PRL,2640,2720,up,up,2721,37.0482,36.307236,38.530128000000005,2723,stop,-1.0
PRL,2760,2840,down,down,2849,31.5287,32.159274,30.267552,2852,stop,-1.0
PRL,2840,2920,down,down,2921,33.6696,34.342992,32.322816,2922,stop,-1.0
PRL,3920,4000,down,down,4005,25.02,25.5204,24.019199999999998,4012,target,2.0
PRL,4120,4200,up,up,4204,14.09,13.8082,14.6536,4205,target,2.0
PSEL,920,1000,up,up,1002,551.25,540.225,573.3000000000001,1003,target,2.0
PSO,1160,1240,down,down,1265,303.54,309.61080000000004,291.3984,1271,target,2.0
PSO,1200,1280,down,down,1281,255.0,260.1,244.79999999999998,1283,stop,-1.0
PSO,1480,1560,down,down,1561,268.06,273.4212,257.3376,1571,target,2.0
PSO,1600,1680,up,up,1685,237.62,232.8676,247.12480000000002,1689,target,2.0
PTC,2680,2760,sequential,up,2767,16.21,15.8858,16.858400000000003,2768,stop,-1.0
QUET,1280,1360,up,up,1361,18.66,18.2868,19.4064,1362,target,2.0
QUICE,3400,3480,down,down,3483,3.21,3.2742,3.0816,3489,target,2.0
QUICE,3640,3720,down,down,3746,4.58,4.6716,4.3968,3747,stop,-1.0
QUICE,4760,4840,up,up,4843,8.43,8.2614,8.7672,4844,stop,-1.0
REDCO,2040,2120,down,down,2129,3.05,3.1109999999999998,2.928,2130,stop,-1.0
RICL,840,920,sequential,down,922,7.58,7.7316,7.2768,923,stop,-1.0
RMPL,2400,2480,down,down,2485,8800.0,8976.0,8448.0,2486,stop,-1.0
SARC,1320,1400,sequential,down,1401,14.75,15.045,14.16,1402,stop,-1.0
SAZEW,2000,2080,up,up,2085,24.4019,23.913862,25.377976000000004,2086,target,2.0
SBL,2880,2960,up,up,2975,8.16,7.9968,8.4864,2977,stop,-1.0
SCL,1800,1880,sequential,down,1894,195.858,199.77516,188.02367999999998,1895,stop,-1.0
SEARL,1040,1120,down,down,1122,23.4085,23.87667,22.47216,1123,stop,-1.0
SEARL,1280,1360,up,up,1361,28.1809,27.617282,29.308136,1362,stop,-1.0
SEARL,1560,1640,up,up,1651,20.4135,20.005229999999997,21.23004,1655,target,2.0
SEARL,4160,4240,down,down,4248,83.5,85.17,80.16,4250,stop,-1.0
SEARL,4640,4720,sequential,down,4729,56.09,57.211800000000004,53.8464,4731,stop,-1.0
SEL,880,960,up,up,970,19.76,19.364800000000002,20.550400000000003,974,stop,-1.0
SEPL,320,400,up,up,401,58.17,57.0066,60.4968,402,stop,-1.0
SEPL,3760,3840,up,up,3871,117.38,115.0324,122.0752,3873,stop,-1.0
SEPL,4200,4280,down,down,4282,135.16,137.8632,129.7536,4284,stop,-1.0
SHEL,480,560,up,up,561,213.8553,209.578194,222.409512,568,stop,-1.0
SHEL,960,1040,up,up,1042,171.2073,167.783154,178.05559200000002,1045,stop,-1.0
SHEL,3360,3440,down,down,3441,191.7087,195.54287399999998,184.04035199999998,3442,stop,-1.0
SHEZ,600,680,down,down,681,118.86,121.2372,114.1056,683,stop,-1.0
SHEZ,3040,3120,up,up,3121,175.74,172.2252,182.76960000000003,3122,target,2.0
SHEZ,3320,3400,up,up,3406,239.36,234.5728,248.9344,3407,stop,-1.0
SHFA,40,120,sequential,down,133,14.5,14.790000000000001,13.92,135,stop,-1.0
SHFA,720,800,down,down,803,19.25,19.635,18.48,804,stop,-1.0
SHFA,1120,1200,up,up,1208,32.9,32.242,34.216,1209,stop,-1.0
SHFA,4280,4360,sequential,up,4361,550.02,539.0196,572.0208,4363,target,2.0
SHNI,1080,1160,down,down,1165,6.0005,6.1205099999999995,5.760479999999999,1166,stop,-1.0
SILK,1320,1400,up,up,1417,2.1274,2.084852,2.2124960000000002,1418,stop,-1.0
SILK,1760,1840,sequential,up,1841,1.7971,1.7611579999999998,1.868984,1843,stop,-1.0
SILK,1800,1880,sequential,up,1887,1.728,1.69344,1.79712,1889,stop,-1.0
SITC,520,600,up,up,627,330.65,324.037,343.876,628,stop,-1.0
SITC,800,880,up,up,881,178.99,175.4102,186.14960000000002,882,stop,-1.0
SITC,3800,3880,sequential,down,3884,218.68,223.05360000000002,209.9328,3885,stop,-1.0
SMCPL,1160,1240,down,down,1241,9.8,9.996,9.408,1243,stop,-1.0
SMCPL,2520,2600,sequential,up,2601,16.65,16.316999999999997,17.316,2602,stop,-1.0
SMCPL,2640,2720,up,up,2737,13.5,13.23,14.040000000000001,2738,stop,-1.0
SMCPL,3080,3160,up,up,3161,46.34,45.4132,48.1936,3162,target,2.0
SNBL,1920,2000,up,up,2001,5.3814,5.273772,5.596656,2003,target,2.0
SNBL,4280,4360,down,down,4361,6.7381,6.8728620000000005,6.468576,4362,stop,-1.0
SNGP,560,640,down,down,642,66.25,67.575,63.599999999999994,643,stop,-1.0
SPEL,680,760,down,down,769,26.0184,26.538768,24.977663999999997,770,stop,-1.0
SPWL,920,1000,down,down,1023,13.9048,14.182896,13.348607999999999,1024,stop,-1.0
SSGC,400,480,sequential,down,481,25.75,26.265,24.72,483,target,2.0
SSGC,520,600,up,up,618,28.6,28.028000000000002,29.744000000000003,619,target,2.0
SSGC,680,760,sequential,up,761,28.95,28.371,30.108,771,stop,-1.0
SSGC,920,1000,down,down,1011,13.5,13.77,12.959999999999999,1012,stop,-1.0
SSGC,2080,2160,up,up,2163,25.29,24.7842,26.3016,2164,stop,-1.0
SSGC,3000,3080,down,down,3088,34.86,35.5572,33.465599999999995,3089,target,2.0
SSGC,3840,3920,down,down,3922,13.96,14.2392,13.4016,3923,stop,-1.0
SSGC,4760,4840,up,up,4841,16.68,16.3464,17.3472,4842,target,2.0
SSGC,5080,5160,down,down,5161,32.59,33.241800000000005,31.2864,5162,target,2.0
STCL,3480,3560,down,down,3566,14.36,14.6472,13.785599999999999,3567,stop,-1.0
STCL,3640,3720,up,up,3722,8.79,8.614199999999999,9.141599999999999,3723,stop,-1.0
STPL,120,200,down,down,202,22.3392,22.785984000000003,21.445632,207,target,2.0
SYS,120,200,down,down,201,31.7097,32.343894,30.441312,202,target,2.0
SYS,2280,2360,up,up,2384,416.97,408.6306,433.64880000000005,2391,target,2.0
TELE,360,440,down,down,444,10.85,11.067,10.415999999999999,446,stop,-1.0
TELE,3200,3280,sequential,down,3283,1.91,1.9482,1.8336,3285,target,2.0
TGL,3360,3440,up,up,3443,90.12,88.3176,93.7248,3448,stop,-1.0
TGL,3560,3640,sequential,down,3658,91.09,92.9118,87.4464,3660,target,2.0
TGL,4280,4360,sequential,down,4363,111.33,113.5566,106.87679999999999,4364,stop,-1.0
THALL,2400,2480,up,up,2484,295.05,289.149,306.85200000000003,2485,stop,-1.0
THCCL,880,960,up,up,964,26.5,25.97,27.560000000000002,965,stop,-1.0
THCCL,920,1000,sequential,down,1005,24.0,24.48,23.04,1006,stop,-1.0
THCCL,960,1040,up,up,1041,30.4,29.791999999999998,31.616,1042,stop,-1.0
TOWL,360,440,sequential,down,441,105.11,107.2122,100.90559999999999,442,stop,-1.0
TOWL,1840,1920,whipsaw,up,1930,180.35,176.743,187.564,1931,stop,-1.0
TPLP,400,480,down,down,481,7.15,7.293,6.864,483,stop,-1.0
TPLP,720,800,sequential,down,808,8.61,8.7822,8.2656,809,target,2.0
TREET,3720,3800,up,up,3801,17.2,16.855999999999998,17.887999999999998,3802,target,2.0
TRG,960,1040,down,down,1041,1.54,1.5708,1.4784,1042,stop,-1.0
TRG,2320,2400,up,up,2408,12.33,12.0834,12.8232,2410,target,2.0
TRG,3400,3480,down,down,3487,22.12,22.5624,21.2352,3489,target,2.0
TRIPF,3640,3720,sequential,down,3723,159.5,162.69,153.12,3724,stop,-1.0
TSPL,3400,3480,down,down,3489,2.91,2.9682000000000004,2.7936,3490,stop,-1.0
UBDL,1000,1080,sequential,up,1081,35.8,35.083999999999996,37.232,1082,stop,-1.0
UBL,1600,1680,up,up,1684,40.7806,39.964988,42.411824,1686,target,2.0
UBL,2000,2080,down,down,2088,66.5825,67.91414999999999,63.9192,2090,stop,-1.0
UBL,2360,2440,sequential,up,2441,92.6991,90.845118,96.407064,2444,stop,-1.0
UBL,4520,4600,up,up,4601,102.7232,100.66873600000001,106.83212800000001,4602,stop,-1.0
UDPL,2880,2960,up,up,2964,117.84,115.4832,122.5536,2968,target,2.0
UNIC,2480,2560,sequential,down,2575,7.62,7.7724,7.3152,2576,stop,-1.0
UNIC,2520,2600,up,up,2601,8.99,8.8102,9.3496,2602,stop,-1.0
UNIC,2680,2760,sequential,up,2772,8.44,8.271199999999999,8.7776,2773,stop,-1.0
UNIC,3120,3200,down,down,3201,7.36,7.5072,7.0656,3204,stop,-1.0
UNIC,3640,3720,sequential,up,3723,16.5,16.169999999999998,17.16,3724,stop,-1.0
UPFL,400,480,up,up,490,1776.23,1740.7054,1847.2792000000002,493,stop,-1.0
UVIC,1280,1360,whipsaw,up,1361,3.7722,3.696756,3.9230880000000004,1362,stop,-1.0
WAHN,1080,1160,down,down,1172,34.76,35.4552,33.3696,1173,stop,-1.0
WAVES,920,1000,up,up,1002,19.88,19.4824,20.6752,1003,stop,-1.0
WAVES,3840,3920,up,up,3925,7.57,7.4186000000000005,7.872800000000001,3927,stop,-1.0
WTL,2440,2520,up,up,2527,1.57,1.5386,1.6328,2528,stop,-1.0
ZAHID,560,640,sequential,down,643,14.0,14.280000000000001,13.44,645,stop,-1.0
ZIL,2360,2440,down,down,2441,106.14,108.2628,101.89439999999999,2442,target,2.0
ZIL,2920,3000,sequential,down,3014,212.0,216.24,203.51999999999998,3016,stop,-1.0
