sector,symbol,start,end,kind,outcome,horizon,excluded_insufficient_data,raw_pct_move,pct_of_measured_move,height_pct_of_price
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,20,False,-4.978586723768736,-36381.701412397066,0.01368431527523966
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,30,False,-10.224839400428266,-74719.40827707357,0.01368431527523966
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,60,False,-13.383297644539615,-97800.27261397064,0.01368431527523966
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,90,False,-30.567451820128476,-223375.82265030892,0.01368431527523966
ENGINEERING,CSAP,4920,5000,descending,up,10,False,0.4905660377358453,19.442447379026266,2.5231701964900175
ENGINEERING,CSAP,4920,5000,descending,up,20,False,-5.471698113207545,-216.85806691990987,2.5231701964900175
ENGINEERING,CSAP,4920,5000,descending,up,30,False,-9.632075471698107,-381.7449764228069,2.5231701964900175
ENGINEERING,CSAP,4920,5000,descending,up,60,False,-8.500000000000005,-336.87779016351556,2.5231701964900175
ENGINEERING,CSAP,4920,5000,descending,up,90,False,15.037735849056602,595.985790810925,2.5231701964900175
INSURANCE,CYAN,640,720,descending,up,10,False,42.06839476250997,1633.1080389018655,2.5759713234157857
INSURANCE,CYAN,640,720,descending,up,20,False,68.46471393806834,2657.8212775786214,2.5759713234157857
INSURANCE,CYAN,640,720,descending,up,30,False,62.04396102424652,2408.565672306285,2.5759713234157857
INSURANCE,CYAN,640,720,descending,up,60,False,78.11998147765003,3032.641736634765,2.5759713234157857
INSURANCE,CYAN,640,720,descending,up,90,False,67.49032010167588,2619.9950088024448,2.5759713234157857
INSURANCE,CYAN,1840,1920,symmetrical,sequential,10,False,9.072686885048697,3263.189998531752,0.27803121758557986
INSURANCE,CYAN,1840,1920,symmetrical,sequential,20,False,59.227976122902994,21302.635235437985,0.27803121758557986
INSURANCE,CYAN,1840,1920,symmetrical,sequential,30,False,40.61597217162636,14608.421501849696,0.27803121758557986
INSURANCE,CYAN,1840,1920,symmetrical,sequential,60,False,34.02486322178148,12237.785208888781,0.27803121758557986
INSURANCE,CYAN,1840,1920,symmetrical,sequential,90,False,39.83656083051361,14328.089189571545,0.27803121758557986
INSURANCE,CYAN,4120,4200,descending,up,10,False,2.0408163265306056,117.29756937980899,1.7398624177134066
INSURANCE,CYAN,4120,4200,descending,up,20,False,14.119117034568918,811.507673872558,1.7398624177134066
INSURANCE,CYAN,4120,4200,descending,up,30,False,17.492711370262388,1005.407737541223,1.7398624177134066
INSURANCE,CYAN,4120,4200,descending,up,60,False,49.937526030820486,2870.1997078855393,1.7398624177134066
INSURANCE,CYAN,4120,4200,descending,up,90,False,32.528113286130775,1869.5796262373697,1.7398624177134066
CHEMICAL,DAAG,840,920,symmetrical,up,10,False,-7.35449735449734,-10068.143435114313,0.07304720479892367
CHEMICAL,DAAG,840,920,symmetrical,up,20,False,0.31746031746032954,434.59611950135456,0.07304720479892367
CHEMICAL,DAAG,840,920,symmetrical,up,30,False,-9.25925925925926,-12675.720152122361,0.07304720479892367
CHEMICAL,DAAG,840,920,symmetrical,up,60,False,-18.095238095238088,-24771.97881157626,0.07304720479892367
CHEMICAL,DAAG,840,920,symmetrical,up,90,False,-18.042328042328034,-24699.546124992703,0.07304720479892367
CHEMICAL,DAAG,2240,2320,descending,down,10,False,0.010637166258914067,0.14028502028744952,7.582538917639316
CHEMICAL,DAAG,2240,2320,descending,down,20,False,4.818636315285609,63.54911419018213,7.582538917639316
CHEMICAL,DAAG,2240,2320,descending,down,30,False,1.0743537921497766,14.168787049025225,7.582538917639316
CHEMICAL,DAAG,2240,2320,descending,down,60,False,6.105733432613561,80.52360164495495,7.582538917639316
CHEMICAL,DAAG,2240,2320,descending,down,90,False,38.43208169343687,506.8497782982958,7.582538917639316
CEMENT,DBCI,1840,1920,symmetrical,sequential,10,False,-59.64125560538117,-792.5024844496035,7.525686893814887
CEMENT,DBCI,1840,1920,symmetrical,sequential,20,False,-104.93273542600899,-1394.3276794075732,7.525686893814887
CEMENT,DBCI,1840,1920,symmetrical,sequential,30,False,-89.68609865470854,-1191.7330593227123,7.525686893814887
CEMENT,DBCI,1840,1920,symmetrical,sequential,60,False,-110.31390134529151,-1465.831662966936,7.525686893814887
CEMENT,DBCI,1840,1920,symmetrical,sequential,90,False,-73.54260089686099,-977.2211086446239,7.525686893814887
CEMENT,DCL,680,760,symmetrical,up,10,False,-2.5641025641025665,-37.162543551755654,6.899696089239918
CEMENT,DCL,680,760,symmetrical,up,20,False,-2.5641025641025665,-37.162543551755654,6.899696089239918
CEMENT,DCL,680,760,symmetrical,up,30,False,7.05128205128205,102.19699476732794,6.899696089239918
CEMENT,DCL,680,760,symmetrical,up,60,False,-12.179487179487182,-176.52208187083923,6.899696089239918
CEMENT,DCL,680,760,symmetrical,up,90,False,-21.41025641025641,-310.3072386571594,6.899696089239918
CEMENT,DCL,1560,1640,ascending,down,10,False,13.076923076923089,47.09946800319808,27.76448149273184
CEMENT,DCL,1560,1640,ascending,down,20,False,6.923076923076929,24.93501247228134,27.76448149273184
CEMENT,DCL,1560,1640,ascending,down,30,False,-15.38461538461538,-55.41113882729181,27.76448149273184
CEMENT,DCL,1560,1640,ascending,down,60,False,-60.76923076923075,-218.8739983678026,27.76448149273184
CEMENT,DCL,1560,1640,ascending,down,90,False,-365.38461538461536,-1316.0145471481806,27.76448149273184
CEMENT,DCL,2520,2600,ascending,down,10,False,5.206220419202161,164.2582263768464,3.169534052594654
CEMENT,DCL,2520,2600,ascending,down,20,False,16.835699797160235,531.172706075776,3.169534052594654
CEMENT,DCL,2520,2600,ascending,down,30,False,9.46585530764029,298.65132068517516,3.169534052594654
CEMENT,DCL,2520,2600,ascending,down,60,False,16.970926301555103,535.4391535141359,3.169534052594654
CEMENT,DCL,2520,2600,ascending,down,90,False,17.917511832319125,565.3042855826533,3.169534052594654
CEMENT,DCL,4760,4840,ascending,up,10,False,10.60606060606061,63.41203817041367,16.725626414274615
CEMENT,DCL,4760,4840,ascending,up,20,False,-0.9740259740259725,-5.8235545258543056,16.725626414274615
CEMENT,DCL,4760,4840,ascending,up,30,False,-4.329004329004333,-25.88246455935253,16.725626414274615
CEMENT,DCL,4760,4840,ascending,up,60,False,-2.8138528138528116,-16.823601963579115,16.725626414274615
CEMENT,DCL,4760,4840,ascending,up,90,False,7.359307359307356,44.000189750899246,16.725626414274615
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,10,False,-0.8563273073263546,-38.289935353673776,2.2364292324254165
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,20,False,-2.0932445290199873,-93.59761975342519,2.2364292324254165
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,30,False,-1.8078020932445242,-80.83430796886677,2.2364292324254165
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,60,False,1.9029495718363396,85.088745230386,2.2364292324254165
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,90,False,8.563273073263563,382.89935353673854,2.2364292324254165
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,10,False,1.1730205278592385,17.753647461827438,6.607208633501252
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,20,False,1.1730205278592385,17.753647461827438,6.607208633501252
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,30,False,17.155425219941346,259.64709412922605,6.607208633501252
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,60,False,26.24633431085044,397.2378619583886,6.607208633501252
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,90,False,-2.63929618768328,-39.94570678911164,6.607208633501252
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,10,False,5.641025641025642,44.081458514803664,12.796821682139313
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,20,False,11.62393162393162,90.834520575959,12.796821682139313
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,30,False,14.87179487179486,116.21475426630043,12.796821682139313
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,60,False,-36.752136752136764,-287.1973812328117,12.796821682139313
AUTOMOBILE ASSEMBLER,DFML,3880,3960,descending,down,90,False,-97.60683760683763,-762.742812483421,12.796821682139313
CEMENT,DGKC,680,760,descending,up,10,False,14.736842105263156,560.2132657811966,2.6305771400670386
CEMENT,DGKC,680,760,descending,up,20,False,14.368421052631586,546.207934136667,2.6305771400670386
CEMENT,DGKC,680,760,descending,up,30,False,18.631578947368425,708.269628880513,2.6305771400670386
CEMENT,DGKC,680,760,descending,up,60,False,-2.3263157894736777,-88.43366552688863,2.6305771400670386
CEMENT,DGKC,680,760,descending,up,90,False,-37.28421052631579,-1417.3395624264276,2.6305771400670386
CEMENT,DGKC,1480,1560,symmetrical,down,10,False,3.522415370539797,95.67279754181841,3.6817313395692803
CEMENT,DGKC,1480,1560,symmetrical,down,20,False,5.8554437328453846,159.0404946149711,3.6817313395692803
CEMENT,DGKC,1480,1560,symmetrical,down,30,False,6.1299176578225065,166.4955178000477,3.6817313395692803
CEMENT,DGKC,1480,1560,symmetrical,down,60,False,4.025617566331194,109.34034004779241,3.6817313395692803
CEMENT,DGKC,1480,1560,symmetrical,down,90,False,13.540713632204945,367.7811437971204,3.6817313395692803
CEMENT,DGKC,2920,3000,ascending,down,10,False,2.8775079197465647,69.21898753621737,4.157107785260467
CEMENT,DGKC,2920,3000,ascending,down,20,False,8.430130235832452,202.7883488064107,4.157107785260467
CEMENT,DGKC,2920,3000,ascending,down,30,False,13.608764519535377,327.3613584855055,4.157107785260467
CEMENT,DGKC,2920,3000,ascending,down,60,False,31.590989088349176,759.9271108716229,4.157107785260467
CEMENT,DGKC,2920,3000,ascending,down,90,False,37.2580077437522,896.2482973343874,4.157107785260467
CEMENT,DNCC,240,320,ascending,down,10,False,5.17336268574573,40.10679541764497,12.898967947635406
CEMENT,DNCC,240,320,ascending,down,20,False,-2.5316455696202493,-19.626729672464545,12.898967947635406
CEMENT,DNCC,240,320,ascending,down,30,False,6.053935057787567,46.93348399937186,12.898967947635406
CEMENT,DNCC,240,320,ascending,down,60,False,-51.67859108420474,-400.6412861400921,12.898967947635406
CEMENT,DNCC,240,320,ascending,down,90,False,-19.59273527793065,-151.89382094342147,12.898967947635406
CEMENT,DNCC,1440,1520,symmetrical,sequential,10,False,1.6260162601625958,18.114158870445618,8.976493315488929
CEMENT,DNCC,1440,1520,symmetrical,sequential,20,False,-0.8130081300813123,-9.05707943522297,8.976493315488929
CEMENT,DNCC,1440,1520,symmetrical,sequential,30,False,-10.569105691056915,-117.742032657897,8.976493315488929
CEMENT,DNCC,1440,1520,symmetrical,sequential,60,False,-2.439024390243908,-27.171238305668588,8.976493315488929
CEMENT,DNCC,1440,1520,symmetrical,sequential,90,False,50.081300813008134,557.916093209727,8.976493315488929
CEMENT,DNCC,2160,2240,symmetrical,sequential,10,False,-4.002163331530549,-401.28218162769247,0.997343892842901
CEMENT,DNCC,2160,2240,symmetrical,sequential,20,False,-15.84640346133044,-1588.8605299582982,0.997343892842901
CEMENT,DNCC,2160,2240,symmetrical,sequential,30,False,-29.691725256895612,-2977.0799691027514,0.997343892842901
CEMENT,DNCC,2160,2240,symmetrical,sequential,60,False,-25.04056246619794,-2510.725001265162,0.997343892842901
CEMENT,DNCC,2160,2240,symmetrical,sequential,90,False,-47.268793942671714,-4739.467928954107,0.997343892842901
CHEMICAL,DOL,680,760,descending,down,10,False,17.570498915401313,1530.2378565570284,1.1482201175531106
CHEMICAL,DOL,680,760,descending,down,20,False,17.78741865509762,1549.1296819466206,1.1482201175531106
CHEMICAL,DOL,680,760,descending,down,30,False,8.242950108459866,717.8893648045312,1.1482201175531106
CHEMICAL,DOL,680,760,descending,down,60,False,9.761388286334059,850.1321425316822,1.1482201175531106
CHEMICAL,DOL,680,760,descending,down,90,False,-9.544468546637733,-831.2403171420879,1.1482201175531106
CHEMICAL,DOL,3200,3280,descending,whipsaw,10,False,-15.803108808290157,-807.2193019322187,1.957721869442751
CHEMICAL,DOL,3200,3280,descending,whipsaw,20,False,-22.19343696027634,-1133.6358502545368,1.957721869442751
CHEMICAL,DOL,3200,3280,descending,whipsaw,30,False,-21.24352331606218,-1085.114471449868,1.957721869442751
CHEMICAL,DOL,3200,3280,descending,whipsaw,60,False,-32.38341968911917,-1654.13791379553,1.957721869442751
CHEMICAL,DOL,3200,3280,descending,whipsaw,90,False,-28.79965457685666,-1471.079984668825,1.957721869442751
CHEMICAL,DOL,3560,3640,symmetrical,down,10,False,1.6700610997963345,68.98370409215397,2.4209501675429497
CHEMICAL,DOL,3560,3640,symmetrical,down,20,False,0.4887983706721018,20.19035241721596,2.4209501675429497
CHEMICAL,DOL,3560,3640,symmetrical,down,30,False,3.9511201629328,163.20534870582804,2.4209501675429497
CHEMICAL,DOL,3560,3640,symmetrical,down,60,False,10.590631364562125,437.45763570634233,2.4209501675429497
CHEMICAL,DOL,3560,3640,symmetrical,down,90,False,-2.2810590631364507,-94.22164461367348,2.4209501675429497
CHEMICAL,DOL,4080,4160,ascending,sequential,10,False,3.12917892484622,69.47016075794971,4.5043496239328
CHEMICAL,DOL,4080,4160,ascending,sequential,20,False,2.59427654453062,57.59491960274449,4.5043496239328
CHEMICAL,DOL,4080,4160,ascending,sequential,30,False,-6.9269858250869305,-153.78437295990577,4.5043496239328
CHEMICAL,DOL,4080,4160,ascending,sequential,60,False,-8.424712489970576,-187.03504819447966,4.5043496239328
CHEMICAL,DOL,4080,4160,ascending,sequential,90,False,-13.238833912810918,-293.9122185913255,4.5043496239328
ENGINEERING,DSL,2280,2360,ascending,whipsaw,10,False,-15.119363395225454,-202.85700459248187,7.453212387513385
ENGINEERING,DSL,2280,2360,ascending,whipsaw,20,False,-17.418213969938098,-233.7007596767189,7.453212387513385
ENGINEERING,DSL,2280,2360,ascending,whipsaw,30,False,-12.820512820512814,-172.01324950824488,7.453212387513385
ENGINEERING,DSL,2280,2360,ascending,whipsaw,60,False,3.5366931918656084,47.45193089882624,7.453212387513385
ENGINEERING,DSL,2280,2360,ascending,whipsaw,90,False,-14.677276746242265,-196.92551323012876,7.453212387513385
ENGINEERING,DSL,3080,3160,ascending,sequential,10,False,16.063348416289593,188.76998308044406,8.50948236269334
ENGINEERING,DSL,3080,3160,ascending,sequential,20,False,-49.32126696832579,-579.6036100216451,8.50948236269334
ENGINEERING,DSL,3080,3160,ascending,sequential,30,False,-9.502262443438912,-111.66675055462886,8.50948236269334
ENGINEERING,DSL,3080,3160,ascending,sequential,60,False,-20.361990950226254,-239.28589404563346,8.50948236269334
ENGINEERING,DSL,3080,3160,ascending,sequential,90,False,-33.48416289592761,-393.49235909726383,8.50948236269334
ENGINEERING,DSL,4000,4080,descending,up,10,False,3.758169934640515,33.95142644089329,11.069254899151844
ENGINEERING,DSL,4000,4080,descending,up,20,False,11.437908496732028,103.33042829837113,11.069254899151844
ENGINEERING,DSL,4000,4080,descending,up,30,False,9.803921568627445,88.5689385414609,11.069254899151844
ENGINEERING,DSL,4000,4080,descending,up,60,False,11.27450980392156,101.85427932268001,11.069254899151844
ENGINEERING,DSL,4000,4080,descending,up,90,False,14.052287581699352,126.94881190942739,11.069254899151844
ENGINEERING,DSL,4360,4440,descending,down,10,False,7.4324324324324245,296.6587992460406,2.5053807442496154
ENGINEERING,DSL,4360,4440,descending,down,20,False,9.628378378378383,384.30798993237136,2.5053807442496154
ENGINEERING,DSL,4360,4440,descending,down,30,False,-12.66891891891892,-505.6684078057516,2.5053807442496154
ENGINEERING,DSL,4360,4440,descending,down,60,False,4.3918918918918886,175.2983813726604,2.5053807442496154
ENGINEERING,DSL,4360,4440,descending,down,90,True,,,2.5053807442496154
CHEMICAL,DYNO,400,480,ascending,sequential,10,False,1.1111111111111072,12.54670169085032,8.85580241316636
CHEMICAL,DYNO,400,480,ascending,sequential,20,False,-5.555555555555555,-62.73350845425183,8.85580241316636
CHEMICAL,DYNO,400,480,ascending,sequential,30,False,-27.77777777777778,-313.66754227125915,8.85580241316636
CHEMICAL,DYNO,400,480,ascending,sequential,60,False,-20.333333333333332,-229.6046409425617,8.85580241316636
CHEMICAL,DYNO,400,480,ascending,sequential,90,False,38.88888888888889,439.1345591797628,8.85580241316636
CHEMICAL,DYNO,880,960,descending,down,10,False,-11.446409989594187,-88.69605905510231,12.905206963573344
CHEMICAL,DYNO,880,960,descending,down,20,False,-5.931321540062438,-45.9606851467348,12.905206963573344
CHEMICAL,DYNO,880,960,descending,down,30,False,-12.903225806451616,-99.98464838938796,12.905206963573344
CHEMICAL,DYNO,880,960,descending,down,60,False,5.202913631633716,40.31639047959191,12.905206963573344
CHEMICAL,DYNO,880,960,descending,down,90,False,6.8678459937565055,53.217635433061325,12.905206963573344
MISCELLANEOUS,ECOP,280,360,descending,down,10,False,-3.7370018207566273,-37.52136981497413,9.959662558122425
MISCELLANEOUS,ECOP,280,360,descending,down,20,False,0.7473194416346325,7.503461460400278,9.959662558122425
MISCELLANEOUS,ECOP,280,360,descending,down,30,False,1.046328140805184,10.505658547154994,9.959662558122425
MISCELLANEOUS,ECOP,280,360,descending,down,60,False,7.546024681367585,75.76586693907174,9.959662558122425
MISCELLANEOUS,ECOP,280,360,descending,down,90,False,27.372041270483514,274.82900259668673,9.959662558122425
MISCELLANEOUS,ECOP,1040,1120,ascending,down,10,False,-4.098360655737709,-28.292022879635876,14.485923022095534
MISCELLANEOUS,ECOP,1040,1120,ascending,down,20,False,2.4590163934426252,16.975213727781522,14.485923022095534
MISCELLANEOUS,ECOP,1040,1120,ascending,down,30,False,18.23770491803278,125.89950181437948,14.485923022095534
MISCELLANEOUS,ECOP,1040,1120,ascending,down,60,False,14.959016393442614,103.26588351067079,14.485923022095534
MISCELLANEOUS,ECOP,1040,1120,ascending,down,90,False,18.442622950819672,127.3141029583613,14.485923022095534
MISCELLANEOUS,ECOP,4920,5000,ascending,up,10,False,9.700038955979737,86.04264748204477,11.273524513531415
MISCELLANEOUS,ECOP,4920,5000,ascending,up,20,False,6.271912738605373,55.6340009823663,11.273524513531415
MISCELLANEOUS,ECOP,4920,5000,ascending,up,30,True,,,11.273524513531415
MISCELLANEOUS,ECOP,4920,5000,ascending,up,60,True,,,11.273524513531415
MISCELLANEOUS,ECOP,4920,5000,ascending,up,90,True,,,11.273524513531415
FERTILIZER,EFERT,520,600,descending,down,10,False,3.0940222288975705,128.88197892017237,2.400663191875695
FERTILIZER,EFERT,520,600,descending,down,20,False,-3.0940222288975705,-128.88197892017237,2.400663191875695
FERTILIZER,EFERT,520,600,descending,down,30,False,-1.7272454190447668,-71.94867755252369,2.400663191875695
FERTILIZER,EFERT,520,600,descending,down,60,False,4.6860919194953405,195.19989040336748,2.400663191875695
FERTILIZER,EFERT,520,600,descending,down,90,False,4.025232802643436,167.67170073109781,2.400663191875695
FERTILIZER,EFERT,1320,1400,ascending,up,10,False,-0.10141987829613618,-2.381805298827044,4.25810952499274
FERTILIZER,EFERT,1320,1400,ascending,up,20,False,4.520428861199659,106.16046474773017,4.25810952499274
FERTILIZER,EFERT,1320,1400,ascending,up,30,False,3.709069834830488,87.1060223571119,4.25810952499274
FERTILIZER,EFERT,1320,1400,ascending,up,60,False,7.896261953057089,185.44055540869516,4.25810952499274
FERTILIZER,EFERT,1320,1400,ascending,up,90,False,-0.11590843233845016,-2.7220631986596864,4.25810952499274
INSURANCE,EFUG,1680,1760,symmetrical,up,10,False,3.0534752217097174,55.745870564282676,5.4774913205250595
INSURANCE,EFUG,1680,1760,symmetrical,up,20,False,1.5267376108548587,27.872935282141338,5.4774913205250595
INSURANCE,EFUG,1680,1760,symmetrical,up,30,False,3.040777948777456,55.5140623844197,5.4774913205250595
INSURANCE,EFUG,1680,1760,symmetrical,up,60,False,11.323121515091147,206.72093943191751,5.4774913205250595
INSURANCE,EFUG,1680,1760,symmetrical,up,90,False,1.7684236335654608,32.285284085049796,5.4774913205250595
INSURANCE,EFUG,1800,1880,descending,up,10,False,2.639073629649659,214.56717320762078,1.229952182431943
INSURANCE,EFUG,1800,1880,descending,up,20,False,-0.29347709808877015,-23.86085429016336,1.229952182431943
INSURANCE,EFUG,1800,1880,descending,up,30,False,-0.29347709808877015,-23.86085429016336,1.229952182431943
INSURANCE,EFUG,1800,1880,descending,up,60,False,12.6802694176276,1030.9562923458802,1.229952182431943
INSURANCE,EFUG,1800,1880,descending,up,90,False,-0.8800276118755285,-71.54974188797156,1.229952182431943
INSURANCE,EFUL,120,200,descending,up,10,False,5.614193162563535,146.43698849544268,3.8338627557464804
INSURANCE,EFUL,120,200,descending,up,20,False,8.393501445230738,218.9306707093239,3.8338627557464804
INSURANCE,EFUL,120,200,descending,up,30,False,11.172889464766278,291.4264327281803,3.8338627557464804
INSURANCE,EFUL,120,200,descending,up,60,False,16.731506030100682,436.4137971559428,3.8338627557464804
INSURANCE,EFUL,120,200,descending,up,90,False,27.95997209209609,729.2898539518034,3.8338627557464804
INSURANCE,EFUL,760,840,descending,sequential,10,False,-7.43540669856459,-93.73200857521581,7.932622816460828
INSURANCE,EFUL,760,840,descending,sequential,20,False,-19.119617224880386,-241.02516490769796,7.932622816460828
INSURANCE,EFUL,760,840,descending,sequential,30,False,-54.25837320574162,-683.9903328461696,7.932622816460828
INSURANCE,EFUL,760,840,descending,sequential,60,False,-33.33014354066987,-420.16549017693296,7.932622816460828
INSURANCE,EFUL,760,840,descending,sequential,90,False,-31.751196172248807,-400.26100959146237,7.932622816460828
INSURANCE,EFUL,2760,2840,symmetrical,sequential,10,False,-1.5629536436659197,-33.21440596320716,4.705649847831878
INSURANCE,EFUL,2760,2840,symmetrical,sequential,20,False,0.682280073550758,14.499167928211188,4.705649847831878
INSURANCE,EFUL,2760,2840,symmetrical,sequential,30,False,-5.729217071518438,-121.7518782056886,4.705649847831878
INSURANCE,EFUL,2760,2840,symmetrical,sequential,60,False,2.637181844575626,56.04288312677376,4.705649847831878
INSURANCE,EFUL,2760,2840,symmetrical,sequential,90,False,5.859866447304745,124.52831461747354,4.705649847831878
FERTILIZER,ENGRO,80,160,descending,up,10,False,1.5918819140972433,53.862458688157766,2.9554572013015723
FERTILIZER,ENGRO,80,160,descending,up,20,False,15.061241812919754,509.6078470121929,2.9554572013015723
FERTILIZER,ENGRO,80,160,descending,up,30,False,12.775470857086797,432.2671582407123,2.9554572013015723
FERTILIZER,ENGRO,80,160,descending,up,60,False,37.75515644761229,1277.4726167912384,2.9554572013015723
FERTILIZER,ENGRO,80,160,descending,up,90,False,36.12243243992586,1222.2282367688383,2.9554572013015723
FERTILIZER,ENGRO,1280,1360,descending,up,10,False,-1.1686247940949344,-71.10206381036986,1.6435877265274215
FERTILIZER,ENGRO,1280,1360,descending,up,20,False,-0.7456925315890737,-45.36980409099159,1.6435877265274215
FERTILIZER,ENGRO,1280,1360,descending,up,30,False,1.6193260707426504,98.5238600049642,1.6435877265274215
FERTILIZER,ENGRO,1280,1360,descending,up,60,False,16.47742059297749,1002.5276002633003,1.6435877265274215
FERTILIZER,ENGRO,1280,1360,descending,up,90,False,12.237048517265489,744.5327267757087,1.6435877265274215
FERTILIZER,ENGRO,1320,1400,ascending,up,10,False,1.3949395594733607,52.871085427291916,2.6383788950042937
FERTILIZER,ENGRO,1320,1400,ascending,up,20,False,7.116084951415004,269.7142917906574,2.6383788950042937
FERTILIZER,ENGRO,1320,1400,ascending,up,30,False,5.3954018685227,204.4968551991817,2.6383788950042937
FERTILIZER,ENGRO,1320,1400,ascending,up,60,False,18.748262795750158,710.5978156226741,2.6383788950042937
FERTILIZER,ENGRO,1320,1400,ascending,up,90,False,11.534468968568639,437.1801559817232,2.6383788950042937
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,10,False,5.566824430921792,145.71965569602094,3.820228921302483
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,20,False,-6.040117196303808,-158.10877622078388,3.820228921302483
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,30,False,-6.423258958755921,-168.1380642646397,3.820228921302483
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,60,False,-45.368492224476,-1187.58569601656,3.820228921302483
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,90,False,-58.417849898580144,-1529.1714476278808,3.820228921302483
FERTILIZER,ENGRO,1880,1960,ascending,up,10,False,24.17305365066559,745.470350732686,3.2426579577453465
FERTILIZER,ENGRO,1880,1960,ascending,up,20,False,18.102057281161763,558.2475092053282,3.2426579577453465
FERTILIZER,ENGRO,1880,1960,ascending,up,30,False,35.538523598225105,1095.968926150182,3.2426579577453465
FERTILIZER,ENGRO,1880,1960,ascending,up,60,False,41.23638563937073,1271.6847159557592,3.2426579577453465
FERTILIZER,ENGRO,1880,1960,ascending,up,90,False,22.59983864461476,696.9541326624736,3.2426579577453465
FERTILIZER,ENGRO,4200,4280,descending,down,10,False,3.3546199936928494,95.46473086194015,3.513988845309014
FERTILIZER,ENGRO,4200,4280,descending,down,20,False,5.8183538315988725,165.5769010014378,3.513988845309014
FERTILIZER,ENGRO,4200,4280,descending,down,30,False,-0.43361715547145785,-12.339741944551516,3.513988845309014
FERTILIZER,ENGRO,4200,4280,descending,down,60,False,8.155944497004098,232.09932802979284,3.513988845309014
FERTILIZER,ENGRO,4200,4280,descending,down,90,False,-2.0616524755597676,-58.669863972731804,3.513988845309014
CHEMICAL,EPCL,2840,2920,descending,sequential,10,False,-8.886470801595934,-164.58449741116686,5.39933647541278
CHEMICAL,EPCL,2840,2920,descending,sequential,20,False,-0.10881392818281152,-2.0153203764633445,5.39933647541278
CHEMICAL,EPCL,2840,2920,descending,sequential,30,False,11.280377221617698,208.92154569335878,5.39933647541278
CHEMICAL,EPCL,2840,2920,descending,sequential,60,False,50.126949582879945,928.3909200907456,5.39933647541278
CHEMICAL,EPCL,2840,2920,descending,sequential,90,False,70.620239390642,1307.942924324661,5.39933647541278
CHEMICAL,EPCLPS,280,360,descending,up,10,False,4.083333333333336,94.30499738234013,4.329922535046901
CHEMICAL,EPCLPS,280,360,descending,up,20,False,5.41666666666667,125.0984659153492,4.329922535046901
CHEMICAL,EPCLPS,280,360,descending,up,30,False,4.166666666666666,96.22958916565317,4.329922535046901
CHEMICAL,EPCLPS,280,360,descending,up,60,False,-8.166666666666671,-188.60999476468027,4.329922535046901
CHEMICAL,EPCLPS,280,360,descending,up,90,False,2.083333333333333,48.11479458282658,4.329922535046901
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,10,False,-3.226975208182381,-222.27223024485488,1.4518121335389256
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,20,False,-5.815445290504987,-400.5645879490829,1.4518121335389256
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,30,False,-5.075967261020903,-349.6297588206379,1.4518121335389256
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,60,False,-17.579976479253045,-1210.8988534487746,1.4518121335389256
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,90,False,-22.31976336703057,-1537.372697982906,1.4518121335389256
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,10,False,-12.804037217493963,-406.16539376379563,3.1524195350183177
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,20,False,-15.343748941585172,-486.72928114867864,3.1524195350183177
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,30,False,-10.37222332431765,-329.02420534763564,3.1524195350183177
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,60,False,-12.804037217493963,-406.16539376379563,3.1524195350183177
