symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse,entry_high,return_5d_breakout,return_10d_breakout,return_20d_breakout
GHGL,2026-01-06,pivot,37.14,0.36,,0.589,0.589,,1.22,uptrend,-0.0491,-0.0225,-0.029,0.0023,-0.0783,38.14,-0.0591,-0.0325,-0.039
GHGL,2026-01-08,pivot,37.32,0.28,,0.761,0.761,,1.09,uptrend,-0.0486,-0.0138,-0.0257,0.0165,-0.0632,38.32,-0.0586,-0.0238,-0.0357
GHGL,2026-01-14,pivot,35.8,0.55,,0.781,0.781,,0.88,uptrend,0.012,0.015,-0.0156,0.0361,-0.0345,36.8,0.002,0.004999999999999999,-0.025599999999999998
GHGL,2026-01-15,pivot,35.78,1.03,,0.407,0.407,,0.2,uptrend,0.0184,-0.0022,-0.0189,0.0381,-0.0326,36.78,0.0084,-0.0122,-0.028900000000000002
GHGL,2026-01-16,pivot,35.34,0.12,,0.671,0.671,,0.57,uptrend,0.0054,-0.0125,-0.0536,0.0254,-0.0661,36.34,-0.0046,-0.0225,-0.06
GHGL,2026-01-20,pivot,36.34,0.66,,0.893,0.893,,0.92,uptrend,-0.0362,-0.0109,-0.0622,0.0074,-0.0824,37.34,-0.046200000000000005,-0.020900000000000002,-0.06
GHGL,2026-01-23,pivot,36.72,1.94,,0.711,0.711,,0.69,uptrend,-0.0298,-0.025,-0.1327,0.0053,-0.1356,37.72,-0.0398,-0.035,-0.06
GHGL,2026-04-09,pivot,33.97,4.18,,0.871,0.871,,2.74,uptrend,0.0195,-0.0118,,0.074,-0.0655,34.97,0.0095,-0.0218,
GHGL,2026-04-13,pivot,35.76,4.62,,0.584,0.584,,0.88,uptrend,0.0087,0.0068,,0.0652,-0.0353,36.76,-0.0013000000000000008,-0.0032000000000000006,
GHGL,2026-04-28,pivot,36.47,1.56,,0.838,0.838,,2.31,uptrend,-0.0153,,,0.0068,-0.0779,37.47,-0.0253,,
GHGL,2026-04-30,pivot,37.48,2.59,,0.678,0.678,,0.88,uptrend,,,,0.0042,-0.0643,38.48,,,
GHGL,2026-05-06,pivot,35.81,0.86,,0.531,0.531,,0.08,uptrend,,,,0.0228,-0.0193,36.81,,,
GHNI,2020-06-01,pivot,103.18,0.17,0.339,0.523,0.523,0.183,1.05,uptrend,0.0535,0.038,0.1319,0.1519,-0.0356,104.18,0.0435,0.027999999999999997,0.1219
GHNI,2020-06-22,pivot,112.83,3.39,0.6,0.797,0.797,0.197,0.64,uptrend,0.0473,0.116,0.5547,0.5547,-0.0106,113.83,0.0373,0.10600000000000001,0.5447
GHNI,2020-08-21,pivot,272.07,2.55,0.447,0.758,0.758,0.311,0.79,uptrend,0.058,0.0945,-0.0352,0.1285,-0.0444,273.07,0.048,0.0845,-0.045200000000000004
GHNI,2020-09-16,pivot,281.59,0.53,0.603,0.603,0.603,0.234,0.9,uptrend,-0.0949,-0.2035,-0.2126,-0.0027,-0.3154,282.59,-0.06,-0.06,-0.06
GHNI,2020-09-22,pivot,278.05,1.06,0.414,0.414,0.414,0.199,0.57,uptrend,-0.1065,-0.2511,-0.1049,-0.0103,-0.2867,279.05,-0.06,-0.06,-0.06
GHNI,2020-12-29,pivot,329.23,1.51,0.403,0.403,0.403,0.529,0.71,uptrend,-0.0617,-0.0484,-0.0658,0.0088,-0.1208,330.23,-0.06,-0.0584,-0.06
GHNI,2021-01-25,pivot,302.37,0.09,0.319,0.63,0.63,0.311,0.64,uptrend,0.0199,0.0159,-0.0284,0.0793,-0.0334,303.37,0.0099,0.005900000000000001,-0.038400000000000004
GHNI,2021-07-29,pivot,283.57,0.68,0.679,0.705,0.705,0.026,0.44,uptrend,-0.012,-0.0402,-0.098,0.0131,-0.1237,284.57,-0.022,-0.0502,-0.06
GHNI,2022-01-13,pivot,183.59,0.32,0.522,0.522,0.522,0.437,0.4,uptrend,-0.1091,-0.1221,-0.0977,0.0045,-0.1503,184.59,-0.06,-0.06,-0.06
GHNI,2022-04-28,pivot,168.22,1.32,0.464,0.464,0.464,0.366,0.46,uptrend,-0.1639,-0.1479,-0.1412,-0.0072,-0.2019,169.22,-0.06,-0.06,-0.06
GHNI,2022-08-29,pivot,155.05,0.67,0.398,0.833,0.833,0.436,0.18,uptrend,-0.0462,-0.0469,-0.0964,0.0191,-0.139,156.05,-0.0562,-0.0569,-0.06
GHNI,2023-07-04,pivot,86.58,1.36,0.631,0.631,0.631,0.369,4.92,uptrend,0.1232,0.1113,0.3338,0.3772,-0.0498,87.58,0.11320000000000001,0.1013,0.3238
GHNI,2023-08-04,pivot,118.68,2.13,0.491,0.56,0.56,0.069,0.41,uptrend,-0.144,-0.1735,-0.2185,-0.012,-0.3104,119.68,-0.06,-0.06,-0.06
GHNI,2023-09-06,pivot,93.8,0.16,0.353,0.959,0.959,0.606,1.34,uptrend,-0.0317,-0.0141,0.0715,0.0977,-0.0921,94.8,-0.0417,-0.0241,0.06149999999999999
GHNI,2023-10-16,pivot,139.75,1.99,0.425,0.425,0.425,0.418,2.03,uptrend,-0.043,-0.0617,-0.0566,0.0067,-0.1463,140.75,-0.053,-0.06,-0.06
GHNI,2023-11-06,pivot,135.21,3.85,0.483,0.483,0.483,0.441,0.48,uptrend,0.0107,0.1757,0.3374,0.4219,-0.0532,136.21,0.0006999999999999992,0.1657,0.32739999999999997
GHNI,2023-11-14,pivot,138.43,0.26,0.494,0.686,0.686,0.192,0.47,uptrend,0.1506,0.2376,0.2711,0.3972,-0.007,139.43,0.1406,0.2276,0.2611
GHNI,2023-12-14,pivot,163.65,3.36,0.645,0.645,0.645,0.355,0.37,uptrend,-0.0363,-0.013,0.0088,0.1048,-0.1344,164.65,-0.0463,-0.023,-0.0011999999999999997
GHNI,2024-01-04,pivot,165.52,0.25,,0.903,0.903,,2.54,uptrend,-0.0102,-0.1301,-0.1889,0.05,-0.1996,166.52,-0.020200000000000003,-0.06,-0.06
GHNI,2024-01-09,pivot,172.08,1.14,,0.902,0.902,,2.28,uptrend,-0.113,-0.1137,-0.1419,0.0027,-0.2279,173.08,-0.06,-0.06,-0.06
GHNI,2024-03-18,pivot,159.59,0.37,,0.57,0.57,,0.86,uptrend,-0.0845,-0.0398,0.058,0.0651,-0.0921,160.59,-0.06,-0.049800000000000004,0.048
GHNI,2024-04-04,pivot,165.11,0.67,,0.817,0.817,,1.85,uptrend,-0.0761,0.0212,0.648,0.7049,-0.0843,166.11,-0.06,0.0112,0.638
GHNI,2024-04-15,pivot,164.16,0.1,,0.712,0.712,,2.09,uptrend,0.0525,0.2969,0.7759,0.8425,-0.0639,165.16,0.042499999999999996,0.2869,0.7659
GHNI,2024-05-20,pivot,277.12,1.86,,0.821,0.821,,0.5,uptrend,-0.0043,-0.0108,-0.0379,0.0302,-0.1353,278.12,-0.0143,-0.0208,-0.047900000000000005
GHNI,2024-06-07,pivot,256.41,3.28,,0.879,0.879,,0.95,uptrend,0.0341,0.0168,0.1664,0.1978,-0.0741,257.41,0.024099999999999996,0.006799999999999999,0.15639999999999998
GHNI,2024-07-03,pivot,270.67,0.62,,0.828,0.828,,0.57,uptrend,0.1301,0.2121,0.3798,0.4019,-0.0217,271.67,0.1201,0.2021,0.3698
GHNI,2024-07-05,pivot,272.57,0.57,,0.669,0.669,,1.27,uptrend,0.2429,0.2321,0.4269,0.4702,-0.0036,273.57,0.2329,0.2221,0.4169
GHNI,2024-07-12,pivot,320.93,0.29,,0.817,0.817,,3.66,uptrend,-0.0297,-0.0401,0.1371,0.2266,-0.1514,321.93,-0.0397,-0.0501,0.1271
GHNI,2024-07-22,pivot,320.99,4.33,,0.406,0.406,,0.77,uptrend,0.072,0.1782,0.0899,0.3172,-0.0555,321.99,0.06199999999999999,0.1682,0.0799
GHNI,2024-07-26,pivot,318.36,0.03,,0.572,0.572,,0.59,uptrend,0.1375,0.2682,0.0288,0.3211,-0.0237,319.36,0.1275,0.2582,0.018799999999999997
GHNI,2024-08-19,pivot,343.07,0.46,,0.814,0.814,,0.78,uptrend,-0.0732,-0.0899,-0.1893,0.0182,-0.193,344.07,-0.06,-0.06,-0.06
GHNI,2024-08-26,pivot,343.38,3.75,,0.625,0.625,,0.49,uptrend,-0.0432,-0.0964,-0.1407,0.0541,-0.1897,344.38,-0.053200000000000004,-0.06,-0.06
GHNI,2024-11-01,pivot,369.7,1.21,,0.608,0.608,,0.39,uptrend,0.1045,0.0677,0.0391,0.1275,-0.0499,370.7,0.0945,0.057699999999999994,0.0291
GHNI,2024-11-06,pivot,392.87,0.73,,0.462,0.462,,1.38,uptrend,-0.0138,0.003,0.0008,0.0363,-0.1267,393.87,-0.0238,-0.007,-0.0092
GHNI,2024-11-13,pivot,400.05,0.92,,0.41,0.41,,0.91,uptrend,-0.0207,-0.0704,0.0857,0.182,-0.1474,401.05,-0.030699999999999998,-0.06,0.0757
GHNI,2024-11-25,pivot,397.09,0.78,,0.449,0.449,,0.34,uptrend,-0.0176,0.1566,0.4131,0.4131,-0.1182,398.09,-0.0276,0.14659999999999998,0.4031
GHNI,2024-12-03,pivot,397.61,0.28,,0.674,0.674,,1.05,uptrend,0.1132,0.2809,0.5483,0.5682,-0.023,398.61,0.1032,0.2709,0.5383
GHNI,2024-12-13,pivot,453.68,2.04,,0.864,0.864,,1.34,uptrend,0.0878,0.2001,0.2514,0.3425,-0.0267,454.68,0.07780000000000001,0.1901,0.2414
GHNI,2024-12-18,pivot,502.34,0.26,,0.422,0.422,,1.59,uptrend,0.048,0.0988,0.0211,0.1579,-0.1054,503.34,0.038,0.0888,0.0111
GHNI,2025-01-07,pivot,586.45,1.26,,0.786,0.786,,0.48,uptrend,-0.0161,-0.0178,-0.0369,0.0637,-0.1073,587.45,-0.026099999999999998,-0.0278,-0.046900000000000004
GHNI,2025-01-10,pivot,555.03,0.55,,0.83,0.83,,0.4,uptrend,0.0815,0.0036,0.1192,0.1311,-0.0507,556.03,0.07150000000000001,-0.0064,0.1092
GHNI,2025-01-28,pivot,551.72,0.95,,0.702,0.702,,0.73,uptrend,0.0257,0.2107,0.1366,0.2694,-0.0493,552.72,0.0157,0.2007,0.1266
GHNI,2025-02-03,pivot,566.96,0.52,,0.782,0.782,,0.58,uptrend,0.0661,0.1395,0.1211,0.2221,-0.0581,567.96,0.056100000000000004,0.1295,0.1111
GHNI,2025-02-06,pivot,569.73,2.46,,0.687,0.687,,0.6,uptrend,0.1891,0.1097,0.1129,0.2179,-0.0405,570.73,0.17909999999999998,0.09970000000000001,0.1029
GHNI,2025-04-25,pivot,727.11,1.53,,0.759,0.759,,0.56,uptrend,-0.0019,-0.0563,-0.1193,0.0215,-0.2134,728.11,-0.0119,-0.06,-0.06
GHNI,2025-04-30,pivot,706.44,5.01,,0.546,0.546,,1.15,uptrend,-0.1186,-0.0521,-0.093,0.0368,-0.2016,707.44,-0.06,-0.06,-0.06
GHNI,2025-05-07,pivot,736.42,4.95,,0.423,0.423,,0.49,uptrend,-0.0699,-0.102,-0.1368,-0.0001,-0.2113,737.42,-0.06,-0.06,-0.06
GHNI,2025-07-21,pivot,750.13,0.55,,0.651,0.651,,0.55,uptrend,0.0914,0.0258,0.0536,0.1227,-0.0168,751.13,0.0814,0.0158,0.0436
GHNI,2025-08-13,pivot,772.8,1.4,,0.715,0.715,,1.29,uptrend,0.0087,0.0285,-0.0056,0.0643,-0.0149,773.8,-0.0013000000000000008,0.018500000000000003,-0.0156
GHNI,2025-08-21,pivot,811.26,1.39,,0.522,0.522,,0.29,uptrend,0.0049,-0.0026,0.0249,0.0412,-0.0364,812.26,-0.0051,-0.0126,0.014899999999999998
GHNI,2025-08-25,pivot,804.86,0.11,,0.537,0.537,,0.16,uptrend,0.0349,-0.0152,0.0901,0.0951,-0.0305,805.86,0.0249,-0.0252,0.0801
GHNI,2025-09-05,pivot,814.27,0.21,,0.466,0.466,,2.45,uptrend,-0.0154,0.0254,0.0131,0.0922,-0.0458,815.27,-0.0254,0.015399999999999999,0.0031000000000000003
GHNI,2025-09-09,pivot,799.55,0.57,,0.452,0.452,,1.05,uptrend,0.0146,0.0762,0.0517,0.12,-0.0203,800.55,0.0046,0.06620000000000001,0.0417
GHNI,2025-10-03,pivot,813.71,0.13,,0.865,0.865,,1.26,uptrend,0.0215,0.0087,-0.0383,0.0698,-0.0654,814.71,0.011499999999999998,-0.0013000000000000008,-0.0483
GHNI,2025-10-08,pivot,847.75,1.5,,0.827,0.827,,2.01,uptrend,-0.025,-0.028,-0.1058,0.0114,-0.1164,848.75,-0.035,-0.038,-0.06
GHNI,2025-12-08,pivot,829.41,0.53,,0.741,0.741,,1.28,uptrend,-0.0308,-0.0524,0.0088,0.0166,-0.0769,830.41,-0.0408,-0.06,-0.0011999999999999997
GHNI,2026-01-15,pivot,861.25,0.61,,0.768,0.768,,0.68,uptrend,0.0522,0.0093,0.0877,0.1773,-0.0022,862.25,0.0422,-0.000700000000000001,0.0777
GHNI,2026-01-23,pivot,912.4,0.77,,0.423,0.423,,0.38,uptrend,-0.0203,0.0634,-0.0828,0.1136,-0.095,913.4,-0.0303,0.053399999999999996,-0.06
GHNI,2026-01-28,pivot,911.8,1.07,,0.503,0.503,,0.16,uptrend,0.0454,0.0344,-0.0685,0.1171,-0.1215,912.8,0.0354,0.024399999999999998,-0.06
GHNI,2026-02-12,pivot,958.55,4.13,,0.535,0.535,,1.19,uptrend,-0.1079,-0.1272,-0.3045,-0.0213,-0.3089,959.55,-0.06,-0.06,-0.06
GHNI,2026-04-24,pivot,808.63,1.31,,0.747,0.747,,0.89,uptrend,-0.0468,,,0.0322,-0.0811,809.63,-0.0568,,
GHNI,2026-04-30,pivot,797.44,3.44,,0.542,0.542,,0.69,uptrend,,,,0.0813,-0.0312,798.44,,,
GHNI,2026-05-06,pivot,782.86,1.0,,0.789,0.789,,0.4,uptrend,,,,0.0853,0.0101,783.86,,,
GHNL,2020-06-01,pivot,62.14,0.21,0.498,0.582,0.582,0.084,0.83,uptrend,0.0152,-0.0525,-0.0237,0.0523,-0.1308,63.14,0.0052,-0.06,-0.0337
GHNL,2020-06-12,pivot,64.96,2.23,0.529,0.751,0.751,0.222,0.61,uptrend,-0.0703,-0.0517,-0.0026,0.0306,-0.1361,65.96,-0.06,-0.06,-0.0126
GHNL,2020-06-22,pivot,60.03,5.89,0.729,0.836,0.836,0.107,0.55,uptrend,0.0441,0.0842,0.4281,0.4281,-0.0077,61.03,0.0341,0.0742,0.41809999999999997
GHNL,2020-08-21,pivot,109.13,1.95,0.539,0.728,0.728,0.189,0.35,uptrend,-0.0057,-0.0036,-0.107,0.0576,-0.1104,110.13,-0.0157,-0.013600000000000001,-0.06
GHNL,2020-09-04,pivot,113.54,0.47,0.318,0.421,0.421,0.103,0.76,uptrend,-0.0368,-0.1193,-0.2892,0.0021,-0.3132,114.54,-0.0468,-0.06,-0.06
GHNL,2020-09-16,pivot,106.1,1.86,0.524,0.524,0.524,0.273,0.58,uptrend,-0.1176,-0.2246,-0.2074,-0.0068,-0.2842,107.1,-0.06,-0.06,-0.06
GHNL,2020-12-08,pivot,89.62,0.24,0.361,0.406,0.406,0.044,0.7,uptrend,0.0976,0.1151,0.2757,0.4501,-0.0204,90.62,0.08760000000000001,0.1051,0.2657
GHNL,2020-12-28,pivot,117.47,1.89,0.572,0.572,0.572,0.236,4.37,uptrend,-0.1116,-0.1387,-0.1218,0.0468,-0.1475,118.47,-0.06,-0.06,-0.06
GHNL,2021-07-29,pivot,132.68,0.51,0.341,0.839,0.839,0.498,0.61,uptrend,-0.0577,-0.0861,-0.1128,0.0177,-0.1386,133.68,-0.06,-0.06,-0.06
GHNL,2021-08-10,pivot,121.74,1.02,0.635,0.756,0.756,0.122,0.48,uptrend,-0.002,-0.0102,-0.0925,0.0619,-0.1429,122.74,-0.012,-0.020200000000000003,-0.06
GHNL,2021-08-20,pivot,124.42,0.33,0.37,0.804,0.804,0.433,0.76,uptrend,-0.0829,-0.1242,-0.187,0.0136,-0.1927,125.42,-0.06,-0.06,-0.06
GHNL,2021-08-26,pivot,125.02,1.6,0.427,0.427,0.427,0.447,0.41,uptrend,-0.085,-0.0997,-0.2433,-0.0158,-0.2835,126.02,-0.06,-0.06,-0.06
GHNL,2022-01-10,pivot,78.89,1.13,0.309,0.903,0.903,0.594,0.59,uptrend,-0.0462,-0.0857,-0.0672,0.0491,-0.1253,79.89,-0.0562,-0.06,-0.06
GHNL,2022-08-19,pivot,63.37,0.58,0.44,0.44,0.44,0.55,0.27,uptrend,-0.0186,-0.0584,-0.0758,0.0234,-0.0928,64.37,-0.0286,-0.06,-0.06
GHNL,2022-08-29,pivot,62.46,1.22,0.333,0.811,0.811,0.478,0.34,uptrend,-0.0409,-0.0447,-0.0947,0.0224,-0.1534,63.46,-0.0509,-0.0547,-0.06
GTYR,2020-05-14,pivot,47.05,2.02,0.411,0.411,0.411,0.532,0.28,uptrend,0.0927,0.1092,0.2656,0.3902,-0.0312,48.05,0.08270000000000001,0.09920000000000001,0.2556
GTYR,2020-06-22,pivot,56.66,2.94,0.705,0.893,0.893,0.189,1.09,uptrend,0.0007,0.0569,0.2,0.2239,-0.0404,57.66,-0.009300000000000001,0.0469,0.19
GTYR,2020-06-29,pivot,57.63,1.09,0.558,0.907,0.907,0.349,0.27,uptrend,0.0518,0.0782,0.1092,0.218,-0.0119,58.63,0.0418,0.06820000000000001,0.09920000000000001
GTYR,2020-07-10,pivot,64.19,0.28,0.404,0.404,0.404,0.192,0.27,uptrend,0.0714,0.0185,0.2497,0.3137,-0.0385,65.19,0.0614,0.008499999999999999,0.2397
GTYR,2020-07-30,pivot,69.04,0.06,0.737,0.778,0.778,0.041,0.72,uptrend,0.1636,0.123,0.0763,0.1909,-0.0014,70.04,0.1536,0.113,0.06630000000000001
GTYR,2020-08-13,pivot,79.15,1.84,0.552,0.552,0.552,0.448,0.61,uptrend,-0.0685,-0.0509,-0.0127,0.0499,-0.0875,80.15,-0.06,-0.06,-0.022699999999999998
GTYR,2020-08-21,pivot,74.5,2.01,0.606,0.768,0.768,0.162,0.27,uptrend,0.0127,0.0926,-0.0032,0.1202,-0.0124,75.5,0.0026999999999999993,0.0826,-0.0132
GTYR,2020-12-01,pivot,67.42,0.25,0.373,0.852,0.852,0.48,4.46,uptrend,0.073,0.0932,0.15,0.1708,-0.0161,68.42,0.063,0.08320000000000001,0.13999999999999999
GTYR,2020-12-18,pivot,78.23,0.28,0.357,0.661,0.661,0.304,1.52,uptrend,-0.0273,-0.0155,0.0001,0.043,-0.0889,79.23,-0.0373,-0.025500000000000002,-0.0099
GTYR,2020-12-28,pivot,76.07,2.51,0.505,0.89,0.89,0.385,1.13,uptrend,0.0043,-0.0318,0.0256,0.0639,-0.0588,77.07,-0.0057,-0.041800000000000004,0.015600000000000001
GTYR,2021-01-04,pivot,79.55,5.59,0.758,0.758,0.758,0.134,0.69,uptrend,-0.0549,-0.0042,0.1464,0.1664,-0.0581,80.55,-0.06,-0.0142,0.1364
GTYR,2021-01-22,pivot,80.01,0.52,0.429,0.429,0.429,0.005,0.29,uptrend,0.132,0.1194,0.1535,0.2095,-0.0093,81.01,0.12200000000000001,0.10940000000000001,0.1435
GTYR,2021-02-24,pivot,92.5,3.57,0.74,0.794,0.794,0.054,1.54,uptrend,-0.0189,-0.0785,-0.057,0.0074,-0.1415,93.5,-0.028900000000000002,-0.06,-0.06
GTYR,2021-03-01,pivot,89.58,2.88,0.491,0.553,0.553,0.062,0.41,uptrend,-0.0539,-0.0063,-0.0774,0.0215,-0.1119,90.58,-0.06,-0.016300000000000002,-0.06
GTYR,2021-03-09,pivot,85.56,2.8,0.486,0.747,0.747,0.26,0.52,uptrend,0.0346,0.0165,-0.0343,0.0531,-0.0876,86.56,0.024599999999999997,0.006500000000000001,-0.0443
GTYR,2021-03-17,pivot,91.14,0.45,0.48,0.48,0.48,0.52,0.98,uptrend,-0.0297,-0.0908,-0.0738,-0.0109,-0.1269,92.14,-0.0397,-0.06,-0.06
GTYR,2021-06-18,pivot,87.43,1.07,0.475,0.475,0.475,0.317,0.46,uptrend,-0.0206,-0.0008,-0.0231,0.0336,-0.0551,88.43,-0.030600000000000002,-0.0108,-0.0331
GTYR,2021-06-21,pivot,86.46,1.11,0.585,0.585,0.585,0.334,0.81,uptrend,-0.0423,-0.0005,-0.0068,0.0384,-0.0507,87.46,-0.0523,-0.0105,-0.0168
GTYR,2021-07-07,pivot,86.87,1.0,0.748,0.748,0.748,0.122,0.44,uptrend,-0.021,-0.0065,-0.035,0.0136,-0.0484,87.87,-0.031,-0.0165,-0.045000000000000005
GTYR,2022-02-04,pivot,47.06,1.83,0.823,0.823,0.823,0.131,0.35,uptrend,0.0034,0.0061,-0.1065,0.0284,-0.1368,48.06,-0.0066,-0.0039,-0.06
GTYR,2022-02-08,pivot,47.13,1.12,0.444,0.522,0.522,0.078,0.43,uptrend,-0.0036,-0.0653,-0.1581,0.0284,-0.16,48.13,-0.013600000000000001,-0.06,-0.06
GTYR,2022-02-14,pivot,46.94,0.94,0.556,0.556,0.556,0.022,0.74,uptrend,-0.0306,-0.031,-0.1639,0.0306,-0.1709,47.94,-0.0406,-0.041,-0.06
GTYR,2022-02-17,pivot,46.53,1.11,0.432,0.699,0.699,0.266,0.49,uptrend,-0.1323,-0.1172,-0.1714,-0.0106,-0.2008,47.53,-0.06,-0.06,-0.06
GTYR,2022-04-12,pivot,42.46,0.13,0.554,0.709,0.709,0.156,2.44,uptrend,-0.0691,-0.0841,-0.2358,0.055,-0.2382,43.46,-0.06,-0.06,-0.06
GTYR,2022-09-06,pivot,36.07,0.76,0.389,0.519,0.519,0.13,0.55,uptrend,-0.0094,-0.0597,-0.0545,0.0151,-0.0919,37.07,-0.0194,-0.06,-0.06
GTYR,2022-09-13,pivot,35.79,0.12,0.424,0.424,0.424,0.203,0.32,uptrend,-0.0597,-0.0402,-0.0531,0.0044,-0.0919,36.79,-0.06,-0.0502,-0.06
GTYR,2023-03-27,pivot,26.05,1.45,0.939,0.939,0.939,0.061,0.48,uptrend,0.0008,0.0192,-0.0319,0.0577,-0.0381,27.05,-0.0092,0.009199999999999998,-0.0419
GTYR,2023-04-04,pivot,25.71,1.79,0.427,1.0,1.0,0.573,0.74,uptrend,0.0192,0.0292,-0.0962,0.0577,-0.0962,26.71,0.009199999999999998,0.019200000000000002,-0.06
GTYR,2023-04-19,pivot,27.01,1.14,0.5,0.6,0.6,0.1,0.46,uptrend,-0.0746,-0.1231,-0.1646,0.0257,-0.178,28.01,-0.06,-0.06,-0.06
GTYR,2023-04-26,pivot,26.84,0.67,0.5,0.5,0.5,0.5,0.24,uptrend,-0.0788,-0.129,-0.174,0.0219,-0.1896,27.84,-0.06,-0.06,-0.06
GTYR,2023-07-26,pivot,25.82,0.06,0.913,1.0,1.0,0.087,0.32,uptrend,0.0027,-0.0234,-0.1717,0.068,-0.174,26.82,-0.0073,-0.0334,-0.06
GTYR,2023-08-07,pivot,25.74,0.52,0.42,0.551,0.551,0.13,0.91,uptrend,-0.0281,-0.0589,-0.1342,0.0243,-0.2304,26.74,-0.0381,-0.06,-0.06
GTYR,2023-08-10,pivot,25.37,0.16,0.45,0.45,0.45,0.55,0.25,uptrend,-0.0403,-0.1555,-0.0403,0.0552,-0.2072,26.37,-0.050300000000000004,-0.06,-0.050300000000000004
GTYR,2023-08-16,pivot,25.15,3.72,0.55,0.55,0.55,0.372,1.01,uptrend,-0.0631,-0.1745,-0.1302,0.0118,-0.2063,26.15,-0.06,-0.06,-0.06
GTYR,2023-08-21,pivot,24.33,1.37,0.49,0.49,0.49,0.51,0.22,uptrend,-0.1476,-0.1524,-0.054,0.032,-0.1904,25.33,-0.06,-0.06,-0.06
GTYR,2023-11-14,pivot,32.92,2.8,0.504,0.504,0.504,0.496,0.37,uptrend,0.1149,0.1897,0.3535,0.4054,-0.0166,33.92,0.10490000000000001,0.1797,0.34349999999999997
GTYR,2023-12-14,pivot,40.2,0.97,0.435,0.435,0.435,0.565,0.51,uptrend,-0.1583,-0.1918,-0.1053,0.0046,-0.2628,41.2,-0.06,-0.06,-0.06
GTYR,2024-04-01,pivot,34.36,0.32,,0.518,0.518,,0.12,uptrend,0.1567,0.1749,0.1932,0.2444,-0.0208,35.36,0.1467,0.1649,0.1832
GTYR,2024-05-02,pivot,37.14,1.72,,0.531,0.531,,1.08,uptrend,0.1959,0.1946,0.0909,0.2683,-0.0262,38.14,0.18589999999999998,0.1846,0.0809
GTYR,2024-05-08,pivot,42.01,0.49,,0.726,0.726,,2.53,uptrend,0.0417,-0.0236,-0.1258,0.0774,-0.1385,43.01,0.0317,-0.0336,-0.06
GTYR,2024-05-10,pivot,45.06,0.11,,0.568,0.568,,0.94,uptrend,-0.0147,-0.0487,-0.1319,0.0511,-0.1809,46.06,-0.0247,-0.0587,-0.06
GTYR,2024-05-15,pivot,44.85,0.76,,0.84,0.84,,1.4,uptrend,-0.0746,-0.1548,-0.0953,0.0211,-0.2042,45.85,-0.06,-0.06,-0.06
GTYR,2024-05-21,pivot,44.23,0.29,,0.746,0.746,,0.97,uptrend,-0.1122,-0.1226,-0.1115,-0.0085,-0.1791,45.23,-0.06,-0.06,-0.06
GTYR,2024-05-23,pivot,43.97,0.39,,0.63,0.63,,0.4,uptrend,-0.0556,-0.0882,-0.0858,0.0202,-0.1443,44.97,-0.06,-0.06,-0.06
GTYR,2024-05-30,pivot,40.66,1.62,,0.447,0.447,,0.48,uptrend,-0.0455,0.0424,-0.0364,0.0657,-0.0831,41.66,-0.0555,0.0324,-0.046400000000000004
GTYR,2024-07-09,pivot,42.18,1.02,,0.646,0.646,,2.12,uptrend,0.0408,-0.0502,-0.0601,0.0868,-0.0841,43.18,0.0308,-0.06,-0.06
GTYR,2024-08-19,pivot,41.6,3.25,,0.886,0.886,,5.47,uptrend,-0.0915,-0.1061,-0.141,0.0288,-0.1485,42.6,-0.06,-0.06,-0.06
GTYR,2024-11-20,pivot,39.48,1.22,,0.464,0.464,,0.52,uptrend,0.0163,0.1785,0.2866,0.3985,-0.0344,40.48,0.006299999999999998,0.16849999999999998,0.2766
GTYR,2024-12-13,pivot,51.7,0.37,,0.641,0.641,,0.64,uptrend,-0.1119,-0.056,-0.1206,0.0369,-0.1512,52.7,-0.06,-0.06,-0.06
GTYR,2024-12-17,pivot,53.64,1.01,,0.456,0.456,,0.89,uptrend,-0.0961,-0.0607,-0.1124,-0.0177,-0.1814,54.64,-0.06,-0.06,-0.06
GTYR,2024-12-27,pivot,49.74,3.47,,0.564,0.564,,0.17,uptrend,0.0098,-0.0802,-0.0536,0.0658,-0.0914,50.74,-0.00020000000000000052,-0.06,-0.06
GTYR,2025-01-09,pivot,47.74,1.54,,0.402,0.402,,0.26,uptrend,-0.0096,-0.0168,-0.0819,0.0641,-0.086,48.74,-0.0196,-0.026799999999999997,-0.06
GTYR,2025-06-03,pivot,41.93,0.88,,0.78,0.78,,0.7,uptrend,-0.0552,-0.0694,0.0175,0.0493,-0.147,42.93,-0.06,-0.06,0.0075000000000000015
GTYR,2025-06-13,pivot,39.74,1.85,,0.563,0.563,,0.45,uptrend,-0.0303,-0.0015,0.1892,0.2592,-0.1076,40.74,-0.0403,-0.0115,0.1792
GTYR,2025-07-01,pivot,39.87,4.31,,0.717,0.717,,0.94,uptrend,0.1924,0.1554,0.1696,0.2623,-0.0123,40.87,0.18239999999999998,0.1454,0.1596
GTYR,2025-08-21,pivot,45.93,1.8,,0.5,0.5,,1.46,uptrend,-0.0017,-0.1188,-0.1031,0.0331,-0.1304,46.93,-0.0117,-0.06,-0.06
