symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse,entry_high,return_5d_breakout,return_10d_breakout,return_20d_breakout
AGHA,2021-02-02,pivot,38.04,0.11,0.787,0.787,0.787,0.013,0.4,uptrend,-0.0111,-0.015,-0.0769,0.0939,-0.1032,39.04,-0.0211,-0.025,-0.06
AGHA,2021-02-10,pivot,38.02,0.32,0.494,0.494,0.494,0.435,0.4,uptrend,-0.015,0.0493,-0.1848,0.0939,-0.2023,39.02,-0.025,0.039299999999999995,-0.06
AGHA,2021-06-25,pivot,33.77,0.05,0.405,0.405,0.405,0.541,0.19,uptrend,-0.0406,-0.0609,-0.0554,0.0119,-0.0809,34.77,-0.0506,-0.06,-0.06
AGHA,2021-06-28,pivot,33.7,3.13,0.412,0.412,0.412,0.588,0.27,uptrend,-0.0522,-0.0633,-0.0469,0.0175,-0.0758,34.7,-0.06,-0.06,-0.0569
AGHA,2022-08-26,pivot,15.18,0.86,0.312,0.563,0.563,0.25,1.42,uptrend,0.0376,-0.0159,-0.1007,0.0899,-0.1198,16.18,0.0276,-0.0259,-0.06
AGHA,2022-09-14,pivot,15.48,1.46,0.35,0.95,0.95,0.6,0.47,uptrend,-0.0693,0.0181,0.0032,0.0971,-0.1061,16.48,-0.06,0.008100000000000001,-0.0068000000000000005
AGHA,2023-05-04,pivot,11.47,0.35,0.743,0.743,0.743,0.086,0.82,uptrend,-0.034,-0.0603,-0.0917,-0.0042,-0.1129,12.47,-0.044000000000000004,-0.06,-0.06
AGHA,2023-05-05,pivot,11.49,2.84,0.474,0.93,0.93,0.456,0.51,uptrend,-0.0298,-0.0477,-0.1057,-0.0051,-0.1287,12.49,-0.0398,-0.0577,-0.06
AGHA,2023-07-31,pivot,10.47,1.05,0.69,0.69,0.69,0.167,0.22,uptrend,0.0631,0.1002,-0.0269,0.1317,-0.0724,11.47,0.0531,0.0902,-0.0369
AGHA,2023-08-03,pivot,11.48,3.22,0.438,0.438,0.438,0.427,1.05,uptrend,-0.1067,-0.0167,-0.2108,0.0167,-0.225,12.48,-0.06,-0.0267,-0.06
AGHA,2023-08-18,pivot,11.77,2.24,0.659,0.659,0.659,0.0,0.25,uptrend,-0.1113,-0.2075,-0.2042,-0.0167,-0.2385,12.77,-0.06,-0.06,-0.06
AGHA,2023-08-23,pivot,11.19,7.06,0.527,0.527,0.527,0.473,0.18,uptrend,-0.1015,-0.1818,-0.1271,-0.0071,-0.1968,12.19,-0.06,-0.06,-0.06
AGHA,2023-10-09,pivot,10.59,2.74,0.4,0.689,0.689,0.289,0.39,uptrend,0.1312,0.3926,0.4874,0.5535,-0.0047,11.59,0.12120000000000002,0.3826,0.4774
AGHA,2023-11-03,pivot,15.82,5.18,0.541,0.541,0.541,0.165,1.22,uptrend,-0.1096,-0.1246,-0.0377,0.0024,-0.1437,16.82,-0.06,-0.06,-0.0477
AGHA,2023-12-07,pivot,15.73,1.4,0.516,0.516,0.516,0.25,0.71,uptrend,-0.0341,-0.0854,-0.1034,-0.0062,-0.192,16.73,-0.0441,-0.06,-0.06
AGHA,2023-12-13,pivot,15.55,2.59,0.711,0.711,0.711,0.011,0.91,uptrend,-0.0966,-0.1414,-0.1333,-0.005,-0.1869,16.55,-0.06,-0.06,-0.06
AGHA,2024-06-07,pivot,10.37,1.0,,0.889,0.889,,0.44,uptrend,-0.0177,-0.0606,-0.0709,0.0401,-0.0765,11.37,-0.027700000000000002,-0.06,-0.06
AGHA,2024-09-03,pivot,12.96,2.6,,0.558,0.558,,3.22,uptrend,-0.0659,-0.1203,-0.2796,0.0383,-0.3246,13.96,-0.06,-0.06,-0.06
AGHA,2024-09-23,pivot,12.57,1.72,,0.691,0.691,,0.31,uptrend,-0.1621,-0.203,-0.0803,-0.0186,-0.2528,13.57,-0.06,-0.06,-0.06
AGHA,2024-10-11,pivot,10.87,3.28,,0.902,0.902,,0.86,uptrend,0.0656,0.0358,0.0528,0.1371,-0.0153,11.87,0.055600000000000004,0.025799999999999997,0.0428
AGHA,2024-10-29,pivot,12.19,0.25,,0.573,0.573,,1.31,uptrend,-0.033,-0.1241,-0.2705,0.023,-0.2743,13.19,-0.043000000000000003,-0.06,-0.06
AGHA,2025-06-03,pivot,8.39,0.44,,0.875,0.875,,1.9,uptrend,-0.0284,-0.0634,-0.0262,0.0262,-0.1475,9.39,-0.038400000000000004,-0.06,-0.0362
AGHA,2025-07-03,pivot,8.68,0.12,,0.522,0.522,,1.75,uptrend,0.0099,-0.012,0.0044,0.1358,-0.0679,9.68,-9.99999999999994e-05,-0.022,-0.0056
AGHA,2025-07-08,pivot,8.72,0.04,,0.5,0.5,,0.88,uptrend,0.01,-0.0189,0.0133,0.1522,-0.0544,9.72,0.0,-0.028900000000000002,0.003299999999999999
AGHA,2025-07-11,pivot,9.02,0.11,,0.608,0.608,,4.13,uptrend,-0.1046,-0.079,-0.079,0.0636,-0.1272,10.02,-0.06,-0.06,-0.06
AGHA,2025-07-16,pivot,8.92,0.75,,0.545,0.545,,0.44,uptrend,-0.056,0.0054,-0.0323,0.1163,-0.084,9.92,-0.06,-0.0046,-0.042300000000000004
AGHA,2025-07-21,pivot,8.54,0.35,,0.604,0.604,,0.52,uptrend,0.1034,0.02,0.02,0.1535,-0.0378,9.54,0.09340000000000001,0.01,0.01
AGHA,2025-07-25,pivot,8.66,0.15,,0.786,0.786,,0.58,uptrend,-0.0066,-0.0099,-0.0132,0.1433,-0.0298,9.66,-0.0166,-0.0199,-0.0232
AGHA,2025-08-08,pivot,8.92,0.45,,0.455,0.455,,0.41,uptrend,-0.0044,-0.0165,0.0099,0.056,-0.033,9.92,-0.0144,-0.026500000000000003,-9.99999999999994e-05
AGHA,2025-08-28,pivot,8.88,0.19,,0.5,0.5,,1.07,uptrend,-0.012,0.062,0.0891,0.1793,-0.0272,9.88,-0.022,0.052,0.0791
AGHA,2025-12-17,pivot,8.55,0.58,,0.462,0.462,,1.47,uptrend,-0.072,-0.0259,0.0169,0.081,-0.099,9.55,-0.06,-0.0359,0.006899999999999998
AGHA,2026-01-12,pivot,8.95,0.3,,0.5,0.5,,1.24,uptrend,-0.0416,-0.0896,-0.0512,-0.0032,-0.1354,9.95,-0.0516,-0.06,-0.06
AGHA,2026-04-28,pivot,7.75,1.89,,0.821,0.821,,0.35,uptrend,-0.0076,,,0.0546,-0.1066,8.75,-0.0176,,
AGHA,2026-04-30,pivot,7.19,2.13,,0.609,0.609,,0.59,uptrend,,,,0.108,-0.036,8.190000000000001,,,
AGL,2020-05-04,pivot,3.08,2.6,0.611,0.611,0.611,0.222,0.7,uptrend,0.1667,0.4151,0.2201,0.6447,-0.0535,4.08,0.15669999999999998,0.4051,0.21009999999999998
AGL,2020-05-21,pivot,4.13,0.73,0.414,0.414,0.414,0.483,0.33,uptrend,-0.0843,0.0251,0.0524,0.1913,-0.1298,5.13,-0.06,0.0151,0.0424
AGL,2020-06-25,pivot,4.5,1.93,0.579,0.579,0.579,0.421,0.28,uptrend,0.0348,0.1217,0.1478,0.2696,-0.0413,5.5,0.024799999999999996,0.11170000000000001,0.13779999999999998
AGL,2020-08-03,pivot,5.22,0.38,0.411,0.804,0.804,0.393,1.85,uptrend,-0.0729,-0.0608,-0.0694,0.0382,-0.1354,6.22,-0.06,-0.06,-0.06
AGL,2020-08-13,pivot,5.08,1.97,0.586,0.586,0.586,0.69,0.35,uptrend,0.0057,0.019,0.0949,0.2068,-0.0228,6.08,-0.0043,0.009,0.0849
AGL,2020-08-26,pivot,5.32,0.31,0.8,0.8,0.8,0.0,0.64,uptrend,0.0218,-0.0073,-0.0491,0.1564,-0.0545,6.32,0.0118,-0.0173,-0.0591
AGL,2020-12-21,pivot,5.17,3.29,0.414,0.414,0.414,0.586,0.46,uptrend,-0.0416,-0.0208,-0.0227,0.0302,-0.0718,6.17,-0.0516,-0.0308,-0.0327
AGL,2022-01-13,pivot,4.34,0.85,0.4,0.4,0.4,0.0,0.84,uptrend,-0.1111,-0.1222,-0.1089,-0.0089,-0.1444,5.34,-0.06,-0.06,-0.06
AGL,2022-01-20,pivot,3.85,0.09,0.6,0.6,0.6,0.4,0.36,uptrend,-0.0366,-0.0049,-0.0659,0.0415,-0.0829,4.85,-0.0466,-0.0149,-0.06
AGL,2022-02-11,pivot,3.96,0.51,0.4,0.4,0.4,0.2,0.44,uptrend,-0.0396,0.1906,0.4876,0.6411,-0.0693,4.96,-0.049600000000000005,0.18059999999999998,0.47759999999999997
AGL,2022-03-24,pivot,5.73,1.4,0.543,0.848,0.848,0.304,0.27,uptrend,0.2144,0.1015,0.1637,0.3011,-0.0426,6.73,0.2044,0.09150000000000001,0.1537
AGL,2022-03-28,pivot,5.89,0.68,0.625,0.708,0.708,0.083,0.06,uptrend,0.0739,0.2332,0.1461,0.3054,-0.0033,6.89,0.0639,0.22319999999999998,0.1361
AGL,2022-04-28,pivot,6.15,2.49,0.437,0.437,0.437,0.563,0.58,uptrend,-0.2068,-0.2099,-0.1451,-0.0309,-0.2361,7.15,-0.06,-0.06,-0.06
AGL,2022-07-15,pivot,7.0,2.81,0.606,0.606,0.606,0.121,0.39,uptrend,-0.1038,0.0351,0.1388,0.2356,-0.1304,8.0,-0.06,0.025099999999999997,0.1288
AGL,2022-07-18,pivot,6.82,1.81,0.4,0.44,0.44,0.04,0.34,uptrend,-0.0791,0.095,0.1755,0.2676,-0.1079,7.82,-0.06,0.085,0.16549999999999998
AGL,2022-07-20,pivot,6.59,4.96,0.878,0.878,0.878,0.02,0.19,uptrend,-0.0548,0.1941,0.1689,0.3052,-0.0815,7.59,-0.06,0.18409999999999999,0.15889999999999999
AGL,2022-07-26,pivot,6.26,0.59,0.444,0.444,0.444,0.5,0.05,uptrend,0.2703,0.3,0.1719,0.3766,-0.0313,7.26,0.2603,0.29,0.1619
AGL,2022-07-27,pivot,6.21,0.21,0.474,0.474,0.474,0.316,0.11,uptrend,0.2249,0.2599,0.1185,0.3389,-0.0395,7.21,0.21489999999999998,0.2499,0.1085
AGL,2022-07-29,pivot,6.67,0.1,0.661,0.661,0.661,0.339,1.02,uptrend,0.0658,0.0477,-0.0774,0.1368,-0.0968,7.67,0.055799999999999995,0.0377,-0.06
AGL,2022-08-25,pivot,7.33,0.18,0.895,0.947,0.947,0.053,0.17,uptrend,-0.0453,-0.0586,-0.1425,0.0093,-0.2011,8.33,-0.0553,-0.06,-0.06
AGL,2022-08-26,pivot,7.38,4.29,0.577,0.577,0.577,0.269,0.18,uptrend,-0.0726,-0.0594,-0.1623,-0.0237,-0.2084,8.379999999999999,-0.06,-0.06,-0.06
AGL,2022-08-29,pivot,7.09,1.22,0.613,0.677,0.677,0.065,1.6,uptrend,-0.0397,-0.0506,-0.1012,0.0123,-0.1792,8.09,-0.0497,-0.06,-0.06
AGL,2023-03-15,pivot,5.05,0.73,0.545,0.727,0.727,0.182,1.91,uptrend,-0.0421,-0.0612,-0.0975,0.0535,-0.1052,6.05,-0.0521,-0.06,-0.06
AGL,2023-04-17,pivot,4.68,0.0,0.417,0.417,0.417,0.5,0.06,uptrend,,-0.0208,0.0271,0.0917,-0.0417,5.68,,-0.0308,0.017099999999999997
AGL,2023-04-18,pivot,4.67,1.36,0.308,0.923,0.923,0.615,0.15,uptrend,-0.0042,0.0506,0.0295,0.1055,-0.0295,5.67,-0.0142,0.0406,0.019499999999999997
AGL,2023-04-20,pivot,4.67,1.57,0.424,0.848,0.848,0.424,1.33,uptrend,-0.0325,-0.0325,-0.0183,0.0629,-0.0568,5.67,-0.0425,-0.0425,-0.0283
AGL,2023-05-12,pivot,4.72,0.28,0.619,0.619,0.619,0.048,0.38,uptrend,0.002,-0.0569,-0.0366,0.0528,-0.0833,5.72,-0.008,-0.06,-0.0466
AGL,2023-08-01,pivot,6.62,1.01,0.525,0.525,0.525,0.225,0.41,uptrend,-0.1597,-0.0489,-0.1295,0.1007,-0.1799,7.62,-0.06,-0.0589,-0.06
AGL,2023-08-04,pivot,6.36,3.98,0.5,0.5,0.5,0.382,0.17,uptrend,0.0233,0.031,-0.0543,0.186,-0.1209,7.36,0.013300000000000001,0.020999999999999998,-0.06
AGL,2023-08-28,pivot,6.42,4.98,0.586,0.614,0.614,0.029,0.44,uptrend,-0.1029,0.0426,0.1868,0.2691,-0.1662,7.42,-0.06,0.0326,0.17679999999999998
AGL,2023-08-29,pivot,6.15,0.05,0.545,0.545,0.545,0.455,0.19,uptrend,-0.0789,0.0501,0.2352,0.3096,-0.1396,7.15,-0.06,0.0401,0.22519999999999998
AGL,2023-09-11,pivot,6.96,0.91,0.475,0.475,0.475,0.275,0.64,uptrend,0.1301,0.1055,0.0603,0.2041,-0.0616,7.96,0.1201,0.0955,0.0503
AGL,2023-09-18,pivot,7.76,0.82,0.489,0.611,0.611,0.122,3.21,uptrend,-0.0616,-0.0349,-0.0709,0.0221,-0.1105,8.76,-0.06,-0.0449,-0.06
AGL,2023-09-21,pivot,8.09,1.65,0.464,0.464,0.464,0.429,0.9,uptrend,0.0388,-0.0425,-0.0328,0.0667,-0.0716,9.09,0.0288,-0.052500000000000005,-0.042800000000000005
AGL,2023-10-03,pivot,8.15,1.02,0.742,0.742,0.742,0.0,0.75,uptrend,-0.0764,-0.0465,-0.2029,,-0.2208,9.15,-0.06,-0.0565,-0.06
AGL,2023-10-16,pivot,7.98,0.38,0.375,0.525,0.525,0.15,0.84,uptrend,-0.0659,-0.1629,-0.0731,0.0036,-0.218,8.98,-0.06,-0.06,-0.06
AGL,2023-12-13,pivot,14.68,0.54,0.4,0.4,0.4,0.071,0.38,uptrend,-0.2207,-0.1314,0.0667,0.0777,-0.2544,15.68,-0.06,-0.06,0.05669999999999999
AGL,2023-12-20,pivot,11.62,0.83,0.505,0.505,0.505,0.35,1.7,uptrend,0.0693,0.1697,0.2534,0.4024,-0.0518,12.62,0.0593,0.15969999999999998,0.2434
AGL,2024-01-05,pivot,14.26,3.25,,0.445,0.445,,0.5,uptrend,0.1295,0.047,-0.0282,0.1812,-0.098,15.26,0.11950000000000001,0.037,-0.0382
AGL,2024-01-16,pivot,15.93,0.65,,0.606,0.606,,0.28,uptrend,-0.0488,-0.1671,-0.2337,-0.0089,-0.2687,16.93,-0.058800000000000005,-0.06,-0.06
AGL,2024-02-09,pivot,14.51,4.87,,0.617,0.617,,0.12,uptrend,-0.0577,0.0753,0.2524,0.3433,-0.1655,15.51,-0.06,0.06530000000000001,0.2424
AGL,2024-03-01,pivot,15.3,0.02,,0.848,0.848,,0.36,uptrend,0.1473,0.0628,0.6644,0.7147,-0.0056,16.3,0.13729999999999998,0.05279999999999999,0.6544
AGL,2024-03-13,pivot,17.31,1.77,,0.53,0.53,,0.38,uptrend,0.0844,0.5022,0.2717,0.5994,-0.0861,18.31,0.07440000000000001,0.49219999999999997,0.2617
AGL,2024-03-15,pivot,17.49,5.93,,0.419,0.419,,0.42,uptrend,0.2133,0.4878,0.2389,0.5994,-0.0556,18.49,0.20329999999999998,0.4778,0.2289
AGL,2024-03-26,pivot,23.16,1.73,,0.964,0.964,,2.65,uptrend,0.0384,-0.0773,-0.0218,0.1406,-0.1383,24.16,0.028399999999999995,-0.06,-0.0318
AGL,2024-03-29,pivot,24.15,0.37,,0.961,0.961,,2.87,uptrend,-0.1599,-0.1707,-0.1235,0.0707,-0.1911,25.15,-0.06,-0.06,-0.06
AGL,2024-04-09,pivot,22.31,0.9,,0.553,0.553,,1.85,uptrend,-0.027,-0.0308,-0.0034,0.1477,-0.0823,23.31,-0.037,-0.0408,-0.0134
AGL,2024-04-19,pivot,21.94,0.85,,0.799,0.799,,0.88,uptrend,-0.018,0.0834,-0.0637,0.1629,-0.0851,22.94,-0.027999999999999997,0.0734,-0.06
AGL,2024-05-03,pivot,23.58,3.19,,0.43,0.43,,0.83,uptrend,-0.0599,-0.101,-0.209,0.1079,-0.2468,24.58,-0.06,-0.06,-0.06
AGL,2024-07-11,pivot,23.34,4.81,,0.508,0.508,,3.64,uptrend,-0.1542,-0.0454,-0.1126,-0.0263,-0.1599,24.34,-0.06,-0.055400000000000005,-0.06
AGL,2024-07-12,pivot,22.24,0.63,,0.726,0.726,,1.11,uptrend,-0.0746,-0.0234,-0.0702,0.0286,-0.1125,23.24,-0.06,-0.0334,-0.06
AGL,2024-08-01,pivot,23.27,0.6,,0.824,0.824,,0.31,uptrend,-0.0166,-0.0899,0.3557,0.3975,-0.1263,24.27,-0.0266,-0.06,0.3457
AGL,2024-08-29,pivot,31.56,1.61,,0.437,0.437,,1.02,uptrend,-0.0549,0.1144,0.0055,0.2443,-0.0774,32.56,-0.06,0.1044,-0.0045000000000000005
AGL,2024-09-20,pivot,34.12,2.12,,0.469,0.469,,0.16,uptrend,-0.0575,0.0873,0.0805,0.1312,-0.0853,35.12,-0.06,0.07730000000000001,0.07050000000000001
AGL,2024-09-27,pivot,33.02,2.62,,0.456,0.456,,0.19,uptrend,0.1143,0.091,0.1029,0.1592,-0.0481,34.02,0.1043,0.081,0.09290000000000001
AGL,2024-10-10,pivot,37.45,1.19,,0.454,0.454,,0.65,uptrend,-0.0266,-0.0015,0.0307,0.0881,-0.0832,38.45,-0.0366,-0.0115,0.020700000000000003
AGL,2024-10-11,pivot,36.94,2.13,,0.529,0.529,,0.68,uptrend,-0.0148,-0.0187,0.0493,0.1022,-0.0713,37.94,-0.024800000000000003,-0.028700000000000003,0.039299999999999995
AGL,2024-10-15,pivot,37.07,0.18,,0.863,0.863,,0.46,uptrend,-0.008,-0.0374,0.0325,0.0965,-0.0761,38.07,-0.018000000000000002,-0.047400000000000005,0.0225
AGL,2024-10-17,pivot,37.75,1.94,,0.556,0.556,,0.45,uptrend,0.0049,-0.0178,0.0317,0.0951,-0.0773,38.75,-0.0051,-0.0278,0.021699999999999997
AGL,2024-10-21,pivot,37.41,1.54,,0.743,0.743,,3.3,uptrend,-0.0353,-0.0177,0.0392,0.1036,-0.0701,38.41,-0.0453,-0.027700000000000002,0.029199999999999997
AGL,2024-10-23,pivot,38.07,0.19,,0.48,0.48,,0.14,uptrend,-0.0444,0.0565,0.0364,0.0965,-0.0761,39.07,-0.054400000000000004,0.0465,0.0264
AGL,2024-10-25,pivot,38.36,3.23,,0.423,0.423,,0.13,uptrend,-0.024,0.0425,0.0309,0.0951,-0.0773,39.36,-0.034,0.0325,0.020900000000000002
AGL,2024-10-29,pivot,36.79,2.7,,0.888,0.888,,0.26,uptrend,0.0304,0.0672,0.0176,0.1334,-0.0157,37.79,0.0204,0.057199999999999994,0.007600000000000001
AGL,2024-11-01,pivot,37.46,0.38,,0.519,0.519,,0.18,uptrend,0.0539,0.0477,-0.0076,0.1071,-0.0268,38.46,0.0439,0.0377,-0.0176
AGL,2024-11-22,pivot,39.83,0.59,,0.541,0.541,,0.32,uptrend,-0.0558,-0.0387,-0.0575,0.0126,-0.0704,40.83,-0.06,-0.0487,-0.06
AGL,2024-11-25,pivot,39.62,3.46,,0.76,0.76,,0.04,uptrend,-0.0537,0.0002,-0.0502,0.0213,-0.0625,40.62,-0.06,-0.0098,-0.06
AGL,2024-12-12,pivot,39.46,1.13,,0.855,0.855,,2.57,uptrend,-0.059,-0.0928,-0.0831,-0.0007,-0.1518,40.46,-0.06,-0.06,-0.06
AGL,2024-12-16,pivot,39.44,2.39,,0.568,0.568,,0.13,uptrend,-0.0493,-0.0495,-0.0551,-0.004,-0.1441,40.44,-0.0593,-0.059500000000000004,-0.06
AGL,2025-01-28,pivot,54.46,0.83,,0.531,0.531,,3.43,uptrend,-0.1701,-0.0498,-0.1658,0.0202,-0.2787,55.46,-0.06,-0.0598,-0.06
AGL,2025-02-07,pivot,44.2,2.16,,0.533,0.533,,0.27,uptrend,0.1911,0.1764,0.1481,0.3136,-0.0809,45.2,0.18109999999999998,0.1664,0.1381
AGL,2025-02-10,pivot,43.33,0.31,,0.725,0.725,,0.48,uptrend,0.2245,0.1344,0.1777,0.273,-0.028,44.33,0.2145,0.1244,0.1677
AGL,2025-02-14,pivot,54.79,2.35,,0.636,0.636,,0.29,uptrend,-0.0368,-0.1547,-0.0172,0.0756,-0.1787,55.79,-0.0468,-0.06,-0.027200000000000002
AGL,2025-02-19,pivot,56.67,1.12,,0.627,0.627,,0.23,uptrend,-0.1568,-0.0039,0.1413,0.2226,-0.2044,57.67,-0.06,-0.0139,0.1313
AGL,2025-03-10,pivot,51.99,0.76,,0.8,0.8,,1.03,uptrend,0.0607,0.1865,0.145,0.299,-0.1087,52.99,0.050699999999999995,0.1765,0.13499999999999998
AGL,2025-03-12,pivot,54.31,1.48,,0.684,0.684,,0.28,uptrend,0.2032,0.2288,0.1854,0.3521,-0.0722,55.31,0.19319999999999998,0.2188,0.1754
AGL,2025-03-14,pivot,54.82,4.89,,0.812,0.812,,0.59,uptrend,0.2821,0.262,0.1087,0.3239,-0.0401,55.82,0.2721,0.252,0.09870000000000001
AGL,2025-03-19,pivot,64.43,0.65,,0.428,0.428,,3.09,uptrend,-0.0467,-0.016,-0.1055,0.049,-0.16,65.43,-0.0567,-0.026000000000000002,-0.06
AGL,2025-04-07,pivot,69.27,8.52,,0.552,0.552,,0.72,uptrend,-0.0247,-0.0987,-0.2398,0.0274,-0.2809,70.27,-0.0347,-0.06,-0.06
AGL,2025-04-21,pivot,61.22,0.6,,0.74,0.74,,1.0,uptrend,-0.127,-0.1668,-0.1762,0.0572,-0.3845,62.22,-0.06,-0.06,-0.06
AGL,2025-07-16,pivot,54.39,0.72,,0.462,0.462,,0.95,uptrend,0.0599,0.0512,0.4652,0.5636,-0.0633,55.39,0.0499,0.0412,0.4552
AGL,2025-07-18,pivot,53.46,0.83,,0.745,0.745,,3.91,uptrend,0.0058,0.0308,0.3973,0.5128,-0.0598,54.46,-0.004200000000000001,0.0208,0.3873
AGL,2025-07-25,pivot,55.45,0.81,,0.509,0.509,,0.96,uptrend,-0.036,0.2681,0.348,0.4149,-0.0775,56.45,-0.046,0.2581,0.33799999999999997
AGL,2025-07-30,pivot,59.13,1.07,,0.403,0.403,,0.56,uptrend,0.1527,0.36,0.2817,0.4513,-0.0389,60.13,0.1427,0.35,0.2717
AGL,2025-08-13,pivot,79.13,0.61,,0.746,0.746,,0.95,uptrend,-0.0684,-0.0738,-0.15,0.012,-0.1575,80.13,-0.06,-0.06,-0.06
AGL,2025-08-15,pivot,79.59,0.74,,0.574,0.574,,0.24,uptrend,-0.0182,-0.0785,-0.1575,0.0167,-0.1652,80.59,-0.028200000000000003,-0.06,-0.06
AGL,2025-08-29,pivot,76.44,0.84,,0.601,0.601,,0.41,uptrend,-0.0234,-0.0982,-0.0693,0.0456,-0.1105,77.44,-0.0334,-0.06,-0.06
AGL,2025-09-02,pivot,72.79,1.01,,0.865,0.865,,0.59,uptrend,-0.0471,-0.0111,-0.0659,0.0727,-0.0875,73.79,-0.057100000000000005,-0.0211,-0.06
AGL,2025-09-04,pivot,73.17,0.51,,0.692,0.692,,0.44,uptrend,-0.0487,-0.0366,0.0252,0.1074,-0.0741,74.17,-0.0587,-0.0466,0.0152
AGL,2025-09-05,pivot,73.13,2.78,,0.505,0.505,,1.59,uptrend,-0.1376,-0.1295,-0.0853,0.0175,-0.1493,74.13,-0.06,-0.06,-0.06
AGL,2025-09-26,pivot,70.57,1.07,,0.926,0.926,,2.53,uptrend,0.024,0.0289,0.0115,0.1392,-0.0437,71.57,0.014,0.0189,0.0014999999999999996
AGL,2025-10-06,pivot,73.76,0.35,,0.782,0.782,,0.49,uptrend,-0.0216,-0.0223,-0.0736,0.0469,-0.1016,74.76,-0.0316,-0.0323,-0.06
AGL,2026-01-02,pivot,67.63,1.23,,0.818,0.818,,5.16,uptrend,0.0277,-0.0382,-0.0229,0.1759,-0.0483,68.63,0.0177,-0.0482,-0.0329
AGL,2026-01-27,pivot,74.39,0.52,,0.892,0.892,,5.42,uptrend,-0.1228,-0.1734,-0.3918,-0.0117,-0.3959,75.39,-0.06,-0.06,-0.06
AGP,2020-06-12,pivot,112.63,2.29,0.757,0.757,0.757,0.099,0.38,uptrend,0.0109,-0.0657,0.0262,0.0617,-0.0969,113.63,0.0008999999999999998,-0.06,0.0162
AGP,2020-06-29,pivot,104.83,2.22,0.386,0.602,0.602,0.215,0.33,uptrend,0.0534,0.0602,0.0414,0.0986,-0.0174,105.83,0.0434,0.050199999999999995,0.0314
AGP,2020-07-22,pivot,113.49,0.43,0.6,0.656,0.656,0.056,0.38,uptrend,0.0106,0.0411,0.0026,0.099,-0.0515,114.49,0.0005999999999999998,0.031099999999999996,-0.0074
AGP,2020-09-04,pivot,117.12,1.72,0.709,0.709,0.709,0.291,1.2,uptrend,-0.0182,-0.0285,-0.1098,0.0072,-0.1224,118.12,-0.028200000000000003,-0.0385,-0.06
AGP,2020-12-11,pivot,116.79,3.63,0.526,0.526,0.526,0.205,2.44,uptrend,-0.0605,-0.0504,-0.0493,-0.0254,-0.0953,117.79,-0.06,-0.06,-0.0593
AGP,2020-12-21,pivot,111.86,0.68,0.482,0.71,0.71,0.228,0.23,uptrend,-0.0091,,-0.0065,0.0152,-0.056,112.86,-0.0191,,-0.0165
AGP,2020-12-22,pivot,111.65,2.76,0.786,0.835,0.835,0.049,0.3,uptrend,-0.0005,0.0115,0.0038,0.0268,-0.0325,112.65,-0.0105,0.0014999999999999996,-0.006200000000000001
AGP,2020-12-31,pivot,112.79,1.59,0.383,0.552,0.552,0.169,8.01,uptrend,-0.0183,-0.0127,0.0881,0.1048,-0.0363,113.79,-0.0283,-0.022699999999999998,0.0781
AGP,2021-01-04,pivot,113.51,0.56,0.877,0.881,0.881,0.004,0.53,uptrend,-0.0106,-0.0028,0.145,0.1968,-0.0286,114.51,-0.0206,-0.0128,0.13499999999999998
AGP,2021-01-08,pivot,113.36,0.27,0.533,0.769,0.769,0.236,0.29,uptrend,0.0073,0.012,0.0963,0.2087,-0.0261,114.36,-0.0027,0.002,0.0863
AGP,2021-01-12,pivot,113.16,1.03,0.815,0.815,0.815,0.085,3.03,uptrend,0.0022,0.0411,0.0846,0.2193,-0.0088,114.16,-0.0078,0.031099999999999996,0.0746
AGP,2021-01-18,pivot,114.41,0.36,0.49,0.49,0.49,0.51,0.34,uptrend,0.0784,0.1381,0.1113,0.1983,-0.0259,115.41,0.0684,0.1281,0.1013
AGP,2021-01-19,pivot,113.99,0.87,0.781,0.781,0.781,0.156,0.15,uptrend,0.0356,0.1747,0.1342,0.2129,-0.0096,114.99,0.025599999999999998,0.16469999999999999,0.12420000000000002
AGP,2021-01-28,pivot,124.49,0.39,0.558,0.558,0.558,0.257,1.54,uptrend,-0.0186,-0.0368,-0.0263,0.0826,-0.0732,125.49,-0.0286,-0.0468,-0.0363
AGP,2021-02-10,pivot,122.58,2.05,0.808,0.808,0.808,0.081,0.3,uptrend,0.0441,-0.0206,-0.1146,0.0555,-0.1405,123.58,0.0341,-0.030600000000000002,-0.06
AGP,2021-02-11,pivot,120.98,1.63,0.403,0.403,0.403,0.19,0.26,uptrend,0.0428,0.0014,-0.1474,0.0512,-0.1824,121.98,0.032799999999999996,-0.0086,-0.06
AGP,2021-02-26,pivot,122.95,1.57,0.503,0.503,0.503,0.111,0.53,uptrend,-0.0521,-0.1655,-0.1387,-0.0264,-0.2076,123.95,-0.06,-0.06,-0.06
AGP,2021-03-01,pivot,121.03,2.33,0.598,0.598,0.598,0.402,0.33,uptrend,-0.0833,-0.1257,-0.0997,0.0044,-0.1825,122.03,-0.06,-0.06,-0.06
AGP,2021-06-18,pivot,107.8,0.28,0.4,0.952,0.952,0.552,0.59,uptrend,-0.0178,0.2325,0.3156,0.4454,-0.04,108.8,-0.0278,0.2225,0.3056
