symbol,date,close_before,close_after,pct_change,peer_avg_change,magnitude_category,likely_action,peers_used,sector,review_status
ASLCPS,2023-10-17,29.15,26.96,-7.51,11.04,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLCPS,2025-07-23,23.0,20.7,-10.0,0.27,DROP_OTHER,Rights/Dividend,16,ENGINEERING,PENDING
ASLCPS,2026-03-03,87.17,78.45,-10.0,-0.3,DROP_OTHER,Rights/Dividend,15,ENGINEERING,PENDING
ASLPS,2013-03-05,8.8,8.0,-9.09,-2.66,DROP_OTHER,Rights/Dividend,7,ENGINEERING,PENDING
ASLPS,2013-03-26,8.49,7.78,-8.36,-1.03,DROP_OTHER,Rights/Dividend,5,ENGINEERING,PENDING
ASLPS,2013-04-16,8.0,7.11,-11.12,-1.96,DROP_OTHER,Rights/Dividend,8,ENGINEERING,PENDING
ASLPS,2013-06-05,9.1,8.3,-8.79,-0.32,DROP_OTHER,Rights/Dividend,8,ENGINEERING,PENDING
ASLPS,2013-06-24,9.0,8.31,-7.67,-4.18,DROP_OTHER,Rights/Dividend,7,ENGINEERING,PENDING
ASLPS,2013-09-20,9.0,8.3,-7.78,1.3,DROP_OTHER,Rights/Dividend,7,ENGINEERING,PENDING
ASLPS,2013-09-26,8.25,7.51,-8.97,-2.36,DROP_OTHER,Rights/Dividend,9,ENGINEERING,PENDING
ASLPS,2013-10-01,9.49,8.49,-10.54,2.44,DROP_OTHER,Rights/Dividend,7,ENGINEERING,PENDING
ASLPS,2013-10-02,8.49,7.69,-9.42,0.9,DROP_OTHER,Rights/Dividend,7,ENGINEERING,PENDING
ASLPS,2013-10-11,7.8,7.0,-10.26,-4.66,DROP_OTHER,Rights/Dividend,6,ENGINEERING,PENDING
ASLPS,2013-10-29,8.25,7.26,-12.0,-0.52,DROP_OTHER,Rights/Dividend,6,ENGINEERING,PENDING
ASLPS,2013-11-21,7.95,7.25,-8.81,1.26,DROP_OTHER,Rights/Dividend,7,ENGINEERING,PENDING
ASLPS,2013-11-26,7.94,7.21,-9.19,-0.93,DROP_OTHER,Rights/Dividend,8,ENGINEERING,PENDING
ASLPS,2014-04-25,8.69,8.0,-7.94,-3.88,DROP_OTHER,Rights/Dividend,6,ENGINEERING,PENDING
ASLPS,2014-05-02,8.66,8.0,-7.62,2.32,DROP_OTHER,Rights/Dividend,6,ENGINEERING,PENDING
ASLPS,2014-07-09,7.65,6.73,-12.03,0.87,DROP_OTHER,Rights/Dividend,5,ENGINEERING,PENDING
ASLPS,2014-08-13,6.74,6.01,-10.83,-2.7,DROP_OTHER,Rights/Dividend,5,ENGINEERING,PENDING
ASLPS,2014-08-20,6.75,6.1,-9.63,0.27,DROP_OTHER,Rights/Dividend,5,ENGINEERING,PENDING
ASLPS,2014-08-29,6.4,5.85,-8.59,2.13,DROP_OTHER,Rights/Dividend,6,ENGINEERING,PENDING
ASLPS,2015-01-20,9.48,8.7,-8.23,-2.03,DROP_OTHER,Rights/Dividend,9,ENGINEERING,PENDING
ASLPS,2015-02-27,9.0,8.03,-10.78,-2.82,DROP_OTHER,Rights/Dividend,8,ENGINEERING,PENDING
ASLPS,2015-03-12,8.0,7.23,-9.62,-2.51,DROP_OTHER,Rights/Dividend,7,ENGINEERING,PENDING
ASLPS,2015-04-16,8.82,7.75,-12.13,14.29,DROP_OTHER,Rights/Dividend,6,ENGINEERING,PENDING
ASLPS,2015-06-16,8.0,7.3,-8.75,3.91,DROP_OTHER,Rights/Dividend,9,ENGINEERING,PENDING
ASLPS,2015-08-31,9.3,8.31,-10.65,0.57,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2015-10-14,8.0,7.0,-12.5,0.45,DROP_OTHER,Rights/Dividend,10,ENGINEERING,PENDING
ASLPS,2015-12-23,9.0,8.27,-8.11,-1.05,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2016-03-04,6.5,6.0,-7.69,-1.57,DROP_OTHER,Rights/Dividend,8,ENGINEERING,PENDING
ASLPS,2016-03-11,6.3,5.41,-14.13,-0.03,DROP_OTHER,Rights/Dividend,10,ENGINEERING,PENDING
ASLPS,2016-04-21,8.01,7.01,-12.48,-0.87,DROP_OTHER,Rights/Dividend,8,ENGINEERING,PENDING
ASLPS,2016-05-16,8.95,8.0,-10.61,0.75,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2016-06-06,8.22,7.3,-11.19,-3.59,DROP_OTHER,Rights/Dividend,9,ENGINEERING,PENDING
ASLPS,2016-07-18,7.0,6.01,-14.14,8.15,DROP_OTHER,Rights/Dividend,10,ENGINEERING,PENDING
ASLPS,2016-08-16,8.55,7.8,-8.77,0.63,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2016-10-20,12.99,12.0,-7.62,0.38,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2017-03-13,28.49,25.97,-8.85,3.85,DROP_OTHER,Rights/Dividend,9,ENGINEERING,PENDING
ASLPS,2018-10-03,18.46,16.86,-8.67,-0.49,DROP_OTHER,Rights/Dividend,10,ENGINEERING,PENDING
ASLPS,2018-10-15,13.2,12.2,-7.58,-2.99,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2018-10-16,12.2,11.2,-8.2,-1.9,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2018-10-18,10.9,10.02,-8.07,0.51,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2019-02-06,10.5,9.61,-8.48,-0.61,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2019-03-05,9.0,8.01,-11.0,1.73,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2019-06-25,13.0,12.0,-7.69,-2.65,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
ASLPS,2019-11-27,15.0,9.0,-40.0,43.8,DROP_OTHER,Rights/Dividend,10,ENGINEERING,PENDING
ASLPS,2020-05-06,11.0,10.0,-9.09,-1.82,DROP_OTHER,Rights/Dividend,10,ENGINEERING,PENDING
ASLPS,2021-10-22,45.08,30.36,-32.65,-2.87,DROP_33,Bonus 1:2,12,ENGINEERING,PENDING
ASLPS,2021-12-24,21.86,20.22,-7.5,0.39,DROP_OTHER,Rights/Dividend,13,ENGINEERING,PENDING
ASLPS,2021-12-29,18.93,17.51,-7.5,0.72,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2022-07-15,13.27,12.27,-7.54,10.68,DROP_OTHER,Rights/Dividend,13,ENGINEERING,PENDING
ASLPS,2022-07-18,12.27,11.27,-8.15,-3.47,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-07-31,13.17,12.17,-7.59,0.84,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-08-01,12.17,11.17,-8.22,3.96,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-08-02,11.17,10.17,-8.95,-0.55,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-08-03,10.17,9.17,-9.83,-1.78,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-09-27,10.17,9.17,-9.83,0.81,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-10-03,9.17,8.17,-10.91,0.19,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-10-04,8.17,7.5,-8.2,1.42,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-11-08,8.66,7.66,-11.55,2.07,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2023-11-15,7.88,7.1,-9.9,0.68,DROP_OTHER,Rights/Dividend,13,ENGINEERING,PENDING
ASLPS,2024-01-01,8.8,7.84,-10.91,4.41,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ASLPS,2024-02-16,7.07,6.1,-13.72,-2.27,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
ATBA,2005-09-20,83.3,68.15,-18.19,2.68,DROP_OTHER,Rights/Dividend,5,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2006-09-21,75.5,63.95,-15.3,5.03,DROP_OTHER,Rights/Dividend,5,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2007-09-21,187.4,150.0,-19.96,2.6,DROP_OTHER,Rights/Dividend,3,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2009-05-04,121.8,112.5,-7.64,-3.97,DROP_OTHER,Rights/Dividend,3,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2009-09-18,179.67,141.01,-21.52,1.86,DROP_OTHER,Rights/Dividend,5,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2010-09-20,184.33,142.13,-22.89,1.7,DROP_25,Bonus 1:3,4,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2011-09-20,225.33,177.77,-21.11,0.28,DROP_OTHER,Rights/Dividend,3,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2012-09-13,286.44,226.0,-21.1,1.46,DROP_OTHER,Rights/Dividend,6,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2013-09-12,384.78,303.0,-21.25,0.93,DROP_OTHER,Rights/Dividend,5,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2017-09-13,782.0,710.06,-9.2,2.86,DROP_OTHER,Rights/Dividend,5,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2021-09-13,333.92,284.26,-14.87,-0.9,DROP_OTHER,Rights/Dividend,7,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2022-09-13,213.99,162.91,-23.87,-0.09,DROP_25,Bonus 1:3,7,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2023-05-04,218.07,189.95,-12.89,-0.7,DROP_OTHER,Rights/Dividend,7,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2023-08-28,294.47,272.38,-7.5,-2.28,DROP_OTHER,Rights/Dividend,6,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2023-08-29,272.38,251.95,-7.5,-1.76,DROP_OTHER,Rights/Dividend,6,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2023-10-27,252.53,233.59,-7.5,-2.7,DROP_OTHER,Rights/Dividend,7,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2024-07-22,453.29,407.96,-10.0,-2.47,DROP_OTHER,Rights/Dividend,9,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATBA,2025-04-28,324.57,292.11,-10.0,-0.63,DROP_OTHER,Rights/Dividend,9,AUTOMOBILE PARTS & ACCESSORIES,PENDING
ATIL,2005-03-24,57.5,49.0,-14.78,-3.54,DROP_OTHER,Rights/Dividend,11,INSURANCE,PENDING
ATIL,2005-03-31,49.0,44.55,-9.08,4.31,DROP_OTHER,Rights/Dividend,11,INSURANCE,PENDING
ATIL,2005-07-22,46.0,42.2,-8.26,-1.42,DROP_OTHER,Rights/Dividend,5,INSURANCE,PENDING
ATIL,2006-04-24,142.0,99.0,-30.28,-1.75,DROP_33,Bonus 1:2,16,INSURANCE,PENDING
ATIL,2006-05-16,117.9,106.15,-9.97,-0.93,DROP_OTHER,Rights/Dividend,15,INSURANCE,PENDING
ATIL,2006-06-14,99.5,91.45,-8.09,-4.56,DROP_OTHER,Rights/Dividend,16,INSURANCE,PENDING
ATIL,2006-06-27,99.0,87.65,-11.46,-3.36,DROP_OTHER,Rights/Dividend,12,INSURANCE,PENDING
ATIL,2007-03-26,122.0,85.9,-29.59,1.45,DROP_OTHER,Rights/Dividend,15,INSURANCE,PENDING
ATIL,2008-03-25,161.75,118.5,-26.74,-1.87,DROP_25,Bonus 1:3,13,INSURANCE,PENDING
ATIL,2009-04-21,53.34,39.9,-25.2,-1.72,DROP_25,Bonus 1:3,18,INSURANCE,PENDING
ATIL,2009-04-27,35.5,32.61,-8.14,-4.15,DROP_OTHER,Rights/Dividend,14,INSURANCE,PENDING
ATIL,2010-04-21,43.57,34.18,-21.55,-0.67,DROP_OTHER,Rights/Dividend,18,INSURANCE,PENDING
ATIL,2011-03-24,38.73,27.94,-27.86,0.41,DROP_25,Bonus 1:3,15,INSURANCE,PENDING
ATIL,2012-04-03,40.44,30.91,-23.57,-1.92,DROP_25,Bonus 1:3,20,INSURANCE,PENDING
ATIL,2013-04-05,48.11,35.86,-25.46,-0.75,DROP_25,Bonus 1:3,17,INSURANCE,PENDING
ATIL,2014-04-02,67.08,56.58,-15.65,1.37,DROP_OTHER,Rights/Dividend,18,INSURANCE,PENDING
ATIL,2015-04-02,68.89,62.67,-9.03,1.56,DROP_OTHER,Rights/Dividend,13,INSURANCE,PENDING
ATIL,2016-04-07,70.3,64.2,-8.68,0.79,DROP_OTHER,Rights/Dividend,18,INSURANCE,PENDING
ATIL,2017-04-17,75.59,69.0,-8.72,-2.98,DROP_OTHER,Rights/Dividend,19,INSURANCE,PENDING
ATIL,2018-03-30,79.0,70.24,-11.09,0.59,DROP_OTHER,Rights/Dividend,17,INSURANCE,PENDING
ATIL,2019-04-17,73.97,57.84,-21.81,-2.04,DROP_OTHER,Rights/Dividend,12,INSURANCE,PENDING
ATIL,2020-05-05,67.07,59.96,-10.6,2.35,DROP_OTHER,Rights/Dividend,14,INSURANCE,PENDING
ATIL,2020-06-02,63.0,55.94,-11.21,2.89,DROP_OTHER,Rights/Dividend,16,INSURANCE,PENDING
ATIL,2021-03-31,61.07,52.9,-13.38,1.15,DROP_OTHER,Rights/Dividend,18,INSURANCE,PENDING
ATIL,2022-04-12,65.68,54.99,-16.28,-0.7,DROP_OTHER,Rights/Dividend,15,INSURANCE,PENDING
ATIL,2023-06-20,60.25,38.0,-36.93,-1.34,DROP_33,Bonus 1:2,12,INSURANCE,PENDING
ATLH,2005-10-06,315.5,222.25,-29.56,1.14,DROP_OTHER,Rights/Dividend,6,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2006-09-22,190.0,159.0,-16.32,-0.4,DROP_OTHER,Rights/Dividend,8,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2007-09-24,170.6,145.0,-15.01,1.58,DROP_OTHER,Rights/Dividend,6,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2009-06-12,118.13,102.78,-12.99,0.29,DROP_OTHER,Rights/Dividend,9,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2010-06-14,152.06,121.73,-19.95,-4.44,DROP_OTHER,Rights/Dividend,9,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2011-06-14,153.58,128.63,-16.25,0.86,DROP_OTHER,Rights/Dividend,8,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2012-06-18,146.79,118.91,-18.99,-0.31,DROP_OTHER,Rights/Dividend,9,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2013-06-10,279.54,221.12,-20.9,-0.65,DROP_OTHER,Rights/Dividend,9,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2014-06-16,270.5,247.69,-8.43,0.3,DROP_OTHER,Rights/Dividend,9,AUTOMOBILE ASSEMBLER,PENDING
ATLH,2019-05-30,397.77,322.0,-19.05,-0.02,DROP_OTHER,Rights/Dividend,8,AUTOMOBILE ASSEMBLER,PENDING
ATRL,2005-05-18,206.0,170.0,-17.48,-1.24,DROP_OTHER,Rights/Dividend,3,REFINERY,PENDING
ATRL,2005-09-23,234.0,185.0,-20.94,1.02,DROP_OTHER,Rights/Dividend,3,REFINERY,PENDING
ATRL,2006-04-21,173.5,158.5,-8.65,-0.33,DROP_OTHER,Rights/Dividend,3,REFINERY,PENDING
ATRL,2006-09-22,105.0,88.2,-16.0,1.84,DROP_OTHER,Rights/Dividend,3,REFINERY,PENDING
ATRL,2007-10-18,285.6,236.5,-17.19,2.44,DROP_OTHER,Rights/Dividend,3,REFINERY,PENDING
ATRL,2018-09-17,206.77,162.61,-21.36,-1.41,DROP_OTHER,Rights/Dividend,3,REFINERY,PENDING
AVN,2014-04-14,33.23,30.02,-9.66,0.56,DROP_OTHER,Rights/Dividend,8,TECHNOLOGY & COMMUNICATION,PENDING
AVN,2017-04-14,52.2,38.95,-25.38,-1.27,DROP_25,Bonus 1:3,10,TECHNOLOGY & COMMUNICATION,PENDING
AVN,2019-04-16,63.27,46.9,-25.87,-1.13,DROP_25,Bonus 1:3,10,TECHNOLOGY & COMMUNICATION,PENDING
AVN,2020-05-20,38.75,33.99,-12.28,-2.21,DROP_OTHER,Rights/Dividend,10,TECHNOLOGY & COMMUNICATION,PENDING
AVN,2021-05-27,92.67,79.84,-13.84,1.31,DROP_OTHER,Rights/Dividend,11,TECHNOLOGY & COMMUNICATION,PENDING
AVN,2022-04-20,102.66,82.83,-19.32,-0.63,DROP_OTHER,Rights/Dividend,13,TECHNOLOGY & COMMUNICATION,PENDING
AVN,2023-05-18,61.79,53.88,-12.8,-1.53,DROP_OTHER,Rights/Dividend,12,TECHNOLOGY & COMMUNICATION,PENDING
BAFL,2006-03-22,77.5,58.1,-25.03,-3.04,DROP_25,Bonus 1:3,15,COMMERCIAL BANKS,PENDING
BAFL,2006-06-12,42.65,38.4,-9.96,-0.85,DROP_OTHER,Rights/Dividend,15,COMMERCIAL BANKS,PENDING
BAFL,2007-03-20,57.0,46.0,-19.3,-2.27,DROP_OTHER,Rights/Dividend,16,COMMERCIAL BANKS,PENDING
BAFL,2008-03-19,64.0,52.5,-17.97,-2.61,DROP_OTHER,Rights/Dividend,16,COMMERCIAL BANKS,PENDING
BAFL,2009-01-23,11.4,10.52,-7.72,-2.8,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAFL,2009-02-10,13.15,12.1,-7.98,-2.69,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAFL,2009-04-30,13.3,12.27,-7.74,-1.84,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAFL,2012-03-21,15.9,14.32,-9.94,-1.57,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAFL,2013-03-21,17.47,15.54,-11.05,-0.96,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAFL,2018-09-14,55.98,49.08,-12.33,-0.76,DROP_OTHER,Rights/Dividend,17,COMMERCIAL BANKS,PENDING
BAFL,2026-04-20,125.34,64.69,-48.39,-1.72,DROP_50,Bonus 1:1,17,COMMERCIAL BANKS,PENDING
BAHL,2005-03-24,61.0,42.95,-29.59,-3.92,DROP_OTHER,Rights/Dividend,11,COMMERCIAL BANKS,PENDING
BAHL,2005-09-23,62.95,53.75,-14.61,0.26,DROP_OTHER,Rights/Dividend,13,COMMERCIAL BANKS,PENDING
BAHL,2006-03-06,80.25,62.35,-22.31,-4.38,DROP_25,Bonus 1:3,15,COMMERCIAL BANKS,PENDING
BAHL,2007-03-16,81.0,57.25,-29.32,0.92,DROP_OTHER,Rights/Dividend,16,COMMERCIAL BANKS,PENDING
BAHL,2008-03-17,80.5,59.0,-26.71,-2.18,DROP_25,Bonus 1:3,17,COMMERCIAL BANKS,PENDING
BAHL,2009-03-13,35.75,26.39,-26.18,-0.3,DROP_25,Bonus 1:3,18,COMMERCIAL BANKS,PENDING
BAHL,2010-03-12,39.52,30.65,-22.44,-0.53,DROP_25,Bonus 1:3,18,COMMERCIAL BANKS,PENDING
BAHL,2011-03-04,35.55,28.19,-20.7,3.85,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAHL,2012-03-16,33.02,26.69,-19.17,-4.28,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAHL,2013-03-15,30.19,26.96,-10.7,-1.16,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAHL,2014-03-14,42.66,35.89,-15.87,-0.37,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAHL,2016-03-17,46.27,41.9,-9.44,-0.79,DROP_OTHER,Rights/Dividend,17,COMMERCIAL BANKS,PENDING
BAHL,2017-02-16,58.5,53.96,-7.76,0.18,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAHL,2020-03-12,74.7,66.51,-10.96,-4.14,DROP_OTHER,Rights/Dividend,17,COMMERCIAL BANKS,PENDING
BAHL,2021-03-11,70.62,65.02,-7.93,-1.57,DROP_OTHER,Rights/Dividend,18,COMMERCIAL BANKS,PENDING
BAHL,2022-03-17,75.87,68.79,-9.33,-0.86,DROP_OTHER,Rights/Dividend,16,COMMERCIAL BANKS,PENDING
BAHL,2023-03-10,53.93,46.58,-13.63,0.15,DROP_OTHER,Rights/Dividend,17,COMMERCIAL BANKS,PENDING
BAHL,2023-09-05,52.95,46.78,-11.65,-0.1,DROP_OTHER,Rights/Dividend,16,COMMERCIAL BANKS,PENDING
BAPL,2005-02-15,23.5,21.35,-9.15,6.48,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
BAPL,2005-03-08,20.0,18.0,-10.0,2.17,DROP_OTHER,Rights/Dividend,9,CHEMICAL,PENDING
BAPL,2005-04-13,21.0,19.0,-9.52,3.57,DROP_OTHER,Rights/Dividend,7,CHEMICAL,PENDING
BAPL,2005-04-15,18.0,16.2,-10.0,2.96,DROP_OTHER,Rights/Dividend,7,CHEMICAL,PENDING
BAPL,2005-06-13,12.65,11.5,-9.09,-0.81,DROP_OTHER,Rights/Dividend,6,CHEMICAL,PENDING
BAPL,2005-08-17,12.75,11.75,-7.84,-0.2,DROP_OTHER,Rights/Dividend,5,CHEMICAL,PENDING
BAPL,2005-10-05,16.1,14.7,-8.7,3.8,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2006-06-16,18.7,16.5,-11.76,-4.57,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2006-09-08,16.0,13.95,-12.81,-0.51,DROP_OTHER,Rights/Dividend,8,CHEMICAL,PENDING
BAPL,2007-06-01,16.2,13.75,-15.12,-0.07,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
BAPL,2007-08-07,14.5,12.45,-14.14,-2.38,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2008-01-07,12.75,11.75,-7.84,0.31,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2008-01-09,11.8,10.9,-7.63,2.01,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
BAPL,2008-03-04,14.9,13.45,-9.73,0.38,DROP_OTHER,Rights/Dividend,13,CHEMICAL,PENDING
BAPL,2008-06-02,18.85,16.75,-11.14,1.29,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2008-06-16,17.79,16.0,-10.06,-3.42,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
BAPL,2008-07-29,12.8,11.8,-7.81,-1.15,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2008-07-31,12.45,11.45,-8.03,-4.72,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
BAPL,2008-08-01,11.45,10.45,-8.73,-4.18,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
BAPL,2008-08-04,10.45,9.45,-9.57,-2.72,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2008-08-05,9.45,8.45,-10.58,-0.13,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2008-08-12,8.0,7.0,-12.5,-1.71,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
BAPL,2008-08-15,7.0,6.03,-13.86,3.73,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
BAPL,2008-08-20,7.6,6.6,-13.16,-4.43,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
BAPL,2008-12-29,6.3,4.99,-20.79,1.84,DROP_OTHER,Rights/Dividend,7,CHEMICAL,PENDING
BAPL,2009-01-09,6.1,5.64,-7.54,-1.95,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2009-01-13,6.24,5.38,-13.78,1.37,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2009-01-14,5.38,4.3,-20.07,2.82,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2009-01-28,4.45,3.75,-15.73,3.6,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
BAPL,2009-01-29,3.75,3.06,-18.4,-3.99,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2009-02-04,3.5,2.53,-27.71,1.41,DROP_25,Bonus 1:3,11,CHEMICAL,PENDING
BAPL,2009-02-12,3.4,3.0,-11.76,0.92,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2009-02-19,3.27,2.91,-11.01,5.51,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2009-03-30,4.25,3.25,-23.53,0.92,DROP_25,Bonus 1:3,13,CHEMICAL,PENDING
BAPL,2009-04-08,4.39,4.0,-8.88,-2.65,DROP_OTHER,Rights/Dividend,13,CHEMICAL,PENDING
BAPL,2009-04-09,4.0,3.6,-10.0,-1.39,DROP_OTHER,Rights/Dividend,13,CHEMICAL,PENDING
BAPL,2009-04-13,4.2,3.7,-11.9,1.68,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
BAPL,2009-04-15,3.75,3.4,-9.33,-2.48,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
BAPL,2009-04-16,3.4,3.0,-11.76,-3.18,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
BAPL,2009-04-22,3.99,3.5,-12.28,-3.8,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
BAPL,2009-05-04,3.4,2.75,-19.12,-1.31,DROP_OTHER,Rights/Dividend,13,CHEMICAL,PENDING
BAPL,2009-06-02,3.87,3.49,-9.82,-1.44,DROP_OTHER,Rights/Dividend,13,CHEMICAL,PENDING
BAPL,2009-06-17,4.11,3.51,-14.6,2.92,DROP_OTHER,Rights/Dividend,9,CHEMICAL,PENDING
BAPL,2009-06-24,3.45,3.02,-12.46,-0.58,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
BAPL,2009-07-13,3.95,3.48,-11.9,0.67,DROP_OTHER,Rights/Dividend,9,CHEMICAL,PENDING
BAPL,2009-07-22,4.65,3.9,-16.13,-0.62,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
BAPL,2009-08-03,4.7,4.06,-13.62,0.18,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
BAPL,2009-08-07,4.59,4.12,-10.24,2.22,DROP_OTHER,Rights/Dividend,13,CHEMICAL,PENDING
BAPL,2009-09-08,5.0,4.5,-10.0,-1.17,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
BAPL,2009-09-25,5.23,4.25,-18.74,4.18,DROP_OTHER,Rights/Dividend,16,CHEMICAL,PENDING
BAPL,2009-10-20,5.33,4.55,-14.63,-4.87,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
BAPL,2009-10-22,4.99,4.0,-19.84,-2.03,DROP_OTHER,Rights/Dividend,16,CHEMICAL,PENDING
BAPL,2009-10-28,4.95,4.5,-9.09,2.21,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
BAPL,2009-10-29,4.5,4.0,-11.11,-0.09,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
