symbol,date,close_before,close_after,pct_change,peer_avg_change,magnitude_category,likely_action,peers_used,sector,review_status
KOHP,2019-03-25,1.84,1.7,-7.61,-0.8,DROP_OTHER,Rights/Dividend,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-03-29,2.12,1.75,-17.45,0.37,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-04-04,1.75,1.52,-13.14,-4.93,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-04-08,1.77,1.61,-9.04,-1.8,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-05-08,1.95,1.8,-7.69,-3.99,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-05-28,1.8,1.6,-11.11,-2.51,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-06-13,1.75,1.59,-9.14,0.78,DROP_OTHER,Rights/Dividend,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-06-17,1.59,1.35,-15.09,-4.57,DROP_OTHER,Rights/Dividend,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-07-01,1.7,1.32,-22.35,2.92,DROP_25,Bonus 1:3,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-07-04,1.65,1.51,-8.48,-0.3,DROP_OTHER,Rights/Dividend,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-07-30,1.21,1.01,-16.53,-1.62,DROP_OTHER,Rights/Dividend,7,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-08-26,1.3,1.15,-11.54,-2.63,DROP_OTHER,Rights/Dividend,8,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-09-17,1.25,1.1,-12.0,1.85,DROP_OTHER,Rights/Dividend,8,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-09-26,1.25,0.91,-27.2,-0.7,DROP_25,Bonus 1:3,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-10-02,1.39,1.25,-10.07,-0.33,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-10-09,1.65,1.48,-10.3,0.91,DROP_OTHER,Rights/Dividend,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-10-14,1.9,1.6,-15.79,-0.36,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-10-28,1.55,1.35,-12.9,0.01,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-10-31,1.35,1.11,-17.78,1.88,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-11-07,1.5,1.3,-13.33,1.3,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-12-04,2.99,2.65,-11.37,2.29,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-12-11,2.65,2.35,-11.32,0.17,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-12-18,2.49,2.0,-19.68,-2.53,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-12-23,1.98,1.72,-13.13,-2.05,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2019-12-27,1.98,1.74,-12.12,-0.49,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-01-29,2.49,2.16,-13.25,-0.36,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-02-07,2.49,2.1,-15.66,-4.23,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-02-17,2.24,2.05,-8.48,-0.16,DROP_OTHER,Rights/Dividend,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-02-18,2.05,1.72,-16.1,-1.23,DROP_OTHER,Rights/Dividend,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-02-24,2.0,1.82,-9.0,-3.21,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-03-05,2.28,1.7,-25.44,-0.4,DROP_25,Bonus 1:3,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-03-26,2.0,1.75,-12.5,-1.11,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-03-31,1.75,1.5,-14.29,14.08,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-04-09,1.95,1.7,-12.82,3.74,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-05-12,1.98,1.73,-12.63,0.15,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-05-15,2.08,1.8,-13.46,0.14,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-06-02,1.85,1.7,-8.11,0.26,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-06-10,2.15,1.85,-13.95,0.55,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-06-25,1.84,1.7,-7.61,-1.13,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-07-01,1.7,1.5,-11.76,0.56,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-07-03,1.71,1.56,-8.77,0.22,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-07-07,1.99,1.8,-9.55,0.13,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-07-13,2.09,1.85,-11.48,0.3,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-07-24,2.35,2.07,-11.91,-0.05,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-08-12,2.51,2.32,-7.57,0.33,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-08-18,2.21,2.0,-9.5,-0.72,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-08-31,2.29,2.02,-11.79,-0.66,DROP_OTHER,Rights/Dividend,9,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-09-09,2.6,2.36,-9.23,-1.24,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-09-11,2.36,2.14,-9.32,-0.79,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-09-28,2.5,2.04,-18.4,-1.9,DROP_OTHER,Rights/Dividend,10,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-10-29,2.74,2.4,-12.41,-3.83,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2020-12-18,4.23,3.65,-13.71,0.51,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-03-04,6.0,5.37,-10.5,-3.97,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-03-08,5.4,4.93,-8.7,-2.54,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-04-02,5.99,5.22,-12.85,-0.41,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-04-07,6.49,5.9,-9.09,-0.77,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-04-12,5.62,5.02,-10.68,-0.22,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-05-26,8.21,7.39,-9.99,1.14,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-05-27,7.39,6.79,-8.12,-0.42,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-05-28,6.79,5.91,-12.96,-0.22,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-09-29,5.19,4.62,-10.98,-2.34,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-10-11,5.0,4.53,-9.4,-1.27,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-10-12,4.53,4.07,-10.15,-0.88,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-12-02,4.35,3.75,-13.79,1.46,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2021-12-10,4.0,3.57,-10.75,-2.46,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-01-13,5.13,4.64,-9.55,-1.07,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-01-26,4.54,4.1,-9.69,-0.04,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-04-26,4.21,3.81,-9.5,-0.8,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-05-18,3.95,3.57,-9.62,0.84,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-06-13,3.99,3.51,-12.03,0.46,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-06-27,3.93,3.41,-13.23,-0.18,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-07-01,4.05,3.7,-8.64,1.67,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-07-14,4.49,4.06,-9.58,-1.17,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-07-29,4.39,3.99,-9.11,-1.51,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-09-12,4.63,4.0,-13.61,0.29,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-10-11,4.1,3.72,-9.27,-2.53,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2022-12-20,4.0,3.65,-8.75,-2.48,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-01-17,4.5,3.7,-17.78,-1.64,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-02-24,4.25,3.81,-10.35,0.04,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-04-05,4.33,3.91,-9.7,1.2,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-04-13,3.85,3.53,-8.31,0.35,DROP_OTHER,Rights/Dividend,11,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-05-05,3.77,3.42,-9.28,1.75,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-06-12,3.5,3.22,-8.0,-0.62,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-07-13,4.34,3.9,-10.14,0.75,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-08-10,4.21,3.8,-9.74,0.46,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-09-01,3.5,3.1,-11.43,1.04,DROP_OTHER,Rights/Dividend,12,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-11-30,5.88,5.42,-7.82,-0.4,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-12-13,5.77,5.26,-8.84,-1.2,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2023-12-18,5.45,5.03,-7.71,-0.62,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2024-01-03,8.62,7.62,-11.6,0.42,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2024-01-04,7.62,6.79,-10.89,-0.26,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2024-04-23,6.94,6.11,-11.96,-1.41,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2024-06-24,6.37,5.54,-13.03,0.29,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2024-08-02,4.9,4.39,-10.41,1.79,DROP_OTHER,Rights/Dividend,13,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2024-12-06,7.25,6.5,-10.34,-0.39,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2025-09-04,11.56,10.4,-10.03,-0.33,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2025-10-22,56.18,50.56,-10.0,-0.95,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2025-10-23,50.56,45.5,-10.01,-0.71,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2025-10-29,45.77,41.19,-10.01,-0.66,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2025-11-27,46.2,41.58,-10.0,0.56,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2026-01-20,61.97,55.77,-10.0,0.11,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2026-01-26,67.99,61.19,-10.0,-0.44,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2026-01-27,61.19,55.07,-10.0,1.64,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2026-01-28,55.07,49.56,-10.01,0.17,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2026-01-29,49.56,44.6,-10.01,-2.13,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KOHP,2026-01-30,44.6,40.14,-10.0,1.27,DROP_OTHER,Rights/Dividend,14,POWER GENERATION & DISTRIBUTION,PENDING
KSBP,2007-11-12,271.9,247.85,-8.85,4.46,DROP_OTHER,Rights/Dividend,6,ENGINEERING,PENDING
KSBP,2008-01-02,207.5,189.0,-8.92,-2.08,DROP_OTHER,Rights/Dividend,5,ENGINEERING,PENDING
KSBP,2008-03-18,209.0,193.0,-7.66,-0.68,DROP_OTHER,Rights/Dividend,5,ENGINEERING,PENDING
KSBP,2009-04-20,133.89,123.37,-7.86,3.75,DROP_OTHER,Rights/Dividend,7,ENGINEERING,PENDING
KSBP,2009-05-07,110.9,102.1,-7.94,-2.32,DROP_OTHER,Rights/Dividend,4,ENGINEERING,PENDING
KSBP,2013-04-16,66.01,60.4,-8.5,-2.29,DROP_OTHER,Rights/Dividend,8,ENGINEERING,PENDING
KSBP,2014-04-30,101.42,93.19,-8.11,-0.31,DROP_OTHER,Rights/Dividend,5,ENGINEERING,PENDING
KSBP,2022-07-05,152.8,141.34,-7.5,-0.2,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
KSBP,2023-10-18,116.34,107.61,-7.5,1.1,DROP_OTHER,Rights/Dividend,11,ENGINEERING,PENDING
KSBP,2023-11-14,140.48,129.94,-7.5,-0.42,DROP_OTHER,Rights/Dividend,12,ENGINEERING,PENDING
LCI,2023-09-18,602.8,554.3,-8.05,-0.3,DROP_OTHER,Rights/Dividend,16,CHEMICAL,PENDING
LCI,2025-07-21,1799.84,368.98,-79.5,1.75,DROP_OTHER,Rights/Dividend,25,CHEMICAL,PENDING
LEUL,2005-12-29,7.8,6.85,-12.18,-0.29,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2006-01-20,8.85,8.0,-9.6,-1.54,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2006-03-27,8.4,7.5,-10.71,-3.39,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2006-04-06,8.05,7.25,-9.94,3.03,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2006-04-18,8.0,7.2,-10.0,15.15,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2006-04-25,7.25,6.6,-8.97,-2.01,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2007-06-06,5.0,4.5,-10.0,0.59,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2007-07-19,5.05,4.5,-10.89,-3.05,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2009-12-16,3.39,2.25,-33.63,-4.6,DROP_33,Bonus 1:2,3,LEATHER & TANNERIES,PENDING
LEUL,2009-12-18,2.25,1.5,-33.33,-3.72,DROP_33,Bonus 1:2,3,LEATHER & TANNERIES,PENDING
LEUL,2010-01-28,2.9,2.4,-17.24,4.93,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2010-05-27,2.7,2.0,-25.93,-0.43,DROP_25,Bonus 1:3,3,LEATHER & TANNERIES,PENDING
LEUL,2010-06-10,2.45,1.65,-32.65,23.08,DROP_33,Bonus 1:2,3,LEATHER & TANNERIES,PENDING
LEUL,2010-06-23,1.5,1.13,-24.67,2.92,DROP_25,Bonus 1:3,3,LEATHER & TANNERIES,PENDING
LEUL,2010-07-09,2.49,1.5,-39.76,8.67,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2010-10-14,1.99,1.79,-10.05,7.37,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2013-01-15,4.75,3.79,-20.21,-1.68,DROP_OTHER,Rights/Dividend,3,LEATHER & TANNERIES,PENDING
LEUL,2013-03-26,3.39,2.56,-24.48,-3.91,DROP_25,Bonus 1:3,3,LEATHER & TANNERIES,PENDING
LEUL,2025-02-04,48.37,43.53,-10.01,2.31,DROP_OTHER,Rights/Dividend,4,LEATHER & TANNERIES,PENDING
LEUL,2025-02-07,39.18,35.26,-10.01,-0.54,DROP_OTHER,Rights/Dividend,4,LEATHER & TANNERIES,PENDING
LEUL,2025-02-10,35.26,31.73,-10.01,-1.59,DROP_OTHER,Rights/Dividend,4,LEATHER & TANNERIES,PENDING
LEUL,2025-08-27,53.67,48.3,-10.01,0.47,DROP_OTHER,Rights/Dividend,5,LEATHER & TANNERIES,PENDING
LOADS,2017-10-18,39.27,34.08,-13.22,-1.57,DROP_OTHER,Rights/Dividend,3,AUTOMOBILE PARTS & ACCESSORIES,PENDING
LOADS,2021-01-12,21.2,17.05,-19.58,2.59,DROP_OTHER,Rights/Dividend,5,AUTOMOBILE PARTS & ACCESSORIES,PENDING
LOADS,2022-02-24,12.78,11.82,-7.51,-4.85,DROP_OTHER,Rights/Dividend,7,AUTOMOBILE PARTS & ACCESSORIES,PENDING
LOADS,2022-05-11,11.12,10.23,-8.0,-4.36,DROP_OTHER,Rights/Dividend,6,AUTOMOBILE PARTS & ACCESSORIES,PENDING
LOADS,2022-12-05,8.65,7.94,-8.21,-1.39,DROP_OTHER,Rights/Dividend,5,AUTOMOBILE PARTS & ACCESSORIES,PENDING
LOADS,2023-01-17,6.91,6.31,-8.68,-3.59,DROP_OTHER,Rights/Dividend,6,AUTOMOBILE PARTS & ACCESSORIES,PENDING
LOTCHEM,2005-03-25,12.5,11.55,-7.6,-4.7,DROP_OTHER,Rights/Dividend,8,CHEMICAL,PENDING
LOTCHEM,2005-05-23,8.85,8.0,-9.6,-4.0,DROP_OTHER,Rights/Dividend,4,CHEMICAL,PENDING
LOTCHEM,2005-08-25,8.15,7.15,-12.27,-0.38,DROP_OTHER,Rights/Dividend,3,CHEMICAL,PENDING
LOTCHEM,2006-03-06,8.85,8.1,-8.47,-1.34,DROP_OTHER,Rights/Dividend,7,CHEMICAL,PENDING
LOTCHEM,2007-07-16,6.75,6.2,-8.15,-1.68,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
LOTCHEM,2007-08-21,5.65,5.2,-7.96,-3.0,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
LOTCHEM,2007-11-05,5.75,5.2,-9.57,-2.2,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
LOTCHEM,2007-12-31,5.75,5.05,-12.17,-4.87,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
LOTCHEM,2008-07-28,3.88,3.5,-9.79,-4.37,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
LOTCHEM,2008-07-31,3.85,3.51,-8.83,-4.65,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
LOTCHEM,2008-12-17,1.92,1.5,-21.87,-0.81,DROP_OTHER,Rights/Dividend,5,CHEMICAL,PENDING
LOTCHEM,2008-12-24,1.46,1.32,-9.59,3.01,DROP_OTHER,Rights/Dividend,6,CHEMICAL,PENDING
LOTCHEM,2009-01-09,2.12,1.88,-11.32,-1.57,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
LOTCHEM,2009-01-15,2.45,2.04,-16.73,-3.41,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
LOTCHEM,2009-01-21,2.2,2.01,-8.64,-4.55,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
LOTCHEM,2009-02-19,2.83,2.54,-10.25,5.43,DROP_OTHER,Rights/Dividend,10,CHEMICAL,PENDING
LOTCHEM,2009-02-23,2.45,2.22,-9.39,-1.56,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
LOTCHEM,2009-03-25,2.74,2.5,-8.76,-0.1,DROP_OTHER,Rights/Dividend,11,CHEMICAL,PENDING
LOTCHEM,2010-06-09,10.61,9.63,-9.24,-2.25,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
LOTCHEM,2011-08-05,11.69,10.69,-8.55,-4.96,DROP_OTHER,Rights/Dividend,13,CHEMICAL,PENDING
LOTCHEM,2012-01-27,9.62,8.8,-8.52,-0.32,DROP_OTHER,Rights/Dividend,13,CHEMICAL,PENDING
LOTCHEM,2012-05-18,9.23,8.52,-7.69,-1.13,DROP_OTHER,Rights/Dividend,16,CHEMICAL,PENDING
LOTCHEM,2017-07-11,10.21,9.44,-7.54,-4.06,DROP_OTHER,Rights/Dividend,19,CHEMICAL,PENDING
LOTCHEM,2017-08-15,10.07,9.25,-8.14,-4.28,DROP_OTHER,Rights/Dividend,18,CHEMICAL,PENDING
LOTCHEM,2017-08-24,9.07,8.22,-9.37,-2.27,DROP_OTHER,Rights/Dividend,18,CHEMICAL,PENDING
LOTCHEM,2021-10-27,15.49,14.15,-8.65,1.49,DROP_OTHER,Rights/Dividend,24,CHEMICAL,PENDING
LOTCHEM,2022-08-15,35.13,31.54,-10.22,1.55,DROP_OTHER,Rights/Dividend,21,CHEMICAL,PENDING
LOTCHEM,2023-08-11,29.18,26.99,-7.51,1.09,DROP_OTHER,Rights/Dividend,18,CHEMICAL,PENDING
LOTCHEM,2026-02-02,30.51,25.56,-16.22,-0.27,DROP_OTHER,Rights/Dividend,26,CHEMICAL,PENDING
LPGL,2009-04-29,64.0,58.0,-9.38,25.87,DROP_OTHER,Rights/Dividend,12,CHEMICAL,PENDING
LPGL,2009-05-11,58.0,42.58,-26.59,-1.48,DROP_25,Bonus 1:3,14,CHEMICAL,PENDING
LPGL,2009-10-09,42.58,30.87,-27.5,26.62,DROP_25,Bonus 1:3,14,CHEMICAL,PENDING
LPGL,2009-10-27,25.1,22.72,-9.48,-0.36,DROP_OTHER,Rights/Dividend,15,CHEMICAL,PENDING
LPGL,2010-03-30,27.4,24.0,-12.41,4.59,DROP_OTHER,Rights/Dividend,16,CHEMICAL,PENDING
LPGL,2010-06-07,19.2,15.22,-20.73,0.16,DROP_OTHER,Rights/Dividend,19,CHEMICAL,PENDING
LPGL,2010-07-29,19.0,17.38,-8.53,1.32,DROP_OTHER,Rights/Dividend,15,CHEMICAL,PENDING
LPGL,2010-08-23,13.32,12.32,-7.51,-0.62,DROP_OTHER,Rights/Dividend,16,CHEMICAL,PENDING
LPGL,2010-08-24,12.32,11.32,-8.12,-2.16,DROP_OTHER,Rights/Dividend,15,CHEMICAL,PENDING
LPGL,2010-08-25,11.32,10.32,-8.83,-2.13,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
LPGL,2010-08-26,10.32,9.32,-9.69,0.82,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
LPGL,2010-09-01,9.32,8.32,-10.73,-0.19,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
LPGL,2010-09-07,7.8,7.1,-8.97,-0.08,DROP_OTHER,Rights/Dividend,14,CHEMICAL,PENDING
LPGL,2010-09-23,10.0,9.0,-10.0,0.15,DROP_OTHER,Rights/Dividend,15,CHEMICAL,PENDING
LPGL,2010-09-24,9.0,8.0,-11.11,0.97,DROP_OTHER,Rights/Dividend,16,CHEMICAL,PENDING
LPGL,2010-09-27,8.0,7.25,-9.38,-0.26,DROP_OTHER,Rights/Dividend,17,CHEMICAL,PENDING
LPGL,2010-10-01,9.51,8.51,-10.52,-0.3,DROP_OTHER,Rights/Dividend,15,CHEMICAL,PENDING
LPGL,2010-11-10,24.0,20.56,-14.33,4.67,DROP_OTHER,Rights/Dividend,16,CHEMICAL,PENDING
LPGL,2010-12-08,20.95,17.91,-14.51,1.6,DROP_OTHER,Rights/Dividend,17,CHEMICAL,PENDING
LPGL,2010-12-24,17.5,15.5,-11.43,3.34,DROP_OTHER,Rights/Dividend,17,CHEMICAL,PENDING
LPGL,2011-01-13,16.87,13.0,-22.94,1.75,DROP_25,Bonus 1:3,16,CHEMICAL,PENDING
LPGL,2011-01-14,13.0,12.0,-7.69,0.32,DROP_OTHER,Rights/Dividend,15,CHEMICAL,PENDING
LPGL,2011-01-26,12.99,11.99,-7.7,-1.22,DROP_OTHER,Rights/Dividend,17,CHEMICAL,PENDING
LPGL,2011-01-27,11.99,10.99,-8.34,-0.78,DROP_OTHER,Rights/Dividend,17,CHEMICAL,PENDING
LPGL,2011-02-08,14.6,12.6,-13.7,2.32,DROP_OTHER,Rights/Dividend,15,CHEMICAL,PENDING
