Ticker,Episode,Entry_Date,Exit_Date,Duration_Days,Momentum_On_Entry,Perf_30d_On_Entry,Perf_10d_On_Entry,Note
SBL,33,2024-07-29,2024-08-12,14,Rolling Over,10.74,-3.97,
SBL,34,2024-08-13,2024-08-16,3,Cooling Down,11.51,0.51,
SBL,35,2024-08-20,2024-08-27,7,Cooling Down,4.17,2.04,
SBL,36,2024-10-02,2024-10-04,2,Heating Up,15.71,33.03,
SBL,37,2024-10-08,2024-10-09,1,Recovering,-9.3,9.95,
SBL,38,2024-10-10,2024-10-11,1,Heating Up,1.69,3.36,
SBL,39,2024-10-14,2024-10-15,1,Rolling Over,15.31,-0.83,
SBL,40,2024-10-23,2024-10-31,8,Cooling Down,10.29,4.35,
SBL,41,2024-11-01,2024-11-04,3,Cooling Down,12.38,7.27,
SBL,42,2024-11-08,2024-11-11,3,Cooling Down,0.78,0.52,
SBL,43,2025-09-25,2025-10-10,15,Cooling Down,12.7,12.46,
SBL,44,2025-10-16,2025-11-05,20,Rolling Over,26.47,-4.3,
SBL,45,2025-12-05,2026-01-14,40,Recovering,-3.07,8.43,
SBL,46,2026-01-20,2026-01-26,6,Rolling Over,9.59,-4.22,
SBL,47,2026-02-04,2026-02-12,8,Rolling Over,0.13,-0.4,
SBL,48,2026-02-18,2026-02-19,1,Recovering,-8.44,2.69,
SCBPL,1,2020-11-02,2020-11-13,11,Cooling Down,12.41,0.88,
SCBPL,2,2020-11-16,2020-11-23,7,Cooling Down,14.36,1.64,
SCBPL,3,2020-12-15,2020-12-16,1,Recovering,-2.71,0.75,
SCBPL,4,2020-12-18,2020-12-22,4,Recovering,-5.15,2.35,
SCBPL,5,2020-12-30,2021-01-04,5,Recovering,-3.3,2.44,
SCBPL,6,2021-01-05,2021-01-06,1,Stabilising,-2.72,-0.91,
SCBPL,7,2021-01-14,2021-01-15,1,Stabilising,-1.88,-1.06,
SCBPL,8,2021-05-04,2021-06-04,31,Cooling Down,25.42,12.96,
SCBPL,9,2021-06-15,2021-06-16,1,Rolling Over,8.66,-1.37,
SCBPL,10,2021-06-23,2021-07-02,9,Cooling Down,3.01,1.51,
SCBPL,11,2021-07-05,2021-07-12,7,Heating Up,1.9,4.45,
SCBPL,12,2021-07-13,2021-07-26,13,Falling,-0.39,-0.42,
SCBPL,13,2021-07-30,2021-08-02,3,Heating Up,3.57,3.73,
SCBPL,14,2021-08-03,2021-08-04,1,Cooling Down,3.0,0.71,
SCBPL,15,2021-08-10,2021-08-25,15,Cooling Down,1.55,0.57,
SCBPL,16,2021-08-30,2021-09-01,2,Cooling Down,4.05,1.98,
SCBPL,17,2021-10-05,2021-10-11,6,Heating Up,3.55,12.9,
SCBPL,18,2021-10-12,2021-11-01,20,Cooling Down,1.65,0.68,
SCBPL,19,2022-01-03,2022-01-18,15,Heating Up,10.88,14.9,
SCBPL,20,2023-08-11,2023-08-21,10,Cooling Down,9.6,1.49,
SCBPL,21,2023-08-22,2023-09-06,15,Cooling Down,4.6,3.19,
SCBPL,22,2023-09-20,2023-10-17,27,Cooling Down,13.23,5.6,
SCBPL,23,2023-10-18,2023-12-19,62,Falling,-0.43,-4.7,
SCBPL,24,2023-12-21,2023-12-26,5,Rolling Over,11.11,-1.77,
SCBPL,25,2023-12-28,2024-01-30,33,Cooling Down,11.04,1.95,
SCBPL,26,2024-01-31,2024-02-12,12,Cooling Down,3.51,0.06,
SCBPL,27,2024-02-14,2024-03-15,30,Cooling Down,3.06,1.2,
SCBPL,28,2024-03-25,2024-03-26,1,Rolling Over,4.17,-2.65,
SCBPL,29,2024-03-27,2024-05-03,37,Cooling Down,4.41,0.81,
SCBPL,30,2024-05-20,2024-07-12,53,Rolling Over,17.75,-1.48,
SCBPL,31,2024-07-15,2024-07-18,3,Rolling Over,15.08,-2.07,
SCBPL,32,2024-08-16,2024-08-22,6,Recovering,-17.37,2.87,
SCBPL,33,2024-08-23,2024-08-27,4,Recovering,-12.81,9.36,
SCBPL,34,2025-01-08,2025-01-16,8,Cooling Down,15.93,7.92,
SCBPL,35,2025-01-20,2025-01-22,2,Recovering,-4.56,1.85,
SCBPL,36,2025-01-23,2025-01-27,4,Rolling Over,1.58,-1.96,
SCBPL,37,2025-02-21,2025-03-14,21,Heating Up,3.44,11.43,
SCBPL,38,2025-04-14,2025-04-25,11,Recovering,-4.02,3.2,
SCBPL,39,2025-04-29,2025-05-02,3,Recovering,-7.71,1.76,
SCBPL,40,2025-05-05,2025-05-07,2,Rolling Over,4.77,-2.28,
SCBPL,41,2025-05-12,2025-05-21,9,Cooling Down,8.9,3.03,
SCBPL,42,2025-06-02,2025-06-13,11,Stabilising,-2.27,-1.86,
SCBPL,43,2025-06-16,2025-06-17,1,Recovering,-0.37,2.29,
SCBPL,44,2025-06-18,2025-06-19,1,Heating Up,1.44,1.53,
SCBPL,45,2025-06-24,2025-06-26,2,Rolling Over,5.52,-1.61,
SCBPL,46,2025-06-27,2025-09-04,69,Heating Up,0.72,0.79,
SCBPL,47,2025-10-02,2025-10-03,1,Stabilising,-11.31,-0.29,
SCBPL,48,2025-12-18,2026-01-29,42,Cooling Down,9.61,3.44,
SCBPL,49,2026-02-03,2026-02-06,3,Rolling Over,5.75,-1.97,
SCBPL,50,2026-02-11,2026-02-16,5,Cooling Down,12.0,5.03,
SCBPL,51,2026-02-17,2026-02-19,2,Cooling Down,2.76,2.46,
SILK,1,2020-10-21,2020-10-28,7,Recovering,-2.86,4.08,
SILK,2,2020-11-09,2020-11-12,3,Recovering,-2.83,1.98,
SILK,3,2020-12-29,2021-02-22,55,Heating Up,5.26,7.53,
SILK,4,2021-04-20,2021-04-30,10,Heating Up,10.61,15.87,
SILK,5,2021-05-03,2021-05-19,16,Rolling Over,10.92,-4.35,
SILK,6,2021-05-21,2021-07-13,53,Cooling Down,20.87,3.73,
SILK,7,2021-07-27,2021-07-28,1,Rolling Over,17.95,-5.64,
SILK,8,2021-08-04,2021-08-05,1,Heating Up,0.55,1.66,
SILK,9,2021-08-13,2021-08-24,11,Recovering,-14.08,0.57,
SILK,10,2021-09-02,2021-09-03,1,Rolling Over,0.57,-1.12,
SILK,11,2023-06-01,2023-06-06,5,Cooling Down,5.61,2.73,
SILK,12,2023-06-09,2023-06-12,3,Cooling Down,9.9,7.77,
SILK,13,2023-12-06,2023-12-26,20,Rolling Over,12.5,-2.7,
SILK,14,2024-01-01,2024-01-02,1,Rolling Over,11.65,-5.74,
SILK,15,2024-12-11,2024-12-18,7,Recovering,-8.47,17.39,
SILK,16,2024-12-23,2024-12-27,4,Rolling Over,15.56,-4.59,
SILK,17,2024-12-30,2025-01-08,9,Cooling Down,12.9,1.94,
SILK,18,2025-01-14,2025-01-16,2,Cooling Down,12.9,2.94,
SILK,19,2025-01-17,2025-01-21,4,Stabilising,-3.77,-1.92,
SILK,20,2025-02-03,Still in S2,480,Rolling Over,3.06,-1.94,
SNBL,1,2021-01-08,2021-01-26,18,Cooling Down,5.01,3.21,
SNBL,2,2021-01-27,2021-01-28,1,Cooling Down,5.43,1.75,
SNBL,3,2021-01-29,2021-02-02,4,Rolling Over,4.72,-0.38,
SNBL,4,2021-02-16,2021-02-22,6,Rolling Over,3.3,-1.62,
SNBL,5,2021-02-23,2021-02-24,1,Heating Up,1.36,2.05,
SNBL,6,2021-11-16,2021-12-02,16,Cooling Down,5.76,2.85,
SNBL,7,2021-12-09,2021-12-10,1,Cooling Down,3.62,0.31,
SNBL,8,2021-12-14,2021-12-16,2,Rolling Over,3.38,-1.21,
SNBL,9,2021-12-17,2021-12-29,12,Heating Up,1.13,1.76,
SNBL,10,2022-01-04,2022-01-05,1,Heating Up,0.2,2.82,
SNBL,11,2022-01-06,2022-01-13,7,Recovering,-0.2,0.41,
SNBL,12,2022-01-14,2022-01-18,4,Recovering,-0.51,1.44,
SNBL,13,2022-01-19,2022-01-21,2,Cooling Down,2.18,2.18,
SNBL,14,2022-01-26,2022-01-27,1,Cooling Down,2.57,0.4,
SNBL,15,2022-01-28,2022-02-04,7,Cooling Down,4.5,1.94,
SNBL,16,2022-02-07,2022-02-08,1,Cooling Down,0.82,0.71,
SNBL,17,2022-02-09,2022-03-07,26,Cooling Down,0.91,0.0,
SNBL,18,2022-03-09,2022-03-16,7,Rolling Over,3.9,-0.29,
SNBL,19,2022-09-13,2022-09-14,1,Cooling Down,11.38,6.11,
SNBL,20,2022-09-20,2022-09-21,1,Rolling Over,5.97,-0.2,
SNBL,21,2022-09-28,2022-09-29,1,Cooling Down,4.62,1.25,
SNBL,22,2022-09-30,2022-10-03,3,Heating Up,1.66,1.98,
SNBL,23,2022-10-07,2022-10-28,21,Recovering,-0.21,0.0,
SNBL,24,2022-11-02,2022-11-07,5,Rolling Over,3.75,-1.29,
SNBL,25,2022-11-10,2022-11-15,5,Rolling Over,6.88,-0.49,
SNBL,26,2022-11-16,2022-11-17,1,Cooling Down,3.08,2.24,
SNBL,27,2022-11-18,2022-11-21,3,Cooling Down,4.59,4.59,
SNBL,28,2022-11-28,2022-11-30,2,Cooling Down,3.54,1.43,
SNBL,29,2022-12-01,2022-12-05,4,Heating Up,1.02,2.06,
SNBL,30,2022-12-26,2022-12-29,3,Heating Up,0.1,6.38,
SNBL,31,2022-12-30,2023-01-17,18,Heating Up,2.04,5.15,
SNBL,32,2023-01-26,2023-01-27,1,Rolling Over,2.26,-0.6,
SNBL,33,2023-07-27,2023-08-04,8,Cooling Down,5.26,0.51,
SNBL,34,2023-11-10,2023-11-22,12,Cooling Down,13.13,7.33,
SNBL,35,2023-11-27,2023-11-28,1,Rolling Over,8.6,-4.86,
SNBL,36,2023-11-30,2023-12-20,20,Rolling Over,7.03,-3.04,
SNBL,37,2023-12-21,2023-12-22,1,Cooling Down,4.8,3.77,
SNBL,38,2023-12-28,2024-01-12,15,Rolling Over,2.64,-6.74,
SNBL,39,2024-01-16,2024-01-18,2,Cooling Down,5.79,1.05,
SNBL,40,2024-01-19,2024-02-28,40,Cooling Down,8.72,4.38,
SNBL,41,2024-05-15,2024-06-05,21,Cooling Down,12.85,7.75,
SNBL,42,2024-06-14,2024-08-06,53,Rolling Over,7.62,-2.48,
SNBL,43,2024-08-07,2024-09-02,26,Rolling Over,13.68,-3.9,
SNBL,44,2024-09-23,2024-09-24,1,Cooling Down,4.45,0.07,
SNBL,45,2024-09-26,2024-10-03,7,Recovering,-1.0,3.04,
SNBL,46,2024-10-08,2024-10-16,8,Recovering,-3.98,3.33,
SNBL,47,2024-10-21,2024-11-01,11,Heating Up,1.3,1.97,
SNBL,48,2024-11-07,2024-12-18,41,Rolling Over,1.44,-1.95,
SNBL,49,2024-12-23,2024-12-27,4,Rolling Over,17.66,-7.53,
SNBL,50,2024-12-30,2025-02-07,39,Cooling Down,20.91,0.0,
SNBL,51,2025-02-12,2025-02-17,5,Cooling Down,4.35,0.38,
SNBL,52,2025-02-18,2025-03-03,13,Rolling Over,4.67,-4.37,
SNBL,53,2025-06-05,2025-06-23,18,Cooling Down,9.13,7.52,
SNBL,54,2025-06-24,2025-08-27,64,Rolling Over,22.77,-2.77,
SNBL,55,2025-09-18,2025-09-24,6,Recovering,-2.69,5.1,
SNBL,56,2025-09-25,2025-10-13,18,Recovering,-6.7,3.63,
SNBL,57,2025-10-14,2025-10-27,13,Rolling Over,6.41,-0.5,
SNBL,58,2025-10-31,2025-11-05,5,Rolling Over,13.86,-12.61,
SNBL,59,2025-11-10,2025-11-12,2,Cooling Down,11.56,2.16,
SNBL,60,2025-11-13,2025-11-14,1,Heating Up,3.42,3.96,
SNBL,61,2025-11-18,2025-11-19,1,Rolling Over,5.35,-0.95,
SNBL,62,2025-11-20,2025-11-21,1,Cooling Down,6.73,1.52,
SNBL,63,2025-11-24,2025-11-25,1,Rolling Over,12.0,-0.42,
SNBL,64,2025-11-26,2025-11-27,1,Recovering,-1.33,0.89,
SNBL,65,2025-12-11,2025-12-12,1,Cooling Down,2.8,0.71,
SNBL,66,2025-12-15,2026-01-14,30,Recovering,-2.15,1.05,
SNBL,67,2026-01-16,2026-01-21,5,Cooling Down,7.61,1.53,
UBL,1,2021-01-11,2021-01-27,16,Cooling Down,19.36,12.49,
UBL,2,2021-01-28,2021-02-01,4,Rolling Over,7.68,-0.67,
UBL,3,2021-02-02,2021-02-09,7,Rolling Over,6.93,-1.94,
UBL,4,2021-06-14,2021-06-17,3,Cooling Down,6.61,2.31,
UBL,5,2021-06-24,2021-06-25,1,Rolling Over,3.75,-1.6,
UBL,6,2021-08-12,2021-08-26,14,Cooling Down,5.39,2.39,
UBL,7,2021-10-25,2021-11-11,17,Cooling Down,22.65,14.98,
UBL,8,2021-11-15,2021-12-10,25,Rolling Over,15.04,-2.47,
UBL,9,2021-12-31,2022-01-31,31,Recovering,-2.44,1.31,
UBL,10,2022-02-01,2022-02-07,6,Rolling Over,4.64,-0.78,
UBL,11,2022-02-09,2022-03-07,26,Cooling Down,5.55,0.27,
UBL,12,2022-03-10,2022-03-15,5,Rolling Over,5.34,-0.33,
UBL,13,2022-03-16,2022-03-18,2,Cooling Down,4.47,0.27,
UBL,14,2023-05-08,2023-05-10,2,Heating Up,10.58,18.9,
UBL,15,2023-05-11,2023-05-18,7,Cooling Down,12.17,5.42,
UBL,16,2023-06-02,2023-06-05,3,Cooling Down,12.73,1.21,
UBL,17,2023-07-03,2023-08-07,35,Heating Up,1.9,10.33,"← close to user ref (2023-06-26, Δ+7d)"
UBL,18,2023-08-09,2023-08-21,12,Rolling Over,32.47,-6.46,
UBL,19,2023-08-24,2023-08-31,7,Rolling Over,8.88,-0.06,
UBL,20,2023-09-19,2023-09-28,9,Cooling Down,1.72,1.33,
UBL,21,2023-10-02,2023-11-03,32,Recovering,-3.08,3.67,
UBL,22,2023-11-08,2023-11-14,6,Cooling Down,9.46,1.56,
UBL,23,2023-11-16,2023-12-18,32,Rolling Over,7.9,-4.84,
UBL,24,2023-12-29,2024-01-10,12,Rolling Over,11.91,-0.86,
UBL,25,2024-01-11,2024-01-30,19,Recovering,-2.7,2.97,
UBL,26,2024-01-31,2024-02-12,12,Rolling Over,5.21,-0.56,
UBL,27,2024-02-13,2024-02-15,2,Cooling Down,4.81,1.75,
UBL,28,2024-02-21,2024-03-07,15,Rolling Over,1.97,-0.78,
UBL,29,2024-04-08,2024-04-30,22,Recovering,-1.61,5.47,
UBL,30,2024-05-03,2024-05-09,6,Rolling Over,8.9,-0.3,
UBL,31,2024-05-10,2024-07-25,76,Rolling Over,10.71,-2.68,
UBL,32,2024-07-26,2024-08-01,6,Rolling Over,18.65,-0.98,
UBL,33,2024-08-21,2024-08-29,8,Recovering,-3.24,0.21,
UBL,34,2024-08-30,2024-09-02,3,Recovering,-5.16,3.16,
UBL,35,2024-09-04,2024-12-13,100,Stabilising,-2.55,-0.24,
UBL,36,2024-12-17,2024-12-19,2,Cooling Down,11.91,3.22,
UBL,37,2024-12-23,2025-01-10,18,Rolling Over,13.41,-3.22,
UBL,38,2025-01-13,2025-02-19,37,Rolling Over,10.74,-0.64,
UBL,39,2025-02-24,2025-02-25,1,Rolling Over,8.61,-2.53,
UBL,40,2025-03-10,2025-03-11,1,Cooling Down,3.72,0.37,
UBL,41,2025-03-26,2025-04-29,34,Recovering,-3.03,3.63,
UBL,42,2025-05-02,2025-05-07,5,Cooling Down,28.99,0.58,
UBL,43,2025-05-12,2025-06-23,42,Rolling Over,31.59,-1.25,
UBL,44,2025-10-21,2025-10-23,2,Rolling Over,4.16,-0.38,
UBL,45,2025-12-19,2026-02-13,56,Cooling Down,9.49,9.49,
UBL,46,2026-02-18,2026-02-19,1,Stabilising,-2.67,-2.07,
UBL,47,2026-02-20,2026-02-23,3,Falling,-1.5,-2.79,
