sector,symbol,start,end,kind,outcome,type,boundary_touched,boundary_breached,lfd_touched
CABLE & ELECTRICAL GOODS,PAEL,1000,1080,descending,down,4,True,True,True
CABLE & ELECTRICAL GOODS,PAEL,2160,2240,symmetrical,up,1,False,False,False
CABLE & ELECTRICAL GOODS,PAEL,2680,2760,descending,up,4,True,False,True
CABLE & ELECTRICAL GOODS,PAEL,4200,4280,descending,sequential,4,True,True,True
CABLE & ELECTRICAL GOODS,PAEL,4240,4320,ascending,sequential,4,True,True,True
CABLE & ELECTRICAL GOODS,PAEL,4640,4720,symmetrical,up,4,True,True,True
CABLE & ELECTRICAL GOODS,PAEL,4760,4840,descending,up,4,True,True,True
CABLE & ELECTRICAL GOODS,PAEL,4800,4880,ascending,up,1,False,False,False
CABLE & ELECTRICAL GOODS,PAEL,4960,5040,descending,up,2,True,False,False
TECHNOLOGY & COMMUNICATION,PAKD,40,120,symmetrical,up,4,True,False,True
TECHNOLOGY & COMMUNICATION,PAKD,600,680,descending,down,4,True,True,True
TECHNOLOGY & COMMUNICATION,PAKD,2960,3040,symmetrical,down,1,False,False,False
CHEMICAL,PAKOXY,2080,2160,descending,up,1,False,False,False
CHEMICAL,PAKOXY,3000,3080,descending,down,4,True,True,True
CHEMICAL,PAKOXY,3800,3880,descending,up,2,True,False,False
CHEMICAL,PAKOXY,4400,4480,descending,up,1,False,False,False
INSURANCE,PAKRI,2280,2360,descending,up,2,True,False,False
INSURANCE,PAKRI,3680,3760,symmetrical,up,2,True,False,False
CABLE & ELECTRICAL GOODS,PCAL,1720,1800,symmetrical,sequential,4,True,True,True
ENGINEERING,PECO,0,80,ascending,up,1,False,False,False
ENGINEERING,PECO,1560,1640,descending,sequential,4,True,True,True
TRANSPORT,PIBTL,1640,1720,symmetrical,down,4,True,True,True
TRANSPORT,PICT,680,760,ascending,sequential,4,True,True,True
TRANSPORT,PICT,2600,2680,ascending,up,4,True,True,True
TRANSPORT,PICT,4680,4760,descending,up,4,True,True,True
TRANSPORT,PICT,4720,4800,descending,down,1,False,False,False
INSURANCE,PIL,1040,1120,symmetrical,up,4,True,True,True
INSURANCE,PIL,3080,3160,descending,up,4,True,False,True
CEMENT,PIOC,2560,2640,descending,up,4,True,False,True
CEMENT,PIOC,3880,3960,descending,up,4,True,True,True
CEMENT,PIOC,4480,4560,descending,up,4,False,False,True
INSURANCE,PKGI,640,720,descending,up,4,True,True,True
INSURANCE,PKGI,1320,1400,descending,sequential,4,True,True,True
POWER GENERATION & DISTRIBUTION,PKGP,1440,1520,ascending,up,4,True,True,True
POWER GENERATION & DISTRIBUTION,PKGP,1960,2040,symmetrical,up,1,False,False,False
POWER GENERATION & DISTRIBUTION,PKGP,2960,3040,descending,up,4,True,False,True
POWER GENERATION & DISTRIBUTION,PKGP,3080,3160,ascending,sequential,4,True,True,True
PAPER & BOARD,PKGS,1000,1080,ascending,sequential,4,True,True,True
PAPER & BOARD,PKGS,1320,1400,symmetrical,up,4,False,False,True
PAPER & BOARD,PKGS,3480,3560,symmetrical,up,1,False,False,False
PAPER & BOARD,PKGS,4040,4120,symmetrical,down,4,True,False,True
TRANSPORT,PNSC,920,1000,symmetrical,sequential,4,True,True,True
TRANSPORT,PNSC,1240,1320,descending,sequential,4,True,True,True
TRANSPORT,PNSC,1280,1360,descending,sequential,4,True,True,True
TRANSPORT,PNSC,4640,4720,ascending,up,1,False,False,False
OIL & GAS EXPLORATION COMPANIES,POL,360,440,symmetrical,up,2,True,False,False
OIL & GAS EXPLORATION COMPANIES,POL,400,480,ascending,sequential,4,True,True,True
OIL & GAS EXPLORATION COMPANIES,POL,1640,1720,ascending,sequential,4,True,True,True
OIL & GAS EXPLORATION COMPANIES,POL,1720,1800,descending,up,1,False,False,False
OIL & GAS EXPLORATION COMPANIES,POL,2440,2520,descending,sequential,4,True,True,True
CEMENT,POWER,160,240,ascending,sequential,4,True,True,True
CEMENT,POWER,4560,4640,descending,up,4,True,True,True
CEMENT,POWER,4920,5000,symmetrical,up,1,False,False,False
CEMENT,POWERPS,40,120,symmetrical,up,4,True,True,True
CEMENT,POWERPS,400,480,symmetrical,up,4,True,True,True
OIL & GAS EXPLORATION COMPANIES,PPL,400,480,ascending,sequential,4,True,True,True
OIL & GAS EXPLORATION COMPANIES,PPL,520,600,ascending,down,4,True,True,True
OIL & GAS EXPLORATION COMPANIES,PPL,1160,1240,ascending,sequential,4,True,True,True
OIL & GAS EXPLORATION COMPANIES,PPL,2760,2840,ascending,down,4,True,False,True
OIL & GAS EXPLORATION COMPANIES,PPL,3000,3080,ascending,up,4,True,True,True
PAPER & BOARD,PPP,80,160,symmetrical,whipsaw,4,True,True,True
PAPER & BOARD,PPP,320,400,symmetrical,down,4,True,False,True
CHEMICAL,PPVC,960,1040,symmetrical,up,4,True,False,True
REFINERY,PRL,1680,1760,symmetrical,down,4,True,False,True
REFINERY,PRL,2480,2560,descending,down,4,False,False,True
REFINERY,PRL,2640,2720,symmetrical,up,4,False,False,True
REFINERY,PRL,2760,2840,descending,down,4,True,True,True
REFINERY,PRL,2840,2920,ascending,down,4,True,True,True
REFINERY,PRL,3920,4000,ascending,down,1,False,False,False
REFINERY,PRL,4120,4200,descending,up,1,False,False,False
MISCELLANEOUS,PSEL,920,1000,ascending,up,1,False,False,False
OIL & GAS MARKETING COMPANIES,PSO,1160,1240,ascending,down,1,False,False,False
OIL & GAS MARKETING COMPANIES,PSO,1200,1280,ascending,down,4,False,False,True
OIL & GAS MARKETING COMPANIES,PSO,1480,1560,ascending,down,1,False,False,False
OIL & GAS MARKETING COMPANIES,PSO,1600,1680,descending,up,4,True,False,True
TECHNOLOGY & COMMUNICATION,PTC,2680,2760,ascending,sequential,4,True,True,True
TEXTILE COMPOSITE,QUET,1280,1360,symmetrical,up,4,False,False,True
FOOD & PERSONAL CARE PRODUCTS,QUICE,3400,3480,descending,down,2,True,False,False
FOOD & PERSONAL CARE PRODUCTS,QUICE,3640,3720,ascending,down,2,True,False,False
FOOD & PERSONAL CARE PRODUCTS,QUICE,4760,4840,ascending,up,2,True,False,False
TEXTILE COMPOSITE,REDCO,2040,2120,symmetrical,down,4,True,True,True
INSURANCE,RICL,840,920,ascending,sequential,4,True,True,True
FOOD & PERSONAL CARE PRODUCTS,RMPL,1800,1880,descending,up,4,False,False,True
FOOD & PERSONAL CARE PRODUCTS,RMPL,2400,2480,descending,down,4,True,True,True
CHEMICAL,SARC,1320,1400,symmetrical,sequential,4,True,True,True
AUTOMOBILE ASSEMBLER,SAZEW,2000,2080,descending,up,1,False,False,False
COMMERCIAL BANKS,SBL,2880,2960,descending,up,4,True,True,True
FOOD & PERSONAL CARE PRODUCTS,SCL,1280,1360,symmetrical,down,4,False,False,True
FOOD & PERSONAL CARE PRODUCTS,SCL,1800,1880,symmetrical,sequential,4,True,True,True
PHARMACEUTICALS,SEARL,1040,1120,descending,down,4,True,True,True
PHARMACEUTICALS,SEARL,1280,1360,descending,up,4,True,True,True
PHARMACEUTICALS,SEARL,1560,1640,descending,up,2,True,False,False
PHARMACEUTICALS,SEARL,4160,4240,descending,down,1,False,False,False
PHARMACEUTICALS,SEARL,4640,4720,descending,sequential,4,True,True,True
POWER GENERATION & DISTRIBUTION,SEL,880,960,descending,up,4,True,True,True
PAPER & BOARD,SEPL,320,400,symmetrical,up,4,False,False,True
PAPER & BOARD,SEPL,3760,3840,descending,up,2,True,False,False
PAPER & BOARD,SEPL,4200,4280,ascending,down,4,True,False,True
PAPER & BOARD,SEPL,4720,4800,ascending,none,N/A,,,
OIL & GAS MARKETING COMPANIES,SHEL,480,560,descending,up,1,False,False,False
OIL & GAS MARKETING COMPANIES,SHEL,960,1040,descending,up,4,True,False,True
OIL & GAS MARKETING COMPANIES,SHEL,3360,3440,ascending,down,1,False,False,False
FOOD & PERSONAL CARE PRODUCTS,SHEZ,600,680,ascending,down,4,False,False,True
FOOD & PERSONAL CARE PRODUCTS,SHEZ,3040,3120,descending,up,4,False,False,True
FOOD & PERSONAL CARE PRODUCTS,SHEZ,3320,3400,symmetrical,up,1,False,False,False
MISCELLANEOUS,SHFA,40,120,descending,sequential,4,True,True,True
MISCELLANEOUS,SHFA,720,800,descending,down,3,True,True,False
MISCELLANEOUS,SHFA,1120,1200,descending,up,2,True,False,False
MISCELLANEOUS,SHFA,4280,4360,descending,sequential,4,True,True,True
INSURANCE,SHNI,1080,1160,descending,down,4,True,True,True
COMMERCIAL BANKS,SILK,1320,1400,descending,up,2,True,False,False
COMMERCIAL BANKS,SILK,1760,1840,ascending,sequential,4,True,True,True
COMMERCIAL BANKS,SILK,1800,1880,descending,sequential,4,True,True,True
CHEMICAL,SITC,520,600,symmetrical,up,3,True,True,False
CHEMICAL,SITC,800,880,ascending,up,4,False,False,True
CHEMICAL,SITC,3800,3880,descending,sequential,4,True,True,True
CEMENT,SMCPL,120,200,descending,up,4,False,False,True
CEMENT,SMCPL,1160,1240,symmetrical,down,4,True,True,True
CEMENT,SMCPL,2520,2600,ascending,sequential,4,True,True,True
CEMENT,SMCPL,2640,2720,descending,up,4,True,True,True
CEMENT,SMCPL,3080,3160,descending,up,4,True,True,True
COMMERCIAL BANKS,SNBL,1920,2000,descending,up,1,False,False,False
COMMERCIAL BANKS,SNBL,4280,4360,ascending,down,4,True,True,True
OIL & GAS MARKETING COMPANIES,SNGP,560,640,descending,down,1,False,False,False
MISCELLANEOUS,SPEL,680,760,descending,down,4,True,True,True
POWER GENERATION & DISTRIBUTION,SPWL,920,1000,ascending,down,2,True,False,False
OIL & GAS MARKETING COMPANIES,SSGC,360,440,descending,sequential,4,True,True,True
OIL & GAS MARKETING COMPANIES,SSGC,400,480,descending,sequential,4,True,True,True
OIL & GAS MARKETING COMPANIES,SSGC,520,600,ascending,up,4,True,True,True
OIL & GAS MARKETING COMPANIES,SSGC,680,760,ascending,sequential,4,True,True,True
OIL & GAS MARKETING COMPANIES,SSGC,920,1000,ascending,down,4,True,False,True
OIL & GAS MARKETING COMPANIES,SSGC,2080,2160,descending,up,2,True,False,False
OIL & GAS MARKETING COMPANIES,SSGC,3000,3080,descending,down,4,True,True,True
OIL & GAS MARKETING COMPANIES,SSGC,3840,3920,ascending,down,4,True,True,True
OIL & GAS MARKETING COMPANIES,SSGC,4760,4840,descending,up,1,False,False,False
OIL & GAS MARKETING COMPANIES,SSGC,5080,5160,symmetrical,down,1,False,False,False
GLASS & CERAMICS,STCL,3480,3560,symmetrical,down,4,True,True,True
GLASS & CERAMICS,STCL,3640,3720,symmetrical,up,4,True,False,True
MISCELLANEOUS,STPL,120,200,symmetrical,down,1,False,False,False
TECHNOLOGY & COMMUNICATION,SYS,120,200,descending,down,4,True,True,True
TECHNOLOGY & COMMUNICATION,SYS,2280,2360,descending,up,4,True,False,True
TECHNOLOGY & COMMUNICATION,TELE,360,440,symmetrical,down,4,True,True,True
TECHNOLOGY & COMMUNICATION,TELE,3200,3280,ascending,sequential,4,True,True,True
GLASS & CERAMICS,TGL,3360,3440,descending,up,2,True,False,False
GLASS & CERAMICS,TGL,3560,3640,descending,sequential,4,True,True,True
GLASS & CERAMICS,TGL,4280,4360,ascending,sequential,4,True,True,True
AUTOMOBILE PARTS & ACCESSORIES,THALL,2400,2480,ascending,up,4,True,True,True
CEMENT,THCCL,880,960,symmetrical,up,4,True,True,True
CEMENT,THCCL,920,1000,symmetrical,sequential,4,True,True,True
CEMENT,THCCL,960,1040,descending,up,4,False,False,True
TEXTILE COMPOSITE,TOWL,360,440,descending,sequential,4,True,True,True
TEXTILE COMPOSITE,TOWL,1840,1920,ascending,whipsaw,4,True,True,True
PROPERTY,TPLP,400,480,ascending,down,4,True,True,True
PROPERTY,TPLP,720,800,descending,sequential,4,True,True,True
FOOD & PERSONAL CARE PRODUCTS,TREET,3720,3800,symmetrical,up,1,False,False,False
TECHNOLOGY & COMMUNICATION,TRG,960,1040,symmetrical,down,4,True,True,True
TECHNOLOGY & COMMUNICATION,TRG,2320,2400,symmetrical,up,1,False,False,False
TECHNOLOGY & COMMUNICATION,TRG,3400,3480,descending,down,2,True,False,False
MISCELLANEOUS,TRIPF,3640,3720,descending,sequential,4,True,True,True
POWER GENERATION & DISTRIBUTION,TSPL,3400,3480,symmetrical,down,4,True,True,True
MISCELLANEOUS,UBDL,1000,1080,symmetrical,sequential,4,True,True,True
COMMERCIAL BANKS,UBL,1600,1680,ascending,up,4,True,False,True
COMMERCIAL BANKS,UBL,2000,2080,ascending,down,1,False,False,False
COMMERCIAL BANKS,UBL,2360,2440,ascending,sequential,4,True,True,True
COMMERCIAL BANKS,UBL,3360,3440,ascending,down,4,True,False,True
COMMERCIAL BANKS,UBL,4520,4600,descending,up,4,False,False,True
MISCELLANEOUS,UDPL,2880,2960,symmetrical,up,2,True,False,False
INSURANCE,UNIC,2480,2560,symmetrical,sequential,4,True,True,True
INSURANCE,UNIC,2520,2600,symmetrical,up,1,False,False,False
INSURANCE,UNIC,2680,2760,ascending,sequential,3,True,True,False
INSURANCE,UNIC,3120,3200,ascending,down,4,True,True,True
INSURANCE,UNIC,3640,3720,ascending,sequential,4,True,True,True
FOOD & PERSONAL CARE PRODUCTS,UPFL,400,480,symmetrical,up,2,True,False,False
INSURANCE,UVIC,1280,1360,symmetrical,whipsaw,4,True,True,True
CHEMICAL,WAHN,1080,1160,descending,down,4,True,True,True
CABLE & ELECTRICAL GOODS,WAVES,920,1000,symmetrical,up,1,False,False,False
CABLE & ELECTRICAL GOODS,WAVES,3840,3920,symmetrical,up,4,True,False,True
TECHNOLOGY & COMMUNICATION,WTL,2440,2520,symmetrical,up,4,True,False,True
TEXTILE COMPOSITE,ZAHID,560,640,symmetrical,sequential,4,True,True,True
FOOD & PERSONAL CARE PRODUCTS,ZIL,2360,2440,ascending,down,4,False,False,True
FOOD & PERSONAL CARE PRODUCTS,ZIL,2920,3000,symmetrical,sequential,4,True,True,True
