Date,Long_Count,Short_Count
2025-06-03,247,61
2025-06-04,259,53
2025-06-05,261,58
2025-06-10,271,58
2025-06-11,287,48
2025-06-12,283,61
2025-06-13,245,81
2025-06-16,266,69
2025-06-17,272,79
2025-06-18,241,81
2025-06-19,216,85
2025-06-20,220,97
2025-06-23,161,124
2025-06-24,316,97
2025-06-25,348,88
2025-06-26,338,87
2025-06-27,370,74
2025-06-30,329,43
2025-07-01,324,39
2025-07-02,347,28
2025-07-03,356,37
2025-07-04,362,36
2025-07-07,381,29
2025-07-08,382,24
2025-07-09,392,22
2025-07-10,382,21
2025-07-11,396,23
2025-07-14,405,25
2025-07-15,386,33
2025-07-16,396,34
2025-07-17,419,31
2025-07-18,393,35
2025-07-21,402,48
2025-07-22,412,52
2025-07-23,417,50
2025-07-24,411,52
2025-07-25,405,56
2025-07-28,356,43
2025-07-29,312,49
2025-07-30,292,51
2025-07-31,291,55
2025-08-01,279,46
2025-08-04,294,47
2025-08-05,315,47
2025-08-06,326,45
2025-08-07,332,45
2025-08-08,315,47
2025-08-11,322,50
2025-08-12,314,44
2025-08-13,317,44
2025-08-15,324,39
2025-08-18,341,30
2025-08-19,360,31
2025-08-20,362,27
2025-08-21,346,33
2025-08-22,352,38
2025-08-25,376,49
2025-08-26,382,53
2025-08-27,349,58
2025-08-28,347,56
2025-08-29,370,56
2025-09-01,339,42
2025-09-02,349,37
2025-09-03,354,35
2025-09-04,345,38
2025-09-05,356,37
2025-09-08,344,41
2025-09-09,318,40
2025-09-10,323,35
2025-09-11,343,33
2025-09-12,328,30
2025-09-15,334,28
2025-09-16,346,30
2025-09-17,366,27
2025-09-18,408,28
2025-09-19,411,34
2025-09-22,436,38
2025-09-23,423,41
2025-09-24,420,47
2025-09-25,427,48
2025-09-26,418,48
2025-09-29,341,39
2025-09-30,326,46
2025-10-01,315,42
2025-10-02,327,45
2025-10-03,326,43
2025-10-06,272,50
2025-10-07,282,51
2025-10-08,259,54
2025-10-09,256,57
2025-10-10,238,64
2025-10-13,179,64
2025-10-14,247,58
2025-10-15,260,60
2025-10-16,247,69
2025-10-17,242,61
2025-10-20,272,59
2025-10-21,275,63
2025-10-22,281,57
2025-10-23,248,65
2025-10-24,229,74
2025-10-27,226,78
2025-10-28,214,91
2025-10-29,194,99
2025-10-30,175,99
2025-10-31,247,101
2025-11-03,204,71
2025-11-04,184,78
2025-11-05,172,79
2025-11-06,171,87
2025-11-07,187,86
2025-11-10,196,77
2025-11-11,151,92
2025-11-12,158,93
2025-11-13,175,88
2025-11-14,200,82
2025-11-17,209,76
2025-11-18,205,76
2025-11-19,203,82
2025-11-20,220,78
2025-11-21,225,87
2025-11-24,226,96
2025-11-25,226,103
2025-11-26,200,115
2025-11-27,224,100
2025-11-28,238,99
2025-12-01,214,63
2025-12-02,210,69
2025-12-03,199,81
2025-12-04,212,81
2025-12-05,206,77
2025-12-08,228,66
2025-12-09,237,61
2025-12-10,246,52
2025-12-11,241,49
2025-12-12,248,45
2025-12-15,273,50
2025-12-16,260,55
2025-12-17,265,67
2025-12-18,263,59
2025-12-19,264,62
2025-12-22,285,76
2025-12-23,268,88
2025-12-24,265,95
2025-12-26,274,99
2025-12-29,217,85
2025-12-30,244,80
2025-12-31,249,78
2026-01-01,278,62
2026-01-02,290,64
2026-01-05,303,58
2026-01-06,307,65
2026-01-07,329,56
2026-01-08,327,52
2026-01-09,310,48
2026-01-12,286,50
2026-01-13,287,67
2026-01-14,256,76
2026-01-15,235,84
2026-01-16,260,72
2026-01-19,281,76
2026-01-20,314,73
2026-01-21,304,78
2026-01-22,311,75
2026-01-23,307,78
2026-01-26,307,88
2026-01-27,279,90
2026-01-28,282,94
2026-01-29,216,107
2026-01-30,226,106
2026-02-02,209,89
2026-02-03,239,88
2026-02-04,246,78
2026-02-06,192,88
2026-02-09,192,90
2026-02-10,175,97
2026-02-11,191,98
2026-02-12,160,106
2026-02-13,146,109
2026-02-16,105,123
2026-02-17,88,128
2026-02-18,137,126
2026-02-19,87,142
2026-02-20,96,146
2026-02-23,94,154
2026-02-24,98,163
2026-02-25,88,173
2026-02-26,124,183
2026-02-27,116,185
2026-03-02,73,187
2026-03-03,72,195
2026-03-04,64,207
2026-03-05,79,204
2026-03-06,72,208
2026-03-09,48,217
2026-03-10,70,221
2026-03-11,71,229
2026-03-12,74,219
2026-03-13,73,232
2026-03-16,59,258
2026-03-17,58,261
2026-03-18,81,247
2026-03-19,75,242
2026-03-24,97,260
2026-03-25,133,223
2026-03-26,105,261
2026-03-27,96,274
2026-03-30,57,277
2026-03-31,69,271
2026-04-01,81,230
2026-04-02,75,268
2026-04-03,77,279
2026-04-06,79,267
2026-04-07,81,265
2026-04-08,115,85
2026-04-09,122,91
2026-04-10,121,60
2026-04-13,112,147
2026-04-14,118,77
2026-04-15,132,56
2026-04-16,143,46
2026-04-17,167,36
2026-04-20,192,65
2026-04-21,208,62
2026-04-22,214,73
2026-04-23,204,98
2026-04-24,223,97
2026-04-27,171,79
2026-04-28,165,114
2026-04-29,145,170
2026-04-30,122,206
2026-05-05,129,193
2026-05-06,145,194
2026-05-07,199,106
2026-05-08,184,89
2026-05-11,197,89
2026-05-12,178,122
2026-05-13,174,126
2026-05-14,161,146
2026-05-15,168,158
2026-05-18,144,204
2026-05-19,163,205
2026-05-20,180,191
2026-05-21,210,164
