sector,symbol,start,end,kind,outcome,direction,breakout_idx,type_trigger,entry_price,lfd_level,r_lfd_denom,rolling_status,rolling_stop,r_rolling_denom,opposite_stop,r_opposite_denom,lfd_hit_bar,rolling_hit_bar,opposite_hit_bar,anchor_bar,simultaneous_hit,horizon_reached,realized_R_lfd,realized_R_rolling,realized_R_opposite
TECHNOLOGY & COMMUNICATION,AVN,1920,2000,ascending,down,down,2001,1.0,88.06,95.0,6.939999999999998,no_valid_consolidation,,,110.01091693862512,21.950916938625113,2024.0,,2026.0,2024,False,False,-1.0,,-0.40180553845020517
TECHNOLOGY & COMMUNICATION,AVN,2200,2280,descending,sequential,up,2281,4.0,67.8,66.0,1.7999999999999972,ok,63.9,3.8999999999999986,63.10416383261867,4.69583616738133,2282.0,2287.0,2288.0,2282,False,False,-1.0,-0.3564102564102567,-0.29600691984429794
COMMERCIAL BANKS,BAFL,1840,1920,ascending,down,down,1924,4.0,8.4127,8.7224,0.3097000000000012,skipped_risk_gt_6pct,8.94,,8.855473114039642,0.4427731140396425,1929.0,,1931.0,1929,False,False,-1.0,,-0.6644486547881487
COMMERCIAL BANKS,BAFL,3040,3120,ascending,down,down,3139,4.0,20.4176,20.9027,0.4850999999999992,ok,21.37,0.9524000000000008,21.95721253132832,1.53961253132832,3141.0,3155.0,3158.0,3141,False,False,-1.0,-0.42807643847122856,-0.26480688595607244
COMMERCIAL BANKS,BAFL,3840,3920,ascending,sequential,up,3921,4.0,19.2615,18.6576,0.603900000000003,ok,18.47,0.7915000000000028,18.249902048417134,1.0115979515828677,3926.0,3931.0,3932.0,3926,False,False,-1.0,-0.8085912823752348,-0.6326624119775842
COMMERCIAL BANKS,BAFL,4520,4600,descending,up,up,4608,4.0,21.0833,20.593,0.4903000000000013,skipped_risk_gt_6pct,19.7,,19.877369639842428,1.2059303601575735,4613.0,,4616.0,4613,False,False,-1.0,,-0.38086776415512735
COMMERCIAL BANKS,BAHL,4120,4200,ascending,down,down,4208,1.0,68.79,76.39,7.599999999999994,skipped_risk_gt_6pct,77.15,,77.13899963423556,8.348999634235554,,,,4298,False,True,1.5065789473684226,,1.37142178723408
ENGINEERING,BCL,760,840,ascending,down,down,845,1.0,45.07,47.14,2.0700000000000003,ok,47.61,2.539999999999999,50.68827586206897,5.61827586206897,,,,935,False,True,7.4685990338164245,6.086614173228349,2.7517338734425807
ENGINEERING,BCL,3400,3480,descending,up,up,3481,4.0,143.76,110.0,33.75999999999999,no_valid_consolidation,,,86.37464952838913,57.38535047161086,3519.0,,3545.0,3519,False,False,-1.0,,-0.5464809353305964
ENGINEERING,BECO,400,480,descending,up,up,496,4.0,20.24,18.83,1.4100000000000001,skipped_risk_gt_6pct,16.78,,17.154964579200907,3.085035420799091,499.0,,524.0,499,False,False,-1.0,,-0.40194027972580343
CHEMICAL,BERG,2280,2360,symmetrical,down,down,2362,3.0,98.86,111.3,12.439999999999998,skipped_risk_gt_6pct,112.41,,105.00521739130437,6.145217391304371,,,2370.0,2370,False,False,-0.2098070739549839,,-1.0
CHEMICAL,BERG,2840,2920,symmetrical,down,down,2934,4.0,149.72,151.35,1.6299999999999955,ok,156.35,6.6299999999999955,155.64441140278916,5.924411402789161,2937.0,,,2937,False,False,-1.0,-0.16591251885369457,-0.18567245338197208
GLASS & CERAMICS,BGL,3800,3880,symmetrical,whipsaw,down,3887,4.0,8.65,8.97,0.3200000000000003,skipped_risk_gt_6pct,9.24,,8.961585590696352,0.3115855906963514,3890.0,,3890.0,3890,True,False,-1.0,,-1.0
TEXTILE COMPOSITE,BHAT,1160,1240,descending,up,up,1250,2.0,899.09,799.99,99.10000000000002,no_valid_consolidation,,,757.8546402877697,141.23535971223032,1333.0,,,1333,False,False,-1.0,,-0.6882837286502985
TEXTILE COMPOSITE,BHAT,1240,1320,symmetrical,down,down,1321,1.0,899.54,927.7,28.160000000000082,skipped_risk_gt_6pct,956.37,,948.3932268370604,48.85322683706045,1348.0,,1362.0,1348,False,False,-1.0,,0.6304598896348609
COMMERCIAL BANKS,BIPL,2240,2320,symmetrical,sequential,down,2327,4.0,10.0,10.4,0.40000000000000036,skipped_risk_gt_6pct,10.81,,11.067872340425533,1.0678723404255326,2336.0,,2337.0,2336,False,False,-1.0,,-0.9364415222155802
COMMERCIAL BANKS,BIPL,3920,4000,descending,up,up,4001,4.0,13.53,13.5,0.02999999999999936,no_valid_consolidation,,,10.64319975620905,2.8868002437909492,4002.0,,4077.0,4002,False,False,-1.0,,0.12470554579393024
FOOD & PERSONAL CARE PRODUCTS,BNL,1280,1360,descending,whipsaw,down,1361,4.0,13.19,13.72,0.5300000000000011,skipped_risk_gt_6pct,14.34,,14.109146341463415,0.9191463414634153,1362.0,,1364.0,1362,False,False,-1.0,,-0.641899960196364
COMMERCIAL BANKS,BOK,440,520,descending,down,down,530,3.0,13.6,14.0,0.40000000000000036,skipped_risk_gt_6pct,15.0,,14.454703557312255,0.8547035573122557,552.0,,576.0,552,False,False,-1.0,,-0.40949870514243264
COMMERCIAL BANKS,BOK,3680,3760,ascending,down,down,3773,4.0,15.0,15.45,0.4499999999999993,ok,15.76,0.7599999999999998,16.657655786350148,1.6576557863501478,3778.0,,,3778,False,False,-1.0,-0.7894736842105261,-0.3619569303474571
COMMERCIAL BANKS,BOK,4280,4360,ascending,sequential,up,4363,4.0,15.31,13.15,2.16,no_valid_consolidation,,,13.994657087770833,1.315342912229168,4370.0,,4367.0,4367,False,False,-0.25925925925925947,,-1.0
COMMERCIAL BANKS,BOK,4600,4680,symmetrical,up,up,4702,4.0,33.6,32.5,1.1000000000000014,ok,32.17,1.4299999999999997,32.359949748743716,1.2400502512562852,4704.0,4704.0,4704.0,4704,True,False,-1.0,-1.0,-1.0
OIL & GAS MARKETING COMPANIES,BPL,720,800,descending,down,down,802,2.0,31.5,32.92,1.4200000000000017,ok,33.3,1.7999999999999972,32.59449389590918,1.0944938959091814,,,,892,False,True,6.239436619718302,4.92222222222223,8.095065703989254
CEMENT,BWCL,1000,1080,symmetrical,whipsaw,down,1081,4.0,119.23,125.0,5.769999999999996,skipped_risk_gt_6pct,127.16,,125.42685557042985,6.196855570429847,1085.0,,1085.0,1085,True,False,-1.0,,-1.0
AUTOMOBILE PARTS & ACCESSORIES,BWHL,0,80,descending,up,up,81,4.0,30.575,29.0463,1.5287000000000006,skipped_risk_gt_6pct,27.77,,26.667430180234668,3.9075698197653317,82.0,,,82,False,False,-1.0,,-0.5770594267040933
AUTOMOBILE PARTS & ACCESSORIES,BWHL,1400,1480,ascending,up,up,1492,1.0,48.9582,45.9466,3.0116000000000014,skipped_risk_gt_6pct,45.4,,45.37088749235848,3.5873125076415207,,,,1582,False,True,5.317339620135476,,4.4639824285975624
AUTOMOBILE PARTS & ACCESSORIES,BWHL,2280,2360,symmetrical,sequential,down,2373,4.0,74.0,80.0,6.0,skipped_risk_gt_6pct,82.31,,84.90493157149598,10.904931571495979,2377.0,,2377.0,2377,True,False,-1.0,,-1.0
INSURANCE,CENI,3480,3560,symmetrical,up,up,3595,3.0,26.49,25.0,1.4899999999999984,skipped_risk_gt_6pct,24.02,,23.83333333333333,2.65666666666667,,,,3685,False,True,7.7449664429530305,,4.343789209535755
PAPER & BOARD,CEPB,840,920,descending,down,down,921,4.0,13.79,14.15,0.3600000000000012,skipped_risk_gt_6pct,15.15,,15.777183098591552,1.9871830985915526,943.0,,1004.0,943,False,False,-1.0,,-0.3119994329860373
PAPER & BOARD,CEPB,1080,1160,ascending,sequential,down,1179,4.0,16.0,16.25,0.25,skipped_risk_gt_6pct,17.07,,18.384269899841858,2.3842698998418577,1185.0,,1193.0,1185,False,False,-1.0,,-0.008388312078815456
PAPER & BOARD,CEPB,2200,2280,ascending,sequential,down,2284,4.0,51.52,53.58,2.059999999999995,skipped_risk_gt_6pct,56.05,,55.5211320754717,4.001132075471695,2286.0,,2291.0,2286,False,False,-1.0,,-0.6723097236631143
PAPER & BOARD,CEPB,2520,2600,ascending,sequential,up,2601,4.0,53.47,52.8,0.6700000000000017,ok,51.98,1.490000000000002,50.59617098865476,2.8738290113452365,2604.0,2606.0,2612.0,2604,False,False,-1.0,0.18791946308724883,0.09743098802838426
TEXTILE COMPOSITE,CHBL,360,440,descending,up,up,441,1.0,10.85,9.9,0.9499999999999993,skipped_risk_gt_6pct,9.8,,9.871173135630178,0.9788268643698217,,,,531,False,True,0.6842105263157904,,0.6640602374746597
TEXTILE COMPOSITE,CHBL,1560,1640,symmetrical,sequential,down,1659,4.0,1.51,1.8,0.29000000000000004,no_valid_consolidation,,,2.0216034755134267,0.5116034755134267,1662.0,,1662.0,1662,True,False,-1.0,,-1.0
CEMENT,CHCC,1120,1200,symmetrical,sequential,up,1201,4.0,10.3699,10.2683,0.10159999999999947,no_valid_consolidation,,,9.330481336340572,1.0394186636594274,1202.0,,1211.0,1202,False,False,-1.0,,-0.30016778696426055
CEMENT,CHCC,1560,1640,descending,sequential,down,1642,3.0,5.3047,5.6385,0.3337999999999992,skipped_risk_gt_6pct,5.85,,5.7066656669297515,0.4019656669297511,1660.0,,1660.0,1660,True,False,-1.0,,-1.0
CEMENT,CHCC,2280,2360,symmetrical,up,up,2361,1.0,58.85,58.04,0.8100000000000023,ok,56.68,2.1700000000000017,52.42277888807757,6.427221111922428,2376.0,,,2376,False,False,-1.0,0.11981566820276397,0.0404529415547414
FOOD & PERSONAL CARE PRODUCTS,CLOV,1480,1560,descending,up,up,1561,1.0,91.0,84.45,6.549999999999997,skipped_risk_gt_6pct,79.2,,79.94298245614036,11.057017543859644,,,,1651,False,True,4.995419847328246,,2.959206664022215
REFINERY,CNERGY,2840,2920,descending,sequential,up,2937,4.0,24.29,23.36,0.9299999999999997,ok,22.96,1.3299999999999983,22.83314940303324,1.4568505969667598,2944.0,2944.0,2944.0,2944,True,False,-1.0,-1.0,-1.0
PAPER & BOARD,CPPL,3160,3240,symmetrical,up,up,3246,2.0,168.95,160.1,8.849999999999994,skipped_risk_gt_6pct,153.45,,158.41468392737056,10.535316072629428,3291.0,,3291.0,3291,True,False,-1.0,,-1.0
PAPER & BOARD,CPPL,4480,4560,ascending,down,down,4561,2.0,124.0,126.9,2.9000000000000057,ok,128.17,4.1699999999999875,132.75437158469947,8.75437158469947,,,,4651,False,True,7.468965517241363,5.1942446043165615,2.474192440935047
TEXTILE COMPOSITE,CRTM,2240,2320,descending,sequential,down,2326,3.0,27.5,28.49,0.9899999999999984,skipped_risk_gt_6pct,30.55,,29.84562211981566,2.3456221198156584,2339.0,,2348.0,2339,False,False,-1.0,,0.042632612966601965
TEXTILE COMPOSITE,CRTM,3560,3640,descending,up,up,3641,1.0,18.68,18.0,0.6799999999999997,skipped_risk_gt_6pct,17.18,,17.18650744960561,1.4934925503943894,3649.0,,3667.0,3649,False,False,-1.0,,-0.4553085985065214
ENGINEERING,CSAP,4920,5000,descending,up,up,5011,1.0,106.0,103.8,2.200000000000003,ok,101.47,4.530000000000001,100.1457142857143,5.8542857142856946,5024.0,5029.0,5029.0,5024,False,False,-1.0,-0.45916114790286927,-0.35529526598340744
INSURANCE,CYAN,640,720,descending,up,up,721,1.0,10.1499,10.133,0.01690000000000147,skipped_risk_gt_6pct,9.4,,9.175973988439308,0.9739260115606925,,,,811,False,True,405.3372781064736,,7.03359384459064
INSURANCE,CYAN,1840,1920,symmetrical,sequential,up,1928,4.0,59.0189,58.2595,0.7593999999999994,ok,57.25,1.7689000000000021,57.705593413958916,1.3133065860410866,1930.0,1932.0,1930.0,1930,True,False,-1.0,-0.47000961049239703,-1.0
INSURANCE,CYAN,4120,4200,descending,up,up,4201,1.0,24.01,23.75,0.26000000000000156,ok,22.88,1.1300000000000026,23.00143141945774,1.00856858054226,4206.0,,,4206,False,False,-1.0,-0.21238938053097473,-0.23796101190358843
CHEMICAL,DAAG,840,920,symmetrical,up,up,923,2.0,18.9,17.8,1.0999999999999979,skipped_risk_gt_6pct,16.94,,18.447966507177036,0.452033492822963,929.0,,924.0,924,False,False,-0.1636363636363637,,-1.0
CHEMICAL,DAAG,2240,2320,descending,down,down,2322,4.0,94.01,101.86,7.849999999999994,skipped_risk_gt_6pct,103.97,,106.52123021196678,12.511230211966776,2326.0,,,2326,False,False,-1.0,,-0.5722858486890905
CEMENT,DBCI,1840,1920,symmetrical,sequential,down,1922,4.0,2.23,2.29,0.06000000000000005,skipped_risk_gt_6pct,2.37,,2.450981331987892,0.22098133198789194,1923.0,,1929.0,1923,False,False,-1.0,,-0.3167688391154928
CEMENT,DCL,680,760,symmetrical,up,up,768,4.0,15.6,15.15,0.4499999999999993,ok,14.75,0.8499999999999996,14.267891396332864,1.3321086036671357,778.0,779.0,818.0,778,False,False,-1.0,-0.47058823529411825,-0.30027581752632493
CEMENT,DCL,1560,1640,ascending,down,down,1641,4.0,1.3,1.41,0.10999999999999988,skipped_risk_gt_6pct,1.42,,1.6824664822302617,0.3824664822302617,1670.0,,1673.0,1670,False,False,-1.0,,-0.20916865586102867
CEMENT,DCL,2520,2600,ascending,down,down,2605,1.0,14.79,15.39,0.6000000000000014,skipped_risk_gt_6pct,16.01,,15.873142857142858,1.0831428571428585,,,,2695,False,True,4.416666666666654,,2.4465840147718234
CEMENT,DCL,4760,4840,ascending,up,up,4854,4.0,9.24,8.61,0.6300000000000008,no_valid_consolidation,,,7.455182749951653,1.7848172500483468,4867.0,,,4867,False,False,-1.0,,-0.31375761299081534
REAL ESTATE INVESTMENT TRUST,DCR,1240,1320,descending,down,down,1331,4.0,10.51,10.8,0.2900000000000009,ok,10.91,0.40000000000000036,10.962193760033502,0.4521937600335022,1342.0,1351.0,1363.0,1342,False,False,-1.0,-0.6,-0.5307459350660192
AUTOMOBILE ASSEMBLER,DFML,3840,3920,ascending,down,down,3930,4.0,6.82,7.03,0.20999999999999996,skipped_risk_gt_6pct,7.54,,7.441614539306847,0.6216145393068464,3931.0,,4003.0,3931,False,False,-1.0,,-0.12869711845737544
CEMENT,DGKC,680,760,descending,up,up,764,1.0,95.0,91.9,3.0999999999999943,ok,90.98,4.019999999999996,89.32525641025642,5.674743589743585,824.0,830.0,831.0,824,False,False,-1.0,-0.5497512437810935,-0.38944490884033994
CEMENT,DGKC,1480,1560,symmetrical,down,down,1573,1.0,21.86,22.97,1.1099999999999994,skipped_risk_gt_6pct,23.73,,23.574249043008322,1.7142490430083228,1617.0,,1617.0,1617,True,False,-1.0,,-1.0
CEMENT,DGKC,2920,3000,ascending,down,down,3015,3.0,227.28,242.0,14.719999999999999,skipped_risk_gt_6pct,249.82,,243.6798362770391,16.3998362770391,,,,3105,False,True,5.752717391304349,,5.163466181583644
CEMENT,DNCC,240,320,ascending,down,down,324,4.0,0.1817,0.198,0.01630000000000001,no_valid_consolidation,,,0.21641074631562385,0.03471074631562385,327.0,,367.0,327,False,False,-1.0,,-0.5329761518746963
CEMENT,DNCC,1440,1520,symmetrical,sequential,up,1522,4.0,6.15,5.45,0.7000000000000002,skipped_risk_gt_6pct,5.15,,5.050855421686747,1.0991445783132532,1525.0,,1526.0,1525,False,False,-1.0,,-0.227449604840566
CEMENT,DNCC,2160,2240,symmetrical,sequential,up,2241,4.0,18.49,17.8,0.6899999999999977,no_valid_consolidation,,,16.817576059850374,1.6724239401496241,2242.0,,2245.0,2242,False,False,-1.0,,-0.2929879130743371
CHEMICAL,DOL,680,760,descending,down,down,761,4.0,4.61,4.65,0.040000000000000036,skipped_risk_gt_6pct,5.04,,4.852932947419198,0.2429329474191979,762.0,,807.0,762,False,False,-1.0,,0.32930897537728565
CHEMICAL,DOL,3200,3280,descending,whipsaw,up,3282,4.0,23.16,22.85,0.3099999999999987,skipped_risk_gt_6pct,21.2,,22.25787845903419,0.9021215409658119,3283.0,,3283.0,3283,True,False,-1.0,,-1.0
CHEMICAL,DOL,3560,3640,symmetrical,down,down,3646,2.0,24.55,26.0,1.4499999999999993,skipped_risk_gt_6pct,26.93,,26.311521805661812,1.7615218056618112,3731.0,,3731.0,3731,True,False,-1.0,,-1.0
ENGINEERING,DSL,2280,2360,ascending,whipsaw,down,2362,4.0,11.31,12.35,1.0399999999999991,skipped_risk_gt_6pct,12.61,,12.4971875,1.1871875000000003,2364.0,,2365.0,2364,False,False,-1.0,,-0.7833640431692547
ENGINEERING,DSL,3080,3160,ascending,sequential,down,3172,3.0,4.42,4.7,0.28000000000000025,skipped_risk_gt_6pct,4.98,,4.971039755351683,0.5510397553516828,3186.0,,3187.0,3186,False,False,-1.0,,-0.3992452411343571
ENGINEERING,DSL,4000,4080,descending,up,up,4091,3.0,6.12,5.55,0.5700000000000003,skipped_risk_gt_6pct,5.3,,5.28304347826087,0.8369565217391299,,,,4181,False,True,1.5087719298245612,,1.0275324675324686
ENGINEERING,DSL,4360,4440,descending,down,down,4441,1.0,5.92,6.25,0.33000000000000007,no_valid_consolidation,,,7.650065274151444,1.7300652741514444,4471.0,,,4471,False,False,-1.0,,-0.43350965492782173
CHEMICAL,DYNO,400,480,ascending,sequential,down,481,4.0,18.0,18.3,0.3000000000000007,ok,18.94,0.9400000000000013,20.156232970027244,2.1562329700272436,482.0,486.0,497.0,482,False,False,-1.0,-0.4255319148936149,-0.18550871151689358
CHEMICAL,DYNO,880,960,descending,down,down,992,4.0,9.61,10.25,0.6400000000000006,no_valid_consolidation,,,11.258889243536549,1.6488892435365496,995.0,,1001.0,995,False,False,-1.0,,-0.20619941656649138
MISCELLANEOUS,ECOP,280,360,descending,down,down,376,4.0,24.715,24.7889,0.07390000000000185,skipped_risk_gt_6pct,26.42,,27.606928427326913,2.8919284273269135,377.0,,388.0,377,False,False,-1.0,,-0.025553882766147708
MISCELLANEOUS,ECOP,1040,1120,ascending,down,down,1121,4.0,4.88,5.16,0.28000000000000025,no_valid_consolidation,,,5.868000000000001,0.9880000000000013,1124.0,,,1124,False,False,-1.0,,-0.34412955465586986
MISCELLANEOUS,ECOP,4920,5000,ascending,up,up,5004,2.0,51.34,48.3,3.0400000000000063,skipped_risk_gt_6pct,46.03,,44.52596899224807,6.814031007751936,,,,5025,False,True,-0.08552631578947519,,-0.038156562496445626
FERTILIZER,EFERT,520,600,descending,down,down,601,1.0,66.58,68.25,1.6700000000000017,ok,69.08,2.5,70.75599999999999,4.175999999999988,619.0,620.0,,619,False,False,-1.0,-0.5560000000000003,-0.3328544061302693
FERTILIZER,EFERT,1320,1400,ascending,up,up,1401,4.0,69.02,67.0,2.019999999999996,ok,65.34,3.6799999999999926,64.76854245598395,4.2514575440160485,1405.0,,,1405,False,False,-1.0,-0.49184782608695815,-0.42573634600857957
INSURANCE,EFUG,1680,1760,symmetrical,up,up,1763,1.0,45.6791,43.8775,1.8016000000000005,ok,43.44,2.2391000000000005,41.3455874025569,4.333512597443097,,,,1853,False,True,0.4483792184724689,0.3607699522129427,0.18640767318332632
INSURANCE,EFUL,760,840,descending,sequential,down,841,4.0,104.5,106.0,1.5,no_valid_consolidation,,,117.5263419952753,13.026341995275303,842.0,,852.0,842,False,False,-1.0,,-0.12129268528133758
INSURANCE,EFUL,2760,2840,symmetrical,sequential,down,2841,4.0,206.66,212.01,5.349999999999994,skipped_risk_gt_6pct,222.2,,221.67200000000003,15.012000000000029,2850.0,,2853.0,2850,False,False,-1.0,,0.22715161204369771
FERTILIZER,ENGRO,80,160,descending,up,up,161,1.0,93.7758,88.8765,4.899300000000011,skipped_risk_gt_6pct,85.26,,86.9981223121651,6.77767768783491,,,,251,False,True,6.9140693568468805,,4.997891838497987
FERTILIZER,ENGRO,1280,1360,descending,up,up,1381,2.0,137.5634,133.6592,3.904200000000003,ok,131.33,6.233399999999989,132.28165727383862,5.281742726161383,,,,1471,False,True,4.3116899748988216,2.700564699842786,3.1871488015915226
FERTILIZER,ENGRO,1320,1400,ascending,up,up,1405,2.0,141.0312,137.3337,3.6975000000000193,ok,134.75,6.2812000000000126,134.22096752475244,6.810232475247574,,,,1495,False,True,4.399513184584149,2.589823600585866,2.3886409251262175
FERTILIZER,ENGRO,1840,1920,symmetrical,sequential,down,1930,3.0,88.74,92.5,3.760000000000005,ok,94.03,5.290000000000006,95.43436894510222,6.694368945102227,1945.0,1948.0,1948.0,1945,False,False,-1.0,-0.3081285444234419,-0.24348822321670213
FERTILIZER,ENGRO,1880,1960,ascending,up,up,1961,1.0,99.16,93.55,5.609999999999999,skipped_risk_gt_6pct,92.42,,93.36451455881051,5.795485441189484,,,,2051,False,True,3.9946524064171123,,3.86680291537416
FERTILIZER,ENGRO,4200,4280,descending,down,down,4284,4.0,253.68,257.0,3.319999999999993,ok,261.84,8.159999999999968,266.60543818727086,12.925438187270856,4285.0,4374.0,,4285,False,False,-1.0,0.16911764705882362,0.1067662062984478
CHEMICAL,EPCL,2840,2920,descending,sequential,up,2923,4.0,27.57,25.99,1.5800000000000018,skipped_risk_gt_6pct,25.54,,25.632947688300412,1.9370523116995884,2927.0,,2928.0,2927,False,False,-1.0,,-0.846647243388615
CHEMICAL,EPCLPS,280,360,descending,up,up,364,4.0,12.0,11.51,0.4900000000000002,skipped_risk_gt_6pct,11.19,,11.282088756133987,0.7179112438660127,366.0,,366.0,366,True,False,-1.0,,-1.0
POWER GENERATION & DISTRIBUTION,EPQL,960,1040,descending,up,up,1053,2.0,16.8362,16.3721,0.46410000000000196,ok,16.11,0.7262000000000022,16.03714183571666,0.7990581642833412,1061.0,1073.0,1073.0,1061,False,False,-1.0,-0.5378683558248438,-0.4888254916340462
POWER GENERATION & DISTRIBUTION,EPQL,1960,2040,symmetrical,sequential,up,2045,4.0,20.6677,19.071,1.5966999999999985,skipped_risk_gt_6pct,17.93,,18.40033213910852,2.267367860891479,2052.0,,2053.0,2052,False,False,-1.0,,-0.8117782878320923
POWER GENERATION & DISTRIBUTION,EPQL,2040,2120,symmetrical,down,down,2123,4.0,17.4892,17.9992,0.509999999999998,skipped_risk_gt_6pct,18.68,,18.351799999999997,0.8625999999999969,2124.0,,2148.0,2124,False,False,-1.0,,-0.04277764896823487
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4120,4200,descending,up,up,4221,4.0,857.18,842.0,15.17999999999995,no_valid_consolidation,,,766.5632334047109,90.61676659528905,4223.0,,4248.0,4223,False,False,-1.0,,-0.05032181318459236
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,4160,4240,ascending,down,down,4242,1.0,832.81,900.0,67.19000000000005,skipped_risk_gt_6pct,909.0,,872.5535710412148,39.743571041214864,,,,4332,False,True,3.040184551272508,,5.1396991928120395
COMMERCIAL BANKS,FABL,600,680,ascending,down,down,681,4.0,73.0,74.85,1.8499999999999943,skipped_risk_gt_6pct,80.04,,78.88632126993375,5.886321269933745,682.0,,,682,False,False,-1.0,,-0.15289685335339093
COMMERCIAL BANKS,FABL,2040,2120,symmetrical,sequential,down,2127,4.0,10.07,11.54,1.4699999999999989,skipped_risk_gt_6pct,11.67,,11.717391304347824,1.647391304347824,2154.0,,2155.0,2154,False,False,-1.0,,-0.8498284507785708
TEXTILE COMPOSITE,FASM,120,200,descending,down,down,201,1.0,34.3,36.1,1.8000000000000043,no_valid_consolidation,,,44.73309859154929,10.433098591549296,,,,291,False,True,0.8611111111111075,,0.14856564292946312
TEXTILE COMPOSITE,FASM,360,440,symmetrical,up,up,441,1.0,47.99,47.35,0.6400000000000006,ok,46.59,1.3999999999999986,45.7395652173913,2.2504347826087,,,,531,False,True,57.82812499999994,26.43571428571431,16.445710973724854
FERTILIZER,FATIMA,1240,1320,symmetrical,up,up,1323,1.0,40.68,39.25,1.4299999999999997,skipped_risk_gt_6pct,37.62,,38.127142143392454,2.5528578566075453,,,,1413,False,True,3.965034965034967,,2.2210402296094856
FERTILIZER,FATIMA,2080,2160,ascending,down,down,2161,4.0,34.43,34.5,0.07000000000000028,ok,35.84,1.4100000000000037,37.034006131207846,2.6040061312078464,2162.0,2176.0,,2162,False,False,-1.0,-0.22695035460992868,-0.12288757548031232
CEMENT,FCCL,2520,2600,descending,up,up,2612,4.0,36.72,34.54,2.1799999999999997,skipped_risk_gt_6pct,33.71,,33.308695652173924,3.411304347826075,2634.0,,2648.0,2634,False,False,-1.0,,-0.515931684935
CEMENT,FCCL,2560,2640,ascending,sequential,down,2647,4.0,34.02,34.88,0.8599999999999994,ok,35.55,1.529999999999994,36.31812545322698,2.29812545322698,2651.0,2652.0,2661.0,2651,False,False,-1.0,-0.6535947712418326,-0.4351372544069867
CEMENT,FCCL,5080,5160,ascending,down,down,5167,4.0,56.16,58.9,2.740000000000002,skipped_risk_gt_6pct,61.7,,59.943028080671624,3.7830280806716274,5168.0,,,5168,False,False,-1.0,,-0.2352612724571668
FOOD & PERSONAL CARE PRODUCTS,FCEPL,720,800,descending,up,up,808,1.0,99.36,98.1,1.2600000000000051,ok,93.75,5.609999999999999,96.01525423728813,3.3447457627118666,,,,898,False,True,14.626984126984073,3.2852049910873458,5.510134792743487
FOOD & PERSONAL CARE PRODUCTS,FCEPL,1000,1080,descending,down,down,1093,4.0,139.44,149.0,9.560000000000002,skipped_risk_gt_6pct,153.52,,151.30396812311076,11.863968123110766,1101.0,,1129.0,1101,False,False,-1.0,,-0.4568454621385881
FOOD & PERSONAL CARE PRODUCTS,FCEPL,2920,3000,descending,up,up,3004,2.0,59.23,55.1,4.1299999999999955,skipped_risk_gt_6pct,53.96,,56.127612874385335,3.102387125614662,,,3010.0,3010,False,False,-0.1549636803874078,,-1.0
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3280,3360,symmetrical,sequential,up,3384,3.0,89.79,84.05,5.740000000000009,skipped_risk_gt_6pct,80.19,,79.28969879518071,10.500301204819294,3395.0,,3396.0,3395,False,False,-1.0,,-0.6066492642207619
FOOD & PERSONAL CARE PRODUCTS,FCEPL,3480,3560,symmetrical,sequential,up,3565,4.0,93.79,85.5,8.290000000000006,skipped_risk_gt_6pct,84.64,,84.79623684210524,8.993763157894762,3581.0,,3590.0,3581,False,False,-1.0,,-0.90395976158917
CEMENT,FECTC,3520,3600,symmetrical,up,up,3606,2.0,35.35,34.55,0.8000000000000043,skipped_risk_gt_6pct,32.69,,34.602742912193776,0.7472570878062257,3616.0,,3616.0,3616,True,False,-1.0,,-1.0
CEMENT,FECTC,4240,4320,descending,down,down,4323,3.0,30.0,33.3,3.299999999999997,no_valid_consolidation,,,32.604285714285766,2.6042857142857656,4345.0,,4344.0,4344,False,False,-0.6575757575757587,,-1.0
PHARMACEUTICALS,FEROZ,1240,1320,ascending,sequential,up,1333,4.0,98.53,94.03,4.5,skipped_risk_gt_6pct,91.18,,93.43393827036778,5.0960617296322255,1334.0,,1336.0,1334,False,False,-1.0,,-0.9458284172605301
FERTILIZER,FFC,360,440,descending,up,up,445,4.0,59.1387,57.8466,1.2920999999999978,ok,57.27,1.868699999999997,56.61867824877721,2.5200217512227923,449.0,480.0,482.0,449,False,False,-1.0,-0.5584631026917106,-0.4141234096466076
FERTILIZER,FFC,400,480,ascending,down,down,481,2.0,57.0515,58.0206,0.9691000000000045,ok,59.65,2.5985000000000014,59.378700116088496,2.3272001160884983,514.0,,515.0,514,False,False,-1.0,-0.36336347893015264,-0.40572359612416603
FERTILIZER,FFC,2760,2840,descending,down,down,2843,4.0,110.07,110.69,0.6200000000000045,ok,113.6,3.530000000000001,113.15547109088894,3.0854710908889444,2844.0,2926.0,2926.0,2844,False,False,-1.0,-0.5382436260623243,-0.6157892730255993
FERTILIZER,FFC,3520,3600,symmetrical,up,up,3603,2.0,95.68,93.4,2.280000000000001,ok,90.98,4.700000000000003,91.5135559440559,4.166444055944112,,,,3693,False,True,4.311403508771927,2.091489361702126,2.359326050706453
