symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse
AGP,2023-05-04,pivot,55.5,5.22,0.805,0.805,0.805,0.195,0.57,uptrend,-0.0704,-0.0902,-0.1039,-0.0004,-0.1404
AGP,2023-12-20,pivot,68.35,1.24,0.635,0.792,0.792,0.157,0.28,uptrend,-0.0321,-0.013,-0.0483,0.0217,-0.1041
AHCL,2020-07-28,pivot,33.22,0.65,0.8,0.8,0.8,0.033,0.52,uptrend,-0.0295,0.0491,0.1161,0.2125,-0.0402
AHCL,2020-07-30,pivot,33.33,2.05,0.889,0.889,0.889,0.083,0.6,uptrend,0.0745,0.1481,0.2324,0.242,-0.023
AHCL,2020-09-02,pivot,39.52,1.2,0.726,0.726,0.726,0.263,0.05,uptrend,0.1137,0.1373,0.0693,0.1655,-0.0373
AHCL,2021-01-15,pivot,40.89,2.01,0.748,0.748,0.748,0.21,0.05,uptrend,-0.012,0.0094,-0.0366,0.053,-0.0602
AHCL,2021-05-24,pivot,36.98,2.6,0.556,0.879,0.879,0.323,0.19,uptrend,0.0097,0.0157,-0.0065,0.0458,-0.0452
AHCL,2021-06-21,pivot,37.73,1.5,0.884,0.884,0.884,0.116,0.04,uptrend,-0.0234,-0.0055,-0.0029,0.0674,-0.0291
AHCL,2022-04-11,pivot,38.36,0.67,0.878,0.967,0.967,0.089,0.66,uptrend,-0.0128,-0.0169,-0.0636,0.0564,-0.0908
AHCL,2022-10-05,pivot,35.25,0.71,0.969,1.0,1.0,0.031,1.21,uptrend,0.0006,0.0172,-0.055,0.0267,-0.1345
AHCL,2023-08-22,pivot,27.14,1.06,0.69,0.774,0.774,0.083,0.28,uptrend,-0.004,0.0043,-0.061,0.0076,-0.0755
AHCL,2023-12-13,pivot,36.49,0.65,0.974,0.974,0.974,0.013,0.61,uptrend,-0.0222,-0.0267,-0.0311,0.067,-0.0743
AHCL,2023-12-19,pivot,37.1,5.5,0.552,0.794,0.794,0.242,0.5,uptrend,-0.0192,-0.0005,0.0219,0.0703,-0.0738
AHCL,2023-12-29,pivot,35.34,0.54,0.906,0.906,0.906,0.094,0.39,uptrend,0.0108,0.0233,0.0406,0.1,-0.0222
AICL,2020-09-16,pivot,44.24,2.34,0.555,0.929,0.929,0.374,1.22,uptrend,-0.0615,-0.1039,-0.1061,-0.0134,-0.1475
AICL,2021-01-14,pivot,43.58,0.76,0.85,0.85,0.85,0.15,0.69,uptrend,0.0222,0.0356,-0.0123,0.072,-0.0238
AICL,2021-01-19,pivot,43.81,1.84,0.89,0.89,0.89,0.11,0.29,uptrend,0.0261,0.033,-0.0127,0.0648,-0.0205
AICL,2021-11-23,pivot,37.78,2.06,0.909,0.909,0.909,0.091,0.12,uptrend,0.0647,0.0184,0.0383,0.0652,-0.0543
AICL,2021-12-01,pivot,39.69,0.22,0.75,0.975,0.975,0.225,0.53,uptrend,-0.04,-0.0537,-0.003,0.0113,-0.1123
AICL,2021-12-09,pivot,37.83,2.19,0.612,1.0,1.0,0.388,0.11,uptrend,-0.0129,-0.0099,0.0139,0.0253,-0.0621
AICL,2021-12-27,pivot,38.9,0.82,0.977,0.977,0.977,0.0,0.53,uptrend,0.0254,0.0336,0.0177,0.0715,-0.0128
AICL,2023-09-05,pivot,30.99,1.2,0.766,0.766,0.766,0.187,0.93,uptrend,-0.0649,-0.0834,-0.1279,0.0031,-0.1693
AICL,2023-09-12,pivot,30.17,3.5,0.667,0.889,0.889,0.222,0.62,uptrend,-0.0227,-0.0408,-0.0642,0.0003,-0.1143
AIRLINK,2022-10-12,pivot,35.46,1.74,0.701,0.814,0.814,0.113,1.84,uptrend,-0.0201,-0.0456,-0.097,0.0156,-0.1126
AIRLINK,2023-08-25,pivot,23.69,2.86,0.732,0.732,0.732,0.101,1.02,uptrend,-0.1016,-0.0653,-0.0735,0.0567,-0.1241
AIRLINK,2023-11-27,pivot,60.54,2.53,0.716,0.716,0.716,0.156,0.61,uptrend,0.0383,0.086,-0.2229,0.1303,-0.2276
AKBL,2020-09-24,pivot,18.92,0.41,0.762,0.762,0.762,0.0,0.1,uptrend,-0.0278,-0.0562,0.0446,0.0656,-0.0814
AKBL,2021-01-14,pivot,23.42,1.79,0.78,0.78,0.78,0.22,0.16,uptrend,-0.0077,0.0421,-0.02,0.0723,-0.034
AKBL,2021-09-14,pivot,21.66,0.35,0.714,1.0,1.0,0.286,1.62,uptrend,0.0241,0.0136,0.0123,0.0955,-0.0227
AKBL,2021-10-25,pivot,23.92,4.88,0.65,1.45,1.45,0.8,0.28,uptrend,-0.0337,-0.0248,0.0109,0.0358,-0.0737
AKBL,2022-01-13,pivot,23.07,0.29,1.0,1.0,1.0,0.0,1.13,uptrend,0.0035,-0.0043,-0.0078,0.0325,-0.0433
AKBL,2022-01-20,pivot,22.95,3.72,0.704,0.939,0.939,0.235,11.55,uptrend,-0.0108,0.0108,-0.1299,0.0258,-0.1368
AKBL,2022-04-26,pivot,19.7,0.51,0.709,0.709,0.709,0.291,0.13,uptrend,-0.0738,-0.1202,-0.1002,-0.0127,-0.13
