symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse
AKBL,2022-08-24,pivot,19.08,0.44,1.0,1.0,1.0,0.0,6.96,uptrend,-0.0561,-0.0275,-0.0743,,-0.0764
AKBL,2022-09-12,pivot,18.49,0.87,0.581,1.0,1.0,0.419,0.01,uptrend,-0.0338,-0.0376,-0.0569,-0.0011,-0.074
AKBL,2023-02-13,pivot,20.43,0.6,0.571,0.929,0.929,0.357,0.35,uptrend,-0.1032,-0.1187,-0.1042,0.0217,-0.1302
AKBL,2023-09-15,pivot,15.4,2.27,0.71,0.71,0.71,0.159,0.15,uptrend,-0.0368,-0.0152,0.129,0.1309,-0.0476
AKBL,2023-10-27,pivot,18.21,2.73,0.722,0.722,0.722,0.241,0.54,uptrend,-0.013,0.047,0.2222,0.227,-0.0319
ALAC,2020-08-13,pivot,8.35,4.07,0.63,0.891,0.891,0.261,2.12,uptrend,0.0012,0.0945,-0.0697,0.144,-0.0767
ALAC,2020-09-01,pivot,9.38,2.95,0.773,0.773,0.773,0.227,1.0,uptrend,-0.0343,-0.1545,-0.1953,0.0397,-0.1953
ALAC,2021-06-04,pivot,6.21,1.4,0.929,0.929,0.929,0.071,0.23,uptrend,-0.1221,-0.0934,-0.0661,0.0345,-0.1379
ALAC,2023-12-08,pivot,5.6,10.54,0.848,0.99,0.99,0.141,1.95,uptrend,0.0067,-0.0017,-0.085,0.165,-0.14
ALTN,2020-07-21,pivot,27.13,0.49,0.833,0.833,0.833,0.167,1.77,uptrend,-0.016,-0.0106,-0.0819,0.0621,-0.1135
ALTN,2020-08-19,pivot,26.13,0.48,0.714,1.0,1.0,0.286,2.19,uptrend,0.0172,0.0412,0.015,0.0918,-0.0637
ALTN,2020-09-22,pivot,27.21,0.76,0.987,0.987,0.987,0.013,5.73,uptrend,-0.0724,-0.0994,-0.0994,0.0501,-0.1697
ALTN,2021-01-01,pivot,24.61,0.0,0.728,1.0,1.0,0.272,2.43,uptrend,0.0208,0.1323,0.1172,0.1569,-0.0318
ALTN,2022-11-18,pivot,18.06,1.88,0.667,0.952,0.952,0.286,0.34,uptrend,0.0022,0.0105,-0.0546,0.0325,-0.0546
ALTN,2022-12-07,pivot,17.77,0.88,0.878,0.878,0.878,0.085,0.44,uptrend,-0.0537,-0.0695,-0.0613,0.0309,-0.102
ALTN,2023-06-14,pivot,14.44,2.98,0.896,0.896,0.896,0.104,2.5,uptrend,-0.06,0.0228,0.1318,0.2443,-1.0
ALTN,2023-07-18,pivot,16.85,6.65,0.69,1.0,1.0,0.31,5.46,uptrend,0.0347,0.0836,0.135,0.2842,-0.0396
ALTN,2023-10-17,pivot,15.25,0.33,0.724,0.724,0.724,0.276,0.17,uptrend,-0.0032,0.0846,0.6746,0.6753,-0.0413
ANL,2020-05-18,pivot,9.59,3.44,0.757,0.905,0.905,0.149,1.05,uptrend,0.011,0.215,0.48,0.72,-0.06
ANL,2020-05-28,pivot,9.86,4.63,0.56,0.92,0.92,0.36,1.68,uptrend,0.0985,0.4305,0.5222,0.6946,-0.0335
ANL,2020-06-22,pivot,14.31,4.33,0.608,0.819,0.819,0.211,1.15,uptrend,0.0293,0.0117,-0.0339,0.0684,-0.0619
ANL,2020-06-25,pivot,14.96,0.25,0.815,0.815,0.815,0.185,0.68,uptrend,0.0353,-0.0308,0.0488,0.07,-0.0751
ANL,2020-08-13,pivot,16.92,1.28,0.556,0.818,0.818,0.263,0.44,uptrend,-0.0254,0.0865,0.2295,0.2431,-0.0797
ANL,2020-09-04,pivot,20.25,0.23,0.811,0.811,0.811,0.011,1.34,uptrend,0.0284,-0.0336,-0.1527,0.0468,-0.2113
ANL,2020-10-22,pivot,22.23,1.03,0.565,0.791,0.791,0.226,0.61,uptrend,-0.1015,-0.127,-0.1633,-0.0065,-0.1767
ANL,2020-10-26,pivot,22.17,3.01,0.824,0.824,0.824,0.157,0.39,uptrend,-0.1061,-0.107,-0.1541,0.0075,-0.1581
ANL,2021-01-20,pivot,27.51,1.85,0.631,0.73,0.73,0.099,0.32,uptrend,0.1423,0.0889,0.1348,0.1917,-0.0235
ANL,2021-03-18,pivot,32.52,5.72,0.703,0.703,0.703,0.186,1.45,uptrend,0.1472,0.012,0.0694,0.1745,-0.0895
ANL,2021-03-29,pivot,36.55,3.15,0.749,0.749,0.749,0.103,2.29,uptrend,-0.2008,-0.1095,-0.1624,-0.0026,-0.2248
ANL,2021-04-30,pivot,33.95,5.01,0.793,0.793,0.793,0.041,0.61,uptrend,-0.0114,-0.0993,-0.0581,0.0009,-0.1216
ANL,2021-05-05,pivot,32.43,0.1,0.578,0.751,0.751,0.173,1.1,uptrend,-0.0912,-0.0895,-0.0848,0.0095,-0.114
ANL,2022-08-29,pivot,10.6,0.91,0.76,0.76,0.76,0.04,0.53,uptrend,-0.0214,-0.0698,-0.1023,0.0233,-0.1228
ASC,2020-06-12,pivot,11.87,2.7,0.724,0.724,0.724,0.138,0.46,uptrend,-0.038,-0.0135,0.0389,0.1132,-0.0794
ASC,2020-10-16,pivot,18.96,3.2,0.747,0.747,0.747,0.2,0.44,uptrend,0.0141,-0.0885,0.0267,0.1204,-0.1126
ASC,2022-01-26,pivot,14.41,1.09,0.607,0.921,0.921,0.315,1.52,uptrend,0.0198,-0.0423,-0.1222,0.0733,-0.1347
ASC,2022-09-19,pivot,10.43,4.15,0.725,0.725,0.725,0.174,0.76,uptrend,0.0346,0.0533,0.2208,0.2722,-0.0645
ASC,2023-07-04,pivot,7.77,2.66,0.846,0.942,0.942,0.096,0.58,uptrend,0.2067,0.13,0.1683,0.2983,-0.0396
ASC,2023-08-09,pivot,9.31,1.11,0.828,0.966,0.966,0.138,0.37,uptrend,0.0242,0.0537,0.1032,0.1547,-0.0947
ASL,2020-05-13,pivot,9.63,1.14,0.562,0.958,0.958,0.396,1.66,uptrend,-0.068,-0.127,-0.118,0.008,-0.16
ASL,2020-08-13,pivot,13.1,2.62,0.757,0.824,0.824,0.068,0.62,uptrend,0.0311,0.0252,0.0452,0.1348,-0.0111
ASL,2020-09-14,pivot,13.92,0.17,0.667,0.747,0.747,0.08,0.7,uptrend,0.0573,0.0805,0.0539,0.157,-0.0512
ASL,2020-12-23,pivot,20.19,0.26,0.789,0.789,0.789,0.056,0.57,uptrend,0.1175,0.1007,0.1554,0.1799,-0.0163
ASL,2021-08-27,pivot,25.03,4.12,0.854,0.854,0.854,0.031,0.95,uptrend,-0.0265,-0.0399,-0.1194,0.0213,-0.17
ASL,2022-04-14,pivot,13.62,0.42,0.816,0.816,0.816,0.053,0.5,uptrend,-0.056,-0.1162,-0.1456,0.0043,-0.264
ASL,2023-08-11,pivot,5.93,0.28,0.864,0.864,0.864,0.136,0.32,uptrend,-0.0848,-0.1485,-0.1338,0.0082,-0.2007
ASL,2023-11-20,pivot,7.4,1.04,0.767,0.767,0.767,0.1,0.36,uptrend,-0.0236,0.0131,0.1824,0.2073,-0.042
ASTL,2020-04-27,pivot,32.63,3.46,0.76,0.76,0.76,0.24,0.61,uptrend,0.0777,0.0957,0.0594,0.1401,-0.0282
ASTL,2020-05-04,pivot,34.87,0.35,0.792,0.792,0.792,0.208,0.94,uptrend,-0.0275,0.0033,-0.0397,0.0556,-0.0503
ASTL,2020-05-28,pivot,34.25,0.09,0.722,0.944,0.944,0.222,0.27,uptrend,-0.0255,0.0193,-0.0935,0.0425,-0.117
ASTL,2021-06-24,pivot,44.18,0.39,0.583,0.714,0.714,0.131,0.28,uptrend,-0.0029,-0.0074,-0.0392,0.0143,-0.0435
ASTL,2021-11-18,pivot,45.8,1.07,0.861,0.884,0.884,0.023,0.22,uptrend,-0.1033,-0.0897,-0.0852,0.0625,-0.1709
ASTL,2023-07-07,pivot,17.14,3.17,0.698,0.767,0.767,0.07,1.59,uptrend,0.1884,0.1548,0.166,0.2856,-0.019
ASTL,2023-08-09,pivot,19.54,0.87,0.574,0.713,0.713,0.139,0.34,uptrend,0.0831,0.0694,-0.0264,0.1907,-0.0562
ATRL,2020-06-22,pivot,87.02,1.16,0.768,0.846,0.846,0.077,0.61,uptrend,0.015,0.1418,0.3799,0.3827,-0.0169
ATRL,2021-03-01,pivot,221.51,0.64,0.667,0.851,0.851,0.184,0.56,uptrend,0.0215,-0.1043,0.124,0.2343,-0.2174
ATRL,2022-08-25,pivot,162.28,0.42,0.866,0.866,0.866,0.117,0.52,uptrend,-0.0264,-0.0376,-0.1386,0.0137,-0.1672
ATRL,2022-12-02,pivot,164.77,1.62,0.737,0.737,0.737,0.263,0.32,uptrend,-0.0466,-0.1293,-0.1404,0.0001,-0.2695
ATRL,2023-02-15,pivot,160.13,0.36,0.59,0.827,0.827,0.236,0.36,uptrend,0.0095,-0.0066,0.0275,0.0684,-0.036
ATRL,2023-09-18,pivot,240.55,0.21,0.746,0.756,0.756,0.01,0.69,uptrend,0.0384,0.0421,0.1567,0.2186,-0.0124
ATRL,2023-11-14,pivot,289.79,1.11,0.702,0.786,0.786,0.084,0.61,uptrend,0.0055,0.0541,0.1685,0.2886,-0.0166
AVN,2020-08-21,pivot,57.29,0.33,0.6,0.776,0.776,0.176,0.44,uptrend,0.0526,0.1109,0.1393,0.3554,-0.0077
AVN,2021-05-18,pivot,87.99,3.93,0.723,0.723,0.723,0.277,1.01,uptrend,-0.0079,-0.0341,0.0025,0.0438,-0.1605
AVN,2021-07-07,pivot,89.4,1.45,0.672,0.95,0.95,0.278,0.77,uptrend,0.0214,0.2179,0.2866,0.4553,-0.001
AVN,2022-07-07,pivot,76.73,0.74,0.689,0.787,0.787,0.098,0.24,uptrend,-0.065,-0.0368,0.009,0.0548,-0.1316
AVN,2022-08-29,pivot,81.2,1.85,0.739,0.739,0.739,0.261,0.91,uptrend,-0.0656,-0.0732,-0.0622,0.0182,-0.1016
BAFL,2020-06-12,pivot,33.2,1.72,0.649,0.888,0.888,0.239,0.24,uptrend,-0.0024,-0.0574,0.0662,0.1183,-0.0721
BAFL,2020-07-17,pivot,35.06,0.18,0.737,0.737,0.737,0.263,0.48,uptrend,0.0475,0.0725,0.0461,0.1217,-0.0104
BAFL,2021-01-18,pivot,36.61,0.83,0.759,0.759,0.759,0.038,0.41,uptrend,0.0059,-0.0275,-0.0709,0.0181,-0.097
BAFL,2021-01-22,pivot,36.32,0.48,0.75,0.9,0.9,0.15,0.07,uptrend,-0.006,-0.0207,-0.1012,0.0278,-0.1075
BAFL,2021-06-08,pivot,32.06,0.48,0.732,0.732,0.732,0.268,0.13,uptrend,-0.0022,-0.0186,-0.0226,0.021,-0.056
BAFL,2021-10-22,pivot,35.4,0.56,0.552,0.883,0.883,0.331,0.53,uptrend,-0.0079,-0.0175,-0.0093,0.0229,-0.0578
BAFL,2022-02-03,pivot,37.2,0.24,0.82,0.82,0.82,0.067,0.69,uptrend,-0.0111,-0.0061,-0.0458,0.0182,-0.0526
BAFL,2022-02-15,pivot,36.35,0.27,0.758,0.778,0.778,0.02,0.23,uptrend,0.0269,-0.0118,-0.0467,0.0389,-0.072
BAFL,2022-09-16,pivot,32.23,2.25,0.733,0.733,0.733,0.128,2.09,uptrend,-0.0517,-0.0649,-0.0541,-0.015,-0.0823
BAFL,2023-05-15,pivot,30.5,0.81,0.789,0.789,0.789,0.211,0.15,uptrend,-0.0346,-0.0561,-0.0846,0.0045,-0.1154
BAHL,2020-08-20,pivot,64.91,0.47,0.807,0.807,0.807,0.043,0.58,uptrend,-0.0062,-0.0194,-0.0126,0.0121,-0.0288
BAHL,2020-09-24,pivot,64.43,0.36,0.625,1.0,1.0,0.375,0.49,uptrend,-0.0155,-0.0457,0.1057,0.1106,-0.0591
BAHL,2020-11-10,pivot,68.16,0.23,0.725,0.725,0.725,0.025,1.86,uptrend,-0.0113,-0.0443,0.0069,0.0156,-0.1143
BAHL,2020-11-18,pivot,68.91,0.59,0.966,0.966,0.966,0.034,0.29,uptrend,-0.0294,0.0091,0.0651,0.0881,-0.1065
BAHL,2020-11-23,pivot,67.41,2.84,0.96,0.96,0.96,0.04,0.5,uptrend,0.0001,0.054,0.0685,0.1267,-0.0748
BAHL,2021-06-01,pivot,72.35,0.14,0.59,0.875,0.875,0.285,6.64,uptrend,-0.0229,-0.0246,-0.0559,0.0116,-0.0694
BAHL,2021-06-08,pivot,71.39,0.37,0.802,0.802,0.802,0.198,0.06,uptrend,-0.0066,-0.0233,-0.0399,0.0151,-0.0521
BAHL,2021-11-03,pivot,71.0,0.64,0.937,0.937,0.937,0.053,0.04,uptrend,-0.0073,0.0067,0.0236,0.0769,-0.0334
BAHL,2021-11-05,pivot,71.11,0.14,0.697,0.758,0.758,0.061,0.44,uptrend,-0.026,0.0186,-0.0065,0.0694,-0.0401
BAHL,2022-02-02,pivot,74.05,0.06,0.667,0.967,0.967,0.3,0.39,uptrend,0.0175,0.0062,0.0049,0.0396,-0.0396
BAHL,2022-02-14,pivot,75.5,0.53,0.809,0.864,0.864,0.055,0.3,uptrend,0.0054,-0.0005,-0.0274,0.0105,-0.0289
BAHL,2022-02-23,pivot,75.67,0.15,0.859,0.859,0.859,0.141,0.28,uptrend,-0.0126,-0.032,-0.1158,0.0021,-0.1255
BAHL,2022-02-28,pivot,75.21,0.28,0.773,0.773,0.773,0.127,1.25,uptrend,-0.0101,-0.0312,-0.1237,0.0065,-0.1243
BAHL,2022-03-03,pivot,75.26,0.28,0.784,0.784,0.784,0.216,0.69,uptrend,-0.0122,-0.0995,-0.1102,0.008,-0.1231
BAHL,2023-05-15,pivot,45.57,0.99,0.659,0.989,0.989,0.33,0.2,uptrend,-0.0498,-0.0787,-0.1009,0.0109,-0.1065
BAHL,2023-08-04,pivot,55.3,0.87,0.554,0.709,0.709,0.155,0.89,uptrend,-0.0325,-0.0706,-0.0702,0.0532,-0.1127
BAHL,2023-08-17,pivot,54.32,0.35,0.977,0.977,0.977,0.011,0.22,uptrend,0.0096,-0.0722,-0.1829,0.0364,-0.2071
BAHL,2023-11-10,pivot,63.4,1.58,0.646,0.818,0.818,0.172,0.42,uptrend,0.0101,0.1106,0.3244,0.3267,-0.0096
BAHL,2023-12-05,pivot,74.6,0.8,0.77,0.97,0.97,0.2,0.21,uptrend,0.1262,0.0454,0.0957,0.1576,-0.0117
BECO,2020-10-23,pivot,4.47,1.49,0.909,0.909,0.909,0.0,0.16,uptrend,-0.1131,-0.0222,0.1619,0.4945,-0.1663
BECO,2020-10-29,pivot,4.26,11.74,0.633,1.0,1.0,0.367,0.06,uptrend,0.1059,0.4188,0.4353,0.5859,-0.1035
BECO,2020-12-09,pivot,7.47,1.56,0.692,0.985,0.985,0.292,0.32,uptrend,-0.0288,0.0813,-0.035,0.155,-0.15
BECO,2020-12-11,pivot,7.48,5.75,0.862,0.862,0.862,0.062,0.79,uptrend,-0.1424,-0.0176,0.0812,0.0871,-0.2
BECO,2021-01-05,pivot,7.77,0.86,1.0,1.0,1.0,0.0,0.69,uptrend,0.2737,0.3475,0.98,1.0112,-0.0625
BECO,2021-02-10,pivot,19.0,5.19,0.724,0.724,0.724,0.276,1.49,uptrend,-0.1726,-0.1916,-0.2051,-0.0228,-0.2726
BECO,2021-03-01,pivot,16.63,3.81,0.6,0.918,0.918,0.318,0.57,uptrend,-0.0367,-0.0887,-0.096,0.0311,-0.1525
BECO,2021-03-25,pivot,16.21,0.08,0.667,0.8,0.8,0.133,0.29,uptrend,-0.0544,-0.1376,0.1731,0.1731,-0.2018
BECO,2021-04-26,pivot,20.61,0.0,1.0,1.0,1.0,0.0,0.05,uptrend,-0.1892,-0.1359,-0.0018,0.0749,-0.2325
BECO,2021-04-27,pivot,21.12,2.95,0.725,0.725,0.725,0.275,4.04,uptrend,-0.2793,-0.1852,-0.0869,-0.034,-0.286
BECO,2021-05-26,pivot,21.49,5.06,0.789,0.875,0.875,0.086,0.41,uptrend,0.0028,-0.0171,0.0567,0.1485,-0.0775
BECO,2021-07-15,pivot,22.17,0.54,0.798,0.798,0.798,0.202,3.15,uptrend,-0.1105,-0.068,-0.1643,-0.0033,-0.2014
BECO,2022-05-20,pivot,19.0,4.98,0.765,0.765,0.765,0.088,0.12,uptrend,-0.0147,-0.0886,-0.1165,0.0501,-0.1392
BECO,2023-05-19,pivot,8.61,3.41,0.621,1.0,1.0,0.379,0.18,uptrend,-0.0186,-0.0465,-0.0825,0.0058,-0.1719
BECO,2023-07-31,pivot,9.71,3.95,0.736,0.736,0.736,0.0,0.29,uptrend,-0.0605,-0.0771,-0.1914,0.0742,-0.2188
BGL,2020-07-30,pivot,6.31,1.37,1.0,1.0,1.0,0.0,0.14,uptrend,0.0661,-0.0126,0.0252,0.1165,-0.0646
BGL,2021-02-24,pivot,7.8,0.64,0.88,0.88,0.88,0.12,0.32,uptrend,0.06,0.0362,0.1062,0.2875,-0.05
BGL,2021-02-26,pivot,7.87,2.96,0.739,0.739,0.739,0.152,0.43,uptrend,0.0012,-0.016,0.0111,0.2716,-0.0617
BGL,2022-07-18,pivot,8.98,6.42,0.73,0.73,0.73,0.0,0.73,uptrend,-0.099,-0.0086,0.1206,0.1561,-0.155
BGL,2022-08-29,pivot,10.09,1.85,0.64,0.76,0.76,0.12,0.19,uptrend,-0.0394,-0.067,-0.1498,0.0246,-0.1921
BGL,2022-09-09,pivot,9.5,0.91,0.622,0.703,0.703,0.081,0.15,uptrend,-0.0849,-0.1544,-0.0798,-0.0031,-0.1616
BIPL,2020-09-01,pivot,9.76,4.07,0.706,0.739,0.739,0.034,4.75,uptrend,0.1194,0.0796,0.0427,0.1649,-0.0209
BIPL,2020-09-18,pivot,10.9,1.28,0.735,0.735,0.735,0.163,0.17,uptrend,-0.0142,-0.104,-0.1102,-0.0044,-0.1476
BIPL,2021-02-04,pivot,13.41,3.18,0.871,0.871,0.871,0.048,1.87,uptrend,-0.0088,-0.0375,-0.2125,0.0588,-0.2493
BIPL,2021-09-15,pivot,11.0,0.12,0.745,0.745,0.745,0.255,1.22,uptrend,0.1461,0.0957,0.1617,0.2087,-0.0252
BIPL,2021-09-22,pivot,12.72,5.21,0.677,0.903,0.903,0.226,0.81,uptrend,-0.0526,-0.0248,0.0361,0.0564,-0.0902
BIPL,2021-10-12,pivot,12.96,0.15,0.714,0.776,0.776,0.061,0.88,uptrend,-0.0052,0.0238,0.0424,0.0759,-0.0134
BIPL,2021-11-09,pivot,14.05,2.14,0.818,0.818,0.818,0.109,1.56,uptrend,-0.0455,0.0357,-0.0524,0.1126,-0.1238
BIPL,2022-02-07,pivot,13.37,2.72,0.961,0.961,0.961,0.49,0.44,uptrend,-0.0525,-0.0717,-0.247,-0.003,-0.2515
BIPL,2022-08-26,pivot,11.55,2.6,0.735,0.735,0.735,0.088,0.88,uptrend,0.0371,-0.0069,-0.0604,0.069,-0.0923
BIPL,2022-11-25,pivot,15.08,1.75,0.828,0.845,0.845,0.017,0.33,uptrend,-0.0442,-0.0617,-0.0727,0.0065,-0.1045
BIPL,2022-12-27,pivot,14.24,0.84,0.697,1.0,1.0,0.303,0.35,uptrend,-0.0388,-0.1059,-0.0955,-0.0042,-0.1246
BIPL,2023-05-05,pivot,14.99,2.49,0.625,0.812,0.812,0.188,2.69,uptrend,-0.0352,-0.0327,-0.0553,0.0314,-0.1038
BIPL,2023-05-15,pivot,15.15,0.04,0.743,0.771,0.771,0.029,0.15,uptrend,0.0381,-0.0245,0.0955,0.1181,-0.0801
BIPL,2023-05-24,pivot,15.86,2.08,0.851,0.851,0.851,0.149,0.17,uptrend,-0.0663,0.0362,0.0075,0.1187,-0.0837
BNL,2021-01-04,pivot,39.88,0.84,0.603,0.975,0.975,0.372,4.51,uptrend,0.0657,0.2542,0.1698,0.3234,-0.0842
BNL,2021-02-08,pivot,50.38,2.72,0.737,0.82,0.82,0.083,0.13,uptrend,-0.0077,0.062,0.0187,0.1561,-0.0461
BNL,2021-08-30,pivot,40.95,5.72,0.761,0.905,0.905,0.143,0.16,uptrend,-0.0168,-0.0231,-0.1848,0.028,-0.2028
BNL,2022-01-05,pivot,32.4,2.93,0.899,0.899,0.899,0.0,0.06,uptrend,-0.0371,-0.0694,-0.021,0.0171,-0.1386
BNL,2022-01-06,pivot,31.82,2.23,0.603,0.782,0.782,0.179,0.07,uptrend,-0.071,-0.1018,-0.0042,0.024,-0.153
BNL,2022-01-14,pivot,30.93,2.21,0.705,0.705,0.705,0.295,0.01,uptrend,-0.0228,0.0237,0.0686,0.1474,-0.0933
BNL,2022-01-19,pivot,31.43,6.45,0.704,0.73,0.73,0.025,2.11,uptrend,0.0407,0.0374,-0.0097,0.1552,-0.0871
BNL,2022-08-29,pivot,24.45,0.22,0.773,0.927,0.927,0.155,0.5,uptrend,-0.0431,-0.0318,-0.0333,0.0196,-0.1149
BNL,2023-03-09,pivot,19.5,1.28,0.96,0.96,0.96,0.04,0.21,uptrend,-0.0626,-0.1436,-0.1595,0.0256,-0.2051
BNL,2023-06-22,pivot,16.0,7.13,0.561,1.0,1.0,0.439,0.05,uptrend,0.075,0.0625,0.1319,0.2025,-0.0312
BNL,2023-12-07,pivot,15.81,6.45,0.807,0.807,0.807,0.021,0.84,uptrend,0.0425,-0.0745,-0.0985,0.1312,-0.1379
BOP,2021-02-01,pivot,9.51,0.63,0.8,0.8,0.8,0.2,0.78,uptrend,-0.0333,-0.0427,-0.0458,0.0083,-0.0729
BOP,2021-10-25,pivot,8.62,3.68,0.7,0.82,0.82,0.12,1.9,uptrend,,0.008,-0.017,0.0227,-0.0568
BOP,2022-08-18,pivot,5.77,3.7,0.735,0.824,0.824,0.088,2.07,uptrend,0.0102,-0.0017,-0.0644,0.0678,-0.0678
BOP,2023-11-08,pivot,4.3,0.7,0.769,0.769,0.769,0.0,0.46,uptrend,-0.0068,0.1023,0.2341,0.3568,-0.0273
CEPB,2020-05-14,pivot,65.7,1.06,0.6,0.97,0.97,0.37,1.13,uptrend,-0.043,-0.0294,0.0611,0.1514,-0.0833
CEPB,2020-06-01,pivot,63.44,1.48,0.656,0.788,0.788,0.131,0.17,uptrend,-0.0033,0.0259,0.0991,0.1855,-0.0562
CEPB,2020-08-31,pivot,101.54,0.54,0.687,0.905,0.905,0.218,2.28,uptrend,0.0393,0.1053,0.0211,0.1244,-0.0276
CEPB,2020-09-09,pivot,109.31,0.28,0.593,0.839,0.839,0.246,0.91,uptrend,0.0185,-0.014,-0.2119,0.0618,-0.2776
CEPB,2020-10-23,pivot,110.49,4.97,0.742,0.742,0.742,0.258,1.25,uptrend,-0.135,-0.0416,-0.0935,0.0375,-0.1434
CEPB,2021-05-18,pivot,100.06,1.06,0.565,0.73,0.73,0.165,0.36,uptrend,0.1077,0.1321,0.2785,0.2833,-0.0127
CEPB,2023-06-07,pivot,54.8,2.18,0.587,0.804,0.804,0.217,1.42,uptrend,-0.4973,-0.5116,-0.4609,-0.4107,-0.5321
CHCC,2020-05-11,pivot,79.79,1.56,0.765,0.765,0.765,0.192,0.26,uptrend,0.1131,0.073,0.0912,0.1837,0.0321
CHCC,2020-06-12,pivot,86.94,3.38,0.731,0.865,0.865,0.135,0.41,uptrend,-0.0529,-0.0108,0.1868,0.1939,-0.0808
CHCC,2021-06-28,pivot,180.42,2.17,0.731,0.731,0.731,0.234,2.6,uptrend,-0.0611,-0.0543,-0.0994,0.0068,-0.1245
CHCC,2022-08-29,pivot,99.3,1.31,0.816,0.816,0.816,0.184,1.01,uptrend,0.027,0.1057,0.1235,0.1748,-0.0388
CHCC,2022-10-21,pivot,121.63,1.17,0.711,0.821,0.821,0.111,0.35,uptrend,-0.0307,0.0152,0.0136,0.0661,-0.0705
CHCC,2022-10-26,pivot,118.29,2.56,0.707,0.707,0.707,0.111,0.63,uptrend,0.0687,0.089,0.0549,0.1031,-0.0216
CHCC,2023-02-08,pivot,102.22,1.04,0.738,0.813,0.813,0.075,1.08,uptrend,0.0291,0.0071,0.0744,0.1048,-0.0567
CHCC,2023-12-11,pivot,162.59,1.04,0.743,0.743,0.743,0.257,0.85,uptrend,0.0093,-0.0933,-0.0247,0.0467,-0.1053
CHCC,2023-12-21,pivot,157.75,0.35,0.708,0.708,0.708,0.292,0.11,uptrend,-0.011,0.0203,-0.0751,0.0528,-0.0988
CLOV,2020-09-23,pivot,96.88,4.21,0.682,0.793,0.793,0.111,3.96,uptrend,-0.1205,-0.1691,-0.1192,-0.0083,-0.2409
CLOV,2022-03-17,pivot,24.55,1.03,0.771,0.771,0.771,0.029,0.09,uptrend,-0.0912,-0.0532,-0.038,0.01,-0.12
CLOV,2023-11-29,pivot,23.12,0.52,1.0,1.0,1.0,0.0,7.41,uptrend,0.0624,0.161,-0.0366,0.3416,-0.1312
CLOV,2023-12-27,pivot,22.95,5.94,0.73,0.825,0.825,0.095,0.55,uptrend,0.1737,0.0499,0.2849,0.3457,-0.0109
CNERGY,2020-05-11,pivot,6.1,1.42,0.812,0.812,0.812,0.063,0.52,uptrend,0.0373,0.0292,-0.0178,0.094,-0.0292
CNERGY,2020-09-24,pivot,9.98,3.58,0.722,0.722,0.722,0.056,0.57,uptrend,-0.0118,-0.0187,-0.0285,0.1122,-0.1437
CNERGY,2021-06-30,pivot,11.33,0.47,0.775,0.825,0.825,0.05,0.42,uptrend,-0.0719,-0.1002,-0.137,0.0171,-0.1695
CNERGY,2023-11-03,pivot,3.72,0.36,0.632,0.737,0.737,0.105,0.97,uptrend,0.2051,0.1538,0.1821,0.2692,-0.0128
CNERGY,2023-11-14,pivot,4.56,2.34,0.857,0.857,0.857,0.036,1.15,uptrend,-0.055,-0.0275,0.0592,0.0994,-0.1036
CNERGY,2023-12-08,pivot,4.95,1.08,0.759,0.759,0.759,0.069,1.43,uptrend,0.1079,0.0116,-0.052,0.2466,-0.131
CPHL,2022-04-12,pivot,35.7,1.8,0.759,0.844,0.844,0.085,3.44,uptrend,-0.0571,-0.119,-0.2005,0.0094,-0.2493
CPHL,2022-04-14,pivot,35.84,0.07,0.841,0.841,0.841,0.159,0.87,uptrend,-0.091,-0.111,-0.1636,0.0096,-0.2329
CPHL,2022-08-29,pivot,33.49,2.32,0.876,0.876,0.876,0.124,0.61,uptrend,-0.0138,-0.0268,-0.1118,0.0147,-0.1441
CPHL,2022-09-16,pivot,32.86,0.64,0.701,0.701,0.701,0.234,0.76,uptrend,-0.0718,-0.1026,-0.0877,0.0006,-0.1293
CPHL,2023-03-24,pivot,25.73,2.4,0.756,0.756,0.756,0.244,0.18,uptrend,-0.0169,-0.0173,0.0008,0.0381,-0.0373
CRTM,2020-12-14,pivot,27.76,2.59,0.895,1.0,1.0,0.105,5.72,uptrend,0.1044,0.1845,0.1973,0.2794,-0.0759
CRTM,2020-12-28,pivot,33.84,2.18,0.756,0.895,0.895,0.14,3.29,uptrend,0.0094,0.0113,0.0461,0.0828,-0.0455
CRTM,2022-02-18,pivot,21.09,0.41,0.863,0.882,0.882,0.02,0.2,uptrend,-0.0948,-0.1167,-0.1511,-0.0014,-0.1609
CRTM,2022-08-11,pivot,17.9,3.07,0.696,0.975,0.975,0.278,0.59,uptrend,0.0309,0.0248,-0.0243,0.075,-0.0353
CRTM,2022-09-02,pivot,17.8,0.86,0.712,0.712,0.712,0.121,1.2,uptrend,-0.0246,-0.0306,-0.0737,-0.0033,-0.1147
CRTM,2023-12-20,pivot,15.4,2.62,0.854,0.854,0.854,0.146,0.39,uptrend,-0.0311,-0.0227,-0.0428,0.0253,-0.0545
CSAP,2020-04-20,pivot,51.7,3.28,0.822,0.923,0.923,0.101,4.25,uptrend,-0.0867,-0.0872,-0.1053,-0.0214,-0.1584
CSAP,2020-04-22,pivot,50.83,5.57,0.756,0.997,0.997,0.241,0.48,uptrend,-0.0208,-0.0783,-0.0959,-0.0018,-0.1145
