sector,symbol,start,end,kind,outcome,variant,type
AUTOMOBILE ASSEMBLER,GAL,520,600,symmetrical,up,fixed_10,4
AUTOMOBILE ASSEMBLER,GAL,520,600,symmetrical,up,trigger,4
TEXTILE COMPOSITE,GATM,840,920,symmetrical,sequential,current,4
TEXTILE COMPOSITE,GATM,840,920,symmetrical,sequential,fixed_5,4
TEXTILE COMPOSITE,GATM,840,920,symmetrical,sequential,fixed_10,4
TEXTILE COMPOSITE,GATM,840,920,symmetrical,sequential,trigger,4
TEXTILE COMPOSITE,GATM,1000,1080,ascending,up,current,4
TEXTILE COMPOSITE,GATM,1000,1080,ascending,up,fixed_5,2
TEXTILE COMPOSITE,GATM,1000,1080,ascending,up,fixed_10,2
TEXTILE COMPOSITE,GATM,1000,1080,ascending,up,trigger,2
TEXTILE COMPOSITE,GFIL,1720,1800,ascending,down,current,1
TEXTILE COMPOSITE,GFIL,1720,1800,ascending,down,fixed_5,1
TEXTILE COMPOSITE,GFIL,1720,1800,ascending,down,fixed_10,1
TEXTILE COMPOSITE,GFIL,1720,1800,ascending,down,trigger,1
TEXTILE COMPOSITE,GFIL,2840,2920,descending,down,current,4
TEXTILE COMPOSITE,GFIL,2840,2920,descending,down,fixed_5,3
TEXTILE COMPOSITE,GFIL,2840,2920,descending,down,fixed_10,3
TEXTILE COMPOSITE,GFIL,2840,2920,descending,down,trigger,4
GLASS & CERAMICS,GGGL,1880,1960,ascending,down,current,4
GLASS & CERAMICS,GGGL,1880,1960,ascending,down,fixed_5,4
GLASS & CERAMICS,GGGL,1880,1960,ascending,down,fixed_10,4
GLASS & CERAMICS,GGGL,1880,1960,ascending,down,trigger,4
CHEMICAL,GGL,1760,1840,descending,down,current,4
CHEMICAL,GGL,1760,1840,descending,down,fixed_5,4
CHEMICAL,GGL,1760,1840,descending,down,fixed_10,4
CHEMICAL,GGL,1760,1840,descending,down,trigger,4
GLASS & CERAMICS,GHGL,40,120,descending,down,current,3
GLASS & CERAMICS,GHGL,40,120,descending,down,fixed_5,3
GLASS & CERAMICS,GHGL,40,120,descending,down,fixed_10,3
GLASS & CERAMICS,GHGL,40,120,descending,down,trigger,3
GLASS & CERAMICS,GHGL,1360,1440,ascending,down,current,4
GLASS & CERAMICS,GHGL,1360,1440,ascending,down,fixed_5,4
GLASS & CERAMICS,GHGL,1360,1440,ascending,down,fixed_10,4
GLASS & CERAMICS,GHGL,1360,1440,ascending,down,trigger,4
GLASS & CERAMICS,GHGL,2480,2560,symmetrical,whipsaw,current,4
GLASS & CERAMICS,GHGL,2480,2560,symmetrical,whipsaw,fixed_5,4
GLASS & CERAMICS,GHGL,2480,2560,symmetrical,whipsaw,fixed_10,4
GLASS & CERAMICS,GHGL,2480,2560,symmetrical,whipsaw,trigger,4
GLASS & CERAMICS,GHGL,3200,3280,descending,down,current,3
GLASS & CERAMICS,GHGL,3200,3280,descending,down,fixed_5,3
GLASS & CERAMICS,GHGL,3200,3280,descending,down,fixed_10,3
GLASS & CERAMICS,GHGL,3200,3280,descending,down,trigger,3
GLASS & CERAMICS,GHGL,3880,3960,ascending,down,current,2
GLASS & CERAMICS,GHGL,3880,3960,ascending,down,fixed_5,2
GLASS & CERAMICS,GHGL,3880,3960,ascending,down,fixed_10,2
GLASS & CERAMICS,GHGL,3880,3960,ascending,down,trigger,2
GLASS & CERAMICS,GHGL,4000,4080,symmetrical,sequential,current,4
GLASS & CERAMICS,GHGL,4000,4080,symmetrical,sequential,fixed_5,4
GLASS & CERAMICS,GHGL,4000,4080,symmetrical,sequential,fixed_10,4
GLASS & CERAMICS,GHGL,4000,4080,symmetrical,sequential,trigger,4
AUTOMOBILE ASSEMBLER,GHNI,920,1000,symmetrical,down,current,1
AUTOMOBILE ASSEMBLER,GHNI,920,1000,symmetrical,down,fixed_5,1
AUTOMOBILE ASSEMBLER,GHNI,920,1000,symmetrical,down,fixed_10,1
AUTOMOBILE ASSEMBLER,GHNI,920,1000,symmetrical,down,trigger,1
AUTOMOBILE ASSEMBLER,GHNI,1360,1440,descending,up,current,2
AUTOMOBILE ASSEMBLER,GHNI,1360,1440,descending,up,fixed_5,2
AUTOMOBILE ASSEMBLER,GHNI,1360,1440,descending,up,fixed_10,2
AUTOMOBILE ASSEMBLER,GHNI,1360,1440,descending,up,trigger,2
AUTOMOBILE ASSEMBLER,GHNI,4040,4120,symmetrical,down,current,2
AUTOMOBILE ASSEMBLER,GHNI,4040,4120,symmetrical,down,fixed_5,2
AUTOMOBILE ASSEMBLER,GHNI,4040,4120,symmetrical,down,fixed_10,2
AUTOMOBILE ASSEMBLER,GHNI,4040,4120,symmetrical,down,trigger,2
PHARMACEUTICALS,GLAXO,1480,1560,ascending,down,current,2
PHARMACEUTICALS,GLAXO,1480,1560,ascending,down,fixed_5,2
PHARMACEUTICALS,GLAXO,1480,1560,ascending,down,fixed_10,2
PHARMACEUTICALS,GLAXO,1480,1560,ascending,down,trigger,2
PHARMACEUTICALS,GLAXO,2440,2520,descending,up,current,4
PHARMACEUTICALS,GLAXO,2440,2520,descending,up,fixed_5,4
PHARMACEUTICALS,GLAXO,2440,2520,descending,up,fixed_10,4
PHARMACEUTICALS,GLAXO,2440,2520,descending,up,trigger,4
PHARMACEUTICALS,GLAXO,2560,2640,ascending,down,current,4
PHARMACEUTICALS,GLAXO,2560,2640,ascending,down,fixed_5,1
PHARMACEUTICALS,GLAXO,2560,2640,ascending,down,fixed_10,4
PHARMACEUTICALS,GLAXO,2560,2640,ascending,down,trigger,4
PHARMACEUTICALS,GLAXO,3400,3480,symmetrical,down,current,1
PHARMACEUTICALS,GLAXO,3400,3480,symmetrical,down,fixed_5,1
PHARMACEUTICALS,GLAXO,3400,3480,symmetrical,down,fixed_10,1
PHARMACEUTICALS,GLAXO,3400,3480,symmetrical,down,trigger,1
FOOD & PERSONAL CARE PRODUCTS,GLPL,640,720,symmetrical,sequential,current,4
FOOD & PERSONAL CARE PRODUCTS,GLPL,640,720,symmetrical,sequential,fixed_5,4
FOOD & PERSONAL CARE PRODUCTS,GLPL,640,720,symmetrical,sequential,fixed_10,4
FOOD & PERSONAL CARE PRODUCTS,GLPL,640,720,symmetrical,sequential,trigger,4
FOOD & PERSONAL CARE PRODUCTS,GLPL,720,800,ascending,down,current,4
FOOD & PERSONAL CARE PRODUCTS,GLPL,720,800,ascending,down,fixed_5,2
FOOD & PERSONAL CARE PRODUCTS,GLPL,720,800,ascending,down,fixed_10,2
FOOD & PERSONAL CARE PRODUCTS,GLPL,720,800,ascending,down,trigger,4
AUTOMOBILE PARTS & ACCESSORIES,GTYR,4640,4720,ascending,down,current,4
AUTOMOBILE PARTS & ACCESSORIES,GTYR,4640,4720,ascending,down,fixed_5,1
AUTOMOBILE PARTS & ACCESSORIES,GTYR,4640,4720,ascending,down,fixed_10,4
AUTOMOBILE PARTS & ACCESSORIES,GTYR,4640,4720,ascending,down,trigger,4
GLASS & CERAMICS,GVGL,720,800,symmetrical,down,current,4
GLASS & CERAMICS,GVGL,720,800,symmetrical,down,fixed_5,4
GLASS & CERAMICS,GVGL,720,800,symmetrical,down,fixed_10,4
GLASS & CERAMICS,GVGL,720,800,symmetrical,down,trigger,1
CEMENT,GWLC,960,1040,descending,up,current,4
CEMENT,GWLC,960,1040,descending,up,fixed_5,3
CEMENT,GWLC,960,1040,descending,up,fixed_10,4
CEMENT,GWLC,960,1040,descending,up,trigger,4
CEMENT,GWLC,2720,2800,descending,down,current,2
CEMENT,GWLC,2720,2800,descending,down,fixed_5,2
CEMENT,GWLC,2720,2800,descending,down,fixed_10,2
CEMENT,GWLC,2720,2800,descending,down,trigger,2
PHARMACEUTICALS,HALEON,0,80,descending,up,current,4
PHARMACEUTICALS,HALEON,0,80,descending,up,fixed_5,4
PHARMACEUTICALS,HALEON,0,80,descending,up,fixed_10,4
PHARMACEUTICALS,HALEON,0,80,descending,up,trigger,4
OIL & GAS MARKETING COMPANIES,HASCOL,2600,2680,symmetrical,sequential,current,4
OIL & GAS MARKETING COMPANIES,HASCOL,2600,2680,symmetrical,sequential,fixed_5,4
OIL & GAS MARKETING COMPANIES,HASCOL,2600,2680,symmetrical,sequential,fixed_10,4
OIL & GAS MARKETING COMPANIES,HASCOL,2600,2680,symmetrical,sequential,trigger,4
COMMERCIAL BANKS,HBL,2040,2120,descending,up,current,1
COMMERCIAL BANKS,HBL,2040,2120,descending,up,fixed_5,1
COMMERCIAL BANKS,HBL,2040,2120,descending,up,fixed_10,1
COMMERCIAL BANKS,HBL,2040,2120,descending,up,trigger,1
COMMERCIAL BANKS,HBL,3200,3280,ascending,sequential,current,4
COMMERCIAL BANKS,HBL,3200,3280,ascending,sequential,fixed_5,3
COMMERCIAL BANKS,HBL,3200,3280,ascending,sequential,fixed_10,3
COMMERCIAL BANKS,HBL,3200,3280,ascending,sequential,trigger,4
COMMERCIAL BANKS,HBL,3800,3880,descending,sequential,current,4
COMMERCIAL BANKS,HBL,3800,3880,descending,sequential,fixed_5,3
COMMERCIAL BANKS,HBL,3800,3880,descending,sequential,fixed_10,3
COMMERCIAL BANKS,HBL,3800,3880,descending,sequential,trigger,3
AUTOMOBILE ASSEMBLER,HINO,1840,1920,descending,up,current,4
AUTOMOBILE ASSEMBLER,HINO,1840,1920,descending,up,fixed_5,3
AUTOMOBILE ASSEMBLER,HINO,1840,1920,descending,up,fixed_10,3
AUTOMOBILE ASSEMBLER,HINO,1840,1920,descending,up,trigger,3
PHARMACEUTICALS,HINOON,680,760,descending,down,current,4
PHARMACEUTICALS,HINOON,680,760,descending,down,fixed_5,3
PHARMACEUTICALS,HINOON,680,760,descending,down,fixed_10,3
PHARMACEUTICALS,HINOON,680,760,descending,down,trigger,4
COMMERCIAL BANKS,HMB,880,960,descending,up,current,4
COMMERCIAL BANKS,HMB,880,960,descending,up,fixed_5,4
COMMERCIAL BANKS,HMB,880,960,descending,up,fixed_10,4
COMMERCIAL BANKS,HMB,880,960,descending,up,trigger,4
COMMERCIAL BANKS,HMB,1080,1160,ascending,down,current,1
COMMERCIAL BANKS,HMB,1080,1160,ascending,down,fixed_5,1
COMMERCIAL BANKS,HMB,1080,1160,ascending,down,fixed_10,1
COMMERCIAL BANKS,HMB,1080,1160,ascending,down,trigger,1
COMMERCIAL BANKS,HMB,4200,4280,descending,up,current,4
COMMERCIAL BANKS,HMB,4200,4280,descending,up,fixed_5,4
COMMERCIAL BANKS,HMB,4200,4280,descending,up,fixed_10,4
COMMERCIAL BANKS,HMB,4200,4280,descending,up,trigger,4
COMMERCIAL BANKS,HMB,4960,5040,descending,up,current,2
COMMERCIAL BANKS,HMB,4960,5040,descending,up,fixed_5,2
COMMERCIAL BANKS,HMB,4960,5040,descending,up,fixed_10,2
COMMERCIAL BANKS,HMB,4960,5040,descending,up,trigger,2
OIL & GAS MARKETING COMPANIES,HTL,1560,1640,descending,down,current,2
OIL & GAS MARKETING COMPANIES,HTL,1560,1640,descending,down,fixed_5,2
OIL & GAS MARKETING COMPANIES,HTL,1560,1640,descending,down,fixed_10,2
OIL & GAS MARKETING COMPANIES,HTL,1560,1640,descending,down,trigger,2
POWER GENERATION & DISTRIBUTION,HUBC,1320,1400,descending,up,current,1
POWER GENERATION & DISTRIBUTION,HUBC,1320,1400,descending,up,fixed_5,1
POWER GENERATION & DISTRIBUTION,HUBC,1320,1400,descending,up,fixed_10,1
POWER GENERATION & DISTRIBUTION,HUBC,1320,1400,descending,up,trigger,1
TECHNOLOGY & COMMUNICATION,HUMNL,360,440,symmetrical,down,current,4
TECHNOLOGY & COMMUNICATION,HUMNL,360,440,symmetrical,down,fixed_5,4
TECHNOLOGY & COMMUNICATION,HUMNL,360,440,symmetrical,down,fixed_10,4
TECHNOLOGY & COMMUNICATION,HUMNL,360,440,symmetrical,down,trigger,4
TECHNOLOGY & COMMUNICATION,HUMNL,3640,3720,symmetrical,down,current,2
TECHNOLOGY & COMMUNICATION,HUMNL,3640,3720,symmetrical,down,fixed_5,2
TECHNOLOGY & COMMUNICATION,HUMNL,3640,3720,symmetrical,down,fixed_10,2
TECHNOLOGY & COMMUNICATION,HUMNL,3640,3720,symmetrical,down,trigger,2
PHARMACEUTICALS,IBLHL,360,440,ascending,up,current,4
PHARMACEUTICALS,IBLHL,360,440,ascending,up,fixed_5,4
PHARMACEUTICALS,IBLHL,360,440,ascending,up,fixed_10,4
PHARMACEUTICALS,IBLHL,360,440,ascending,up,trigger,4
PHARMACEUTICALS,IBLHL,3320,3400,symmetrical,down,current,4
PHARMACEUTICALS,IBLHL,3320,3400,symmetrical,down,fixed_5,4
PHARMACEUTICALS,IBLHL,3320,3400,symmetrical,down,fixed_10,4
PHARMACEUTICALS,IBLHL,3320,3400,symmetrical,down,trigger,4
PHARMACEUTICALS,IBLHL,3920,4000,symmetrical,down,current,3
PHARMACEUTICALS,IBLHL,3920,4000,symmetrical,down,fixed_5,3
PHARMACEUTICALS,IBLHL,3920,4000,symmetrical,down,fixed_10,3
PHARMACEUTICALS,IBLHL,3920,4000,symmetrical,down,trigger,3
INSURANCE,IGIL,2120,2200,descending,down,current,2
INSURANCE,IGIL,2120,2200,descending,down,fixed_5,2
INSURANCE,IGIL,2120,2200,descending,down,fixed_10,2
INSURANCE,IGIL,2120,2200,descending,down,trigger,2
INSURANCE,IGIL,2640,2720,descending,sequential,current,4
INSURANCE,IGIL,2640,2720,descending,sequential,fixed_5,3
INSURANCE,IGIL,2640,2720,descending,sequential,fixed_10,4
INSURANCE,IGIL,2640,2720,descending,sequential,trigger,4
TEXTILE COMPOSITE,ILP,800,880,ascending,down,current,2
TEXTILE COMPOSITE,ILP,800,880,ascending,down,fixed_5,2
TEXTILE COMPOSITE,ILP,800,880,ascending,down,fixed_10,2
TEXTILE COMPOSITE,ILP,800,880,ascending,down,trigger,2
AUTOMOBILE ASSEMBLER,INDU,3000,3080,ascending,down,current,4
AUTOMOBILE ASSEMBLER,INDU,3000,3080,ascending,down,fixed_5,2
AUTOMOBILE ASSEMBLER,INDU,3000,3080,ascending,down,fixed_10,2
AUTOMOBILE ASSEMBLER,INDU,3000,3080,ascending,down,trigger,4
AUTOMOBILE ASSEMBLER,INDU,3360,3440,ascending,down,current,4
AUTOMOBILE ASSEMBLER,INDU,3360,3440,ascending,down,fixed_5,2
AUTOMOBILE ASSEMBLER,INDU,3360,3440,ascending,down,fixed_10,2
AUTOMOBILE ASSEMBLER,INDU,3360,3440,ascending,down,trigger,4
FOOD & PERSONAL CARE PRODUCTS,ISIL,1680,1760,symmetrical,down,current,4
FOOD & PERSONAL CARE PRODUCTS,ISIL,1680,1760,symmetrical,down,fixed_5,4
FOOD & PERSONAL CARE PRODUCTS,ISIL,1680,1760,symmetrical,down,fixed_10,4
FOOD & PERSONAL CARE PRODUCTS,ISIL,1680,1760,symmetrical,down,trigger,4
ENGINEERING,ISL,2560,2640,descending,sequential,current,4
ENGINEERING,ISL,2560,2640,descending,sequential,fixed_5,4
ENGINEERING,ISL,2560,2640,descending,sequential,fixed_10,4
ENGINEERING,ISL,2560,2640,descending,sequential,trigger,4
ENGINEERING,ISL,2840,2920,symmetrical,sequential,current,4
ENGINEERING,ISL,2840,2920,symmetrical,sequential,fixed_5,4
ENGINEERING,ISL,2840,2920,symmetrical,sequential,fixed_10,4
ENGINEERING,ISL,2840,2920,symmetrical,sequential,trigger,4
ENGINEERING,ISL,3320,3400,descending,sequential,current,4
ENGINEERING,ISL,3320,3400,descending,sequential,fixed_5,3
ENGINEERING,ISL,3320,3400,descending,sequential,fixed_10,3
ENGINEERING,ISL,3320,3400,descending,sequential,trigger,3
ENGINEERING,ITTEFAQ,120,200,symmetrical,down,current,1
ENGINEERING,ITTEFAQ,120,200,symmetrical,down,fixed_5,1
ENGINEERING,ITTEFAQ,120,200,symmetrical,down,fixed_10,1
ENGINEERING,ITTEFAQ,120,200,symmetrical,down,trigger,1
INSURANCE,JGICL,400,480,ascending,up,current,4
INSURANCE,JGICL,400,480,ascending,up,fixed_5,4
INSURANCE,JGICL,400,480,ascending,up,fixed_10,4
INSURANCE,JGICL,400,480,ascending,up,trigger,4
INSURANCE,JGICL,1120,1200,ascending,up,current,2
INSURANCE,JGICL,1120,1200,ascending,up,fixed_5,2
INSURANCE,JGICL,1120,1200,ascending,up,fixed_10,2
INSURANCE,JGICL,1120,1200,ascending,up,trigger,2
INSURANCE,JGICL,3640,3720,descending,sequential,current,4
INSURANCE,JGICL,3640,3720,descending,sequential,fixed_5,4
INSURANCE,JGICL,3640,3720,descending,sequential,fixed_10,4
INSURANCE,JGICL,3640,3720,descending,sequential,trigger,4
INSURANCE,JLICL,720,800,descending,sequential,current,4
INSURANCE,JLICL,720,800,descending,sequential,fixed_5,4
INSURANCE,JLICL,720,800,descending,sequential,fixed_10,4
INSURANCE,JLICL,720,800,descending,sequential,trigger,4
INSURANCE,JLICL,1560,1640,ascending,up,current,4
INSURANCE,JLICL,1560,1640,ascending,up,fixed_5,4
INSURANCE,JLICL,1560,1640,ascending,up,fixed_10,4
INSURANCE,JLICL,1560,1640,ascending,up,trigger,4
INSURANCE,JLICL,2160,2240,ascending,down,current,4
INSURANCE,JLICL,2160,2240,ascending,down,fixed_5,4
INSURANCE,JLICL,2160,2240,ascending,down,fixed_10,4
INSURANCE,JLICL,2160,2240,ascending,down,trigger,4
INSURANCE,JLICL,4200,4280,descending,up,current,4
INSURANCE,JLICL,4200,4280,descending,up,fixed_5,4
INSURANCE,JLICL,4200,4280,descending,up,fixed_10,4
INSURANCE,JLICL,4200,4280,descending,up,trigger,4
INSURANCE,JLICL,4280,4360,descending,up,current,2
INSURANCE,JLICL,4280,4360,descending,up,fixed_5,2
INSURANCE,JLICL,4280,4360,descending,up,fixed_10,2
INSURANCE,JLICL,4280,4360,descending,up,trigger,2
COMMERCIAL BANKS,JSBL,160,240,symmetrical,sequential,current,4
COMMERCIAL BANKS,JSBL,160,240,symmetrical,sequential,fixed_5,4
COMMERCIAL BANKS,JSBL,160,240,symmetrical,sequential,fixed_10,4
COMMERCIAL BANKS,JSBL,160,240,symmetrical,sequential,trigger,4
COMMERCIAL BANKS,JSBL,1200,1280,symmetrical,up,current,4
COMMERCIAL BANKS,JSBL,1200,1280,symmetrical,up,fixed_5,4
COMMERCIAL BANKS,JSBL,1200,1280,symmetrical,up,fixed_10,4
COMMERCIAL BANKS,JSBL,1200,1280,symmetrical,up,trigger,4
COMMERCIAL BANKS,JSBL,1600,1680,symmetrical,sequential,current,4
COMMERCIAL BANKS,JSBL,1600,1680,symmetrical,sequential,fixed_5,3
COMMERCIAL BANKS,JSBL,1600,1680,symmetrical,sequential,fixed_10,4
COMMERCIAL BANKS,JSBL,1600,1680,symmetrical,sequential,trigger,4
COMMERCIAL BANKS,JSBL,3240,3320,descending,sequential,current,4
COMMERCIAL BANKS,JSBL,3240,3320,descending,sequential,fixed_5,3
COMMERCIAL BANKS,JSBL,3240,3320,descending,sequential,fixed_10,3
COMMERCIAL BANKS,JSBL,3240,3320,descending,sequential,trigger,3
COMMERCIAL BANKS,JSBL,3360,3440,ascending,down,current,4
COMMERCIAL BANKS,JSBL,3360,3440,ascending,down,fixed_5,3
COMMERCIAL BANKS,JSBL,3360,3440,ascending,down,fixed_10,4
COMMERCIAL BANKS,JSBL,3360,3440,ascending,down,trigger,4
TEXTILE COMPOSITE,JUBS,560,640,ascending,sequential,current,4
TEXTILE COMPOSITE,JUBS,560,640,ascending,sequential,fixed_5,4
TEXTILE COMPOSITE,JUBS,560,640,ascending,sequential,fixed_10,4
TEXTILE COMPOSITE,JUBS,560,640,ascending,sequential,trigger,4
PROPERTY,JVDC,1120,1200,symmetrical,up,current,1
PROPERTY,JVDC,1120,1200,symmetrical,up,fixed_5,1
PROPERTY,JVDC,1120,1200,symmetrical,up,fixed_10,1
PROPERTY,JVDC,1120,1200,symmetrical,up,trigger,1
PROPERTY,JVDC,1960,2040,symmetrical,up,current,4
PROPERTY,JVDC,1960,2040,symmetrical,up,fixed_5,4
PROPERTY,JVDC,1960,2040,symmetrical,up,fixed_10,4
PROPERTY,JVDC,1960,2040,symmetrical,up,trigger,4
POWER GENERATION & DISTRIBUTION,KAPCO,1680,1760,symmetrical,up,current,4
POWER GENERATION & DISTRIBUTION,KAPCO,1680,1760,symmetrical,up,fixed_5,4
POWER GENERATION & DISTRIBUTION,KAPCO,1680,1760,symmetrical,up,fixed_10,4
POWER GENERATION & DISTRIBUTION,KAPCO,1680,1760,symmetrical,up,trigger,4
POWER GENERATION & DISTRIBUTION,KAPCO,2440,2520,ascending,sequential,current,4
POWER GENERATION & DISTRIBUTION,KAPCO,2440,2520,ascending,sequential,fixed_5,3
POWER GENERATION & DISTRIBUTION,KAPCO,2440,2520,ascending,sequential,fixed_10,4
POWER GENERATION & DISTRIBUTION,KAPCO,2440,2520,ascending,sequential,trigger,4
POWER GENERATION & DISTRIBUTION,KAPCO,2480,2560,ascending,sequential,current,4
POWER GENERATION & DISTRIBUTION,KAPCO,2480,2560,ascending,sequential,fixed_5,3
POWER GENERATION & DISTRIBUTION,KAPCO,2480,2560,ascending,sequential,fixed_10,3
POWER GENERATION & DISTRIBUTION,KAPCO,2480,2560,ascending,sequential,trigger,3
POWER GENERATION & DISTRIBUTION,KAPCO,3920,4000,symmetrical,sequential,current,4
POWER GENERATION & DISTRIBUTION,KAPCO,3920,4000,symmetrical,sequential,fixed_5,4
POWER GENERATION & DISTRIBUTION,KAPCO,3920,4000,symmetrical,sequential,fixed_10,4
POWER GENERATION & DISTRIBUTION,KAPCO,3920,4000,symmetrical,sequential,trigger,4
POWER GENERATION & DISTRIBUTION,KAPCO,4200,4280,descending,up,current,1
POWER GENERATION & DISTRIBUTION,KAPCO,4200,4280,descending,up,fixed_5,1
POWER GENERATION & DISTRIBUTION,KAPCO,4200,4280,descending,up,fixed_10,1
POWER GENERATION & DISTRIBUTION,KAPCO,4200,4280,descending,up,trigger,1
POWER GENERATION & DISTRIBUTION,KAPCO,5160,5240,descending,up,current,4
POWER GENERATION & DISTRIBUTION,KAPCO,5160,5240,descending,up,fixed_5,4
POWER GENERATION & DISTRIBUTION,KAPCO,5160,5240,descending,up,fixed_10,4
POWER GENERATION & DISTRIBUTION,KAPCO,5160,5240,descending,up,trigger,4
POWER GENERATION & DISTRIBUTION,KEL,3160,3240,ascending,sequential,current,4
POWER GENERATION & DISTRIBUTION,KEL,3160,3240,ascending,sequential,fixed_5,3
POWER GENERATION & DISTRIBUTION,KEL,3160,3240,ascending,sequential,fixed_10,3
POWER GENERATION & DISTRIBUTION,KEL,3160,3240,ascending,sequential,trigger,3
TEXTILE COMPOSITE,KML,1280,1360,descending,sequential,current,4
TEXTILE COMPOSITE,KML,1280,1360,descending,sequential,fixed_5,3
TEXTILE COMPOSITE,KML,1280,1360,descending,sequential,fixed_10,3
TEXTILE COMPOSITE,KML,1280,1360,descending,sequential,trigger,3
CEMENT,KOHC,2120,2200,ascending,sequential,current,3
CEMENT,KOHC,2120,2200,ascending,sequential,fixed_5,3
CEMENT,KOHC,2120,2200,ascending,sequential,fixed_10,3
CEMENT,KOHC,2120,2200,ascending,sequential,trigger,3
CEMENT,KOHC,3800,3880,symmetrical,whipsaw,current,4
CEMENT,KOHC,3800,3880,symmetrical,whipsaw,fixed_5,4
CEMENT,KOHC,3800,3880,symmetrical,whipsaw,fixed_10,4
CEMENT,KOHC,3800,3880,symmetrical,whipsaw,trigger,4
CEMENT,KOHC,4240,4320,ascending,down,current,4
CEMENT,KOHC,4240,4320,ascending,down,fixed_5,4
CEMENT,KOHC,4240,4320,ascending,down,fixed_10,4
CEMENT,KOHC,4240,4320,ascending,down,trigger,4
CEMENT,KOHC,4840,4920,ascending,down,current,4
CEMENT,KOHC,4840,4920,ascending,down,fixed_5,4
CEMENT,KOHC,4840,4920,ascending,down,fixed_10,4
CEMENT,KOHC,4840,4920,ascending,down,trigger,3
POWER GENERATION & DISTRIBUTION,KOHE,2440,2520,ascending,up,current,4
POWER GENERATION & DISTRIBUTION,KOHE,2440,2520,ascending,up,fixed_5,4
POWER GENERATION & DISTRIBUTION,KOHE,2440,2520,ascending,up,fixed_10,4
POWER GENERATION & DISTRIBUTION,KOHE,2440,2520,ascending,up,trigger,4
POWER GENERATION & DISTRIBUTION,KOHP,3560,3640,ascending,down,current,3
POWER GENERATION & DISTRIBUTION,KOHP,3560,3640,ascending,down,fixed_5,3
POWER GENERATION & DISTRIBUTION,KOHP,3560,3640,ascending,down,fixed_10,3
POWER GENERATION & DISTRIBUTION,KOHP,3560,3640,ascending,down,trigger,3
TEXTILE COMPOSITE,KOIL,1720,1800,descending,sequential,current,4
TEXTILE COMPOSITE,KOIL,1720,1800,descending,sequential,fixed_5,4
TEXTILE COMPOSITE,KOIL,1720,1800,descending,sequential,fixed_10,4
TEXTILE COMPOSITE,KOIL,1720,1800,descending,sequential,trigger,4
TEXTILE COMPOSITE,KOIL,3760,3840,descending,whipsaw,current,4
TEXTILE COMPOSITE,KOIL,3760,3840,descending,whipsaw,fixed_5,4
TEXTILE COMPOSITE,KOIL,3760,3840,descending,whipsaw,fixed_10,4
TEXTILE COMPOSITE,KOIL,3760,3840,descending,whipsaw,trigger,4
TEXTILE COMPOSITE,KOIL,3960,4040,symmetrical,up,current,4
TEXTILE COMPOSITE,KOIL,3960,4040,symmetrical,up,fixed_5,3
TEXTILE COMPOSITE,KOIL,3960,4040,symmetrical,up,fixed_10,4
TEXTILE COMPOSITE,KOIL,3960,4040,symmetrical,up,trigger,3
TEXTILE COMPOSITE,KTML,2200,2280,descending,sequential,current,4
TEXTILE COMPOSITE,KTML,2200,2280,descending,sequential,fixed_5,4
TEXTILE COMPOSITE,KTML,2200,2280,descending,sequential,fixed_10,4
TEXTILE COMPOSITE,KTML,2200,2280,descending,sequential,trigger,4
AUTOMOBILE PARTS & ACCESSORIES,LOADS,1120,1200,symmetrical,down,current,4
AUTOMOBILE PARTS & ACCESSORIES,LOADS,1120,1200,symmetrical,down,fixed_5,4
AUTOMOBILE PARTS & ACCESSORIES,LOADS,1120,1200,symmetrical,down,fixed_10,4
AUTOMOBILE PARTS & ACCESSORIES,LOADS,1120,1200,symmetrical,down,trigger,4
AUTOMOBILE PARTS & ACCESSORIES,LOADS,2200,2280,symmetrical,down,current,1
AUTOMOBILE PARTS & ACCESSORIES,LOADS,2200,2280,symmetrical,down,fixed_5,1
AUTOMOBILE PARTS & ACCESSORIES,LOADS,2200,2280,symmetrical,down,fixed_10,1
AUTOMOBILE PARTS & ACCESSORIES,LOADS,2200,2280,symmetrical,down,trigger,1
CHEMICAL,LOTCHEM,1000,1080,descending,up,current,1
CHEMICAL,LOTCHEM,1000,1080,descending,up,fixed_5,1
CHEMICAL,LOTCHEM,1000,1080,descending,up,fixed_10,1
CHEMICAL,LOTCHEM,1000,1080,descending,up,trigger,1
CHEMICAL,LOTCHEM,1720,1800,symmetrical,down,current,1
CHEMICAL,LOTCHEM,1720,1800,symmetrical,down,fixed_5,1
CHEMICAL,LOTCHEM,1720,1800,symmetrical,down,fixed_10,1
CHEMICAL,LOTCHEM,1720,1800,symmetrical,down,trigger,1
CHEMICAL,LOTCHEM,4400,4480,descending,up,current,4
CHEMICAL,LOTCHEM,4400,4480,descending,up,fixed_5,4
CHEMICAL,LOTCHEM,4400,4480,descending,up,fixed_10,4
CHEMICAL,LOTCHEM,4400,4480,descending,up,trigger,4
CHEMICAL,LPGL,1640,1720,symmetrical,down,current,4
CHEMICAL,LPGL,1640,1720,symmetrical,down,fixed_5,4
CHEMICAL,LPGL,1640,1720,symmetrical,down,fixed_10,4
CHEMICAL,LPGL,1640,1720,symmetrical,down,trigger,4
POWER GENERATION & DISTRIBUTION,LPL,80,160,descending,down,current,4
