measure,era,n,tight_n,tight_mean,tight_median,loose_n,loose_mean,loose_median,mean_delta,mwu_two_p,mwu_one_p,t_stat,t_p,cliffs_delta,insufficient_n_flag
pct_rank_252,"CONDITIONED (sec_global_rank<=8), all eras",100680,25257,0.5792540189422278,-0.32310177705978127,24875,1.5129139304244335,-0.1163805644457351,-0.9336599114822056,0.00028830789912388636,0.9998558463947834,-8.878063446904843,7.045087529246262e-19,-0.018698506588451624,False
pct_rank_252,"Development (2015-01-01 -> 2019-12-31), conditioned",34624,8720,-0.07185175646020012,-0.6338361735837175,8638,1.211306389393475,0.07364025812049083,-1.2831581458536752,5.78355902806326e-12,0.9999999999971083,-8.385992500401889,5.427500730333125e-17,-0.06034390924674626,False
pct_rank_252,"Validation (2020-01-01 -> 2022-12-31), conditioned",29680,7462,-0.1446812720063675,-0.8808508695177105,7348,1.3872957031626425,-0.35621908493086896,-1.53197697516901,5.617766990684998e-09,0.9999999971911812,-7.789307199385079,7.22367340373354e-15,-0.05529945445236817,False
pct_rank_252,"OOS (2023-01-01 -> 2026-12-31), conditioned",36376,9102,1.8282245002425639,0.3929662174135183,9073,1.8945002879922614,-0.20283975659228054,-0.06627578774969756,7.72370313652387e-09,3.861851568261935e-09,-0.34879757407343637,0.7272459115941525,0.049459542527960476,False
