symbol,date,support_source,support_level,touch_depth_pct,lower_wick_ratio,close_position,recovery_ratio,body_ratio,volume_ma_ratio,trend_state,return_5d,return_10d,return_20d,max_favorable,max_adverse,hit_6pct_sl
FATIMA,2025-01-01,pivot,77.25,1.62,,0.786,0.786,,0.25,uptrend,0.0016,0.0209,0.0469,0.0801,-0.0287,False
FATIMA,2025-01-28,pivot,83.53,0.04,,0.571,0.571,,0.51,uptrend,-0.0289,-0.0518,0.0112,0.0535,-0.0767,True
FATIMA,2025-02-04,pivot,81.22,0.26,,0.545,0.545,,0.28,uptrend,-0.0338,0.0124,0.0066,0.0736,-0.0591,False
FATIMA,2025-02-27,pivot,84.69,0.31,,0.991,0.991,,0.12,uptrend,-0.0039,0.0234,0.0073,0.0525,-0.038,False
FATIMA,2025-04-07,pivot,86.93,4.52,,0.592,0.592,,0.86,uptrend,-0.0481,-0.0788,-0.0567,0.0745,-0.1148,True
FATIMA,2025-05-19,pivot,85.99,0.55,,0.664,0.664,,0.2,uptrend,-0.0237,-0.0025,0.0059,0.0483,-0.0449,False
FATIMA,2025-05-23,pivot,86.48,2.81,,0.875,0.875,,0.66,uptrend,-0.0241,-0.0044,0.1054,0.1338,-0.0579,False
FATIMA,2025-06-18,pivot,88.54,1.73,,0.543,0.543,,0.11,uptrend,0.093,0.1387,0.1557,0.2151,-0.0471,False
FATIMA,2025-06-30,pivot,94.12,1.18,,0.72,0.72,,2.01,uptrend,0.0317,0.0094,0.1079,0.1187,-0.0286,False
FATIMA,2025-07-03,pivot,100.24,0.04,,0.51,0.51,,1.53,uptrend,0.0049,0.0164,0.0959,0.128,-0.0166,False
FATIMA,2025-07-09,pivot,103.23,1.19,,0.497,0.497,,0.88,uptrend,-0.0182,0.0282,0.1873,0.1952,-0.0429,False
FATIMA,2025-07-28,pivot,107.23,0.22,,0.843,0.843,,3.06,uptrend,0.0325,0.1214,0.1137,0.1578,-0.0351,False
FATIMA,2025-07-31,pivot,110.33,0.3,,0.503,0.503,,0.61,uptrend,0.1119,0.1414,0.0616,0.1581,-0.0174,False
FATIMA,2025-08-08,pivot,124.76,2.97,,0.463,0.463,,1.69,uptrend,0.0209,0.0009,-0.0143,0.0402,-0.0854,True
FATIMA,2025-08-21,pivot,126.95,2.33,,0.517,0.517,,0.27,uptrend,-0.098,-0.0069,-0.0354,0.0194,-0.1037,True
FATIMA,2025-09-05,pivot,125.74,1.78,,0.451,0.451,,1.15,uptrend,-0.0391,-0.0215,0.1233,0.2093,-0.0568,False
FATIMA,2025-09-08,pivot,123.34,0.28,,0.72,0.72,,0.52,uptrend,-0.0239,0.0002,0.1432,0.2323,-0.0388,False
FATIMA,2025-09-10,pivot,123.85,0.04,,0.792,0.792,,0.31,uptrend,-0.0214,0.0227,0.1441,0.2411,-0.032,False
FATIMA,2025-09-12,pivot,123.52,2.02,,0.591,0.591,,0.27,uptrend,0.0055,0.0179,0.0976,0.2427,-0.0308,False
FATIMA,2025-09-17,pivot,122.49,1.22,,0.445,0.445,,0.42,uptrend,0.0311,0.1375,0.1527,0.2512,-0.0124,False
FATIMA,2025-10-08,pivot,143.06,1.44,,0.483,0.483,,0.54,uptrend,-0.0154,-0.0418,-0.1187,0.0292,-0.1251,True
FATIMA,2025-10-13,pivot,133.7,4.18,,0.541,0.541,,1.89,uptrend,0.053,-0.0064,-0.0483,0.0834,-0.079,True
FATIMA,2025-10-17,pivot,140.37,0.27,,0.473,0.473,,0.54,uptrend,-0.0562,-0.0931,-0.0763,0.0219,-0.1348,True
FATIMA,2025-12-04,pivot,148.32,0.88,,0.727,0.727,,0.56,uptrend,-0.0177,-0.052,0.02,0.082,-0.0656,True
FATIMA,2025-12-17,pivot,147.24,3.22,,0.444,0.444,,1.12,uptrend,0.0156,0.0201,0.0412,0.1075,-0.0389,False
FATIMA,2025-12-31,pivot,151.66,1.09,,0.537,0.537,,0.72,uptrend,0.0305,0.012,0.1472,0.2214,-0.0129,False
FATIMA,2026-01-15,pivot,153.56,0.52,,0.76,0.76,,0.37,uptrend,0.1302,0.0849,0.0971,0.2368,-0.0056,False
FATIMA,2026-01-23,pivot,174.25,0.66,,0.777,0.777,,1.21,uptrend,-0.0822,-0.0588,-0.1899,0.0346,-0.1977,True
FATIMA,2026-01-29,pivot,174.31,6.49,,0.489,0.489,,1.52,uptrend,0.0227,-0.0257,-0.0695,0.0985,-0.1682,True
FATIMA,2026-02-02,pivot,167.39,4.35,,0.901,0.901,,3.33,uptrend,-0.0598,-0.1282,-0.1838,0.0299,-0.2228,True
FATIMA,2026-02-04,pivot,183.65,0.22,,0.631,0.631,,0.63,uptrend,-0.068,-0.1643,-0.2338,-0.0205,-0.2421,True
FATIMA,2026-02-12,pivot,176.29,0.96,,0.729,0.729,,0.6,uptrend,-0.108,-0.084,-0.2527,0.0014,-0.2874,True
FCCL,2020-04-27,pivot,16.52,3.11,0.476,0.833,0.833,0.357,0.38,uptrend,0.0316,0.0901,0.0225,0.1108,-0.0049,False
FCCL,2020-05-05,pivot,16.62,1.26,0.628,0.628,0.628,0.151,1.92,uptrend,0.0371,-0.0058,-0.0249,0.0567,-0.0533,False
FCCL,2020-05-08,pivot,16.39,0.24,0.517,0.767,0.767,0.25,0.38,uptrend,0.049,0.0142,-0.0006,0.0767,-0.0348,False
FCCL,2020-05-21,pivot,17.17,0.12,0.471,0.471,0.471,0.324,0.31,uptrend,-0.0383,-0.04,-0.0492,-0.0051,-0.1069,True
FCCL,2020-05-28,pivot,17.14,0.72,0.515,0.515,0.515,0.03,0.18,uptrend,-0.0524,-0.0236,-0.0605,0.0029,-0.0997,True
FCCL,2020-06-09,pivot,16.62,0.1,0.703,0.703,0.703,0.297,0.57,uptrend,-0.0501,-0.0336,0.0401,0.046,-0.0796,True
FCCL,2020-06-12,pivot,16.78,0.76,0.72,0.72,0.72,0.0,0.28,uptrend,-0.0538,-0.0166,0.0645,0.068,-0.0757,True
FCCL,2020-07-09,pivot,17.65,0.87,0.513,0.513,0.513,0.282,0.7,uptrend,0.0593,0.1191,0.1928,0.2392,-0.0207,False
FCCL,2020-07-15,pivot,18.39,1.31,0.436,0.436,0.436,0.2,0.92,uptrend,0.1016,0.093,0.0957,0.1856,-0.0267,False
FCCL,2020-07-22,pivot,20.35,1.23,0.459,0.459,0.459,0.046,2.77,uptrend,-0.0354,0.0132,-0.0566,0.0462,-0.1024,True
FCCL,2020-08-13,pivot,20.25,0.66,0.544,0.544,0.544,0.456,0.22,uptrend,-0.0389,0.0341,0.0591,0.0962,-0.0856,True
FCCL,2020-08-21,pivot,20.23,6.0,0.564,0.564,0.564,0.186,0.94,uptrend,0.0371,0.0844,0.0386,0.0993,-0.0424,False
FCCL,2020-09-14,pivot,21.76,0.49,0.765,0.765,0.765,0.118,0.74,uptrend,-0.0443,-0.0999,-0.1066,0.0031,-0.18,True
FCCL,2020-10-29,pivot,21.22,3.13,0.577,0.577,0.577,0.038,2.91,uptrend,-0.0181,-0.0407,-0.0269,0.0116,-0.0718,True
FCCL,2020-11-19,pivot,21.06,0.19,0.575,0.575,0.575,0.15,0.21,uptrend,-0.0233,-0.0028,-0.0037,0.0341,-0.064,True
FCCL,2020-12-08,pivot,20.91,0.26,0.46,0.46,0.46,0.02,1.38,uptrend,0.0051,-0.0309,-0.0042,0.0403,-0.0379,False
FCCL,2021-02-22,pivot,24.83,1.28,0.551,0.551,0.551,0.449,0.69,uptrend,-0.0246,-0.0723,-0.0946,-0.0035,-0.1403,True
FCCL,2021-03-01,pivot,24.43,1.76,0.739,0.826,0.826,0.087,0.95,uptrend,-0.0565,-0.0815,-0.1189,,-0.1352,True
FCCL,2021-03-05,pivot,23.99,0.75,0.628,0.894,0.894,0.266,0.19,uptrend,-0.0844,-0.0687,-0.0566,0.0105,-0.1212,True
FCCL,2021-06-04,pivot,23.88,0.11,0.455,0.455,0.455,0.227,0.52,uptrend,-0.0107,-0.0058,-0.0535,0.0333,-0.063,True
FCCL,2021-06-14,pivot,23.88,0.4,0.736,0.847,0.847,0.111,1.24,uptrend,-0.0265,-0.0637,-0.0612,0.0245,-0.0812,True
FCCL,2021-06-18,pivot,23.88,0.14,0.4,0.75,0.75,0.35,0.31,uptrend,-0.0429,-0.052,-0.0569,0.0021,-0.0718,True
FCCL,2021-11-04,pivot,20.61,1.8,0.5,0.5,0.5,0.143,0.84,uptrend,-0.1151,-0.0907,-0.1648,0.0138,-0.1738,True
FCCL,2021-11-10,pivot,18.44,0.78,0.567,0.567,0.567,0.322,1.37,uptrend,-0.037,-0.0672,-0.0896,0.0219,-0.1344,True
FCCL,2022-03-30,pivot,17.81,1.18,0.325,0.775,0.775,0.45,0.72,uptrend,-0.0417,-0.0167,-0.0717,0.0444,-0.075,True
FCCL,2022-04-01,pivot,17.91,0.02,0.513,0.744,0.744,0.231,1.51,uptrend,-0.0656,0.0158,-0.0945,0.0273,-0.1077,True
FCCL,2022-04-12,pivot,17.52,0.95,0.618,0.854,0.854,0.236,2.95,uptrend,-0.0175,-0.0652,-0.1732,0.0307,-0.205,True
FCCL,2022-08-19,pivot,15.02,0.78,0.435,0.478,0.478,0.043,0.41,uptrend,-0.0397,0.0291,-0.0086,0.0542,-0.0747,True
FCCL,2022-08-22,pivot,14.9,2.66,0.714,0.743,0.743,0.029,1.25,uptrend,-0.0175,0.0263,0.0168,0.0741,-0.0572,False
FCCL,2022-08-29,pivot,14.36,2.51,0.676,0.797,0.797,0.122,1.26,uptrend,0.0339,0.0495,0.0387,0.0821,-0.0231,False
FCCL,2022-09-19,pivot,14.91,1.07,0.75,0.875,0.875,0.125,0.58,uptrend,0.0106,0.004,-0.062,0.0627,-0.0805,True
FCCL,2022-09-20,pivot,14.85,0.2,0.538,0.558,0.558,0.019,0.47,uptrend,-0.0033,0.0013,-0.0782,0.0495,-0.0919,True
FCCL,2022-09-22,pivot,14.73,0.88,0.569,0.892,0.892,0.323,0.65,uptrend,-0.0007,0.0282,-0.0518,0.0557,-0.0866,True
FCCL,2022-09-29,pivot,15.22,1.45,0.522,0.522,0.522,0.022,1.12,uptrend,0.0142,-0.0789,-0.0692,0.0414,-0.1074,True
FCCL,2023-02-10,pivot,11.85,0.39,0.462,0.462,0.462,0.026,0.44,uptrend,-0.0427,-0.0566,-0.0049,0.009,-0.0812,True
FCCL,2023-02-28,pivot,11.47,0.58,0.667,0.8,0.8,0.133,1.29,uptrend,-0.0009,0.0094,0.0085,0.1265,-0.0427,False
FCCL,2023-05-03,pivot,12.02,0.19,0.556,0.667,0.667,0.111,3.84,uptrend,-0.0426,-0.0241,-0.0538,0.0112,-0.0602,True
FCCL,2023-10-12,pivot,12.15,2.44,0.419,0.419,0.419,0.581,0.78,uptrend,0.0562,0.0961,0.316,0.3314,-0.0187,False
FCCL,2023-10-31,pivot,13.64,0.86,0.583,0.833,0.833,0.25,1.7,uptrend,0.0671,0.1657,0.2129,0.2586,-0.0179,False
FCCL,2023-11-14,pivot,16.25,1.21,0.755,0.755,0.755,0.094,0.99,uptrend,-0.0247,0.0386,0.1918,0.2786,-0.0434,False
FCCL,2023-12-08,pivot,19.92,0.22,0.597,0.597,0.597,0.226,1.49,uptrend,-0.0229,-0.1166,-0.0561,0.0195,-0.1888,True
FCCL,2023-12-20,pivot,17.92,1.66,0.426,0.628,0.628,0.203,0.96,uptrend,-0.0262,0.056,-0.0204,0.0942,-0.1293,True
FCCL,2024-01-04,pivot,19.84,0.72,,0.746,0.746,,0.41,uptrend,-0.0359,-0.0797,-0.1205,0.0084,-0.1254,True
FCCL,2024-01-05,pivot,19.8,2.04,,0.455,0.455,,0.89,uptrend,-0.0415,-0.0854,-0.1195,-0.0146,-0.1327,True
FCCL,2024-01-17,pivot,18.71,2.6,,0.411,0.411,,0.69,uptrend,-0.0166,-0.0736,-0.1192,0.0057,-0.1576,True
FCCL,2024-01-18,pivot,18.16,0.09,,0.594,0.594,,0.52,uptrend,-0.0147,-0.0639,-0.1063,0.0157,-0.1492,True
FCCL,2024-04-17,pivot,19.25,0.66,,0.744,0.744,,3.78,uptrend,-0.0092,-0.0289,0.0751,0.1373,-0.0607,True
FCCL,2024-04-19,pivot,19.9,0.5,,0.453,0.453,,0.79,uptrend,0.0187,0.1038,0.0787,0.1613,-0.0408,False
FCCL,2024-05-09,pivot,21.06,0.32,,0.919,0.919,,0.68,uptrend,-0.0013,-0.0497,0.0197,0.0716,-0.0779,True
FCCL,2024-05-14,pivot,22.35,0.45,,0.835,0.835,,0.6,uptrend,-0.061,-0.0602,-0.0359,0.0368,-0.1078,True
FCCL,2024-05-29,pivot,21.12,0.09,,0.726,0.726,,0.69,uptrend,0.0155,0.015,0.0346,0.1244,-0.0606,True
FCCL,2024-06-07,pivot,21.47,4.01,,0.829,0.829,,2.09,uptrend,0.0288,-0.0129,-0.0151,0.0615,-0.065,True
FCCL,2024-06-26,pivot,22.82,0.91,,0.532,0.532,,0.29,uptrend,-0.0116,-0.0146,-0.0641,0.0202,-0.0766,True
FCCL,2024-07-08,pivot,22.17,0.71,,0.58,0.58,,0.62,uptrend,-0.0249,-0.0717,-0.1553,-0.0068,-0.1751,True
FCCL,2024-07-11,pivot,22.66,0.71,,0.42,0.42,,0.52,uptrend,-0.0435,-0.0209,-0.1174,0.0217,-0.15,True
FCCL,2024-07-12,pivot,22.47,2.11,,0.753,0.753,,0.75,uptrend,-0.0418,-0.0583,-0.1254,0.0231,-0.1489,True
FCCL,2024-08-27,pivot,21.42,0.81,,0.475,0.475,,3.38,uptrend,-0.0541,0.0009,0.0643,0.0945,-0.0779,True
FCCL,2024-09-12,pivot,23.18,0.55,,0.805,0.805,,2.27,uptrend,0.0068,0.0129,0.1494,0.1566,-0.0522,False
FCCL,2024-09-16,pivot,23.85,1.03,,0.682,0.682,,0.7,uptrend,-0.018,0.0874,0.1985,0.2194,-0.0278,False
FCCL,2024-09-30,pivot,24.99,0.95,,0.815,0.815,,0.77,uptrend,0.1024,0.1449,0.2969,0.3661,-0.011,False
FCCL,2024-10-04,pivot,26.55,3.0,,0.896,0.896,,1.26,uptrend,0.0565,0.055,0.2518,0.2809,-0.0181,False
FCCL,2024-11-06,pivot,34.13,4.03,,0.489,0.489,,0.73,uptrend,-0.0879,-0.0862,0.0715,0.1161,-0.1489,True
FCCL,2024-11-21,pivot,31.96,0.13,,0.802,0.802,,0.34,uptrend,0.0582,0.1919,0.03,0.235,-0.0867,True
FCCL,2024-11-25,pivot,32.39,0.27,,0.748,0.748,,0.58,uptrend,0.1549,0.1867,0.0998,0.2206,-0.0974,True
FCCL,2024-12-12,pivot,38.56,3.37,,0.61,0.61,,1.81,uptrend,-0.1387,-0.0786,-0.1344,-0.0061,-0.1676,True
FCCL,2025-01-30,pivot,37.03,2.79,,0.809,0.809,,0.41,uptrend,-0.0488,-0.0431,0.0554,0.1595,-0.0601,True
FCCL,2025-02-24,pivot,41.28,0.65,,0.734,0.734,,1.57,uptrend,-0.0751,0.0212,0.056,0.136,-0.0928,True
FCCL,2025-02-28,pivot,40.58,1.43,,0.42,0.42,,0.29,uptrend,0.1217,0.102,0.1541,0.1915,-0.0485,False
FCCL,2025-03-04,pivot,39.25,0.62,,0.916,0.916,,0.56,uptrend,0.0861,0.1572,0.139,0.2211,-0.007,False
FCCL,2025-03-11,pivot,42.46,0.02,,0.771,0.771,,0.57,uptrend,0.0577,0.0249,0.0705,0.1174,-0.0303,False
FCCL,2025-04-09,pivot,46.16,0.21,,0.469,0.469,,0.66,uptrend,-0.0529,-0.0362,-0.1607,0.0318,-0.1878,True
FCCL,2025-04-11,pivot,46.37,0.36,,0.58,0.58,,0.35,uptrend,-0.0151,-0.0493,-0.0252,0.0183,-0.1774,True
FCCL,2025-04-21,pivot,45.87,0.81,,0.453,0.453,,1.38,uptrend,-0.1001,-0.0777,-0.0159,0.044,-0.1923,True
FCCL,2025-05-13,pivot,45.24,1.61,,0.899,0.899,,1.98,uptrend,-0.0184,-0.0405,-0.0272,0.0445,-0.0631,True
FCCL,2025-06-13,pivot,46.05,1.19,,0.728,0.728,,1.27,uptrend,-0.0481,-0.0362,-0.0045,0.0217,-0.1433,True
FCCL,2025-07-08,pivot,45.83,0.18,,0.664,0.664,,0.55,uptrend,-0.0209,-0.0249,0.0534,0.0626,-0.0372,False
FCCL,2025-08-08,pivot,49.13,1.17,,0.516,0.516,,0.84,uptrend,0.008,0.019,0.192,0.2473,-0.0353,False
FCCL,2025-08-11,pivot,48.57,0.49,,0.446,0.446,,1.3,uptrend,0.0717,0.0377,0.1709,0.2523,-0.021,False
FCCL,2025-08-19,pivot,49.92,0.03,,0.844,0.844,,3.94,uptrend,-0.0436,0.0724,0.0715,0.1542,-0.0635,True
FCCL,2025-10-06,pivot,60.49,2.31,,0.581,0.581,,0.54,uptrend,-0.1005,-0.0579,-0.118,-0.0131,-0.1925,True
FCCL,2025-10-10,pivot,55.92,1.91,,0.535,0.535,,0.94,uptrend,-0.0153,-0.0461,-0.116,0.019,-0.1549,True
FCCL,2025-10-20,pivot,56.91,0.47,,0.568,0.568,,0.33,uptrend,-0.073,-0.074,-0.0759,0.0224,-0.1522,True
FCCL,2026-01-13,pivot,56.77,0.46,,0.63,0.63,,0.7,uptrend,0.0078,0.0031,-0.0321,0.0553,-0.0494,False
FCCL,2026-01-23,pivot,58.51,0.03,,0.523,0.523,,0.7,uptrend,-0.0428,-0.0609,-0.1622,0.025,-0.1737,True
FCCL,2026-04-20,pivot,52.27,3.86,,0.475,0.475,,0.62,uptrend,-0.0615,-0.0903,,0.0097,-0.1235,True
FCCL,2026-04-24,pivot,48.16,1.76,,0.792,0.792,,0.83,uptrend,-0.0624,,,0.037,-0.0998,True
FCCL,2026-04-29,pivot,47.92,1.91,,0.583,0.583,,0.77,uptrend,0.037,,,0.0598,-0.08,True
FCCL,2026-04-30,pivot,47.17,2.47,,0.768,0.768,,0.72,uptrend,,,,0.1063,-0.0344,False
FCCL,2026-05-06,pivot,46.99,1.57,,0.703,0.703,,0.62,uptrend,,,,0.0955,0.0058,False
FCEPL,2020-05-04,pivot,65.88,0.58,0.49,0.49,0.49,0.26,0.3,uptrend,-0.0107,-0.0286,0.0527,0.0904,-0.0815,True
FCEPL,2020-05-13,pivot,66.75,1.12,0.44,0.44,0.44,0.227,2.52,uptrend,-0.037,0.0424,0.0563,0.0904,-0.0815,True
FCEPL,2020-06-02,pivot,66.31,0.32,0.487,0.568,0.568,0.081,2.77,uptrend,-0.0523,-0.0312,-0.0012,0.0122,-0.0747,True
FCEPL,2020-06-25,pivot,71.31,1.65,0.401,0.401,0.401,0.0,0.55,uptrend,0.0256,-0.0032,0.0552,0.0924,-0.032,False
FCEPL,2020-07-10,pivot,70.96,1.37,0.487,0.487,0.487,0.039,11.69,uptrend,-0.0255,0.0249,0.014,0.0932,-0.0516,False
FCEPL,2020-07-30,pivot,78.76,0.96,0.612,0.612,0.612,0.388,0.37,uptrend,-0.0295,0.0079,0.1119,0.1481,-0.0558,False
FCEPL,2020-08-13,pivot,77.18,0.76,0.503,0.503,0.503,0.016,0.22,uptrend,0.0971,0.096,0.1446,0.215,0.0045,False
FCEPL,2020-09-22,pivot,84.47,0.26,0.388,0.58,0.58,0.192,0.36,uptrend,-0.0705,-0.1706,-0.1727,0.0035,-0.203,True
FCEPL,2020-09-24,pivot,85.54,0.63,0.5,0.875,0.875,0.375,0.37,uptrend,-0.1041,-0.1571,-0.1945,-0.0011,-0.2057,True
FCEPL,2020-12-28,pivot,81.34,1.58,0.77,0.77,0.77,0.19,0.22,uptrend,0.0299,-0.0138,0.0737,0.1289,-0.05,False
FCEPL,2020-12-30,pivot,80.75,0.69,0.826,0.903,0.903,0.077,0.31,uptrend,-0.0087,-0.054,0.0175,0.0993,-0.0788,True
FCEPL,2021-01-18,pivot,77.67,0.74,0.468,0.468,0.468,0.274,0.73,uptrend,0.1015,0.111,-0.0765,0.1632,-0.1076,True
FCEPL,2021-01-25,pivot,85.36,0.42,0.454,0.454,0.454,0.175,4.52,uptrend,-0.0188,-0.1005,-0.1687,0.0273,-0.2119,True
FCEPL,2021-02-08,pivot,85.24,0.11,0.744,0.782,0.782,0.038,0.27,uptrend,-0.1698,-0.1551,-0.177,-0.0147,-0.2225,True
FCEPL,2021-05-03,pivot,75.67,2.21,0.315,0.86,0.86,0.544,1.81,uptrend,0.0093,0.0597,0.0721,0.0941,-0.0414,False
FCEPL,2021-05-05,pivot,78.48,1.87,0.983,0.99,0.99,0.007,2.23,uptrend,0.0304,0.0649,0.0654,0.0988,-0.0125,False
FCEPL,2021-05-17,pivot,79.29,0.05,0.66,0.725,0.725,0.064,1.78,uptrend,0.0292,0.0422,0.0374,0.0733,-0.0232,False
FCEPL,2021-05-25,pivot,83.57,0.09,0.605,0.689,0.689,0.084,1.85,uptrend,0.0029,0.0029,0.1936,0.204,-0.0275,False
FCEPL,2021-06-22,pivot,95.36,2.37,0.427,0.914,0.914,0.486,3.1,uptrend,0.0966,0.0566,0.0089,0.169,-0.0087,False
FCEPL,2021-07-05,pivot,112.3,1.07,0.493,0.51,0.51,0.017,0.41,uptrend,-0.0345,-0.0833,-0.1316,-0.0148,-0.1366,True
FCEPL,2021-07-07,pivot,106.5,0.0,0.563,0.589,0.589,0.025,0.26,uptrend,0.0154,-0.0345,-0.074,0.0473,-0.1186,True
FCEPL,2021-07-29,pivot,101.53,0.53,0.6,0.6,0.6,0.183,0.44,uptrend,-0.0232,0.1534,0.1226,0.2115,-0.0673,True
FCEPL,2021-08-09,pivot,97.94,0.96,0.538,0.677,0.677,0.139,3.82,uptrend,0.1283,0.1678,0.0482,0.2086,-0.0201,False
FCEPL,2022-01-17,pivot,86.02,0.47,0.659,0.798,0.798,0.139,0.39,uptrend,0.0428,0.057,-0.0526,0.0792,-0.0563,False
FCEPL,2022-01-24,pivot,89.44,0.35,0.397,0.587,0.587,0.19,1.2,uptrend,-0.0103,-0.0573,-0.1242,0.0106,-0.1319,True
FCEPL,2022-02-07,pivot,88.89,1.56,0.358,0.472,0.472,0.113,0.53,uptrend,-0.0773,-0.0892,-0.1084,-0.0282,-0.1249,True
FCEPL,2022-08-11,pivot,73.67,0.54,0.573,0.606,0.606,0.033,0.64,uptrend,0.0263,-0.0139,-0.108,0.0942,-0.1114,True
FCEPL,2022-08-25,pivot,74.94,1.84,0.408,0.467,0.467,0.059,1.08,uptrend,-0.0444,-0.1062,-0.1506,0.0033,-0.1761,True
FCEPL,2022-09-02,pivot,70.97,0.67,0.667,0.793,0.793,0.127,0.23,uptrend,-0.0596,-0.076,-0.0861,,-0.1389,True
FCEPL,2023-05-08,pivot,67.68,1.89,0.692,0.692,0.692,0.071,0.35,uptrend,-0.0365,-0.0712,-0.0311,0.029,-0.0804,True
FCEPL,2023-07-07,pivot,63.68,0.27,0.492,0.712,0.712,0.221,2.15,uptrend,-0.0075,0.0075,0.0376,0.0902,-0.0376,False
FCEPL,2023-07-14,pivot,66.51,2.12,0.529,0.529,0.529,0.471,0.02,uptrend,0.003,0.0428,-0.0416,0.0853,-0.0449,False
FCEPL,2023-07-31,pivot,69.06,5.12,0.848,0.848,0.848,0.07,0.3,uptrend,-0.0199,-0.0906,-0.1797,0.0298,-0.1832,True
FCEPL,2023-12-06,pivot,84.16,0.19,0.368,0.476,0.476,0.108,0.5,uptrend,0.1215,-0.0348,-0.0486,0.2139,-0.1213,True
FCEPL,2023-12-07,pivot,83.96,1.25,0.633,0.635,0.635,0.002,1.02,uptrend,0.0854,-0.0411,-0.0749,0.1864,-0.1411,True
FCEPL,2023-12-20,pivot,82.27,2.69,0.455,0.504,0.504,0.05,0.57,uptrend,-0.0559,-0.0526,-0.1323,0.0116,-0.1366,True
FCEPL,2024-01-05,pivot,81.33,2.25,,0.552,0.552,,0.21,uptrend,-0.0576,-0.1142,-0.1125,0.0085,-0.1467,True
FCEPL,2024-04-22,pivot,71.8,1.11,,0.589,0.589,,2.37,uptrend,-0.0031,-0.0272,-0.004,0.0428,-0.0566,False
FCEPL,2024-05-06,pivot,74.57,1.42,,0.565,0.565,,1.07,uptrend,-0.0447,-0.0678,-0.0156,0.0492,-0.0716,True
FCEPL,2024-11-20,pivot,82.89,1.91,,0.401,0.401,,0.33,uptrend,-0.0922,0.0063,-0.0153,0.1822,-0.1351,True
FCEPL,2024-11-21,pivot,81.11,0.69,,0.658,0.658,,0.59,uptrend,-0.0684,-0.0267,-0.1162,0.1495,-0.159,True
FCEPL,2024-12-03,pivot,82.2,0.3,,0.578,0.578,,1.02,uptrend,-0.0288,0.0127,0.0192,0.1352,-0.1394,True
FCEPL,2025-01-06,pivot,86.71,0.24,,0.717,0.717,,1.79,uptrend,-0.0783,-0.0993,-0.1649,0.0087,-0.1674,True
FCEPL,2025-03-10,pivot,85.29,7.95,,0.847,0.847,,0.18,uptrend,-0.0102,-0.0423,-0.0836,0.0069,-0.1143,True
FCEPL,2025-04-22,pivot,87.86,0.35,,1.0,1.0,,7.31,uptrend,-0.0453,-0.1554,0.0297,0.0858,-0.2508,True
FCEPL,2025-05-05,pivot,89.3,0.62,,0.701,0.701,,0.26,uptrend,-0.0513,0.1266,0.1431,0.242,-0.1912,True
FCEPL,2025-05-20,pivot,101.3,4.24,,0.796,0.796,,1.2,uptrend,0.0557,0.0423,-0.1522,0.1125,-0.158,True
FCEPL,2025-05-27,pivot,106.46,1.37,,0.69,0.69,,2.39,uptrend,-0.0242,-0.1463,-0.2003,0.0082,-0.2779,True
FCEPL,2025-06-05,pivot,104.21,1.45,,0.511,0.511,,0.41,uptrend,-0.1169,-0.2433,-0.1877,0.0056,-0.2665,True
FCEPL,2026-01-09,pivot,90.75,0.49,,0.574,0.574,,1.75,uptrend,-0.0588,-0.0733,-0.0881,0.0433,-0.099,True
FCEPL,2026-01-15,pivot,87.72,0.15,,0.443,0.443,,0.78,uptrend,-0.0358,-0.0587,-0.053,0.0165,-0.0823,True
FCEPL,2026-04-13,pivot,78.19,0.88,,0.477,0.477,,4.39,uptrend,-0.0482,0.159,,0.3129,-0.0742,True
FCEPL,2026-04-22,pivot,77.2,0.19,,0.544,0.544,,1.44,uptrend,0.1766,0.3168,,0.3471,-0.0407,False
FCEPL,2026-04-23,pivot,77.13,0.01,,0.519,0.519,,1.0,uptrend,0.1719,,,0.3556,-0.0346,False
FCEPL,2026-04-24,pivot,77.14,1.22,,1.0,1.0,,2.51,uptrend,0.1089,,,0.2461,0.0493,False
FCEPL,2026-04-30,pivot,91.59,1.63,,0.873,0.873,,0.9,uptrend,,,,0.1524,0.0124,False
FFBL,2020-04-20,pivot,14.82,1.17,0.564,0.985,0.985,0.421,4.06,uptrend,-0.0732,0.0864,0.0738,0.1577,-0.0864,True
FFBL,2020-05-15,pivot,17.68,1.64,0.468,0.468,0.468,0.315,2.11,uptrend,-0.0486,-0.0865,-0.1568,-0.0065,-0.1638,True
FFBL,2020-06-01,pivot,17.43,1.03,0.481,0.481,0.481,0.519,0.28,uptrend,-0.0545,-0.1006,-0.131,-0.0022,-0.1681,True
FFBL,2020-06-08,pivot,16.7,0.58,0.564,0.564,0.564,0.436,0.6,uptrend,-0.0583,-0.0924,-0.0447,0.0447,-0.1289,True
FFBL,2020-07-30,pivot,18.29,2.7,0.478,0.896,0.896,0.417,2.03,uptrend,0.0264,0.0011,-0.0185,0.1868,-0.0501,False
FFBL,2020-08-10,pivot,19.28,0.95,0.321,0.686,0.686,0.364,0.87,uptrend,-0.098,-0.0995,0.0195,0.1122,-0.122,True
FFBL,2020-08-20,pivot,18.15,0.81,0.576,0.712,0.712,0.136,0.57,uptrend,-0.0054,0.1232,0.2152,0.2722,-0.0312,False
FFBL,2020-08-21,pivot,18.08,0.41,0.439,0.579,0.579,0.14,0.38,uptrend,0.0022,0.1416,0.2395,0.2729,-0.0205,False
