sector,symbol,start,end,kind,outcome,direction,breakout_idx,type_trigger,entry_price,lfd_level,r_lfd_denom,opposite_stop,r_opposite_denom,first_breach_idx,switched,switch_bar,exit_bar,exit_stop,horizon_reached,realized_R_adaptive_fixed,realized_R_adaptive_rebased,realized_R_lfd_static,realized_R_opposite_static
POWER GENERATION & DISTRIBUTION,KAPCO,4200,4280,descending,up,up,4282,1.0,27.7,26.89,0.8099999999999987,26.47502254283138,1.2249774571686203,,False,,4338,lfd,False,-1.0,-1.0,-1.0,-0.8898122929701877
POWER GENERATION & DISTRIBUTION,KEL,3160,3240,ascending,sequential,up,3242,3.0,6.75,6.45,0.2999999999999998,6.214601718644397,0.5353982813556026,3272.0,False,,3271,lfd,False,-1.0,-1.0,-1.0,-0.4856197882101756
TEXTILE COMPOSITE,KML,1280,1360,descending,sequential,up,1373,3.0,17.6,16.1,1.5,15.770959367945824,1.829040632054177,1393.0,False,,1384,lfd,False,-1.0,-1.0,-1.0,-0.6779510407089047
CEMENT,KOHC,2120,2200,ascending,sequential,up,2201,3.0,122.65,115.75,6.900000000000006,116.01509689922476,6.634903100775247,2203.0,True,2203.0,2272,opposite,False,-0.9615801595326438,-1.0,-1.0,-1.0
CEMENT,KOHC,4840,4920,ascending,down,down,4922,3.0,373.07,389.0,15.930000000000007,403.8717585117585,30.80175851175852,4927.0,False,,4926,lfd,False,-1.0,-1.0,-1.0,-0.4538701903874474
POWER GENERATION & DISTRIBUTION,KOHP,3560,3640,ascending,down,down,3649,3.0,3.72,4.14,0.4199999999999995,4.4872544673777535,0.7672544673777533,3652.0,True,3652.0,3708,opposite,False,-1.8267963508994147,-1.0,-1.0,-0.0912343987246355
TEXTILE COMPOSITE,KOIL,3960,4040,symmetrical,up,up,4041,3.0,5.1,4.9,0.1999999999999993,4.605144904954816,0.49485509504518355,4069.0,False,,4047,lfd,False,-1.0,-1.0,-1.0,-0.3031190372735345
AUTOMOBILE PARTS & ACCESSORIES,LOADS,2200,2280,symmetrical,down,down,2288,1.0,17.86,18.38,0.5199999999999996,19.300695296523514,1.440695296523515,,False,,2378,,True,7.096153846153851,7.096153846153851,7.096153846153851,2.561263307310153
CHEMICAL,LOTCHEM,1000,1080,descending,up,up,1084,1.0,3.03,2.91,0.11999999999999966,2.822403490216816,0.20759650978318378,,False,,1174,,True,34.7500000000001,34.7500000000001,34.7500000000001,20.08704291009129
CHEMICAL,LOTCHEM,1720,1800,symmetrical,down,down,1801,1.0,7.4,7.69,0.29000000000000004,8.507202426080365,1.1072024260803648,,False,,1819,lfd,False,-1.0,-1.0,-1.0,-0.1445083538756497
POWER GENERATION & DISTRIBUTION,LPL,400,480,ascending,down,down,488,1.0,16.057,16.7463,0.6893000000000029,17.581321126760564,1.5243211267605652,,False,,541,lfd,False,-1.0,-1.0,-1.0,-0.4760151829306598
POWER GENERATION & DISTRIBUTION,LPL,720,800,descending,up,up,821,1.0,11.9987,11.3093,0.6893999999999991,11.322844072891227,0.6758559271087723,856.0,False,,856,lfd,False,-1.0,-1.0,-1.0,-1.0
CEMENT,LUCK,2040,2120,descending,up,up,2121,1.0,239.98,237.5,2.4799999999999898,224.87402072598852,15.105979274011474,,False,,2211,,True,39.48387096774209,39.48387096774209,39.48387096774209,6.482201400108037
COMMERCIAL BANKS,MCB,1800,1880,symmetrical,up,up,1882,2.0,187.99,186.0,1.990000000000009,182.05393979303855,5.936060206961457,,False,,1891,lfd,False,-1.0,-1.0,-1.0,-0.3183929970561189
COMMERCIAL BANKS,MCB,3080,3160,symmetrical,up,up,3162,1.0,210.14,199.5,10.639999999999986,200.37478260869565,9.765217391304333,,False,,3252,,True,-0.847744360902255,-0.847744360902255,-0.847744360902255,-0.9236865538735498
COMMERCIAL BANKS,MCB,4120,4200,ascending,down,down,4201,1.0,148.81,154.0,5.189999999999998,165.09529724315138,16.285297243151376,,False,,4224,lfd,False,-1.0,-1.0,-1.0,-0.2922881866342208
COMMERCIAL BANKS,MEBL,1560,1640,ascending,sequential,down,1645,3.0,18.92,19.4,0.4799999999999969,19.84712292358804,0.9271229235880369,1676.0,False,,1676,lfd,False,-1.0,-1.0,-1.0,-1.0
COMMERCIAL BANKS,MEBL,2080,2160,ascending,down,down,2169,2.0,38.57,39.0,0.4299999999999997,39.541976793822045,0.9719767938220443,,False,,2180,lfd,False,-1.0,-1.0,-1.0,-0.1543246721047349
PAPER & BOARD,MERIT,720,800,symmetrical,down,down,801,2.0,17.35,18.13,0.7799999999999976,19.462405255179384,2.1124052551793824,853.0,False,,853,lfd,False,-1.0,-1.0,-1.0,-0.2840364075637782
PAPER & BOARD,MERIT,4240,4320,ascending,down,down,4344,2.0,12.87,13.18,0.3100000000000005,13.937181455326993,1.0671814553269936,,False,,4434,,True,11.741935483870945,11.741935483870945,11.741935483870945,3.4108538729101805
PAPER & BOARD,MERIT,4280,4360,descending,down,down,4361,2.0,12.36,13.15,0.7900000000000009,13.557735799207396,1.197735799207397,,False,,4451,,True,2.8481012658227813,2.8481012658227813,2.8481012658227813,1.8785445016245987
CEMENT,MLCF,1360,1440,symmetrical,down,down,1441,1.0,2.75,2.89,0.14000000000000012,2.964593175853018,0.21459317585301818,,False,,1489,lfd,False,-1.0,-1.0,-1.0,1.8173923679060688
CEMENT,MLCF,2560,2640,symmetrical,down,down,2643,2.0,69.04,70.94,1.8999999999999915,73.20899603698811,4.168996036988105,2667.0,False,,2653,lfd,False,-1.0,-1.0,-1.0,-0.3166229922716905
TEXTILE COMPOSITE,MSOT,960,1040,descending,up,up,1041,1.0,28.35,27.0,1.3500000000000014,24.69712023646152,3.6528797635384826,,False,,1131,,True,76.7777777777777,76.7777777777777,76.7777777777777,28.374873171187023
AUTOMOBILE ASSEMBLER,MTL,200,280,symmetrical,up,up,283,1.0,65.7186,62.5698,3.1487999999999943,61.35838711396903,4.360212886030965,311.0,False,,308,lfd,False,-1.0,-1.0,-1.0,-0.950481113726648
AUTOMOBILE ASSEMBLER,MTL,1560,1640,descending,up,up,1643,1.0,140.8413,129.3095,11.531799999999976,128.54099153503444,12.300308464965553,,False,,1733,,True,2.9119911895801236,2.9119911895801236,2.911991189580124,2.7300534857028924
AUTOMOBILE ASSEMBLER,MTL,4160,4240,ascending,down,down,4243,3.0,304.0909,309.7447,5.653800000000047,324.5336263202726,20.44272632027264,4260.0,False,,4259,lfd,False,-1.0,-1.0,-1.0,-0.5383283925826803
FOOD & PERSONAL CARE PRODUCTS,MUREB,2600,2680,ascending,sequential,up,2681,3.0,1008.17,960.17,48.0,780.1115951626834,228.05840483731652,2694.0,False,,2684,lfd,False,-1.0,-1.0,-1.0,-0.026045959605116
FOOD & PERSONAL CARE PRODUCTS,MUREB,3120,3200,descending,up,up,3208,3.0,589.99,555.0,34.99000000000001,550.475555688551,39.51444431144898,3209.0,True,3209.0,3252,opposite,False,-1.1293067822649034,-1.0,-1.0,-0.5818125599539014
MISCELLANEOUS,MWMP,760,840,symmetrical,up,up,841,3.0,0.07,0.0653,0.00470000000000001,0.0477498852333588,0.022250114766641203,876.0,False,,872,lfd,False,-1.0,-1.0,-1.0,-0.0359548707227084
FOOD & PERSONAL CARE PRODUCTS,NATF,680,760,descending,down,down,762,2.0,32.01,32.8819,0.8719000000000037,33.22749562295365,1.217495622953649,775.0,False,,768,lfd,False,-1.0,-1.0,-1.0,-0.3478451930468477
COMMERCIAL BANKS,NBP,1320,1400,symmetrical,up,up,1401,2.0,39.3505,37.8842,1.4662999999999968,37.45168772893773,1.898812271062269,,False,,1491,,True,3.4741867285003147,3.4741867285003147,3.4741867285003147,2.682834989869803
COMMERCIAL BANKS,NBP,4840,4920,descending,up,up,4921,1.0,64.69,62.56,2.1299999999999955,59.20467623005766,5.48532376994234,,False,,5011,,True,19.85446009389676,19.85446009389676,19.85446009389676,7.709663417086599
TEXTILE COMPOSITE,NCL,2640,2720,descending,up,up,2740,2.0,34.47,33.15,1.3200000000000003,32.36290322580645,2.1070967741935505,,False,,2793,lfd,False,-1.0,-1.0,-1.0,-0.6264543784445801
TEXTILE COMPOSITE,NCL,3360,3440,symmetrical,down,down,3476,2.0,50.79,52.39,1.6000000000000014,54.6505128205128,3.8605128205128025,,False,,3566,,True,12.599999999999989,12.599999999999989,12.599999999999987,5.222104144527124
FOOD & PERSONAL CARE PRODUCTS,NESTLE,2720,2800,ascending,up,up,2828,2.0,6290.0,5850.0,440.0,5734.009797539968,555.9902024600324,2843.0,False,,2843,lfd,False,-1.0,-1.0,-1.0,-0.8992604506118809
CHEMICAL,NICL,2560,2640,ascending,down,down,2643,1.0,25.69,27.0,1.3099999999999987,28.15008298755187,2.4600829875518677,2727.0,False,,2693,lfd,False,-1.0,-1.0,-1.0,-0.3292571852651458
OIL & GAS EXPLORATION COMPANIES,OGDC,2400,2480,descending,down,down,2482,1.0,197.74,205.3,7.560000000000002,212.29584623473735,14.555846234737345,,False,,2572,,True,5.370370370370372,5.370370370370372,5.370370370370372,2.789257274723647
MISCELLANEOUS,PABC,480,560,symmetrical,up,up,561,1.0,54.13,53.03,1.1000000000000014,49.43841302592625,4.691586974073751,,False,,651,,True,14.427272727272706,14.427272727272706,14.427272727272706,3.3826507081078203
PROPERTY,PACE,2240,2320,symmetrical,up,up,2333,1.0,7.17,6.5,0.6699999999999999,6.425393794749404,0.7446062052505962,,False,,2423,,True,6.985074626865672,6.985074626865672,6.985074626865672,6.285201448764387
CABLE & ELECTRICAL GOODS,PAEL,2160,2240,symmetrical,up,up,2243,1.0,22.1,20.0,2.1000000000000014,19.608216973786664,2.491783026213337,,False,,2333,,True,3.347619047619044,3.347619047619044,3.347619047619044,2.8212729302852693
CABLE & ELECTRICAL GOODS,PAEL,4800,4880,ascending,up,up,4881,1.0,32.38,30.5,1.8800000000000026,25.273580526464755,7.106419473535247,,False,,4971,,True,7.563829787234032,7.563829787234032,7.563829787234032,2.0010076879019274
CABLE & ELECTRICAL GOODS,PAEL,4960,5040,descending,up,up,5044,2.0,42.49,40.8,1.6900000000000048,39.8194661592265,2.6705338407735013,,False,,5134,,True,7.781065088757374,7.781065088757374,7.781065088757374,4.924109104789023
TECHNOLOGY & COMMUNICATION,PAKD,40,120,symmetrical,up,up,121,2.0,55.3,53.95,1.3499999999999943,49.89122807017544,5.40877192982456,,False,,134,lfd,False,-1.0,-1.0,-1.0,-0.4714563736620171
TECHNOLOGY & COMMUNICATION,PAKD,2960,3040,symmetrical,down,down,3041,1.0,69.99,74.75,4.760000000000005,79.84113636363634,9.851136363636343,,False,,3131,,True,2.195378151260501,2.195378151260501,2.195378151260501,1.0607913254123909
CHEMICAL,PAKOXY,2080,2160,descending,up,up,2163,1.0,117.9081,112.3779,5.530200000000008,110.55520122161732,7.352898778382681,,False,,2253,,True,6.0293841090738045,6.0293841090738045,6.0293841090738045,4.534769348114726
CHEMICAL,PAKOXY,3800,3880,descending,up,up,3887,2.0,156.05,151.0,5.050000000000011,146.54124309703593,9.50875690296408,3936.0,False,,3936,lfd,False,-1.0,-1.0,-1.0,-1.0
CHEMICAL,PAKOXY,4400,4480,descending,up,up,4481,1.0,86.01,80.0,6.010000000000005,78.52369431117202,7.486305688827983,,False,,4571,,True,11.279534109816963,11.279534109816963,11.279534109816964,9.055200631356112
INSURANCE,PAKRI,2280,2360,descending,up,up,2364,2.0,26.47,25.6,0.8699999999999974,25.126211145852487,1.3437888541475118,,False,,2454,,True,4.264367816091967,4.264367816091967,4.264367816091967,2.7608504033571504
INSURANCE,PAKRI,3680,3760,symmetrical,up,up,3762,2.0,24.99,24.15,0.8399999999999999,23.457806215722115,1.532193784277883,,False,,3797,lfd,False,-1.0,-1.0,-1.0,-0.3263294794239412
ENGINEERING,PECO,0,80,ascending,up,up,82,1.0,80.4,76.65,3.75,65.38182860418458,15.018171395815429,,False,,172,,True,7.093333333333332,7.093333333333332,7.093333333333332,1.771187669852513
ENGINEERING,PECO,1560,1640,descending,sequential,up,1649,3.0,236.95,216.0,20.94999999999999,222.8821715378312,14.06782846216879,1653.0,True,1653.0,1666,opposite,False,-0.6714953919889641,-1.0,0.1455847255369934,-1.0
TRANSPORT,PICT,4720,4800,descending,down,down,4801,1.0,39.05,40.26,1.2100000000000009,41.846409553641365,2.796409553641368,4861.0,False,,4861,lfd,False,-1.0,-1.0,-1.0,-1.0
INSURANCE,PKGI,1320,1400,descending,sequential,down,1402,3.0,1.2685,1.4185,0.15000000000000013,1.415187933153109,0.14668793315310902,1403.0,True,1403.0,1411,opposite,False,-0.9779195543540593,-1.0,-1.0,-1.0
POWER GENERATION & DISTRIBUTION,PKGP,1960,2040,symmetrical,up,up,2041,1.0,11.1323,10.5822,0.5501000000000005,7.752991455665263,3.379308544334738,2118.0,False,,2085,lfd,False,-1.0,-1.0,-1.0,-0.1781133602047257
PAPER & BOARD,PKGS,3480,3560,symmetrical,up,up,3570,1.0,306.76,288.0,18.75999999999999,283.6597065337764,23.100293466223604,,False,,3660,,True,0.24626865671641826,0.24626865671641826,0.2462686567164182,0.1999974591991736
TRANSPORT,PNSC,4640,4720,ascending,up,up,4746,1.0,225.7073,206.5912,19.116100000000017,201.86154343615797,23.84575656384203,,False,,4836,,True,10.853296435988502,10.853296435988502,10.853296435988502,8.700613018695169
OIL & GAS EXPLORATION COMPANIES,POL,360,440,symmetrical,up,up,446,2.0,354.6,331.9,22.700000000000045,327.3752559726962,27.224744027303814,,False,,532,lfd,False,-1.0,-1.0,-1.0,-1.0
OIL & GAS EXPLORATION COMPANIES,POL,1640,1720,ascending,sequential,up,1721,3.0,379.17,374.25,4.920000000000016,363.84922010398606,15.32077989601396,1731.0,False,,1730,lfd,False,-1.0,-1.0,-1.0,-0.6390014128815404
OIL & GAS EXPLORATION COMPANIES,POL,1720,1800,descending,up,up,1809,1.0,375.35,368.99,6.360000000000014,363.8333925686591,11.516607431340901,,False,,1899,,True,7.855345911949666,7.855345911949666,7.855345911949666,4.338083094161962
OIL & GAS EXPLORATION COMPANIES,POL,2440,2520,descending,sequential,up,2525,3.0,388.12,380.8,7.319999999999993,364.3969426990528,23.723057300947232,2557.0,False,,2552,lfd,False,-1.0,-1.0,-1.0,-0.4527241098714203
CEMENT,POWER,160,240,ascending,sequential,down,241,3.0,16.6368,17.4512,0.8143999999999991,19.03866788154897,2.40186788154897,263.0,False,,254,lfd,False,-1.0,-1.0,-1.0,0.1129953908309783
CEMENT,POWER,4920,5000,symmetrical,up,up,5001,1.0,15.65,15.0,0.6500000000000004,14.276334355828212,1.3736656441717887,,False,,5091,,True,3.2769230769230764,3.2769230769230764,3.2769230769230764,1.5505956700869676
PAPER & BOARD,PPP,320,400,symmetrical,down,down,411,2.0,25.2687,25.6516,0.38289999999999935,26.938711660018413,1.6700116600184138,,False,,417,lfd,False,-1.0,-1.0,-1.0,0.3668237861244908
REFINERY,PRL,1680,1760,symmetrical,down,down,1765,2.0,46.9895,47.9314,0.9418999999999969,49.98401845767639,2.994518457676392,,False,,1792,lfd,False,-1.0,-1.0,-1.0,0.0754044442174554
REFINERY,PRL,3920,4000,ascending,down,down,4005,1.0,25.02,25.88,0.8599999999999994,27.159553819006803,2.139553819006803,,False,,4095,,True,9.01162790697675,9.01162790697675,9.01162790697675,3.622250551097428
REFINERY,PRL,4120,4200,descending,up,up,4204,1.0,14.09,12.31,1.7799999999999994,11.991715546327535,2.0982844536724645,,False,,4294,,True,2.7471910112359565,2.7471910112359565,2.7471910112359565,2.3304752563178064
MISCELLANEOUS,PSEL,920,1000,ascending,up,up,1002,1.0,551.25,525.0,26.25,504.9795965153601,46.27040348463993,,False,,1092,,True,15.914285714285715,15.914285714285715,15.914285714285716,9.028449473942402
OIL & GAS MARKETING COMPANIES,PSO,1160,1240,ascending,down,down,1265,1.0,303.54,316.75,13.20999999999998,319.1123802716226,15.572380271622592,,False,,1355,,True,2.9288417865253638,2.9288417865253638,2.928841786525364,2.4845270488612736
OIL & GAS MARKETING COMPANIES,PSO,1480,1560,ascending,down,down,1561,1.0,268.06,269.0,0.9399999999999977,285.534546298753,17.474546298753012,,False,,1622,lfd,False,-1.0,-1.0,-1.0,0.1281864468298016
TEXTILE COMPOSITE,QUET,1280,1360,symmetrical,up,up,1361,1.0,18.66,16.16,2.5,8.740877006766624,9.919122993233376,,False,,1376,lfd,False,-1.0,-1.0,-1.0,-0.2631281013231198
FOOD & PERSONAL CARE PRODUCTS,QUICE,3400,3480,descending,down,down,3483,2.0,3.21,3.48,0.27,3.753063427800271,0.5430634278002708,3530.0,False,,3530,lfd,False,-1.0,-1.0,-1.0,-0.1288983872170169
FOOD & PERSONAL CARE PRODUCTS,QUICE,3640,3720,ascending,down,down,3746,2.0,4.58,5.0,0.41999999999999993,5.199405708937764,0.619405708937764,3780.0,False,,3780,lfd,False,-1.0,-1.0,-1.0,-1.0
FOOD & PERSONAL CARE PRODUCTS,QUICE,4760,4840,ascending,up,up,4843,2.0,8.43,8.13,0.29999999999999893,8.0490176970453,0.38098230295469904,4877.0,False,,4877,lfd,False,-1.0,-1.0,-1.0,-1.0
AUTOMOBILE ASSEMBLER,SAZEW,2000,2080,descending,up,up,2085,1.0,24.4019,23.2399,1.1620000000000026,22.96233247303018,1.439567526969821,,False,,2175,,True,1.3699655765920786,1.3699655765920786,1.3699655765920786,1.105818219830803
PHARMACEUTICALS,SEARL,1040,1120,descending,down,down,1122,3.0,23.4085,24.4394,1.030899999999999,24.69289654569306,1.2843965456930597,1123.0,True,1123.0,1156,opposite,False,-1.2458982885760606,-1.0,-1.0,-0.3632834435475864
PHARMACEUTICALS,SEARL,1560,1640,descending,up,up,1651,2.0,20.4135,19.596,0.817499999999999,19.49513049262855,0.9183695073714482,,False,,1741,,True,4.381162079510711,4.381162079510711,4.381162079510711,3.899955269912256
PHARMACEUTICALS,SEARL,4160,4240,descending,down,down,4248,1.0,83.5,104.3,20.799999999999997,105.04057070316816,21.540570703168157,,False,,4338,,True,1.4177884615384617,1.4177884615384617,1.4177884615384615,1.3690445070548969
PAPER & BOARD,SEPL,3760,3840,descending,up,up,3871,2.0,117.38,112.6,4.780000000000001,108.5944144144144,8.785585585585594,3916.0,False,,3893,lfd,False,-1.0,-1.0,-1.0,-0.5759433962264149
OIL & GAS MARKETING COMPANIES,SHEL,480,560,descending,up,up,561,1.0,213.8553,208.9703,4.884999999999991,201.98982536231884,11.86547463768116,,False,,577,lfd,False,-1.0,-1.0,-1.0,0.516911475291698
OIL & GAS MARKETING COMPANIES,SHEL,3360,3440,ascending,down,down,3441,1.0,191.7087,202.0375,10.328800000000001,230.35228887399464,38.643588873994645,,False,,3531,,True,6.525966230346215,6.525966230346215,6.525966230346215,1.7442841610749236
FOOD & PERSONAL CARE PRODUCTS,SHEZ,3040,3120,descending,up,up,3121,1.0,175.74,151.01,24.730000000000018,117.0027677100494,58.73723228995061,,False,,3132,lfd,False,-1.0,-1.0,-1.0,-0.2342636767778761
FOOD & PERSONAL CARE PRODUCTS,SHEZ,3320,3400,symmetrical,up,up,3406,1.0,239.36,226.0,13.360000000000014,222.14886203107835,17.211137968921662,,False,,3426,,True,-0.4184131736526944,-0.4184131736526944,-0.220808383233534,-0.171400636339495
MISCELLANEOUS,SHFA,720,800,descending,down,down,803,3.0,19.25,21.45,2.1999999999999993,22.864446036294176,3.6144460362941757,807.0,True,807.0,893,,True,1.5227272727272732,0.926836357870954,1.5227272727272732,0.926836357870954
MISCELLANEOUS,SHFA,1120,1200,descending,up,up,1208,2.0,32.9,31.0,1.8999999999999986,29.438355193193907,3.461644806806092,1294.0,False,,1292,lfd,False,-1.0,-1.0,-1.0,-0.6730904324495924
MISCELLANEOUS,SHFA,4280,4360,descending,sequential,up,4361,3.0,550.02,542.0,8.019999999999982,497.82278436845775,52.197215631542235,4392.0,False,,4383,lfd,False,-1.0,-1.0,-1.0,-0.3435049127249814
COMMERCIAL BANKS,SILK,1320,1400,descending,up,up,1417,2.0,2.1274,1.9814,0.14600000000000013,2.00021347631242,0.12718652368758,1436.0,False,,1433,lfd,False,-1.0,-1.0,-0.6315068493150683,-1.0
CHEMICAL,SITC,520,600,symmetrical,up,up,627,3.0,330.65,305.0,25.649999999999977,305.16222983658406,25.487770163415917,628.0,True,628.0,648,opposite,False,-0.9936752500357091,-1.0,-1.0,-1.0
CEMENT,SMCPL,3080,3160,descending,up,up,3161,3.0,46.34,44.2,2.1400000000000006,38.76299826689775,7.57700173310225,3195.0,False,,3169,lfd,False,-1.0,-1.0,-1.0,0.6202981292015188
COMMERCIAL BANKS,SNBL,1920,2000,descending,up,up,2001,1.0,5.3814,5.1237,0.2576999999999998,4.502680397727272,0.8787196022727279,,False,,2091,,True,4.11757857974389,4.11757857974389,4.11757857974389,1.2075524402273052
OIL & GAS MARKETING COMPANIES,SNGP,560,640,descending,down,down,642,1.0,66.25,70.3,4.049999999999997,71.43211687809678,5.182116878096778,685.0,False,,683,lfd,False,-1.0,-1.0,-1.0,-0.7815338972994044
POWER GENERATION & DISTRIBUTION,SPWL,920,1000,ascending,down,down,1023,2.0,13.9048,14.46,0.555200000000001,15.244927695625384,1.3401276956253838,,False,,1113,,True,5.969560518731976,5.969560518731976,5.969560518731976,2.4731225321429866
OIL & GAS MARKETING COMPANIES,SSGC,400,480,descending,sequential,down,481,3.0,25.75,26.4,0.6499999999999986,27.4012039582188,1.651203958218801,504.0,False,,503,lfd,False,-1.0,-1.0,-1.0,-0.7570233790793534
OIL & GAS MARKETING COMPANIES,SSGC,520,600,ascending,up,up,618,3.0,28.6,27.5,1.1000000000000014,26.08625,2.5137500000000017,639.0,False,,639,lfd,False,-1.0,-1.0,-1.0,-0.5171556439582297
OIL & GAS MARKETING COMPANIES,SSGC,2080,2160,descending,up,up,2163,2.0,25.29,24.0,1.2899999999999991,23.7094029209622,1.5805970790377977,,False,,2253,,True,6.418604651162796,6.418604651162796,6.418604651162796,5.2385266996953606
OIL & GAS MARKETING COMPANIES,SSGC,3000,3080,descending,down,down,3088,3.0,34.86,36.85,1.990000000000002,39.58743045458948,4.727430454589481,3115.0,False,,3115,lfd,False,-1.0,-1.0,-1.0,-0.4547925179761739
OIL & GAS MARKETING COMPANIES,SSGC,4760,4840,descending,up,up,4841,1.0,16.68,15.16,1.5199999999999996,8.47911865373645,8.20088134626355,,False,,4931,,True,13.500000000000005,13.500000000000005,13.500000000000004,2.502170088017337
OIL & GAS MARKETING COMPANIES,SSGC,5080,5160,symmetrical,down,down,5161,1.0,32.59,33.24,0.6499999999999986,34.75759493670887,2.1675949367088663,,False,,5245,lfd,False,-1.0,-1.0,-1.0,-0.1614692828778292
MISCELLANEOUS,STPL,120,200,symmetrical,down,down,202,1.0,22.3392,25.2664,2.927199999999999,25.35302397223224,3.013823972232238,,False,,292,,True,1.1315933315113422,1.1315933315113422,1.1315933315113422,1.099068834317691
TECHNOLOGY & COMMUNICATION,TELE,3200,3280,ascending,sequential,down,3283,3.0,1.91,2.0,0.09000000000000008,2.07647390556299,0.16647390556299002,3310.0,False,,3310,lfd,False,-1.0,-1.0,-1.0,-1.0
GLASS & CERAMICS,TGL,3360,3440,descending,up,up,3443,2.0,90.12,84.25,5.8700000000000045,84.51877021068107,5.601229789318936,,False,,3455,lfd,False,-1.0,-1.0,-1.0,-1.0
GLASS & CERAMICS,TGL,3560,3640,descending,sequential,down,3658,3.0,91.09,102.69,11.599999999999994,102.12863750673614,11.038637506736137,3665.0,False,,3665,lfd,False,-1.0,-1.0,-1.0,-1.0
FOOD & PERSONAL CARE PRODUCTS,TREET,3720,3800,symmetrical,up,up,3801,1.0,17.2,16.2,1.0,16.13435166452087,1.0656483354791284,,False,,3814,lfd,False,-1.0,-1.0,-1.0,-1.0
TECHNOLOGY & COMMUNICATION,TRG,2320,2400,symmetrical,up,up,2408,1.0,12.33,11.36,0.9700000000000006,10.71757575757576,1.6124242424242397,,False,,2498,,True,6.463917525773193,6.463917525773193,6.463917525773193,3.888554782935542
TECHNOLOGY & COMMUNICATION,TRG,3400,3480,descending,down,down,3487,2.0,22.12,23.57,1.4499999999999993,24.11645049148885,1.9964504914888472,,False,,3577,,True,5.282758620689658,5.282758620689658,5.282758620689658,3.836809393799481
COMMERCIAL BANKS,UBL,1600,1680,ascending,up,up,1684,2.0,40.7806,39.7068,1.0737999999999985,38.59491558348293,2.18568441651707,1715.0,False,,1713,lfd,False,-1.0,-1.0,-1.0,-0.3998747455923843
COMMERCIAL BANKS,UBL,2000,2080,ascending,down,down,2088,1.0,66.5825,67.9261,1.3436000000000092,67.21433647892579,0.6318364789257913,2090.0,False,,2090,lfd,False,-1.0,-1.0,-0.7286394760345285,-1.0
MISCELLANEOUS,UDPL,2880,2960,symmetrical,up,up,2964,2.0,117.84,115.64,2.200000000000003,112.57615027213598,5.263849727864027,,False,,2978,,True,1.904545454545451,1.904545454545451,1.6681818181818169,0.6972083531513009
INSURANCE,UNIC,2480,2560,symmetrical,sequential,down,2575,3.0,7.62,8.23,0.6100000000000003,8.055661157024787,0.4356611570247866,2582.0,True,2582.0,2582,opposite,False,-0.7141986180734202,-1.0,-0.9344262295081952,-1.0
INSURANCE,UNIC,2520,2600,symmetrical,up,up,2601,1.0,8.99,8.32,0.6699999999999999,7.968367129135539,1.0216328708644609,2671.0,False,,2670,lfd,False,-1.0,-1.0,-1.0,-0.9788252008315316
INSURANCE,UNIC,2680,2760,ascending,sequential,up,2772,3.0,8.44,7.46,0.9799999999999995,7.682321724709787,0.7576782752902123,2789.0,True,2789.0,2791,opposite,False,-0.7731410972349109,-1.0,-1.0,-1.0
FOOD & PERSONAL CARE PRODUCTS,UPFL,400,480,symmetrical,up,up,490,2.0,1776.23,1700.0,76.23000000000002,1651.5084112149532,124.72158878504683,,False,,580,,True,14.610651974288334,14.610651974288334,14.610651974288334,8.930049808133397
CABLE & ELECTRICAL GOODS,WAVES,920,1000,symmetrical,up,up,1002,1.0,19.88,18.9,0.9800000000000004,17.983350413874653,1.8966495861253456,,False,,1017,lfd,False,-1.0,-1.0,-1.0,-0.7065089987115005
FOOD & PERSONAL CARE PRODUCTS,ZIL,2360,2440,ascending,down,down,2441,1.0,106.14,108.0,1.8599999999999994,116.57603414547395,10.436034145473954,,False,,2447,lfd,False,-1.0,-1.0,-1.0,-0.2098498308334673
