symbol,date,bucket,close_t,open_t1,gap_pct,set,b_le_close,ht_ret,ht_censored,ht_win,lb,hit_tp_10
AATM,2013-12-31,A_gap_up,4.87,5.78,18.685831622176597,N20_ALL,False,18.069815195071868,False,True,20,1
AATM,2014-03-06,A_gap_up,8.0,8.5,6.25,N20_ALL,False,0.0,False,False,20,1
AATM,2014-07-09,C_gap_down,6.76,6.0,-11.242603550295856,N20_ALL,True,-8.0,False,False,20,0
AATM,2015-06-12,C_gap_down,4.2,3.8,-9.52380952380953,N20_ALL,True,-7.9999999999999964,False,False,20,0
AATM,2024-05-31,A_gap_up,4.07,5.07,24.570024570024568,N20_ALL,False,171.99017199017197,False,True,20,1
AATM,2024-08-13,A_gap_up,60.2,66.0,9.634551495016606,N20_ALL,False,-7.999999999999992,False,False,20,0
AATM,2024-11-22,C_gap_down,70.89,64.01,-9.705177034842707,N20_ALL,True,-7.999999999999999,False,False,20,0
AATM,2025-01-01,A_gap_up,72.0,77.5,7.638888888888889,N20_ALL,False,18.916666666666675,False,True,20,1
AATM,2025-06-02,A_gap_up,50.35,55.39,10.00993048659384,N20_ALL,False,10.00993048659384,False,True,20,1
AATM,2026-04-10,C_gap_down,40.78,39.0,-4.364884747425212,N20_ALL,True,-7.086807258460031,False,False,20,0
AATM,2026-06-30,A_gap_up,67.0,69.0,2.985074626865672,N20_ALL,False,-2.9850746268656714,False,False,20,0
ABL,2005-11-24,A_gap_up,73.5,75.0,2.0408163265306123,N20_ALL,False,3.5374149659863865,False,True,20,1
ABL,2006-04-13,A_gap_up,97.9,99.4,1.53217568947906,N20_ALL,False,2.4004085801838553,False,True,20,1
ABL,2006-09-21,A_gap_up,84.9,85.0,0.1177856301531146,N20_ALL,False,3.8280329799764425,False,True,20,1
ABL,2007-01-25,C_gap_down,97.4,96.5,-0.92402464065709,N20_ALL,True,12.936344969199173,False,True,20,1
ABL,2007-04-30,A_gap_up,111.0,111.9,0.8108108108108159,N20_ALL,False,-1.2162162162162111,False,False,20,0
ABL,2007-10-01,A_gap_up,119.7,121.5,1.5037593984962383,N20_ALL,False,-0.3759398496240625,False,False,20,1
ABL,2007-12-06,A_gap_up,135.0,135.5,0.3703703703703704,N20_ALL,False,-1.8148148148148062,False,False,20,0
ABL,2008-02-12,A_gap_up,133.8,134.5,0.5231689088191245,N20_ALL,False,13.2660687593423,False,True,20,1
ABL,2009-02-18,A_gap_up,35.16,35.5,0.967007963595004,N20_ALL,False,6.655290102389088,False,True,20,1
ABL,2009-03-26,C_gap_down,38.77,38.35,-1.0833118390508167,N20_ALL,True,3.9979365488779908,False,True,20,1
ABL,2009-07-14,C_gap_down,41.59,41.5,-0.2163981726376614,N20_ALL,True,2.7891320028853004,False,True,20,1
ABL,2009-09-02,A_gap_up,46.72,47.05,0.7063356164383525,N20_ALL,False,0.8133561643835672,False,True,20,1
ABL,2009-10-07,A_gap_up,54.13,54.15,0.0369480879364419,N20_ALL,False,1.5887677812673182,False,True,20,0
ABL,2010-04-20,A_gap_up,65.72,66.1,0.578210590383438,N20_ALL,False,-0.25867315885575426,False,False,20,0
ABL,2010-11-22,C_gap_down,59.49,59.06,-0.7228105563960324,N20_ALL,True,-0.7396201042192045,False,False,20,1
ABL,2011-10-04,A_gap_up,64.28,65.5,1.897946484131921,N20_ALL,False,0.38892345986309895,False,True,20,0
ABL,2012-01-20,A_gap_up,58.86,60.99,3.618756371049953,N20_ALL,False,2.7862725110431543,False,True,20,1
ABL,2012-03-06,A_gap_up,69.17,69.45,0.4047997686858481,N20_ALL,False,-1.6191990747433924,False,False,20,0
ABL,2012-04-23,A_gap_up,68.8,71.75,4.2877906976744224,N20_ALL,False,1.0901162790697674,False,True,20,0
ABL,2012-07-18,A_gap_up,68.74,69.98,1.8038987489089453,N20_ALL,False,-0.7128309572301351,False,False,20,1
ABL,2012-12-05,C_gap_down,73.58,73.0,-0.7882576787170404,N20_ALL,True,1.2503397662408287,False,True,20,0
ABL,2013-01-21,A_gap_up,74.98,75.0,0.0266737796745745,N20_ALL,False,-0.04001066951187135,False,False,20,0
ABL,2013-05-06,C_gap_down,60.02,59.5,-0.8663778740419912,N20_ALL,True,-3.365544818393874,False,False,20,1
ABL,2013-07-05,A_gap_up,76.46,77.0,0.7062516348417556,N20_ALL,False,3.3219984305519312,False,True,20,1
ABL,2013-09-19,A_gap_up,83.21,84.0,0.9494051195769816,N20_ALL,False,0.9494051195769815,False,True,20,0
ABL,2013-12-02,A_gap_up,90.23,91.72,1.6513354760057573,N20_ALL,False,1.4075141305552432,False,True,20,0
ABL,2014-03-07,A_gap_up,94.05,94.9,0.9037745879851232,N20_ALL,False,1.2227538543328078,False,True,20,0
ABL,2014-05-30,C_gap_down,132.76,131.0,-1.325700512202464,N20_ALL,True,-2.824645977704128,False,False,20,0
ABL,2014-06-30,A_gap_up,137.41,138.0,0.429371952550763,N20_ALL,False,-0.9897387380830982,False,False,20,0
ABL,2014-10-10,A_gap_up,120.17,123.0,2.354997087459431,N20_ALL,False,0.07489390030789998,False,True,20,0
ABL,2015-04-15,A_gap_up,109.7,109.9,0.1823154056517801,N20_ALL,False,2.0966271649954393,False,True,20,0
ABL,2015-07-22,A_gap_up,106.0,106.9,0.8490566037735903,N20_ALL,False,-2.8301886792452833,False,False,20,0
ABL,2016-03-29,A_gap_up,90.35,90.89,0.5976757055893815,N20_ALL,False,0.16602102933038815,False,True,20,0
ABL,2016-06-17,C_gap_down,90.79,90.49,-0.3304328670558557,N20_ALL,True,-0.8701398832470606,False,False,20,0
ABL,2016-08-02,A_gap_up,92.97,93.0,0.0322684737011951,N20_ALL,False,-1.0433473163386027,False,False,20,1
ABL,2016-10-10,C_gap_down,100.93,100.25,-0.6737342712771295,N20_ALL,True,0.0693549985138147,False,True,20,1
ABL,2016-12-13,C_gap_down,107.98,107.5,-0.4445267642155991,N20_ALL,True,2.3337655121318726,False,True,20,1
ABL,2017-05-08,C_gap_down,97.94,97.17,-0.7861956299775332,N20_ALL,True,-0.7861956299775332,False,False,20,0
ABL,2017-12-29,A_gap_up,84.98,85.0,0.0235349493998541,N20_ALL,False,3.5537773593786723,False,True,20,1
ABL,2018-06-06,A_gap_up,104.31,105.49,1.131243409069114,N20_ALL,False,-3.547119164030297,False,False,20,0
ABL,2018-07-13,A_gap_up,104.93,106.9,1.8774421042599816,N20_ALL,False,-1.848851615362634,False,False,20,0
ABL,2018-12-21,C_gap_down,107.51,105.0,-2.3346665426472004,N20_ALL,True,-2.3346665426472004,False,False,20,0
ABL,2020-07-28,C_gap_down,84.13,82.8,-1.5808867229287988,N20_ALL,True,-0.1545227623915315,False,False,20,1
ABL,2021-01-08,A_gap_up,89.08,89.5,0.4714863044454442,N20_ALL,False,-1.1001347103727033,False,False,20,0
ABL,2021-10-12,A_gap_up,75.55,81.0,7.213765718067509,N20_ALL,False,3.1105228325612293,False,True,20,1
ABL,2021-12-30,C_gap_down,82.2,82.0,-0.2433090024330934,N20_ALL,True,-0.23114355231143277,False,False,20,1
ABL,2023-05-02,C_gap_down,67.84,67.6,-0.3537735849056738,N20_ALL,True,-2.343750000000005,False,False,20,1
ABL,2023-07-10,C_gap_down,73.0,71.5,-2.054794520547945,N20_ALL,True,-6.164383561643835,False,False,20,0
ABL,2023-10-16,C_gap_down,74.0,71.75,-3.040540540540541,N20_ALL,True,-2.851351351351351,False,False,20,1
ABL,2024-04-17,C_gap_down,91.02,89.91,-1.2195121951219503,N20_ALL,True,7.668644254010112,False,True,20,1
ABL,2024-06-20,A_gap_up,109.09,110.47,1.2650105417545103,N20_ALL,False,-0.07333394444953552,False,False,20,1
ABL,2024-10-09,C_gap_down,117.01,112.52,-3.837278865054276,N20_ALL,True,-2.9997436116571277,False,False,20,0
ABL,2024-11-28,A_gap_up,139.74,143.9,2.976957206240158,N20_ALL,False,-5.538857878917996,False,False,20,0
ABL,2025-06-04,C_gap_down,137.64,137.55,-0.0653879686137569,N20_ALL,True,1.0316768381284627,False,True,20,1
ABL,2025-10-02,A_gap_up,192.79,195.0,1.146325016857725,N20_ALL,False,1.1566989989107415,False,True,20,0
ABL,2026-01-02,F_flat,189.54,189.54,0.0,N20_ALL,True,5.51862403714256,False,True,20,1
ABL,2026-04-08,A_gap_up,186.39,187.0,0.3272707763292095,N20_ALL,False,-4.501314448200003,False,False,20,0
ABOT,2005-10-14,A_gap_up,172.75,179.0,3.61794500723589,N20_ALL,False,3.61794500723589,False,True,20,1
ABOT,2005-12-05,A_gap_up,192.3,195.0,1.4040561622464838,N20_ALL,False,4.524180967238683,False,True,20,1
ABOT,2006-02-07,A_gap_up,235.2,244.0,3.741496598639461,N20_ALL,False,-0.9141156462584938,False,False,20,0
ABOT,2006-12-05,A_gap_up,150.9,151.0,0.0662690523525475,N20_ALL,False,13.386348575215369,False,True,20,1
ABOT,2007-02-02,A_gap_up,165.35,170.5,3.114605382521926,N20_ALL,False,1.6026610220743913,False,True,20,0
ABOT,2007-04-09,A_gap_up,154.65,156.4,1.1315874555447785,N20_ALL,False,0.22631749110895205,False,True,20,1
ABOT,2007-05-10,A_gap_up,164.85,172.0,4.337276311798608,N20_ALL,False,0.7279344858962797,False,True,20,1
ABOT,2007-06-12,A_gap_up,174.0,175.0,0.5747126436781609,N20_ALL,False,4.022988505747127,False,True,20,1
ABOT,2007-07-13,C_gap_down,192.95,191.0,-1.0106245141228238,N20_ALL,True,-1.528893495724275,False,False,20,0
ABOT,2007-09-24,A_gap_up,176.9,182.9,3.3917467495760314,N20_ALL,False,1.469756924816277,False,True,20,1
ABOT,2007-11-26,A_gap_up,198.45,200.0,0.7810531620055486,N20_ALL,False,0.277147896195521,False,True,20,1
ABOT,2008-06-25,C_gap_down,181.0,180.0,-0.5524861878453038,N20_ALL,True,-1.0000000000000013,False,False,20,0
ABOT,2009-12-14,A_gap_up,100.74,105.77,4.993051419495733,N20_ALL,False,1.747071669644635,False,True,20,1
ABOT,2010-04-06,A_gap_up,105.0,107.0,1.9047619047619049,N20_ALL,False,-1.9047619047619049,False,False,20,0
ABOT,2010-09-17,C_gap_down,88.13,87.0,-1.2821967547940492,N20_ALL,True,1.100646771814364,False,True,20,1
ABOT,2010-12-21,A_gap_up,107.07,108.0,0.868590641636319,N20_ALL,False,0.4109461100214925,False,True,20,0
ABOT,2011-04-22,A_gap_up,89.5,90.5,1.11731843575419,N20_ALL,False,3.4636871508379823,False,True,20,1
ABOT,2011-08-16,C_gap_down,99.22,97.5,-1.7335214674460784,N20_ALL,True,-2.7413827857286828,False,False,20,0
ABOT,2012-01-23,C_gap_down,105.0,102.0,-2.857142857142857,N20_ALL,True,-0.04761904761904492,False,False,20,0
ABOT,2012-03-26,A_gap_up,98.95,100.0,1.0611419909044943,N20_ALL,False,0.5558362809499718,False,True,20,1
ABOT,2012-07-16,A_gap_up,133.04,134.5,1.0974143114852737,N20_ALL,False,9.741431148526765,False,True,20,1
ABOT,2012-10-15,A_gap_up,220.16,222.25,0.9493095930232572,N20_ALL,False,-4.569404069767443,False,False,20,0
ABOT,2013-04-05,A_gap_up,225.0,225.1,0.0444444444444419,N20_ALL,False,0.8666666666666616,False,True,20,1
ABOT,2013-10-07,C_gap_down,440.0,437.0,-0.6818181818181818,N20_ALL,True,0.0,False,False,20,0
ABOT,2014-03-12,A_gap_up,409.85,410.0,0.0365987556423026,N20_ALL,False,0.03659875564230261,False,True,20,1
ABOT,2014-05-30,C_gap_down,588.38,587.9,-0.0815799313368942,N20_ALL,True,-0.3195213977361561,False,False,20,0
ABOT,2014-09-09,A_gap_up,578.18,607.08,4.998443391331436,N20_ALL,False,0.6606939015531582,False,True,20,1
ABOT,2015-05-05,A_gap_up,595.54,603.0,1.2526446586291495,N20_ALL,False,1.5884743258219494,False,True,20,1
ABOT,2015-06-30,C_gap_down,667.31,658.0,-1.3951536767019743,N20_ALL,True,4.898772684359601,False,True,20,1
ABOT,2015-10-22,C_gap_down,719.15,705.0,-1.9676006396440209,N20_ALL,True,-2.6628658833344887,False,False,20,0
ABOT,2016-02-08,C_gap_down,681.18,675.0,-0.907249185237375,N20_ALL,True,-2.375289938048673,False,False,20,0
ABOT,2016-06-28,A_gap_up,710.78,720.0,1.2971664931483762,N20_ALL,False,8.050310926024935,False,True,20,1
ABOT,2016-09-19,A_gap_up,845.41,875.0,3.5000768857714046,N20_ALL,False,1.370932446978393,False,True,20,0
ABOT,2016-11-14,C_gap_down,897.35,895.0,-0.2618822087256948,N20_ALL,True,-1.4877138240374461,False,False,20,1
ABOT,2017-01-19,A_gap_up,1023.7,1044.0,1.9830028328611853,N20_ALL,False,8.049233173781367,False,True,20,1
ABOT,2017-06-09,C_gap_down,969.7,926.0,-4.506548417036202,N20_ALL,True,-3.5784263174177626,False,False,20,0
ABOT,2017-12-26,C_gap_down,722.45,720.0,-0.339123814796878,N20_ALL,True,-4.9996539552910235,False,False,20,0
ABOT,2018-03-19,A_gap_up,689.81,703.0,1.9121207288963709,N20_ALL,False,-0.6972934576187567,False,False,20,0
ABOT,2018-06-19,C_gap_down,742.09,738.9,-0.4298669972644901,N20_ALL,True,-3.650500613133182,False,False,20,0
ABOT,2018-12-28,C_gap_down,608.48,599.0,-1.5579805416776258,N20_ALL,True,0.24980278727320238,False,True,20,1
ABOT,2019-11-13,A_gap_up,374.67,376.76,0.5578242186457348,N20_ALL,False,10.764139109082654,False,True,20,1
ABOT,2020-04-14,A_gap_up,393.53,402.0,2.152313673671645,N20_ALL,False,14.375015881889578,False,True,20,1
ABOT,2020-05-19,A_gap_up,474.65,480.0,1.1271463183398345,N20_ALL,False,-2.2437585589381603,False,False,20,0
ABOT,2020-08-11,C_gap_down,644.17,641.0,-0.4921061210549947,N20_ALL,True,-1.1130602170234503,False,False,20,1
ABOT,2021-04-26,C_gap_down,779.98,753.05,-3.45265263211878,N20_ALL,True,-3.45265263211878,False,False,20,0
ABOT,2021-06-14,A_gap_up,796.01,799.99,0.4999937186718783,N20_ALL,False,0.4999937186718783,False,True,20,0
ABOT,2023-02-09,C_gap_down,432.94,432.0,-0.2171201552178125,N20_ALL,True,-1.8339723749249315,False,False,20,0
ABOT,2023-07-11,C_gap_down,425.61,424.99,-0.1456732689551478,N20_ALL,True,-0.1456732689551478,False,False,20,0
ABOT,2023-10-13,A_gap_up,377.74,384.0,1.6572245459840078,N20_ALL,False,-1.900778313125432,False,False,20,0
ABOT,2024-02-21,A_gap_up,478.48,484.0,1.1536532352449385,N20_ALL,False,-0.7001337568968447,False,False,20,0
ABOT,2024-04-04,A_gap_up,499.34,534.99,7.139424039732455,N20_ALL,False,6.290303200224301,False,True,20,1
ABOT,2024-06-13,A_gap_up,712.56,713.0,0.0617491860334644,N20_ALL,False,-1.058156506118778,False,False,20,0
ABOT,2024-08-23,C_gap_down,800.16,798.44,-0.2149570085982695,N20_ALL,True,-7.9999999999999964,False,False,20,0
ABOT,2024-10-25,A_gap_up,899.86,956.9,6.338763807703416,N20_ALL,False,4.016180294712509,False,True,20,1
ABOT,2025-07-07,C_gap_down,1100.93,1100.0,-0.0844740355880994,N20_ALL,True,-1.9011199622137704,False,False,20,1
ABOT,2025-08-07,A_gap_up,1142.02,1160.0,1.5744032503809056,N20_ALL,False,1.7495315318470797,False,True,20,1
ABOT,2025-09-23,A_gap_up,1226.93,1245.0,1.4727816582853084,N20_ALL,False,-2.023750336205012,False,False,20,0
ABOT,2026-01-01,A_gap_up,1097.55,1099.0,0.1321124322354376,N20_ALL,False,2.0964876315429812,False,True,20,1
ABOT,2026-06-15,A_gap_up,924.24,929.99,0.6221327793646672,N20_ALL,False,2.787154851553708,False,True,20,1
ACCM,2005-12-23,C_gap_down,2.8,2.7,-3.5714285714285587,N20_ALL,True,-3.5714285714285587,False,False,20,1
ACCM,2006-02-15,A_gap_up,4.15,4.35,4.819277108433717,N20_ALL,False,-7.9999999999999964,False,False,20,0
ACCM,2006-12-05,A_gap_up,2.7,2.85,5.555555555555552,N20_ALL,False,3.7037037037036904,False,True,20,0
ACCM,2008-04-17,C_gap_down,1.5,1.45,-3.333333333333336,N20_ALL,True,-3.333333333333336,False,False,20,0
ACF,2005-11-25,A_gap_up,11.2,11.25,0.4464285714285778,N20_ALL,False,0.8928571428571557,False,True,20,1
ACIETF,2024-04-26,C_gap_down,10.75,10.61,-1.302325581395354,N20_ALL,True,-0.09302325581395152,False,False,20,0
ACIETF,2024-07-09,C_gap_down,11.47,10.8,-5.841325196163904,N20_ALL,True,-6.713164777680918,False,False,20,0
ACIETF,2024-10-25,C_gap_down,11.29,11.26,-0.2657218777679305,N20_ALL,True,-0.620017714791838,False,False,20,1
ACIETF,2025-03-07,A_gap_up,15.02,15.05,0.1997336884154536,N20_ALL,False,0.0,False,False,20,1
ACIETF,2025-05-22,C_gap_down,17.25,15.71,-8.927536231884053,N20_ALL,True,-7.999999999999995,False,False,20,0
ACIETF,2025-07-08,C_gap_down,17.65,16.04,-9.12181303116147,N20_ALL,True,-7.999999999999995,False,False,20,0
ACIETF,2026-04-09,A_gap_up,16.58,16.96,2.2919179734620183,N20_ALL,False,1.3268998793727529,False,True,20,0
ACIETF,2026-06-16,C_gap_down,18.69,18.1,-3.15676832530765,N20_ALL,True,-3.370786516853946,False,False,20,0
ACPL,2005-10-24,A_gap_up,46.6452,47.7829,2.439050534674512,N20_ALL,False,2.4390505346745117,False,True,20,1
ACPL,2006-01-06,A_gap_up,52.8171,53.4428,1.1846542123668182,N20_ALL,False,-4.146384409594629,False,False,20,0
ACPL,2006-03-06,A_gap_up,53.585,56.031,4.564710273397402,N20_ALL,False,9.076420640104503,False,True,20,1
ACPL,2007-01-09,A_gap_up,42.0944,42.6064,1.2163138089627137,N20_ALL,False,5.202592268805346,False,True,20,1
ACPL,2007-06-06,A_gap_up,67.1235,68.83,2.5423286926337143,N20_ALL,False,-2.9237152413089387,False,False,20,0
ACPL,2007-09-28,A_gap_up,65.7014,66.5546,1.298602465092048,N20_ALL,False,7.359203913463026,False,True,20,1
ACPL,2008-02-19,A_gap_up,59.7285,60.3543,1.0477410281523984,N20_ALL,False,1.4286312229505251,False,True,20,1
ACPL,2009-03-20,A_gap_up,31.275,31.8268,1.764348521183054,N20_ALL,False,22.044444444444462,False,True,20,1
ACPL,2009-06-29,F_flat,40.0238,40.0238,0.0,N20_ALL,True,6.5948260784832975,False,True,20,1
ACPL,2009-08-04,A_gap_up,47.1855,47.47,0.6029394623348302,N20_ALL,False,-1.4103909039853229,False,False,20,1
ACPL,2010-01-07,A_gap_up,40.6718,40.9698,0.7326943975924396,N20_ALL,False,3.205169183562082,False,True,20,1
ACPL,2010-02-12,C_gap_down,47.7633,46.3778,-2.900762719493838,N20_ALL,True,-2.5264167258124917,False,False,20,0
ACPL,2010-03-26,A_gap_up,52.054,52.1061,0.1000883697698463,N20_ALL,False,0.9157797671648692,False,True,20,1
ACPL,2010-07-09,C_gap_down,52.1434,51.7709,-0.7143761243033677,N20_ALL,True,0.014191633073403279,False,True,20,0
ACPL,2011-04-01,C_gap_down,39.8524,39.845,-0.0185685178308058,N20_ALL,True,-0.018568517830805847,False,False,20,0
ACPL,2011-09-07,C_gap_down,35.5618,35.383,-0.5027866980861357,N20_ALL,True,-0.5027866980861357,False,False,20,1
ACPL,2012-01-18,A_gap_up,40.0387,40.4335,0.9860460004945306,N20_ALL,False,-2.4186599465017484,False,False,20,1
ACPL,2012-03-08,A_gap_up,46.6534,47.674,2.1876219096571776,N20_ALL,False,10.96918981253242,False,True,20,1
ACPL,2012-07-10,C_gap_down,66.4903,64.2481,-3.372221211214284,N20_ALL,True,-0.29132068888244883,False,False,20,1
ACPL,2012-10-01,A_gap_up,84.5989,85.5896,1.1710554156141555,N20_ALL,False,-0.5018977788127247,False,False,20,0
ACPL,2013-03-19,A_gap_up,80.3083,81.0457,0.9182114426528688,N20_ALL,False,3.422684828342773,False,True,20,1
ACPL,2013-05-21,A_gap_up,98.3275,100.4878,2.197045587450095,N20_ALL,False,2.1212783809209084,False,True,20,1
ACPL,2013-07-22,A_gap_up,108.2571,112.3988,3.825799878252789,N20_ALL,False,21.17939608579947,False,True,20,1
ACPL,2013-11-05,C_gap_down,111.341,109.5011,-1.6524909961290093,N20_ALL,True,-0.9834652104795168,False,False,20,0
ACPL,2014-03-11,A_gap_up,103.3184,103.5419,0.2163215845386701,N20_ALL,False,-0.5046535757425588,False,False,20,1
ACPL,2014-07-17,A_gap_up,125.0473,125.8816,0.6671875362362873,N20_ALL,False,2.5793439762393744,False,True,20,1
ACPL,2014-09-03,A_gap_up,133.0923,133.3381,0.184683862251988,N20_ALL,False,0.7499306871997808,False,True,20,0
ACPL,2014-12-05,A_gap_up,138.7163,141.4501,1.9707849762428804,N20_ALL,False,3.3723506177716662,False,True,20,1
ACPL,2015-04-10,C_gap_down,158.3073,157.5475,-0.4799525985219787,N20_ALL,True,-1.8445138032169,False,False,20,0
ACPL,2015-07-06,A_gap_up,157.5848,159.4098,1.15810661942014,N20_ALL,False,-0.018910453292446033,False,False,20,0
ACPL,2016-02-02,C_gap_down,135.6026,135.5728,-0.0219759798115924,N20_ALL,True,-1.1206274805940277,False,False,20,0
ACPL,2016-03-09,A_gap_up,141.681,143.0293,0.9516448923991182,N20_ALL,False,0.9516448923991182,False,True,20,1
ACPL,2016-05-04,A_gap_up,176.7959,180.1181,1.8791159749745383,N20_ALL,False,0.6993940470339,False,True,20,0
ACPL,2016-07-11,C_gap_down,182.3529,181.6824,-0.3676936314146932,N20_ALL,True,4.29326871138326,False,True,20,1
ACPL,2017-01-26,C_gap_down,278.9448,275.6225,-1.1910241739584264,N20_ALL,True,-1.9280875642779387,False,False,20,0
ACPL,2017-04-20,C_gap_down,265.9909,265.9313,-0.0224067815853809,N20_ALL,True,-0.022406781585380925,False,False,20,0
ACPL,2018-01-22,A_gap_up,148.333,148.9811,0.4369223301625393,N20_ALL,False,-3.4299178200400537,False,False,20,0
ACPL,2018-07-30,A_gap_up,111.5868,111.7358,0.1335283384773117,N20_ALL,False,-1.201575813626703,False,False,20,1
ACPL,2018-10-23,A_gap_up,118.16,122.0,3.2498307379823994,N20_ALL,False,6.635071090047397,False,True,20,1
ACPL,2019-08-21,A_gap_up,75.17,76.0,1.1041638951709436,N20_ALL,False,6.092856192630036,False,True,20,1
ACPL,2020-03-05,C_gap_down,109.25,108.0,-1.1441647597254003,N20_ALL,True,-1.967963386727694,False,False,20,0
ACPL,2020-04-14,A_gap_up,118.52,120.5,1.6706041174485355,N20_ALL,False,-0.8184272696591284,False,False,20,1
ACPL,2020-07-13,A_gap_up,137.77,137.8,0.0217754228061269,N20_ALL,False,0.0,False,False,20,1
ACPL,2020-12-15,A_gap_up,154.08,154.6,0.3374870197299985,N20_ALL,False,-1.5381619937694733,False,False,20,0
ACPL,2021-01-27,C_gap_down,167.85,164.0,-2.2937146261543013,N20_ALL,True,-2.2937146261543013,False,False,20,1
ACPL,2021-05-28,A_gap_up,173.98,174.9,0.5287964133808576,N20_ALL,False,0.5862742844005118,False,True,20,0
ACPL,2021-11-01,A_gap_up,148.07,152.0,2.6541500641588485,N20_ALL,False,-1.9585331262240873,False,False,20,0
ACPL,2022-08-05,A_gap_up,74.15,76.05,2.5623735670937173,N20_ALL,False,0.809170600134854,False,True,20,1
ACPL,2023-03-10,A_gap_up,61.73,62.25,0.8423780981694526,N20_ALL,False,-1.5065608294184347,False,False,20,0
ACPL,2023-04-27,A_gap_up,61.9,64.9,4.84652665589662,N20_ALL,False,1.615508885298869,False,True,20,1
ACPL,2023-07-03,A_gap_up,89.09,89.48,0.4377595689751943,N20_ALL,False,-2.4581883488607,False,False,20,1
ACPL,2023-10-05,A_gap_up,90.33,93.0,2.9558286283626725,N20_ALL,False,0.5203144027454875,False,True,20,0
ACPL,2023-12-04,A_gap_up,99.63,102.2,2.579544313961666,N20_ALL,False,5.389942788316777,False,True,20,1
ACPL,2024-03-20,C_gap_down,92.51,92.0,-0.5512917522430063,N20_ALL,True,-0.5512917522430063,False,False,20,1
ACPL,2024-10-16,A_gap_up,107.95,118.75,10.004631773969429,N20_ALL,False,61.185734136174155,False,True,20,1
ACPL,2025-04-15,A_gap_up,284.07,284.74,0.2358573591016355,N20_ALL,False,1.73548773189707,False,True,20,0
ACPL,2025-07-17,C_gap_down,304.33,302.9,-0.4698846646732188,N20_ALL,True,-6.68024841454999,False,False,20,0
