set,lb,era,symbol,date,bucket,gap_pct,base_g,base_c,open_g,open_c,lim_filled,lim_g,lim_c,base_nf,base_ncgt,base_win,open_nf,open_ncgt,open_win,lim_nf,lim_ncgt,lim_win
N20_ALL,20,2010-14,AATM,2010-09-16,C_gap_down,-33.88429752066115,-8.0,False,112.49999999999997,False,True,-8.0,False,-8.845,-8.845,False,111.65499999999997,94.90674999999997,True,-8.845,-8.845,False
N20_ALL,20,2010-14,AATM,2012-02-13,F_flat,0.0,-7.999999999999999,False,-7.999999999999999,False,True,-7.999999999999999,False,-8.844999999999999,-8.844999999999999,False,-8.844999999999999,-8.844999999999999,False,-8.844999999999999,-8.844999999999999,False
N20_ALL,20,2010-14,AATM,2012-11-19,A_gap_up,0.2710027100271065,0.2710027100271065,False,0.0,False,False,,True,-0.5739972899728935,-0.5739972899728935,False,-0.845,-0.845,False,,,False
N20_ALL,20,2010-14,AATM,2013-12-31,A_gap_up,18.685831622176597,18.069815195071868,False,-0.5190311418685164,False,False,,True,17.22481519507187,14.641092915811088,True,-1.3640311418685163,-1.3640311418685163,False,,,False
N20_ALL,20,2010-14,AATM,2014-03-06,A_gap_up,6.25,0.0,False,-5.88235294117647,False,True,0.0,False,-0.845,-0.845,False,-6.72735294117647,-6.72735294117647,False,-0.845,-0.845,False
N20_ALL,20,2010-14,AATM,2014-07-09,C_gap_down,-11.242603550295856,-8.0,False,25.0,False,True,10.94674556213018,False,-8.845,-8.845,False,24.155,20.53175,True,10.10174556213018,8.586483727810652,True
N20_ALL,20,2015-19,AATM,2015-06-12,C_gap_down,-9.52380952380953,-7.9999999999999964,False,0.0,False,True,-7.9999999999999964,False,-8.844999999999997,-8.844999999999997,False,-0.845,-0.845,False,-8.844999999999997,-8.844999999999997,False
N20_ALL,20,2020-26,AATM,2024-05-31,A_gap_up,24.570024570024568,171.99017199017197,False,118.34319526627218,False,False,,True,171.14517199017197,145.47339619164617,True,117.49819526627218,99.87346597633135,True,,,False
N20_ALL,20,2020-26,AATM,2024-08-13,A_gap_up,9.634551495016606,-7.999999999999992,False,-7.99999999999999,False,True,56.146179401993344,False,-8.844999999999992,-8.844999999999992,False,-8.84499999999999,-8.84499999999999,False,55.301179401993345,47.00600249169434,True
N20_ALL,20,2020-26,AATM,2024-11-22,C_gap_down,-9.705177034842707,-7.999999999999999,False,6.249023590064052,False,True,-4.062632247143455,False,-8.844999999999999,-8.844999999999999,False,5.404023590064052,4.593420051554444,True,-4.907632247143455,-4.907632247143455,False
N20_ALL,20,2020-26,AATM,2025-01-01,A_gap_up,7.638888888888889,18.916666666666675,False,10.477419354838716,False,True,18.916666666666675,False,18.071666666666676,15.360916666666673,True,9.632419354838715,8.187556451612908,True,18.071666666666676,15.360916666666673,True
N20_ALL,20,2020-26,AATM,2025-06-02,A_gap_up,10.00993048659384,10.00993048659384,False,0.0,False,False,,True,9.164930486593839,7.790190913604763,True,-0.845,-0.845,False,,,False
N20_ALL,20,2020-26,AATM,2026-04-10,C_gap_down,-4.364884747425212,-7.086807258460031,False,15.435897435897445,False,True,10.397253555664546,False,-7.93180725846003,-7.93180725846003,False,14.590897435897444,12.402262820512828,True,9.552253555664546,8.119415522314863,True
N20_ALL,20,2020-26,AATM,2026-06-30,A_gap_up,2.985074626865672,-2.9850746268656714,False,-5.797101449275362,False,True,-2.9850746268656714,False,-3.830074626865671,-3.830074626865671,False,-6.642101449275362,-6.642101449275362,False,-3.830074626865671,-3.830074626865671,False
N20_ALL,20,2005-09,ABL,2005-11-24,A_gap_up,2.0408163265306123,3.5374149659863865,False,1.466666666666659,False,False,,True,2.6924149659863863,2.288552721088428,True,0.621666666666659,0.5284166666666602,True,,,False
N20_ALL,20,2005-09,ABL,2006-04-13,A_gap_up,1.53217568947906,2.4004085801838553,False,0.8551307847082437,False,False,,True,1.5554085801838553,1.3220972931562769,True,0.01013078470824369,0.008611167002007135,True,,,False
N20_ALL,20,2005-09,ABL,2006-09-21,A_gap_up,0.1177856301531146,3.8280329799764425,False,3.7058823529411833,False,True,3.8280329799764425,False,2.983032979976443,2.535578032979976,True,2.860882352941183,2.4317500000000054,True,2.983032979976443,2.535578032979976,True
N20_ALL,20,2005-09,ABL,2007-01-25,C_gap_down,-0.92402464065709,12.936344969199173,False,13.989637305699482,False,True,12.936344969199173,False,12.091344969199172,10.277643223819295,True,13.144637305699481,11.172941709844558,True,12.091344969199172,10.277643223819295,True
N20_ALL,20,2005-09,ABL,2007-04-30,A_gap_up,0.8108108108108159,-1.2162162162162111,False,-2.0107238605898123,False,True,-1.2162162162162111,False,-2.061216216216211,-2.061216216216211,False,-2.855723860589812,-2.855723860589812,False,-2.061216216216211,-2.061216216216211,False
N20_ALL,20,2005-09,ABL,2007-10-01,A_gap_up,1.5037593984962383,-0.3759398496240625,False,-1.8518518518518516,False,True,-0.3759398496240625,False,-1.2209398496240624,-1.2209398496240624,False,-2.696851851851852,-2.696851851851852,False,-1.2209398496240624,-1.2209398496240624,False
N20_ALL,20,2005-09,ABL,2007-12-06,A_gap_up,0.3703703703703704,-1.8148148148148062,False,-2.177121771217704,False,True,-1.8148148148148062,False,-2.659814814814806,-2.659814814814806,False,-3.022121771217704,-3.022121771217704,False,-2.659814814814806,-2.659814814814806,False
N20_ALL,20,2005-09,ABL,2008-02-12,A_gap_up,0.5231689088191245,13.2660687593423,False,12.676579925650566,False,True,13.2660687593423,False,12.4210687593423,10.557908445440955,True,11.831579925650566,10.05684293680298,True,12.4210687593423,10.557908445440955,True
N20_ALL,20,2005-09,ABL,2009-02-18,A_gap_up,0.967007963595004,6.655290102389088,False,5.633802816901409,False,False,,True,5.8102901023890885,4.938746587030725,True,4.788802816901409,4.070482394366198,True,,,False
N20_ALL,20,2005-09,ABL,2009-03-26,C_gap_down,-1.0833118390508167,3.9979365488779908,False,5.136897001303778,False,True,3.9979365488779908,False,3.1529365488779906,2.679996066546292,True,4.291897001303778,3.648112451108211,True,3.1529365488779906,2.679996066546292,True
N20_ALL,20,2005-09,ABL,2009-07-14,C_gap_down,-0.2163981726376614,2.7891320028853004,False,3.0120481927710845,False,True,2.7891320028853004,False,1.9441320028853004,1.6525122024525054,True,2.1670481927710847,1.841990963855422,True,1.9441320028853004,1.6525122024525054,True
N20_ALL,20,2005-09,ABL,2009-09-02,A_gap_up,0.7063356164383525,0.8133561643835672,False,0.10626992561106113,False,True,0.8133561643835672,False,-0.0316438356164328,-0.0316438356164328,False,-0.7387300743889389,-0.7387300743889389,False,-0.0316438356164328,-0.0316438356164328,False
N20_ALL,20,2005-09,ABL,2009-10-07,A_gap_up,0.0369480879364419,1.5887677812673182,False,1.5512465373961282,False,True,1.5887677812673182,False,0.7437677812673182,0.6322026140772204,True,0.7062465373961282,0.6003095567867089,True,0.7437677812673182,0.6322026140772204,True
N20_ALL,20,2010-14,ABL,2010-04-20,A_gap_up,0.578210590383438,-0.25867315885575426,False,-0.8320726172465919,False,True,-0.25867315885575426,False,-1.1036731588557542,-1.1036731588557542,False,-1.677072617246592,-1.677072617246592,False,-1.1036731588557542,-1.1036731588557542,False
N20_ALL,20,2010-14,ABL,2010-11-22,C_gap_down,-0.7228105563960324,-0.7396201042192045,False,-0.016931933626828845,False,True,-0.7396201042192045,False,-1.5846201042192045,-1.5846201042192045,False,-0.8619319336268289,-0.8619319336268289,False,-1.5846201042192045,-1.5846201042192045,False
N20_ALL,20,2010-14,ABL,2011-10-04,A_gap_up,1.897946484131921,0.38892345986309895,False,-1.4809160305343494,False,True,0.38892345986309895,False,-0.456076540136901,-0.456076540136901,False,-2.3259160305343496,-2.3259160305343496,False,-0.456076540136901,-0.456076540136901,False
N20_ALL,20,2010-14,ABL,2012-01-20,A_gap_up,3.618756371049953,2.7862725110431543,False,-0.8034103951467485,False,False,,True,1.9412725110431543,1.650081634386681,True,-1.6484103951467484,-1.6484103951467484,False,,,False
N20_ALL,20,2010-14,ABL,2012-03-06,A_gap_up,0.4047997686858481,-1.6191990747433924,False,-2.015838732901376,False,True,-1.6191990747433924,False,-2.4641990747433926,-2.4641990747433926,False,-2.8608387329013762,-2.8608387329013762,False,-2.4641990747433926,-2.4641990747433926,False
N20_ALL,20,2010-14,ABL,2012-04-23,A_gap_up,4.2877906976744224,1.0901162790697674,False,-3.066202090592338,False,False,,True,0.2451162790697674,0.20834883720930228,True,-3.9112020905923384,-3.9112020905923384,False,,,False
N20_ALL,20,2010-14,ABL,2012-07-18,A_gap_up,1.8038987489089453,-0.7128309572301351,False,-2.4721348956844866,False,True,-0.7128309572301351,False,-1.5578309572301352,-1.5578309572301352,False,-3.317134895684487,-3.317134895684487,False,-1.5578309572301352,-1.5578309572301352,False
N20_ALL,20,2010-14,ABL,2012-12-05,C_gap_down,-0.7882576787170404,1.2503397662408287,False,2.054794520547945,False,True,1.2503397662408287,False,0.4053397662408287,0.3445388013047044,True,1.209794520547945,1.0283253424657532,True,0.4053397662408287,0.3445388013047044,True
N20_ALL,20,2010-14,ABL,2013-01-21,A_gap_up,0.0266737796745745,-0.04001066951187135,False,-0.06666666666666288,False,True,-0.04001066951187135,False,-0.8850106695118714,-0.8850106695118714,False,-0.9116666666666629,-0.9116666666666629,False,-0.8850106695118714,-0.8850106695118714,False
N20_ALL,20,2010-14,ABL,2013-05-06,C_gap_down,-0.8663778740419912,-3.365544818393874,False,-3.2605042016806682,False,True,-4.098633788737089,False,-4.210544818393874,-4.210544818393874,False,-4.105504201680668,-4.105504201680668,False,-4.943633788737089,-4.943633788737089,False
N20_ALL,20,2010-14,ABL,2013-07-05,A_gap_up,0.7062516348417556,3.3219984305519312,False,2.5974025974025974,False,False,,True,2.476998430551931,2.105448665969141,True,1.7524025974025974,1.4895422077922078,True,,,False
N20_ALL,20,2010-14,ABL,2013-09-19,A_gap_up,0.9494051195769816,0.9494051195769815,False,0.0,False,False,,True,0.10440511957698151,0.08874435164043427,True,-0.845,-0.845,False,,,False
N20_ALL,20,2010-14,ABL,2013-12-02,A_gap_up,1.6513354760057573,1.4075141305552432,False,-0.23986044483209645,False,False,,True,0.5625141305552432,0.47813701097195677,True,-1.0848604448320964,-1.0848604448320964,False,,,False
N20_ALL,20,2010-14,ABL,2014-03-07,A_gap_up,0.9037745879851232,1.2227538543328078,False,0.31612223393045014,False,True,1.2227538543328078,False,0.37775385433280784,0.3210907761828867,True,-0.5288777660695498,-0.5288777660695498,False,0.37775385433280784,0.3210907761828867,True
N20_ALL,20,2010-14,ABL,2014-05-30,C_gap_down,-1.325700512202464,-2.824645977704128,False,-1.5190839694656557,False,True,-2.824645977704128,False,-3.6696459777041284,-3.6696459777041284,False,-2.3640839694656557,-2.3640839694656557,False,-3.6696459777041284,-3.6696459777041284,False
N20_ALL,20,2010-14,ABL,2014-06-30,A_gap_up,0.429371952550763,-0.9897387380830982,False,-1.4130434782608614,False,True,-0.9897387380830982,False,-1.8347387380830982,-1.8347387380830982,False,-2.2580434782608614,-2.2580434782608614,False,-1.8347387380830982,-1.8347387380830982,False
N20_ALL,20,2010-14,ABL,2014-10-10,A_gap_up,2.354997087459431,0.07489390030789998,False,-2.22764227642276,False,False,,True,-0.7701060996921,-0.7701060996921,False,-3.0726422764227603,-3.0726422764227603,False,,,False
N20_ALL,20,2015-19,ABL,2015-04-15,A_gap_up,0.1823154056517801,2.0966271649954393,False,1.9108280254777017,False,True,2.0966271649954393,False,1.2516271649954394,1.0638830902461234,True,1.0658280254777017,0.9059538216560464,True,1.2516271649954394,1.0638830902461234,True
N20_ALL,20,2015-19,ABL,2015-07-22,A_gap_up,0.8490566037735903,-2.8301886792452833,False,-3.6482694106641773,False,True,-2.8301886792452833,False,-3.6751886792452835,-3.6751886792452835,False,-4.493269410664177,-4.493269410664177,False,-3.6751886792452835,-3.6751886792452835,False
N20_ALL,20,2015-19,ABL,2016-03-29,A_gap_up,0.5976757055893815,0.16602102933038815,False,-0.4290901089228744,False,True,0.16602102933038815,False,-0.6789789706696119,-0.6789789706696119,False,-1.2740901089228744,-1.2740901089228744,False,-0.6789789706696119,-0.6789789706696119,False
N20_ALL,20,2015-19,ABL,2016-06-17,C_gap_down,-0.3304328670558557,-0.8701398832470606,False,-2.751685269090502,False,True,-3.0730256636193483,False,-1.7151398832470606,-1.7151398832470606,False,-3.596685269090502,-3.596685269090502,False,-3.918025663619348,-3.918025663619348,False
N20_ALL,20,2015-19,ABL,2016-08-02,A_gap_up,0.0322684737011951,-1.0433473163386027,False,-2.956989247311828,False,True,-2.9256749489082488,False,-1.8883473163386026,-1.8883473163386026,False,-3.8019892473118277,-3.8019892473118277,False,-3.7706749489082485,-3.7706749489082485,False
N20_ALL,20,2015-19,ABL,2016-10-10,C_gap_down,-0.6737342712771295,0.0693549985138147,False,0.7481296758104738,False,True,0.0693549985138147,False,-0.7756450014861853,-0.7756450014861853,False,-0.09687032418952612,-0.09687032418952612,False,-0.7756450014861853,-0.7756450014861853,False
N20_ALL,20,2015-19,ABL,2016-12-13,C_gap_down,-0.4445267642155991,2.3337655121318726,False,2.7906976744186047,False,True,2.3337655121318726,False,1.4887655121318726,1.2654506853120917,True,1.9456976744186048,1.653843023255814,True,1.4887655121318726,1.2654506853120917,True
N20_ALL,20,2015-19,ABL,2017-05-08,C_gap_down,-0.7861956299775332,-0.7861956299775332,False,0.0,False,True,-0.7861956299775332,False,-1.6311956299775332,-1.6311956299775332,False,-0.845,-0.845,False,-1.6311956299775332,-1.6311956299775332,False
N20_ALL,20,2015-19,ABL,2017-12-29,A_gap_up,0.0235349493998541,3.5537773593786723,False,3.5294117647058822,False,False,,True,2.708777359378672,2.3024607554718712,True,2.6844117647058825,2.28175,True,,,False
N20_ALL,20,2015-19,ABL,2018-06-06,A_gap_up,1.131243409069114,-3.547119164030297,False,-5.431794482889364,False,True,-4.361997890902116,False,-4.392119164030297,-4.392119164030297,False,-6.276794482889364,-6.276794482889364,False,-5.206997890902116,-5.206997890902116,False
N20_ALL,20,2015-19,ABL,2018-07-13,A_gap_up,1.8774421042599816,-1.848851615362634,False,-3.657623947614603,False,True,-1.848851615362634,False,-2.693851615362634,-2.693851615362634,False,-4.502623947614603,-4.502623947614603,False,-2.693851615362634,-2.693851615362634,False
N20_ALL,20,2015-19,ABL,2018-12-21,C_gap_down,-2.3346665426472004,-2.3346665426472004,False,0.0,False,True,-2.3346665426472004,False,-3.1796665426472,-3.1796665426472,False,-0.845,-0.845,False,-3.1796665426472,-3.1796665426472,False
N20_ALL,20,2020-26,ABL,2020-07-28,C_gap_down,-1.5808867229287988,-0.1545227623915315,False,1.4492753623188441,False,True,-0.1545227623915315,False,-0.9995227623915315,-0.9995227623915315,False,0.6042753623188442,0.5136340579710175,True,-0.9995227623915315,-0.9995227623915315,False
N20_ALL,20,2020-26,ABL,2021-01-08,A_gap_up,0.4714863044454442,-1.1001347103727033,False,-1.5642458100558723,False,True,-1.1001347103727033,False,-1.9451347103727032,-1.9451347103727032,False,-2.4092458100558725,-2.4092458100558725,False,-1.9451347103727032,-1.9451347103727032,False
N20_ALL,20,2020-26,ABL,2021-10-12,A_gap_up,7.213765718067509,3.1105228325612293,False,-3.827160493827154,False,False,,True,2.2655228325612295,1.925694407677045,True,-4.672160493827154,-4.672160493827154,False,,,False
N20_ALL,20,2020-26,ABL,2021-12-30,C_gap_down,-0.2433090024330934,-0.23114355231143277,False,0.012195121951225752,False,True,-0.23114355231143277,False,-1.0761435523114327,-1.0761435523114327,False,-0.8328048780487742,-0.8328048780487742,False,-1.0761435523114327,-1.0761435523114327,False
N20_ALL,20,2020-26,ABL,2023-05-02,C_gap_down,-0.3537735849056738,-2.343750000000005,False,-1.997041420118335,False,True,-2.343750000000005,False,-3.188750000000005,-3.188750000000005,False,-2.842041420118335,-2.842041420118335,False,-3.188750000000005,-3.188750000000005,False
N20_ALL,20,2020-26,ABL,2023-07-10,C_gap_down,-2.054794520547945,-6.164383561643835,False,1.3846153846153775,False,True,-0.6986301369863084,False,-7.009383561643835,-7.009383561643835,False,0.5396153846153775,0.45867307692307085,True,-1.5436301369863084,-1.5436301369863084,False
N20_ALL,20,2020-26,ABL,2023-10-16,C_gap_down,-3.040540540540541,-2.851351351351351,False,-0.041811846689897056,False,True,-3.0810810810810825,False,-3.6963513513513506,-3.6963513513513506,False,-0.886811846689897,-0.886811846689897,False,-3.9260810810810822,-3.9260810810810822,False
N20_ALL,20,2020-26,ABL,2024-04-17,C_gap_down,-1.2195121951219503,7.668644254010112,False,8.997886775664558,False,True,7.668644254010112,False,6.823644254010112,5.800097615908595,True,8.152886775664557,6.9299537593148735,True,6.823644254010112,5.800097615908595,True
N20_ALL,20,2020-26,ABL,2024-06-20,A_gap_up,1.2650105417545103,-0.07333394444953552,False,-1.3216257807549505,False,True,-0.07333394444953552,False,-0.9183339444495355,-0.9183339444495355,False,-2.1666257807549503,-2.1666257807549503,False,-0.9183339444495355,-0.9183339444495355,False
N20_ALL,20,2020-26,ABL,2024-10-09,C_gap_down,-3.837278865054276,-2.9997436116571277,False,-0.01777461784571278,False,True,-3.8543714212460514,False,-3.844743611657128,-3.844743611657128,False,-0.8627746178457127,-0.8627746178457127,False,-4.699371421246052,-4.699371421246052,False
N20_ALL,20,2020-26,ABL,2024-11-28,A_gap_up,2.976957206240158,-5.538857878917996,False,2.8492008339124353,False,True,5.910977529698004,False,-6.383857878917996,-6.383857878917996,False,2.004200833912435,1.7035707088255698,True,5.065977529698004,4.306080900243304,True
N20_ALL,20,2020-26,ABL,2025-06-04,C_gap_down,-0.0653879686137569,1.0316768381284627,False,1.0977826245001752,False,True,1.0316768381284627,False,0.1866768381284627,0.15867531240919328,True,0.2527826245001752,0.2148652308251489,True,0.1866768381284627,0.15867531240919328,True
N20_ALL,20,2020-26,ABL,2025-10-02,A_gap_up,1.146325016857725,1.1566989989107415,False,0.010256410256415504,False,True,1.1566989989107415,False,0.3116989989107415,0.2649441490741303,True,-0.8347435897435844,-0.8347435897435844,False,0.3116989989107415,0.2649441490741303,True
N20_ALL,20,2020-26,ABL,2026-01-02,F_flat,0.0,5.51862403714256,False,5.51862403714256,False,True,5.51862403714256,False,4.67362403714256,3.9725804315711764,True,4.67362403714256,3.9725804315711764,True,4.67362403714256,3.9725804315711764,True
N20_ALL,20,2020-26,ABL,2026-04-08,A_gap_up,0.3272707763292095,-4.501314448200003,False,-4.81283422459893,False,True,-4.501314448200003,False,-5.346314448200003,-5.346314448200003,False,-5.65783422459893,-5.65783422459893,False,-5.346314448200003,-5.346314448200003,False
N20_ALL,20,2005-09,ABOT,2005-10-14,A_gap_up,3.61794500723589,3.61794500723589,False,0.0,False,False,,True,2.77294500723589,2.3570032561505063,True,-0.845,-0.845,False,,,False
N20_ALL,20,2005-09,ABOT,2005-12-05,A_gap_up,1.4040561622464838,4.524180967238683,False,3.076923076923077,False,False,,True,3.6791809672386835,3.127303822152881,True,2.231923076923077,1.8971346153846154,True,,,False
N20_ALL,20,2005-09,ABOT,2006-02-07,A_gap_up,3.741496598639461,-0.9141156462584938,False,-4.487704918032782,False,True,-0.9141156462584938,False,-1.7591156462584938,-1.7591156462584938,False,-5.332704918032782,-5.332704918032782,False,-1.7591156462584938,-1.7591156462584938,False
N20_ALL,20,2005-09,ABOT,2006-12-05,A_gap_up,0.0662690523525475,13.386348575215369,False,13.31125827814569,False,False,,True,12.541348575215368,10.660146288933062,True,12.46625827814569,10.596319536423836,True,,,False
N20_ALL,20,2005-09,ABOT,2007-02-02,A_gap_up,3.114605382521926,1.6026610220743913,False,-1.466275659824047,False,False,,True,0.7576610220743913,0.6440118687632326,True,-2.311275659824047,-2.311275659824047,False,,,False
N20_ALL,20,2005-09,ABOT,2007-04-09,A_gap_up,1.1315874555447785,0.22631749110895205,False,-0.8951406649616405,False,False,,True,-0.6186825088910479,-0.6186825088910479,False,-1.7401406649616404,-1.7401406649616404,False,,,False
N20_ALL,20,2005-09,ABOT,2007-05-10,A_gap_up,4.337276311798608,0.7279344858962797,False,-3.4593023255813886,False,False,,True,-0.11706551410372024,-0.11706551410372024,False,-4.304302325581388,-4.304302325581388,False,,,False
N20_ALL,20,2005-09,ABOT,2007-06-12,A_gap_up,0.5747126436781609,4.022988505747127,False,3.428571428571429,False,False,,True,3.177988505747127,2.701290229885058,True,2.583571428571429,2.1960357142857148,True,,,False
N20_ALL,20,2005-09,ABOT,2007-07-13,C_gap_down,-1.0106245141228238,-1.528893495724275,False,-0.5235602094240838,False,True,-1.528893495724275,False,-2.3738934957242748,-2.3738934957242748,False,-1.3685602094240839,-1.3685602094240839,False,-2.3738934957242748,-2.3738934957242748,False
N20_ALL,20,2005-09,ABOT,2007-09-24,A_gap_up,3.3917467495760314,1.469756924816277,False,-1.8589393110989643,False,False,,True,0.624756924816277,0.5310433860938354,True,-2.7039393110989645,-2.7039393110989645,False,,,False
N20_ALL,20,2005-09,ABOT,2007-11-26,A_gap_up,0.7810531620055486,0.277147896195521,False,-0.5,False,False,,True,-0.567852103804479,-0.567852103804479,False,-1.345,-1.345,False,,,False
N20_ALL,20,2005-09,ABOT,2008-06-25,C_gap_down,-0.5524861878453038,-1.0000000000000013,False,-0.4500000000000013,False,True,-1.0000000000000013,False,-1.8450000000000013,-1.8450000000000013,False,-1.2950000000000013,-1.2950000000000013,False,-1.8450000000000013,-1.8450000000000013,False
