symbol,signal_date,lookback_n,strategy_confirmed,status,close_t,trigger_price,next_date,next_open,next_low,gap_pct,gap_pct_raw,gap_vs_trigger_pct,fillable_at_close_t,note
ASLPS,2026-07-31,20,False,Stopped,38.96,38.96,2026-08-03,42.86,35.06,10.010266940451741,10.010266940451741,10.010266940451741,True,
ASLPS,2026-07-31,60,False,Stopped,38.96,38.96,2026-08-03,42.86,35.06,10.010266940451741,10.010266940451741,10.010266940451741,True,
OBOY,2026-07-31,20,True,Stopped,20.31,20.31,2026-08-03,20.7,18.31,1.9202363367799142,1.9202363367799142,1.9202363367799142,True,
EPCLPS,2026-08-03,20,False,Stopped,12.55,12.55,2026-08-04,12.6,12.05,0.3984063745019835,0.3984063745019835,0.3984063745019835,True,
PRL,2026-08-03,20,True,Stopped,63.42,63.42,2026-08-04,63.9,62.4,0.7568590350047254,0.7568590350047254,0.7568590350047254,True,
PRL,2026-08-03,60,True,Stopped,63.42,63.42,2026-08-04,63.9,62.4,0.7568590350047254,0.7568590350047254,0.7568590350047254,True,
TPL,2026-08-03,20,True,Stopped,21.47,21.47,2026-08-04,21.6,19.88,0.6054960409874363,0.6054960409874363,0.6054960409874363,True,
TPL,2026-08-03,60,True,Stopped,21.47,21.47,2026-08-04,21.6,19.88,0.6054960409874363,0.6054960409874363,0.6054960409874363,True,
TPLP,2026-08-03,20,True,Stopped,14.71,14.71,2026-08-04,14.95,14.84,1.6315431679129737,1.6315431679129737,1.6315431679129737,False,
TPLP,2026-08-03,60,True,Stopped,14.71,14.71,2026-08-04,14.95,14.84,1.6315431679129737,1.6315431679129737,1.6315431679129737,False,
EWIC,2026-08-04,20,False,Stopped,55.02,55.02,2026-08-05,60.52,60.52,9.996364958197018,9.996364958197018,9.996364958197018,False,
KAPCO,2026-08-04,20,False,Stopped,29.11,29.11,2026-08-05,29.3,28.0,0.652696667811753,0.652696667811753,0.652696667811753,True,
MSOT,2026-08-04,20,False,Stopped,153.67,153.67,2026-08-05,159.99,138.3,4.1127090518644,4.1127090518644,4.1127090518644,True,
MSOT,2026-08-04,60,False,Stopped,153.67,153.67,2026-08-05,159.99,138.3,4.1127090518644,4.1127090518644,4.1127090518644,True,
TPLP,2026-08-04,20,True,Stopped,14.94,14.94,2026-08-05,15.15,14.1,1.405622489959845,1.405622489959845,1.405622489959845,True,
TPLP,2026-08-04,60,True,Stopped,14.94,14.94,2026-08-05,15.15,14.1,1.405622489959845,1.405622489959845,1.405622489959845,True,
EWIC,2026-08-05,20,False,Stopped,60.52,60.52,2026-08-06,66.57,66.57,9.9966953073364,9.9966953073364,9.9966953073364,False,
HBL,2026-08-05,20,False,Stopped,322.04,322.04,2026-08-06,324.9,320.05,0.8880884362190897,0.8880884362190897,0.8880884362190897,True,
MEBL,2026-08-05,20,False,Stopped,590.64,590.64,2026-08-06,594.99,585.0,0.7364892320195081,0.7364892320195081,0.7364892320195081,True,
MEBL,2026-08-05,60,False,Stopped,590.64,590.64,2026-08-06,594.99,585.0,0.7364892320195081,0.7364892320195081,0.7364892320195081,True,
MTL,2026-08-05,20,False,Stopped,310.45,310.45,2026-08-06,312.97,309.05,0.8117249154453338,0.8117249154453338,0.8117249154453338,True,
UNITY,2026-08-05,20,False,Stopped,11.14,11.14,2026-08-06,11.84,11.56,6.283662477558341,6.283662477558341,6.283662477558341,False,
EWIC,2026-08-06,20,False,Stopped,66.57,66.57,2026-08-07,73.23,60.1,10.004506534475006,10.004506534475006,10.004506534475006,True,
EWIC,2026-08-06,60,False,Stopped,66.57,66.57,2026-08-07,73.23,60.1,10.004506534475006,10.004506534475006,10.004506534475006,True,
UNITY,2026-08-06,20,False,Stopped,11.9,11.9,2026-08-07,11.89,11.3,-0.08403361344537635,-0.08403361344537635,-0.08403361344537635,True,
BUXL,2026-08-07,20,False,Stopped,229.52,229.52,2026-08-10,252.47,252.47,9.999128616242588,9.999128616242588,9.999128616242588,False,
CNERGY,2026-08-07,20,False,Stopped,11.94,11.94,2026-08-10,12.3,12.3,3.0150753768844325,3.0150753768844325,3.0150753768844325,False,
CNERGY,2026-08-07,60,False,Stopped,11.94,11.94,2026-08-10,12.3,12.3,3.0150753768844325,3.0150753768844325,3.0150753768844325,False,
FCEPL,2026-08-07,20,False,Stopped,121.3,121.3,2026-08-10,122.88,120.7,1.3025556471558108,1.3025556471558108,1.3025556471558108,True,
FCEPL,2026-08-07,60,False,Stopped,121.3,121.3,2026-08-10,122.88,120.7,1.3025556471558108,1.3025556471558108,1.3025556471558108,True,
GHGL,2026-08-07,20,False,Stopped,42.06,42.06,2026-08-10,42.5,41.9,1.0461245839277167,1.0461245839277167,1.0461245839277167,True,
KOHE,2026-08-07,20,False,Stopped,17.53,17.53,2026-08-10,17.5,16.8,-0.1711351968054828,-0.1711351968054828,-0.1711351968054828,True,
AKGL,2026-08-10,20,False,Stopped,59.74,59.74,2026-08-11,65.71,65.71,9.993304318714415,9.993304318714415,9.993304318714415,False,
ASLCPS,2026-08-10,20,False,Stopped,86.27,86.27,2026-08-11,94.9,94.9,10.003477454503315,10.003477454503315,10.003477454503315,False,
ASLCPS,2026-08-10,60,False,Stopped,86.27,86.27,2026-08-11,94.9,94.9,10.003477454503315,10.003477454503315,10.003477454503315,False,
ATRL,2026-08-10,20,False,Stopped,1059.47,1059.47,2026-08-11,1058.49,1025.05,-0.09249907972854522,-0.09249907972854522,-0.09249907972854522,True,
ATRL,2026-08-10,60,False,Stopped,1059.47,1059.47,2026-08-11,1058.49,1025.05,-0.09249907972854522,-0.09249907972854522,-0.09249907972854522,True,
BERG,2026-08-10,20,False,Stopped,121.34,121.34,2026-08-11,122.95,117.7,1.3268501730674134,1.3268501730674134,1.3268501730674134,True,
BUXL,2026-08-10,20,False,Stopped,252.47,252.47,2026-08-11,277.72,277.72,10.001188259991297,10.001188259991297,10.001188259991297,False,
CNERGY,2026-08-10,20,True,Stopped,13.13,13.13,2026-08-11,13.2,12.62,0.5331302361005218,0.5331302361005218,0.5331302361005218,True,
CNERGY,2026-08-10,60,True,Stopped,13.13,13.13,2026-08-11,13.2,12.62,0.5331302361005218,0.5331302361005218,0.5331302361005218,True,
KML,2026-08-10,20,False,Stopped,11.32,11.32,2026-08-11,11.45,10.5,1.148409893992924,1.148409893992924,1.148409893992924,True,
NRL,2026-08-10,20,False,Stopped,492.95,492.95,2026-08-11,497.9,474.01,1.0041586367785758,1.0041586367785758,1.0041586367785758,True,
NRL,2026-08-10,60,False,Stopped,492.95,492.95,2026-08-11,497.9,474.01,1.0041586367785758,1.0041586367785758,1.0041586367785758,True,
PKGI,2026-08-10,20,False,Stopped,26.37,26.37,2026-08-11,26.99,24.01,2.3511566173682117,2.3511566173682117,2.3511566173682117,True,
PKGI,2026-08-10,60,False,Stopped,26.37,26.37,2026-08-11,26.99,24.01,2.3511566173682117,2.3511566173682117,2.3511566173682117,True,
PRL,2026-08-10,20,True,Stopped,70.11,70.11,2026-08-11,71.0,69.1,1.2694337469690495,1.2694337469690495,1.2694337469690495,True,
PRL,2026-08-10,60,True,Stopped,70.11,70.11,2026-08-11,71.0,69.1,1.2694337469690495,1.2694337469690495,1.2694337469690495,True,
TPL,2026-08-10,20,True,Stopped,22.62,22.62,2026-08-11,22.7,22.15,0.353669319186553,0.353669319186553,0.353669319186553,True,
TPL,2026-08-10,60,True,Stopped,22.62,22.62,2026-08-11,22.7,22.15,0.353669319186553,0.353669319186553,0.353669319186553,True,
TPLP,2026-08-10,20,True,Stopped,15.68,15.68,2026-08-11,15.68,15.03,0.0,0.0,0.0,True,
TPLP,2026-08-10,60,True,Stopped,15.68,15.68,2026-08-11,15.68,15.03,0.0,0.0,0.0,True,
AKGL,2026-08-11,20,False,Stopped,65.71,65.71,2026-08-12,72.28,72.28,9.998478161619248,9.998478161619248,9.998478161619248,False,
ASLCPS,2026-08-11,20,False,Stopped,94.9,94.9,2026-08-12,104.39,104.39,9.999999999999993,9.999999999999993,9.999999999999993,False,
ASLCPS,2026-08-11,60,False,Stopped,94.9,94.9,2026-08-12,104.39,104.39,9.999999999999993,9.999999999999993,9.999999999999993,False,
BERG,2026-08-11,20,False,Stopped,123.88,123.88,2026-08-12,125.55,122.1,1.3480787859218613,1.3480787859218613,1.3480787859218613,True,
BUXL,2026-08-11,20,False,Stopped,277.72,277.72,2026-08-12,305.49,305.49,9.999279850208836,9.999279850208836,9.999279850208836,False,
BUXL,2026-08-11,60,False,Stopped,277.72,277.72,2026-08-12,305.49,305.49,9.999279850208836,9.999279850208836,9.999279850208836,False,
CLVL,2026-08-11,20,False,Stopped,20.87,20.87,2026-08-12,20.94,19.12,0.3354096789650229,0.3354096789650229,0.3354096789650229,True,
FZCM,2026-08-11,20,False,Stopped,277.29,277.29,2026-08-12,279.5,268.0,0.7969995311767388,0.7969995311767388,0.7969995311767388,True,
GAL,2026-08-11,20,False,Stopped,632.21,632.21,2026-08-12,634.99,629.0,0.4397273058002835,0.4397273058002835,0.4397273058002835,True,
HASCOL,2026-08-11,20,False,Stopped,21.47,21.47,2026-08-12,21.54,21.4,0.3260363297624606,0.3260363297624606,0.3260363297624606,True,
HBL,2026-08-11,20,False,Stopped,333.71,333.71,2026-08-12,331.12,331.12,-0.7761229810314271,-0.7761229810314271,-0.7761229810314271,True,
HBL,2026-08-11,60,False,Stopped,333.71,333.71,2026-08-12,331.12,331.12,-0.7761229810314271,-0.7761229810314271,-0.7761229810314271,True,
IGIL,2026-08-11,20,False,Stopped,21.89,21.89,2026-08-12,22.7,20.68,3.700319780721785,3.700319780721785,3.700319780721785,True,
PREMA,2026-08-11,20,False,Stopped,37.27,37.27,2026-08-12,37.8,36.7,1.4220552723369841,1.4220552723369841,1.4220552723369841,True,
PRL,2026-08-11,20,True,Stopped,71.02,71.02,2026-08-12,71.99,70.3,1.365812447197971,1.365812447197971,1.365812447197971,True,
PRL,2026-08-11,60,True,Stopped,71.02,71.02,2026-08-12,71.99,70.3,1.365812447197971,1.365812447197971,1.365812447197971,True,
SEPL,2026-08-11,20,False,Stopped,159.23,159.23,2026-08-12,160.74,157.54,0.9483137599698672,0.9483137599698672,0.9483137599698672,True,
SEPL,2026-08-11,60,False,Stopped,159.23,159.23,2026-08-12,160.74,157.54,0.9483137599698672,0.9483137599698672,0.9483137599698672,True,
THCCL,2026-08-11,20,False,Stopped,71.16,71.16,2026-08-12,73.55,72.25,3.358628442945476,3.358628442945476,3.358628442945476,False,
AKGL,2026-08-12,20,False,Stopped,72.28,72.28,2026-08-13,79.51,79.51,10.002767017155511,10.002767017155511,10.002767017155511,False,
AKGL,2026-08-12,60,False,Stopped,72.28,72.28,2026-08-13,79.51,79.51,10.002767017155511,10.002767017155511,10.002767017155511,False,
ASLCPS,2026-08-12,20,False,Stopped,104.39,104.39,2026-08-13,114.83,114.83,10.000957946163423,10.000957946163423,10.000957946163423,False,
ASLCPS,2026-08-12,60,False,Stopped,104.39,104.39,2026-08-13,114.83,114.83,10.000957946163423,10.000957946163423,10.000957946163423,False,
BERG,2026-08-12,20,False,Stopped,128.82,128.82,2026-08-13,129.5,125.0,0.5278683434249394,0.5278683434249394,0.5278683434249394,True,
BUXL,2026-08-12,20,False,Stopped,305.49,305.49,2026-08-13,336.04,336.04,10.00032734295722,10.00032734295722,10.00032734295722,False,
BUXL,2026-08-12,60,False,Stopped,305.49,305.49,2026-08-13,336.04,336.04,10.00032734295722,10.00032734295722,10.00032734295722,False,
CLVL,2026-08-12,20,False,Stopped,22.96,22.96,2026-08-13,22.92,20.66,-0.17421602787456072,-0.17421602787456072,-0.17421602787456072,True,
FECTC,2026-08-12,20,False,Stopped,122.41,122.41,2026-08-13,125.2,117.58,2.279225553467859,2.279225553467859,2.279225553467859,True,
GAL,2026-08-12,20,True,Stopped,648.34,648.34,2026-08-13,655.1,643.0,1.0426628003825138,1.0426628003825138,1.0426628003825138,True,
GAL,2026-08-12,60,True,Stopped,648.34,648.34,2026-08-13,655.1,643.0,1.0426628003825138,1.0426628003825138,1.0426628003825138,True,
GHNI,2026-08-12,20,False,Stopped,1282.25,1282.25,2026-08-13,1310.0,1300.0,2.1641645544940533,2.1641645544940533,2.1641645544940533,False,
MSOT,2026-08-12,20,True,Stopped,163.05,163.05,2026-08-13,163.99,157.57,0.576510272922415,0.576510272922415,0.576510272922415,True,
MSOT,2026-08-12,60,True,Stopped,163.05,163.05,2026-08-13,163.99,157.57,0.576510272922415,0.576510272922415,0.576510272922415,True,
POL,2026-08-12,20,False,Stopped,724.4,724.4,2026-08-13,730.0,710.01,0.7730535615681975,0.7730535615681975,0.7730535615681975,True,
POL,2026-08-12,60,False,Stopped,724.4,724.4,2026-08-13,730.0,710.01,0.7730535615681975,0.7730535615681975,0.7730535615681975,True,
THCCL,2026-08-12,20,False,Stopped,74.25,74.25,2026-08-13,77.0,76.25,3.7037037037037033,3.7037037037037033,3.7037037037037033,False,
TPL,2026-08-12,20,True,Stopped,23.06,23.06,2026-08-13,23.29,22.67,0.9973980919340869,0.9973980919340869,0.9973980919340869,True,
TPL,2026-08-12,60,True,Stopped,23.06,23.06,2026-08-13,23.29,22.67,0.9973980919340869,0.9973980919340869,0.9973980919340869,True,
TREET,2026-08-12,20,False,Stopped,24.71,24.71,2026-08-13,24.98,24.5,1.0926750303520825,1.0926750303520825,1.0926750303520825,True,
AKGL,2026-08-13,20,False,Stopped,79.51,79.51,2026-08-17,87.45,82.0,9.986165262231163,9.986165262231163,9.986165262231163,False,
AKGL,2026-08-13,60,False,Stopped,79.51,79.51,2026-08-17,87.45,82.0,9.986165262231163,9.986165262231163,9.986165262231163,False,
ASLCPS,2026-08-13,20,False,Stopped,114.83,114.83,2026-08-17,126.31,126.25,9.997387442306021,9.997387442306021,9.997387442306021,False,
ASLCPS,2026-08-13,60,False,Stopped,114.83,114.83,2026-08-17,126.31,126.25,9.997387442306021,9.997387442306021,9.997387442306021,False,
BUXL,2026-08-13,20,False,Stopped,336.04,336.04,2026-08-17,369.64,369.64,9.998809665516,9.998809665516,9.998809665516,False,
BUXL,2026-08-13,60,False,Stopped,336.04,336.04,2026-08-17,369.64,369.64,9.998809665516,9.998809665516,9.998809665516,False,
CLVL,2026-08-13,20,True,Stopped,23.79,23.79,2026-08-17,22.88,21.41,-3.8251366120218586,-3.8251366120218586,-3.8251366120218586,True,
EPCLPS,2026-08-13,20,False,Stopped,13.3,13.3,2026-08-17,12.99,12.13,-2.3308270676691762,-2.3308270676691762,-2.3308270676691762,True,
GAMON,2026-08-13,20,False,Stopped,28.25,28.25,2026-08-17,28.6,26.65,1.2389380530973502,1.2389380530973502,1.2389380530973502,True,
GAMON,2026-08-13,60,False,Stopped,28.25,28.25,2026-08-17,28.6,26.65,1.2389380530973502,1.2389380530973502,1.2389380530973502,True,
PPP,2026-08-13,20,False,Stopped,140.41,140.41,2026-08-17,142.0,142.0,1.132397977352043,1.132397977352043,1.132397977352043,False,
PRL,2026-08-13,20,True,Stopped,76.73,76.73,2026-08-17,78.05,77.33,1.7203179981754115,1.7203179981754115,1.7203179981754115,False,
PRL,2026-08-13,60,True,Stopped,76.73,76.73,2026-08-17,78.05,77.33,1.7203179981754115,1.7203179981754115,1.7203179981754115,False,
TPL,2026-08-13,20,True,Stopped,23.59,23.59,2026-08-17,23.3,22.86,-1.2293344637558252,-1.2293344637558252,-1.2293344637558252,True,
TPL,2026-08-13,60,True,Stopped,23.59,23.59,2026-08-17,23.3,22.86,-1.2293344637558252,-1.2293344637558252,-1.2293344637558252,True,
AKGL,2026-08-17,20,False,Stopped,87.46,87.46,2026-08-18,96.21,88.0,10.004573519323118,10.004573519323118,10.004573519323118,False,
AKGL,2026-08-17,60,False,Stopped,87.46,87.46,2026-08-18,96.21,88.0,10.004573519323118,10.004573519323118,10.004573519323118,False,
APL,2026-08-17,20,False,Stopped,563.87,563.87,2026-08-18,557.93,557.0,-1.0534343022327939,-1.0534343022327939,-1.0534343022327939,True,
ASL,2026-08-17,20,False,Stopped,14.92,14.92,2026-08-18,14.92,14.6,0.0,0.0,0.0,True,
ASL,2026-08-17,60,False,Stopped,14.92,14.92,2026-08-18,14.92,14.6,0.0,0.0,0.0,True,
ASLCPS,2026-08-17,20,False,Stopped,126.25,126.25,2026-08-18,138.88,138.88,10.0039603960396,10.0039603960396,10.0039603960396,False,
ASLCPS,2026-08-17,60,False,Stopped,126.25,126.25,2026-08-18,138.88,138.88,10.0039603960396,10.0039603960396,10.0039603960396,False,
ATRL,2026-08-17,20,False,Stopped,1125.99,1125.99,2026-08-18,1130.0,1090.17,0.35613104912121696,0.35613104912121696,0.35613104912121696,True,
ATRL,2026-08-17,60,False,Stopped,1125.99,1125.99,2026-08-18,1130.0,1090.17,0.35613104912121696,0.35613104912121696,0.35613104912121696,True,
BERG,2026-08-17,20,False,Stopped,141.53,141.53,2026-08-18,144.99,142.0,2.4447113686144335,2.4447113686144335,2.4447113686144335,False,
BUXL,2026-08-17,20,False,Stopped,369.64,369.64,2026-08-18,406.6,406.6,9.998917866031826,9.998917866031826,9.998917866031826,False,
BUXL,2026-08-17,60,False,Stopped,369.64,369.64,2026-08-18,406.6,406.6,9.998917866031826,9.998917866031826,9.998917866031826,False,
CNERGY,2026-08-17,20,True,Stopped,15.01,15.01,2026-08-18,15.38,14.68,2.4650233177881478,2.4650233177881478,2.4650233177881478,True,
CNERGY,2026-08-17,60,True,Stopped,15.01,15.01,2026-08-18,15.38,14.68,2.4650233177881478,2.4650233177881478,2.4650233177881478,True,
GHNI,2026-08-17,20,False,Stopped,1342.53,1342.53,2026-08-18,1343.0,1316.0,0.035008528673476744,0.035008528673476744,0.035008528673476744,True,
GHNI,2026-08-17,60,False,Stopped,1342.53,1342.53,2026-08-18,1343.0,1316.0,0.035008528673476744,0.035008528673476744,0.035008528673476744,True,
GWLC,2026-08-17,20,False,Stopped,51.99,51.99,2026-08-18,50.0,50.0,-3.8276591652240852,-3.8276591652240852,-3.8276591652240852,True,
ISL,2026-08-17,20,False,Stopped,93.14,93.14,2026-08-18,94.0,90.09,0.9233412067854836,0.9233412067854836,0.9233412067854836,True,
MACFL,2026-08-17,20,False,Stopped,80.38,80.38,2026-08-18,85.0,81.01,5.747698432445888,5.747698432445888,5.747698432445888,False,
MFL,2026-08-17,20,False,Stopped,44.83,44.83,2026-08-18,45.85,43.2,2.275262101271477,2.275262101271477,2.275262101271477,True,
NRL,2026-08-17,20,False,Stopped,533.29,533.29,2026-08-18,528.75,508.03,-0.8513191696825299,-0.8513191696825299,-0.8513191696825299,True,
NRL,2026-08-17,60,False,Stopped,533.29,533.29,2026-08-18,528.75,508.03,-0.8513191696825299,-0.8513191696825299,-0.8513191696825299,True,
NRSL,2026-08-17,20,False,Stopped,37.49,37.49,2026-08-18,38.66,36.3,3.1208322219258324,3.1208322219258324,3.1208322219258324,True,
PPL,2026-08-17,20,False,Stopped,239.04,239.04,2026-08-18,238.9,232.0,-0.058567603748320936,-0.058567603748320936,-0.058567603748320936,True,
PPP,2026-08-17,20,False,Stopped,154.45,154.45,2026-08-18,157.0,142.0,1.6510197474911048,1.6510197474911048,1.6510197474911048,True,
PPP,2026-08-17,60,False,Stopped,154.45,154.45,2026-08-18,157.0,142.0,1.6510197474911048,1.6510197474911048,1.6510197474911048,True,
PREMA,2026-08-17,20,False,Stopped,40.19,40.19,2026-08-18,40.75,40.15,1.3933814381687044,1.3933814381687044,1.3933814381687044,True,
PREMA,2026-08-17,60,False,Stopped,40.19,40.19,2026-08-18,40.75,40.15,1.3933814381687044,1.3933814381687044,1.3933814381687044,True,
PRL,2026-08-17,20,True,Stopped,84.4,84.4,2026-08-18,86.0,81.1,1.8957345971563913,1.8957345971563913,1.8957345971563913,True,
PRL,2026-08-17,60,True,Stopped,84.4,84.4,2026-08-18,86.0,81.1,1.8957345971563913,1.8957345971563913,1.8957345971563913,True,
PSO,2026-08-17,20,False,Stopped,382.02,382.02,2026-08-18,382.0,373.05,-0.005235327993294019,-0.005235327993294019,-0.005235327993294019,True,
PSO,2026-08-17,60,False,Stopped,382.02,382.02,2026-08-18,382.0,373.05,-0.005235327993294019,-0.005235327993294019,-0.005235327993294019,True,
AKGL,2026-08-18,20,False,Stopped,96.21,96.21,2026-08-19,91.0,86.59,-5.415237501299235,-5.415237501299235,-5.415237501299235,True,
AKGL,2026-08-18,60,False,Stopped,96.21,96.21,2026-08-19,91.0,86.59,-5.415237501299235,-5.415237501299235,-5.415237501299235,True,
ASLCPS,2026-08-18,20,False,Stopped,138.88,138.88,2026-08-19,152.77,152.77,10.00144009216591,10.00144009216591,10.00144009216591,False,
ASLCPS,2026-08-18,60,False,Stopped,138.88,138.88,2026-08-19,152.77,152.77,10.00144009216591,10.00144009216591,10.00144009216591,False,
BERG,2026-08-18,20,True,Stopped,155.68,155.68,2026-08-19,171.25,163.55,10.00128468653648,10.00128468653648,10.00128468653648,False,
BERG,2026-08-18,60,True,Stopped,155.68,155.68,2026-08-19,171.25,163.55,10.00128468653648,10.00128468653648,10.00128468653648,False,
BUXL,2026-08-18,20,False,Stopped,406.6,406.6,2026-08-19,447.26,447.26,9.999999999999993,9.999999999999993,9.999999999999993,False,
BUXL,2026-08-18,60,False,Stopped,406.6,406.6,2026-08-19,447.26,447.26,9.999999999999993,9.999999999999993,9.999999999999993,False,
CENI,2026-08-18,20,False,Pending,59.42,59.42,2026-08-19,65.36,62.5,9.996634129922581,9.996634129922581,9.996634129922581,False,
CENI,2026-08-18,60,False,Pending,59.42,59.42,2026-08-19,65.36,62.5,9.996634129922581,9.996634129922581,9.996634129922581,False,
EFUL,2026-08-18,20,False,Stopped,168.72,168.72,2026-08-19,169.0,167.5,0.16595542911332453,0.16595542911332453,0.16595542911332453,True,
EFUL,2026-08-18,60,False,Stopped,168.72,168.72,2026-08-19,169.0,167.5,0.16595542911332453,0.16595542911332453,0.16595542911332453,True,
MACFL,2026-08-18,20,False,Stopped,88.42,88.42,2026-08-19,90.05,79.58,1.8434743270753169,1.8434743270753169,1.8434743270753169,True,
MACFL,2026-08-18,60,False,Stopped,88.42,88.42,2026-08-19,90.05,79.58,1.8434743270753169,1.8434743270753169,1.8434743270753169,True,
PAKRI,2026-08-18,20,False,Stopped,18.83,18.83,2026-08-19,19.05,18.1,1.168348380244304,1.168348380244304,1.168348380244304,True,
PREMA,2026-08-18,20,False,Stopped,40.78,40.78,2026-08-19,40.78,39.0,0.0,0.0,0.0,True,
PREMA,2026-08-18,60,False,Stopped,40.78,40.78,2026-08-19,40.78,39.0,0.0,0.0,0.0,True,
PRL,2026-08-18,20,True,Stopped,85.38,85.38,2026-08-19,85.0,81.5,-0.44506910283438217,-0.44506910283438217,-0.44506910283438217,True,
PRL,2026-08-18,60,True,Stopped,85.38,85.38,2026-08-19,85.0,81.5,-0.44506910283438217,-0.44506910283438217,-0.44506910283438217,True,
ANTM,2026-08-19,20,False,Stopped,66.08,66.08,2026-08-20,67.51,65.0,2.1640435835351193,2.1640435835351193,2.1640435835351193,True,
ASLCPS,2026-08-19,20,False,Stopped,152.77,152.77,2026-08-20,168.05,168.05,10.001963736335668,10.001963736335668,10.001963736335668,False,
ASLCPS,2026-08-19,60,False,Stopped,152.77,152.77,2026-08-20,168.05,168.05,10.001963736335668,10.001963736335668,10.001963736335668,False,
BERG,2026-08-19,20,True,Stopped,171.25,171.25,2026-08-20,169.0,154.13,-1.313868613138686,-1.313868613138686,-1.313868613138686,True,
BERG,2026-08-19,60,True,Stopped,171.25,171.25,2026-08-20,169.0,154.13,-1.313868613138686,-1.313868613138686,-1.313868613138686,True,
BUXL,2026-08-19,20,False,Stopped,447.26,447.26,2026-08-20,491.99,405.0,10.000894334391633,10.000894334391633,10.000894334391633,True,
BUXL,2026-08-19,60,False,Stopped,447.26,447.26,2026-08-20,491.99,405.0,10.000894334391633,10.000894334391633,10.000894334391633,True,
CPPL,2026-08-19,20,False,Stopped,112.5,112.5,2026-08-20,112.01,110.05,-0.43555555555555103,-0.43555555555555103,-0.43555555555555103,True,
EFUL,2026-08-19,20,False,Stopped,177.64,177.64,2026-08-20,170.12,170.12,-4.233280792614266,-4.233280792614266,-4.233280792614266,True,
EFUL,2026-08-19,60,False,Stopped,177.64,177.64,2026-08-20,170.12,170.12,-4.233280792614266,-4.233280792614266,-4.233280792614266,True,
INKL,2026-08-19,20,False,Stopped,103.01,103.01,2026-08-20,110.99,97.01,7.746820697019697,7.746820697019697,7.746820697019697,True,
JGICL,2026-08-19,20,False,Stopped,90.52,90.52,2026-08-20,90.54,83.65,0.022094564737085983,0.022094564737085983,0.022094564737085983,True,
JGICL,2026-08-19,60,False,Stopped,90.52,90.52,2026-08-20,90.54,83.65,0.022094564737085983,0.022094564737085983,0.022094564737085983,True,
JLICL,2026-08-19,20,False,Stopped,208.74,208.74,2026-08-20,210.0,187.87,0.6036217303822894,0.6036217303822894,0.6036217303822894,True,
JLICL,2026-08-19,60,False,Stopped,208.74,208.74,2026-08-20,210.0,187.87,0.6036217303822894,0.6036217303822894,0.6036217303822894,True,
MACFL,2026-08-19,20,True,Stopped,92.56,92.56,2026-08-20,83.3,83.3,-10.00432152117546,-10.00432152117546,-10.00432152117546,True,
MACFL,2026-08-19,60,True,Stopped,92.56,92.56,2026-08-20,83.3,83.3,-10.00432152117546,-10.00432152117546,-10.00432152117546,True,
PCAL,2026-08-19,20,False,Stopped,185.93,185.93,2026-08-20,203.75,179.3,9.584252137901357,9.584252137901357,9.584252137901357,True,
TRIPF,2026-08-19,20,False,Stopped,154.07,154.07,2026-08-20,155.1,138.66,0.6685272927889928,0.6685272927889928,0.6685272927889928,True,
UBDL,2026-08-19,20,False,Stopped,31.47,31.47,2026-08-20,34.62,34.62,10.0095328884652,10.0095328884652,10.0095328884652,False,
UBDL,2026-08-19,60,False,Stopped,31.47,31.47,2026-08-20,34.62,34.62,10.0095328884652,10.0095328884652,10.0095328884652,False,
ARPAK,2026-08-20,20,False,Stopped,173.14,173.14,2026-08-21,189.0,173.14,9.160217165299766,9.160217165299766,9.160217165299766,True,
ARPAK,2026-08-20,60,False,Stopped,173.14,173.14,2026-08-21,189.0,173.14,9.160217165299766,9.160217165299766,9.160217165299766,True,
ASLCPS,2026-08-20,20,False,Stopped,168.05,168.05,2026-08-21,184.86,184.86,10.00297530496876,10.00297530496876,10.00297530496876,False,
ASLCPS,2026-08-20,60,False,Stopped,168.05,168.05,2026-08-21,184.86,184.86,10.00297530496876,10.00297530496876,10.00297530496876,False,
BUXL,2026-08-20,20,False,Stopped,491.99,491.99,2026-08-21,530.0,502.0,7.725766783877718,7.725766783877718,7.725766783877718,False,
BUXL,2026-08-20,60,False,Stopped,491.99,491.99,2026-08-21,530.0,502.0,7.725766783877718,7.725766783877718,7.725766783877718,False,
LPGL,2026-08-20,20,False,Stopped,103.88,103.88,2026-08-21,105.0,97.3,1.0781671159029693,1.0781671159029693,1.0781671159029693,True,
UBDL,2026-08-20,20,False,Stopped,34.62,34.62,2026-08-21,36.98,31.16,6.816868861929519,6.816868861929519,6.816868861929519,True,
UBDL,2026-08-20,60,False,Stopped,34.62,34.62,2026-08-21,36.98,31.16,6.816868861929519,6.816868861929519,6.816868861929519,True,
ASLCPS,2026-08-21,20,False,Stopped,184.86,184.86,2026-08-24,203.35,166.37,10.002163799632143,10.002163799632143,10.002163799632143,True,
ASLCPS,2026-08-21,60,False,Stopped,184.86,184.86,2026-08-24,203.35,166.37,10.002163799632143,10.002163799632143,10.002163799632143,True,
CLVL,2026-08-21,20,True,Stopped,27.26,27.26,2026-08-24,29.99,29.99,10.014673514306665,10.014673514306665,10.014673514306665,False,
CLVL,2026-08-21,60,True,Stopped,27.26,27.26,2026-08-24,29.99,29.99,10.014673514306665,10.014673514306665,10.014673514306665,False,
